ROWID	_StageClearDropid|INTEGER	_MinLevel|INTEGER	_MaxLevel|INTEGER	_Job|INTEGER	_DropID|INTEGER	_ExDifficulty|INTEGER	_ClearGold|INTEGER
1002345	78283762	89	89	4	226498587	0	0
1002346	78283762	90	90	4	226498588	0	0
1002347	78283762	91	91	4	226498589	0	0
1002348	78283762	92	92	4	226498590	0	0
1002349	78283762	93	93	4	226498591	0	0
1002350	78283762	94	94	4	226498592	0	0
1002351	78283763	1	1	4	226498405	0	0
1002352	78283763	2	2	4	226498406	0	0
1002353	78283763	3	3	4	226498407	0	0
1002354	78283763	4	4	4	226498408	0	0
1002355	78283763	5	5	4	226498409	0	0
1002356	78283763	6	6	4	226498410	0	0
1002357	78283763	7	7	4	226498411	0	0
1002358	78283763	8	8	4	226498412	0	0
1002359	78283763	9	9	4	226498413	0	0
1002360	78283763	10	10	4	226498414	0	0
1002361	78283763	11	11	4	226498415	0	0
1002362	78283763	12	12	4	226498416	0	0
1002363	78283763	13	13	4	226498417	0	0
1002364	78283763	14	14	4	226498418	0	0
1002365	78283763	15	15	4	226498419	0	0
1002366	78283763	16	16	4	226498420	0	0
1002367	78283763	17	17	4	226498421	0	0
1002368	78283763	18	18	4	226498422	0	0
1002369	78283763	19	19	4	226498423	0	0
1002370	78283763	20	20	4	226498424	0	0
1002371	78283763	21	21	4	226498425	0	0
1002372	78283763	22	22	4	226498426	0	0
1002373	78283763	23	23	4	226498427	0	0
1002374	78283763	24	24	4	226498428	0	0
1002375	78283763	25	25	4	226498429	0	0
1002376	78283763	26	26	4	226498430	0	0
1002377	78283763	27	27	4	226498431	0	0
1002378	78283763	28	28	4	226498432	0	0
1002379	78283763	29	29	4	226498433	0	0
1002380	78283763	30	30	4	226498434	0	0
1002381	78283763	31	31	4	226498435	0	0
1002382	78283763	32	32	4	226498436	0	0
1002383	78283763	33	33	4	226498437	0	0
1002384	78283763	34	34	4	226498438	0	0
1002385	78283763	35	35	4	226498439	0	0
1002386	78283763	36	36	4	226498440	0	0
1002387	78283763	37	37	4	226498441	0	0
1002388	78283763	38	38	4	226498442	0	0
1002389	78283763	39	39	4	226498443	0	0
1002390	78283763	40	40	4	226498444	0	0
1002391	78283763	41	41	4	226498445	0	0
1002392	78283763	42	42	4	226498446	0	0
1002393	78283763	43	43	4	226498447	0	0
1002394	78283763	44	44	4	226498448	0	0
1002395	78283763	45	45	4	226498449	0	0
1002396	78283763	46	46	4	226498450	0	0
1002397	78283763	47	47	4	226498451	0	0
1002398	78283763	48	48	4	226498452	0	0
1002399	78283763	49	49	4	226498453	0	0
1002400	78283763	50	50	4	226498454	0	0
1002401	78283763	51	51	4	226498455	0	0
1002402	78283763	52	52	4	226498456	0	0
1002403	78283763	53	53	4	226498457	0	0
1002404	78283763	54	54	4	226498458	0	0
1002405	78283763	55	55	4	226498459	0	0
1002406	78283763	56	56	4	226498460	0	0
1002407	78283763	57	57	4	226498461	0	0
1002408	78283763	58	58	4	226498462	0	0
1002409	78283763	59	59	4	226498463	0	0
1002410	78283763	60	60	4	226498464	0	0
1002411	78283763	61	61	4	226498465	0	0
1002412	78283763	62	62	4	226498466	0	0
1002413	78283763	63	63	4	226498467	0	0
1002414	78283763	64	64	4	226498468	0	0
1002415	78283763	65	65	4	226498469	0	0
1002416	78283763	66	66	4	226498470	0	0
1002417	78283763	67	67	4	226498471	0	0
1002418	78283763	68	68	4	226498472	0	0
1002419	78283763	69	69	4	226498473	0	0
1002420	78283763	70	70	4	226498474	0	0
1002421	78283763	71	71	4	226498475	0	0
1002422	78283763	72	72	4	226498476	0	0
1002423	78283763	73	73	4	226498477	0	0
1002424	78283763	74	74	4	226498478	0	0
1002425	78283763	75	75	4	226498479	0	0
1002426	78283763	76	76	4	226498480	0	0
1002427	78283763	77	77	4	226498481	0	0
1002428	78283763	78	78	4	226498482	0	0
1002429	78283763	79	79	4	226498483	0	0
1002430	78283763	80	80	4	226498484	0	0
1002431	78283763	81	81	4	226498485	0	0
1002432	78283763	82	82	4	226498486	0	0
1002433	78283763	83	83	4	226498487	0	0
1002434	78283763	84	84	4	226498488	0	0
1002435	78283763	85	85	4	226498489	0	0
1002436	78283763	86	86	4	226498490	0	0
1002437	78283763	87	87	4	226498491	0	0
1002438	78283763	88	88	4	226498492	0	0
1002439	78283763	89	89	4	226498493	0	0
1002440	78283763	90	90	4	226498494	0	0
1002441	78283763	91	91	4	226498495	0	0
1002442	78283763	92	92	4	226498496	0	0
1002443	78283763	93	93	4	226498497	0	0
1002444	78283763	94	94	4	226498498	0	0
1002445	78283762	1	1	5	226498687	0	0
1002446	78283762	2	2	5	226498688	0	0
1002447	78283762	3	3	5	226498689	0	0
1002448	78283762	4	4	5	226498690	0	0
1002449	78283762	5	5	5	226498691	0	0
1002450	78283762	6	6	5	226498692	0	0
1002451	78283762	7	7	5	226498693	0	0
1002452	78283762	8	8	5	226498694	0	0
1002453	78283762	9	9	5	226498695	0	0
1002454	78283762	10	10	5	226498696	0	0
1002455	78283762	11	11	5	226498697	0	0
1002456	78283762	12	12	5	226498698	0	0
1002457	78283762	13	13	5	226498699	0	0
1002458	78283762	14	14	5	226498700	0	0
1002459	78283762	15	15	5	226498701	0	0
1002460	78283762	16	16	5	226498702	0	0
1002461	78283762	17	17	5	226498703	0	0
1002462	78283762	18	18	5	226498704	0	0
1002463	78283762	19	19	5	226498705	0	0
1002464	78283762	20	20	5	226498706	0	0
1002465	78283762	21	21	5	226498707	0	0
1002466	78283762	22	22	5	226498708	0	0
1002467	78283762	23	23	5	226498709	0	0
1002468	78283762	24	24	5	226498710	0	0
1002469	78283762	25	25	5	226498711	0	0
1002470	78283762	26	26	5	226498712	0	0
1002471	78283762	27	27	5	226498713	0	0
1002472	78283762	28	28	5	226498714	0	0
1002473	78283762	29	29	5	226498715	0	0
1002474	78283762	30	30	5	226498716	0	0
1002475	78283762	31	31	5	226498717	0	0
1002476	78283762	32	32	5	226498718	0	0
1002477	78283762	33	33	5	226498719	0	0
1002478	78283762	34	34	5	226498720	0	0
1002479	78283762	35	35	5	226498721	0	0
1002480	78283762	36	36	5	226498722	0	0
1002481	78283762	37	37	5	226498723	0	0
1002482	78283762	38	38	5	226498724	0	0
1002483	78283762	39	39	5	226498725	0	0
1002484	78283762	40	40	5	226498726	0	0
1002485	78283762	41	41	5	226498727	0	0
1002486	78283762	42	42	5	226498728	0	0
1002487	78283762	43	43	5	226498729	0	0
1002488	78283762	44	44	5	226498730	0	0
1002489	78283762	45	45	5	226498731	0	0
1002490	78283762	46	46	5	226498732	0	0
1002491	78283762	47	47	5	226498733	0	0
1002492	78283762	48	48	5	226498734	0	0
1002493	78283762	49	49	5	226498735	0	0
1002494	78283762	50	50	5	226498736	0	0
1002495	78283762	51	51	5	226498737	0	0
1002496	78283762	52	52	5	226498738	0	0
1002497	78283762	53	53	5	226498739	0	0
1002498	78283762	54	54	5	226498740	0	0
1002499	78283762	55	55	5	226498741	0	0
1002500	78283762	56	56	5	226498742	0	0
1002501	78283762	57	57	5	226498743	0	0
1002502	78283762	58	58	5	226498744	0	0
1002503	78283762	59	59	5	226498745	0	0
1002504	78283762	60	60	5	226498746	0	0
1002505	78283762	61	61	5	226498747	0	0
1002506	78283762	62	62	5	226498748	0	0
1002507	78283762	63	63	5	226498749	0	0
1002508	78283762	64	64	5	226498750	0	0
1002509	78283762	65	65	5	226498751	0	0
1002510	78283762	66	66	5	226498752	0	0
1002511	78283762	67	67	5	226498753	0	0
1002512	78283762	68	68	5	226498754	0	0
1002513	78283762	69	69	5	226498755	0	0
1002514	78283762	70	70	5	226498756	0	0
1002515	78283762	71	71	5	226498757	0	0
1002516	78283762	72	72	5	226498758	0	0
1002517	78283762	73	73	5	226498759	0	0
1002518	78283762	74	74	5	226498760	0	0
1002519	78283762	75	75	5	226498761	0	0
1002520	78283762	76	76	5	226498762	0	0
1002521	78283762	77	77	5	226498763	0	0
1002522	78283762	78	78	5	226498764	0	0
1002523	78283762	79	79	5	226498765	0	0
1002524	78283762	80	80	5	226498766	0	0
1002525	78283762	81	81	5	226498767	0	0
1002526	78283762	82	82	5	226498768	0	0
1002527	78283762	83	83	5	226498769	0	0
1002528	78283762	84	84	5	226498770	0	0
1002529	78283762	85	85	5	226498771	0	0
1002530	78283762	86	86	5	226498772	0	0
1002531	78283762	87	87	5	226498773	0	0
1002532	78283762	88	88	5	226498774	0	0
1002533	78283762	89	89	5	226498775	0	0
1002534	78283762	90	90	5	226498776	0	0
1002535	78283762	91	91	5	226498777	0	0
1002536	78283762	92	92	5	226498778	0	0
1002537	78283762	93	93	5	226498779	0	0
1002538	78283762	94	94	5	226498780	0	0
1002539	78283763	1	1	5	226498593	0	0
1002540	78283763	2	2	5	226498594	0	0
1002541	78283763	3	3	5	226498595	0	0
1002542	78283763	4	4	5	226498596	0	0
1002543	78283763	5	5	5	226498597	0	0
1002544	78283763	6	6	5	226498598	0	0
1002545	78283763	7	7	5	226498599	0	0
1002546	78283763	8	8	5	226498600	0	0
1002547	78283763	9	9	5	226498601	0	0
1002548	78283763	10	10	5	226498602	0	0
1002549	78283763	11	11	5	226498603	0	0
1002550	78283763	12	12	5	226498604	0	0
1002551	78283763	13	13	5	226498605	0	0
1002552	78283763	14	14	5	226498606	0	0
1002553	78283763	15	15	5	226498607	0	0
1002554	78283763	16	16	5	226498608	0	0
1002555	78283763	17	17	5	226498609	0	0
1002556	78283763	18	18	5	226498610	0	0
1002557	78283763	19	19	5	226498611	0	0
1002558	78283763	20	20	5	226498612	0	0
1002559	78283763	21	21	5	226498613	0	0
1002560	78283763	22	22	5	226498614	0	0
1002561	78283763	23	23	5	226498615	0	0
1002562	78283763	24	24	5	226498616	0	0
1002563	78283763	25	25	5	226498617	0	0
1002564	78283763	26	26	5	226498618	0	0
1002565	78283763	27	27	5	226498619	0	0
1002566	78283763	28	28	5	226498620	0	0
1002567	78283763	29	29	5	226498621	0	0
1002568	78283763	30	30	5	226498622	0	0
1002569	78283763	31	31	5	226498623	0	0
1002570	78283763	32	32	5	226498624	0	0
1002571	78283763	33	33	5	226498625	0	0
1002572	78283763	34	34	5	226498626	0	0
1002573	78283763	35	35	5	226498627	0	0
1002574	78283763	36	36	5	226498628	0	0
1002575	78283763	37	37	5	226498629	0	0
1002576	78283763	38	38	5	226498630	0	0
1002577	78283763	39	39	5	226498631	0	0
1002578	78283763	40	40	5	226498632	0	0
1002579	78283763	41	41	5	226498633	0	0
1002580	78283763	42	42	5	226498634	0	0
1002581	78283763	43	43	5	226498635	0	0
1002582	78283763	44	44	5	226498636	0	0
1002583	78283763	45	45	5	226498637	0	0
1002584	78283763	46	46	5	226498638	0	0
1002585	78283763	47	47	5	226498639	0	0
1002586	78283763	48	48	5	226498640	0	0
1002587	78283763	49	49	5	226498641	0	0
1002588	78283763	50	50	5	226498642	0	0
1002589	78283763	51	51	5	226498643	0	0
1002590	78283763	52	52	5	226498644	0	0
1002591	78283763	53	53	5	226498645	0	0
1002592	78283763	54	54	5	226498646	0	0
1002593	78283763	55	55	5	226498647	0	0
1002594	78283763	56	56	5	226498648	0	0
1002595	78283763	57	57	5	226498649	0	0
1002596	78283763	58	58	5	226498650	0	0
1002597	78283763	59	59	5	226498651	0	0
1002598	78283763	60	60	5	226498652	0	0
1002599	78283763	61	61	5	226498653	0	0
1002600	78283763	62	62	5	226498654	0	0
1002601	78283763	63	63	5	226498655	0	0
1002602	78283763	64	64	5	226498656	0	0
1002603	78283763	65	65	5	226498657	0	0
1002604	78283763	66	66	5	226498658	0	0
1002605	78283763	67	67	5	226498659	0	0
1002606	78283763	68	68	5	226498660	0	0
1002607	78283763	69	69	5	226498661	0	0
1002608	78283763	70	70	5	226498662	0	0
1002609	78283763	71	71	5	226498663	0	0
1002610	78283763	72	72	5	226498664	0	0
1002611	78283763	73	73	5	226498665	0	0
1002612	78283763	74	74	5	226498666	0	0
1002613	78283763	75	75	5	226498667	0	0
1002614	78283763	76	76	5	226498668	0	0
1002615	78283763	77	77	5	226498669	0	0
1002616	78283763	78	78	5	226498670	0	0
1002617	78283763	79	79	5	226498671	0	0
1002618	78283763	80	80	5	226498672	0	0
1002619	78283763	81	81	5	226498673	0	0
1002620	78283763	82	82	5	226498674	0	0
1002621	78283763	83	83	5	226498675	0	0
1002622	78283763	84	84	5	226498676	0	0
1002623	78283763	85	85	5	226498677	0	0
1002624	78283763	86	86	5	226498678	0	0
1002625	78283763	87	87	5	226498679	0	0
1002626	78283763	88	88	5	226498680	0	0
1002627	78283763	89	89	5	226498681	0	0
1002628	78283763	90	90	5	226498682	0	0
1002629	78283763	91	91	5	226498683	0	0
1002630	78283763	92	92	5	226498684	0	0
1002631	78283763	93	93	5	226498685	0	0
1002632	78283763	94	94	5	226498686	0	0
1002633	78283762	1	1	6	226498875	0	0
1002634	78283762	2	2	6	226498876	0	0
1002635	78283762	3	3	6	226498877	0	0
1002636	78283762	4	4	6	226498878	0	0
1002637	78283762	5	5	6	226498879	0	0
1002638	78283762	6	6	6	226498880	0	0
1002639	78283762	7	7	6	226498881	0	0
1002640	78283762	8	8	6	226498882	0	0
1002641	78283762	9	9	6	226498883	0	0
1002642	78283762	10	10	6	226498884	0	0
1002643	78283762	11	11	6	226498885	0	0
1002644	78283762	12	12	6	226498886	0	0
1002645	78283762	13	13	6	226498887	0	0
1002646	78283762	14	14	6	226498888	0	0
1002647	78283762	15	15	6	226498889	0	0
1002648	78283762	16	16	6	226498890	0	0
1002649	78283762	17	17	6	226498891	0	0
1002650	78283762	18	18	6	226498892	0	0
1002651	78283762	19	19	6	226498893	0	0
1002652	78283762	20	20	6	226498894	0	0
1002653	78283762	21	21	6	226498895	0	0
1002654	78283762	22	22	6	226498896	0	0
1002655	78283762	23	23	6	226498897	0	0
1002656	78283762	24	24	6	226498898	0	0
1002657	78283762	25	25	6	226498899	0	0
1002658	78283762	26	26	6	226498900	0	0
1002659	78283762	27	27	6	226498901	0	0
1002660	78283762	28	28	6	226498902	0	0
1002661	78283762	29	29	6	226498903	0	0
1002662	78283762	30	30	6	226498904	0	0
1002663	78283762	31	31	6	226498905	0	0
1002664	78283762	32	32	6	226498906	0	0
1002665	78283762	33	33	6	226498907	0	0
1002666	78283762	34	34	6	226498908	0	0
1002667	78283762	35	35	6	226498909	0	0
1002668	78283762	36	36	6	226498910	0	0
1002669	78283762	37	37	6	226498911	0	0
1002670	78283762	38	38	6	226498912	0	0
1002671	78283762	39	39	6	226498913	0	0
1002672	78283762	40	40	6	226498914	0	0
1002673	78283762	41	41	6	226498915	0	0
1002674	78283762	42	42	6	226498916	0	0
1002675	78283762	43	43	6	226498917	0	0
1002676	78283762	44	44	6	226498918	0	0
1002677	78283762	45	45	6	226498919	0	0
1002678	78283762	46	46	6	226498920	0	0
1002679	78283762	47	47	6	226498921	0	0
1002680	78283762	48	48	6	226498922	0	0
1002681	78283762	49	49	6	226498923	0	0
1002682	78283762	50	50	6	226498924	0	0
1002683	78283762	51	51	6	226498925	0	0
1002684	78283762	52	52	6	226498926	0	0
1002685	78283762	53	53	6	226498927	0	0
1002686	78283762	54	54	6	226498928	0	0
1002687	78283762	55	55	6	226498929	0	0
1002688	78283762	56	56	6	226498930	0	0
1002689	78283762	57	57	6	226498931	0	0
1002690	78283762	58	58	6	226498932	0	0
1002691	78283762	59	59	6	226498933	0	0
1002692	78283762	60	60	6	226498934	0	0
1002693	78283762	61	61	6	226498935	0	0
1002694	78283762	62	62	6	226498936	0	0
1002695	78283762	63	63	6	226498937	0	0
1002696	78283762	64	64	6	226498938	0	0
1002697	78283762	65	65	6	226498939	0	0
1002698	78283762	66	66	6	226498940	0	0
1002699	78283762	67	67	6	226498941	0	0
1002700	78283762	68	68	6	226498942	0	0
1002701	78283762	69	69	6	226498943	0	0
1002702	78283762	70	70	6	226498944	0	0
1002703	78283762	71	71	6	226498945	0	0
1002704	78283762	72	72	6	226498946	0	0
1002705	78283762	73	73	6	226498947	0	0
1002706	78283762	74	74	6	226498948	0	0
1002707	78283762	75	75	6	226498949	0	0
1002708	78283762	76	76	6	226498950	0	0
1002709	78283762	77	77	6	226498951	0	0
1002710	78283762	78	78	6	226498952	0	0
1002711	78283762	79	79	6	226498953	0	0
1002712	78283762	80	80	6	226498954	0	0
1002713	78283762	81	81	6	226498955	0	0
1002714	78283762	82	82	6	226498956	0	0
1002715	78283762	83	83	6	226498957	0	0
1002716	78283762	84	84	6	226498958	0	0
1002717	78283762	85	85	6	226498959	0	0
1002718	78283762	86	86	6	226498960	0	0
1002719	78283762	87	87	6	226498961	0	0
1002720	78283762	88	88	6	226498962	0	0
1002721	78283762	89	89	6	226498963	0	0
1002722	78283762	90	90	6	226498964	0	0
1002723	78283762	91	91	6	226498965	0	0
1002724	78283762	92	92	6	226498966	0	0
1002725	78283762	93	93	6	226498967	0	0
1002726	78283762	94	94	6	226498968	0	0
1002727	78283763	1	1	6	226498781	0	0
1002728	78283763	2	2	6	226498782	0	0
1002729	78283763	3	3	6	226498783	0	0
1002730	78283763	4	4	6	226498784	0	0
1002731	78283763	5	5	6	226498785	0	0
1002732	78283763	6	6	6	226498786	0	0
1002733	78283763	7	7	6	226498787	0	0
1002734	78283763	8	8	6	226498788	0	0
1002735	78283763	9	9	6	226498789	0	0
1002736	78283763	10	10	6	226498790	0	0
1002737	78283763	11	11	6	226498791	0	0
1002738	78283763	12	12	6	226498792	0	0
1002739	78283763	13	13	6	226498793	0	0
1002740	78283763	14	14	6	226498794	0	0
1002741	78283763	15	15	6	226498795	0	0
1002742	78283763	16	16	6	226498796	0	0
1002743	78283763	17	17	6	226498797	0	0
1002744	78283763	18	18	6	226498798	0	0
1002745	78283763	19	19	6	226498799	0	0
1002746	78283763	20	20	6	226498800	0	0
1002747	78283763	21	21	6	226498801	0	0
1002748	78283763	22	22	6	226498802	0	0
1002749	78283763	23	23	6	226498803	0	0
1002750	78283763	24	24	6	226498804	0	0
1002751	78283763	25	25	6	226498805	0	0
1002752	78283763	26	26	6	226498806	0	0
1002753	78283763	27	27	6	226498807	0	0
1002754	78283763	28	28	6	226498808	0	0
1002755	78283763	29	29	6	226498809	0	0
1002756	78283763	30	30	6	226498810	0	0
1002757	78283763	31	31	6	226498811	0	0
1002758	78283763	32	32	6	226498812	0	0
1002759	78283763	33	33	6	226498813	0	0
1002760	78283763	34	34	6	226498814	0	0
1002761	78283763	35	35	6	226498815	0	0
1002762	78283763	36	36	6	226498816	0	0
1002763	78283763	37	37	6	226498817	0	0
1002764	78283763	38	38	6	226498818	0	0
1002765	78283763	39	39	6	226498819	0	0
1002766	78283763	40	40	6	226498820	0	0
1002767	78283763	41	41	6	226498821	0	0
1002768	78283763	42	42	6	226498822	0	0
1002769	78283763	43	43	6	226498823	0	0
1002770	78283763	44	44	6	226498824	0	0
1002771	78283763	45	45	6	226498825	0	0
1002772	78283763	46	46	6	226498826	0	0
1002773	78283763	47	47	6	226498827	0	0
1002774	78283763	48	48	6	226498828	0	0
1002775	78283763	49	49	6	226498829	0	0
1002776	78283763	50	50	6	226498830	0	0
1002777	78283763	51	51	6	226498831	0	0
1002778	78283763	52	52	6	226498832	0	0
1002779	78283763	53	53	6	226498833	0	0
1002780	78283763	54	54	6	226498834	0	0
1002781	78283763	55	55	6	226498835	0	0
1002782	78283763	56	56	6	226498836	0	0
1002783	78283763	57	57	6	226498837	0	0
1002784	78283763	58	58	6	226498838	0	0
1002785	78283763	59	59	6	226498839	0	0
1002786	78283763	60	60	6	226498840	0	0
1002787	78283763	61	61	6	226498841	0	0
1002788	78283763	62	62	6	226498842	0	0
1002789	78283763	63	63	6	226498843	0	0
1002790	78283763	64	64	6	226498844	0	0
1002791	78283763	65	65	6	226498845	0	0
1002792	78283763	66	66	6	226498846	0	0
1002793	78283763	67	67	6	226498847	0	0
1002794	78283763	68	68	6	226498848	0	0
1002795	78283763	69	69	6	226498849	0	0
1002796	78283763	70	70	6	226498850	0	0
1002797	78283763	71	71	6	226498851	0	0
1002798	78283763	72	72	6	226498852	0	0
1002799	78283763	73	73	6	226498853	0	0
1002800	78283763	74	74	6	226498854	0	0
1002801	78283763	75	75	6	226498855	0	0
1002802	78283763	76	76	6	226498856	0	0
1002803	78283763	77	77	6	226498857	0	0
1002804	78283763	78	78	6	226498858	0	0
1002805	78283763	79	79	6	226498859	0	0
1002806	78283763	80	80	6	226498860	0	0
1002807	78283763	81	81	6	226498861	0	0
1002808	78283763	82	82	6	226498862	0	0
1002809	78283763	83	83	6	226498863	0	0
1002810	78283763	84	84	6	226498864	0	0
1002811	78283763	85	85	6	226498865	0	0
1002812	78283763	86	86	6	226498866	0	0
1002813	78283763	87	87	6	226498867	0	0
1002814	78283763	88	88	6	226498868	0	0
1002815	78283763	89	89	6	226498869	0	0
1002816	78283763	90	90	6	226498870	0	0
1002817	78283763	91	91	6	226498871	0	0
1002818	78283763	92	92	6	226498872	0	0
1002819	78283763	93	93	6	226498873	0	0
1002820	78283763	94	94	6	226498874	0	0
1002821	78283762	1	1	7	226499063	0	0
1002822	78283762	2	2	7	226499064	0	0
1002823	78283762	3	3	7	226499065	0	0
1002824	78283762	4	4	7	226499066	0	0
1002825	78283762	5	5	7	226499067	0	0
1002826	78283762	6	6	7	226499068	0	0
1002827	78283762	7	7	7	226499069	0	0
1002828	78283762	8	8	7	226499070	0	0
1002829	78283762	9	9	7	226499071	0	0
1002830	78283762	10	10	7	226499072	0	0
1002831	78283762	11	11	7	226499073	0	0
1002832	78283762	12	12	7	226499074	0	0
1002833	78283762	13	13	7	226499075	0	0
1002834	78283762	14	14	7	226499076	0	0
1002835	78283762	15	15	7	226499077	0	0
1002836	78283762	16	16	7	226499078	0	0
1002837	78283762	17	17	7	226499079	0	0
1002838	78283762	18	18	7	226499080	0	0
1002839	78283762	19	19	7	226499081	0	0
1002840	78283762	20	20	7	226499082	0	0
1002841	78283762	21	21	7	226499083	0	0
1002842	78283762	22	22	7	226499084	0	0
1002843	78283762	23	23	7	226499085	0	0
1002844	78283762	24	24	7	226499086	0	0
1002845	78283762	25	25	7	226499087	0	0
1002846	78283762	26	26	7	226499088	0	0
1002847	78283762	27	27	7	226499089	0	0
1002848	78283762	28	28	7	226499090	0	0
1002849	78283762	29	29	7	226499091	0	0
1002850	78283762	30	30	7	226499092	0	0
1002851	78283762	31	31	7	226499093	0	0
1002852	78283762	32	32	7	226499094	0	0
1002853	78283762	33	33	7	226499095	0	0
1002854	78283762	34	34	7	226499096	0	0
1002855	78283762	35	35	7	226499097	0	0
1002856	78283762	36	36	7	226499098	0	0
1002857	78283762	37	37	7	226499099	0	0
1002858	78283762	38	38	7	226499100	0	0
1002859	78283762	39	39	7	226499101	0	0
1002860	78283762	40	40	7	226499102	0	0
1002861	78283762	41	41	7	226499103	0	0
1002862	78283762	42	42	7	226499104	0	0
1002863	78283762	43	43	7	226499105	0	0
1002864	78283762	44	44	7	226499106	0	0
1002865	78283762	45	45	7	226499107	0	0
1002866	78283762	46	46	7	226499108	0	0
1002867	78283762	47	47	7	226499109	0	0
1002868	78283762	48	48	7	226499110	0	0
1002869	78283762	49	49	7	226499111	0	0
1002870	78283762	50	50	7	226499112	0	0
1002871	78283762	51	51	7	226499113	0	0
1002872	78283762	52	52	7	226499114	0	0
1002873	78283762	53	53	7	226499115	0	0
1002874	78283762	54	54	7	226499116	0	0
1002875	78283762	55	55	7	226499117	0	0
1002876	78283762	56	56	7	226499118	0	0
1002877	78283762	57	57	7	226499119	0	0
1002878	78283762	58	58	7	226499120	0	0
1002879	78283762	59	59	7	226499121	0	0
1002880	78283762	60	60	7	226499122	0	0
1002881	78283762	61	61	7	226499123	0	0
1002882	78283762	62	62	7	226499124	0	0
1002883	78283762	63	63	7	226499125	0	0
1002884	78283762	64	64	7	226499126	0	0
1002885	78283762	65	65	7	226499127	0	0
1002886	78283762	66	66	7	226499128	0	0
1002887	78283762	67	67	7	226499129	0	0
1002888	78283762	68	68	7	226499130	0	0
1002889	78283762	69	69	7	226499131	0	0
1002890	78283762	70	70	7	226499132	0	0
1002891	78283762	71	71	7	226499133	0	0
1002892	78283762	72	72	7	226499134	0	0
1002893	78283762	73	73	7	226499135	0	0
1002894	78283762	74	74	7	226499136	0	0
1002895	78283762	75	75	7	226499137	0	0
1002896	78283762	76	76	7	226499138	0	0
1002897	78283762	77	77	7	226499139	0	0
1002898	78283762	78	78	7	226499140	0	0
1002899	78283762	79	79	7	226499141	0	0
1002900	78283762	80	80	7	226499142	0	0
1002901	78283762	81	81	7	226499143	0	0
1002902	78283762	82	82	7	226499144	0	0
1002903	78283762	83	83	7	226499145	0	0
1002904	78283762	84	84	7	226499146	0	0
1002905	78283762	85	85	7	226499147	0	0
1002906	78283762	86	86	7	226499148	0	0
1002907	78283762	87	87	7	226499149	0	0
1002908	78283762	88	88	7	226499150	0	0
1002909	78283762	89	89	7	226499151	0	0
1002910	78283762	90	90	7	226499152	0	0
1002911	78283762	91	91	7	226499153	0	0
1002912	78283762	92	92	7	226499154	0	0
1002913	78283762	93	93	7	226499155	0	0
1002914	78283762	94	94	7	226499156	0	0
1002915	78283763	1	1	7	226498969	0	0
1002916	78283763	2	2	7	226498970	0	0
1002917	78283763	3	3	7	226498971	0	0
1002918	78283763	4	4	7	226498972	0	0
1002919	78283763	5	5	7	226498973	0	0
1002920	78283763	6	6	7	226498974	0	0
1002921	78283763	7	7	7	226498975	0	0
1002922	78283763	8	8	7	226498976	0	0
1002923	78283763	9	9	7	226498977	0	0
1002924	78283763	10	10	7	226498978	0	0
1002925	78283763	11	11	7	226498979	0	0
1002926	78283763	12	12	7	226498980	0	0
1002927	78283763	13	13	7	226498981	0	0
1002928	78283763	14	14	7	226498982	0	0
1002929	78283763	15	15	7	226498983	0	0
1002930	78283763	16	16	7	226498984	0	0
1002931	78283763	17	17	7	226498985	0	0
1002932	78283763	18	18	7	226498986	0	0
1002933	78283763	19	19	7	226498987	0	0
1002934	78283763	20	20	7	226498988	0	0
1002935	78283763	21	21	7	226498989	0	0
1002936	78283763	22	22	7	226498990	0	0
1002937	78283763	23	23	7	226498991	0	0
1002938	78283763	24	24	7	226498992	0	0
1002939	78283763	25	25	7	226498993	0	0
1002940	78283763	26	26	7	226498994	0	0
1002941	78283763	27	27	7	226498995	0	0
1002942	78283763	28	28	7	226498996	0	0
1002943	78283763	29	29	7	226498997	0	0
1002944	78283763	30	30	7	226498998	0	0
1002945	78283763	31	31	7	226498999	0	0
1002946	78283763	32	32	7	226499000	0	0
1002947	78283763	33	33	7	226499001	0	0
1002948	78283763	34	34	7	226499002	0	0
1002949	78283763	35	35	7	226499003	0	0
1002950	78283763	36	36	7	226499004	0	0
1002951	78283763	37	37	7	226499005	0	0
1002952	78283763	38	38	7	226499006	0	0
1002953	78283763	39	39	7	226499007	0	0
1002954	78283763	40	40	7	226499008	0	0
1002955	78283763	41	41	7	226499009	0	0
1002956	78283763	42	42	7	226499010	0	0
1002957	78283763	43	43	7	226499011	0	0
1002958	78283763	44	44	7	226499012	0	0
1002959	78283763	45	45	7	226499013	0	0
1002960	78283763	46	46	7	226499014	0	0
1002961	78283763	47	47	7	226499015	0	0
1002962	78283763	48	48	7	226499016	0	0
1002963	78283763	49	49	7	226499017	0	0
1002964	78283763	50	50	7	226499018	0	0
1002965	78283763	51	51	7	226499019	0	0
1002966	78283763	52	52	7	226499020	0	0
1002967	78283763	53	53	7	226499021	0	0
1002968	78283763	54	54	7	226499022	0	0
1002969	78283763	55	55	7	226499023	0	0
1002970	78283763	56	56	7	226499024	0	0
1002971	78283763	57	57	7	226499025	0	0
1002972	78283763	58	58	7	226499026	0	0
1002973	78283763	59	59	7	226499027	0	0
1002974	78283763	60	60	7	226499028	0	0
1002975	78283763	61	61	7	226499029	0	0
1002976	78283763	62	62	7	226499030	0	0
