ROWID	_StaticName|TEXT	_Class|INTEGER	_SkinName|INTEGER	_AniName|INTEGER	_ActName|INTEGER	_CamName|INTEGER	_Press|INTEGER	_SizeParam1|INTEGER	_SizeParam2|INTEGER	_Material|INTEGER	_Weight|DOUBLE	_Height|INTEGER	_RotationAngleSpeed|DOUBLE	_PressLevel|INTEGER	_TwoPassAlpha|BOOLEAN	_RandomFrameSummon|BOOLEAN	_throughpass|BOOLEAN	_ContentsID|TEXT
14878	Pether	10	23149	23148	23147	22274	0	35	0	0	1.1	100	720.0	1	true	true	false	
14901	BabyEnt_A_Under	10	21237	21233	21231	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14902	BabyEnt_B_Under	10	21238	21233	21231	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14903	BabyEnt_C_Under	10	21239	21233	21231	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14904	BabyEnt_D_Under	10	21240	21233	21231	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14905	BabyEnt_A_Under_Event	20	24119	24118	24117	23296	0	35	0	0	1.0	100	720.0	10	true	true	false	
14906	BabyEnt_A_Under	10	21237	21233	25982	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14911	BabyEnt_A_Fly	10	21237	21233	21481	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14912	BabyEnt_B_Fly	10	21238	21233	21481	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14913	BabyEnt_C_Fly	10	21239	21233	21481	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14914	BabyEnt_D_Fly	10	21240	21233	21481	23296	0	35	0	0	1.0	100	720.0	0	true	true	false	
14931	Ent_Gray	16	22548	22547	22546	23299	0	160	0	3	10.0	100	240.0	3	true	true	false	
14941	FrogWarrior_Green	10	21055	21056	24265	23102	0	35	0	0	1.1	100	720.0	0	true	true	false	
14942	FrogWarrior_White	10	21762	21056	24265	23102	0	35	0	0	1.1	100	720.0	0	true	true	false	
14961	FrogMagician_Green	17	21463	21462	21461	23101	0	30	0	0	1.1	100	720.0	0	true	true	false	
14962	FrogMagician_Red	17	21782	21462	21461	23101	0	40	0	0	1.1	100	720.0	0	true	true	false	
14963	Slug_White	10	22167	22166	22165	0	0	35	0	0	1.2	100	720.0	2	true	true	false	
14964	Slug_Blue	10	22168	22166	22165	0	0	35	0	0	1.2	100	720.0	2	true	true	false	
14965	FrogMagician_Green	17	21463	21462	25983	23101	0	30	0	0	1.1	100	720.0	0	true	true	false	
14981	Crow_Owl	10	24317	24316	24315	3351	0	35	0	0	1.2	100	720.0	0	true	true	false	
14991	Scolpion_Ivory	16	24123	20688	20687	19768	0	216	0	0	7.0	100	500.0	3	true	true	false	
15001	Crow_Eagle	10	24314	24313	24312	3351	0	50	0	0	1.2	100	720.0	0	true	true	false	
15021	Grizzly_Gray	16	23375	20963	20964	23298	0	210	0	0	7.0	100	120.0	3	true	true	false	
15022		16	23373	20963	20926	24436	1	200	200	0	7.0	100	120.0	3	true	true	false	
15041	FallenElf	10	22277	22276	22275	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
15042	FallenElf_Transformed	10	22279	22280	22278	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
15061	Clawwolf_Black	15	21235	21236	21234	22311	0	55	0	0	1.2	100	500.0	1	true	true	false	
15071	WindSpirit	16	21460	21459	21458	23297	0	150	0	1	7.0	100	240.0	3	true	true	false	
15101	Mushroom_Yellow	10	23388	2793	22543	0	0	35	0	0	0.0	100	0.0	10	true	true	false	
15102	Mushroom_Black	10	23389	2793	22542	0	0	35	0	0	0.0	100	0.0	10	true	true	false	
15103		10	27568	26819	27600	0	0	35	0	0	0.0	100	0.0	10	true	false	false	
15104		10	26818	26819	26817	0	0	35	0	0	0.0	100	0.0	10	true	false	false	
15121		75	27533	27532	27531	0	0	100	0	2	10.0	100	720.0	10	true	true	false	
15122		75	27533	27532	27991	0	0	100	0	2	10.0	100	720.0	10	true	true	false	
15131		10	2134	2591	2908	3327	0	100	0	0	1.0	100	720.0	10	true	true	false	
15132		10	2392	2591	2908	3327	0	100	0	0	1.0	100	720.0	10	true	true	false	
15133		10	2104	2576	2893	3317	0	100	0	1	3.0	100	720.0	10	true	true	false	
15134		10	2371	2579	2896	3320	0	100	0	0	1.1	100	720.0	10	true	true	false	
15135		10	2352	2575	2892	3316	0	100	0	0	1.05	100	720.0	10	true	true	false	
15136		10	2395	2592	2909	3328	0	100	0	1	5.0	300	360.0	10	true	true	false	
15137		10	34795	2592	2909	3328	0	100	0	0	5.0	100	500.0	10	true	true	false	
15138		10	2501	2816	3196	3368	0	100	0	0	5.0	100	300.0	10	true	true	false	
40001	KoboldGun	16	2493	2829	3210	3365	0	100	0	1	0.0	100	80.0	2	true	true	false	
40002	GreenGolem	16	2127	2586	2903	3334	0	150	0	2	10.0	100	120.0	3	true	true	false	
40003	GhoulRed	10	2089	2573	3211	3314	0	35	0	0	1.3	100	720.0	-1	true	true	false	
40004	Cerberos_Undead	75	2494	2830	3212	3366	1	225	355	0	10.0	100	120.0	5	true	true	false	
40005	Thorn	10	2495	2831	3213	0	0	100	0	0	1.0	10	0.0	5	true	true	false	
40006	MinotaurosNormal_Dance	16	2148	2592	3214	3328	0	0	0	0	5.0	300	360.0	0	true	true	false	
40007		19	2496	2832	3215	0	0	50	0	1	0.0	100	80.0	2	true	true	false	
40008	Golem_Punch	16	2497	2833	3216	0	0	50	0	0	0.0	100	720.0	5	true	true	false	
40009		76	2498	2834	3217	0	0	500	500	1	10.0	100	10.0	5	true	false	false	
40010		10	2499	2835	3218	0	0	100	100	1	1.0	100	120.0	0	true	true	false	
40011	SpittlerGreen	10	2401	2791	3162	3338	0	200	0	0	0.0	100	160.0	5	true	true	false	
40012		19	2496	2832	3219	0	0	50	0	1	0.0	100	80.0	2	true	true	false	
40013	Sea_Dragon	76	174	2836	3220	3367	1	200	200	0	10.0	500	40.0	10	true	false	false	
40014	Sea_Dragon_2Phase	76	174	2836	3221	3367	1	400	700	0	10.0	500	40.0	10	true	false	false	
40015	Sea_Dragon_3Phase	76	174	2836	3222	3367	1	400	700	0	10.0	500	40.0	10	true	false	false	
40022	MinotaurosNormal_SeaDragon	10	2135	2592	3223	3328	0	0	0	0	5.0	300	360.0	0	true	true	false	
40023		16	2113	2580	3224	3321	0	60	0	0	1.0	100	720.0	1	true	true	false	
40024		16	2114	2580	3224	3321	0	60	0	0	1.0	100	720.0	1	true	true	false	
40025		16	2115	2580	3224	3321	0	60	0	0	1.0	100	720.0	1	true	true	false	
40026	HalfGolemFire	16	2410	2794	3225	3339	0	100	0	2	7.0	100	80.0	2	true	true	false	
40027		16	2288	2592	3226	3328	0	130	0	0	5.0	300	360.0	1	true	true	false	
40028		76	2500	2837	3217	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40029		76	2500	2837	3227	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40030		76	2500	2837	3228	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40031		76	2500	2837	3229	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40032		76	2500	2837	3230	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40033		76	2500	2837	3231	0	0	200	200	1	10.0	100	10.0	5	true	false	false	
40034	Sea_Dragon_3Phase	76	174	2836	21230	3367	1	400	700	0	10.0	500	40.0	10	true	false	false	
40051	DragonSycophant_Punisher_Zombie	10	2501	2816	3196	3368	0	100	0	0	5.0	100	300.0	1	true	true	false	
40052	HalfGolem_Green	16	2408	2794	3165	3339	0	100	0	2	7.0	100	120.0	2	true	true	false	
40053	Mushroom_Small	11	2405	2792	3163	0	0	35	0	0	1.0	100	720.0	0	true	true	false	
40054	Mushroom_Big	11	2406	2793	3232	0	0	35	0	0	0.0	100	0.0	10	true	false	false	
40055	Lotus_Golem	77	2502	2838	3233	3369	1	200	300	2	10.0	700	0.0	10	true	false	false	
40056	AsaiShamanWhite	10	2450	2812	3234	3354	0	30	0	0	1.1	100	720.0	0	true	true	false	
40057	SpittlerGreen	10	2337	2776	3235	3338	0	50	0	0	0.0	100	0.0	5	true	true	false	
40058	DragonSycophantAssassinBlack	10	2460	2818	3236	3359	0	30	0	0	1.1	100	720.0	1	true	true	false	
40059	AsaiShamanZombie	10	2451	2813	3191	3355	0	30	0	0	4.0	100	720.0	0	true	true	false	
40071	karahan_dark	10	2322	2760	3110	3374	0	30	0	0	4.0	100	720.0	1	true	true	false	
40072	Green_Dragon	78	2503	2839	3237	3367	1	400	700	0	10.0	500	40.0	10	true	false	false	
40073	Green_Apocalypse	77	14049	14051	14050	14324	0	450	0	0	10.0	600	0.0	10	true	true	false	
40074	DragonSycophantPunisherGold	16	14065	2816	3239	3357	0	100	0	0	5.0	100	300.0	1	true	true	false	
40075	DragonSycophantBishopBlack	16	14066	2820	3200	3361	0	130	0	0	5.0	100	720.0	1	true	true	false	
40076	Queen Spider	16	14024	15001	14079	3372	0	120	0	0	3.0	100	720.0	1	true	true	false	
40077	Swamp_Golem	16	14047	2586	2903	3334	0	230	0	2	10.0	500	120.0	5	true	true	false	
40078	karahan_FireBird	10	2337	2776	14011	3342	0	50	0	0	1.2	100	720.0	0	true	true	false	
40079	Green_Dragon_Phase_1	78	2503	2839	14251	14344	1	550	800	0	10.0	500	40.0	10	true	false	false	
40080	Green_Dragon_Phase_2	78	2503	2839	14252	14344	1	100	100	0	10.0	500	40.0	0	true	false	false	
40081	Green_Dragon_Phase_3	78	2503	2839	14253	14344	1	550	800	0	10.0	500	40.0	10	true	false	false	
40082	ApocalypseGreen_Tentacle	11	14257	14258	14259	0	0	30	0	1	1.2	100	720.0	1	true	true	false	
40083		10	14740	2776	14272	0	0	30	0	2	0.0	200	0.0	1	true	true	false	
40084	Buff_Blue	10	2337	2776	14247	3342	0	50	0	0	1.2	100	720.0	0	true	true	false	
40085	Buff_Red	10	2337	2776	14248	3342	0	50	0	0	1.2	100	720.0	0	true	true	false	
40086		10	2322	2760	28657	3374	0	60	0	0	1.1	100	720.0	0	true	true	false	
40087		10	2322	2760	29322	3374	0	60	0	0	1.1	100	720.0	0	true	true	false	
40101	GigantesMaha	69	15149	15340	15339	15823	0	200	0	2	10.0	300	120.0	10	true	true	false	
40102		19	15277	15278	15279	0	0	50	0	1	0.0	100	80.0	2	true	true	false	
40103		10	15287	15286	15285	0	0	50	0	2	10.0	100	0.0	10	true	true	false	
40104		10	15296	15295	15294	0	0	50	0	2	0.0	100	0.0	10	true	true	false	
40105		10	15293	15292	15291	16034	0	60	0	2	0.0	100	0.0	10	true	true	false	
40106	GigantesMaha_Scene	16	15513	15505	15504	15823	0	200	0	2	10.0	300	120.0	10	true	true	false	
40107		10	15287	15286	15840	16276	0	50	0	2	0.0	100	0.0	10	true	true	false	
40108		10	2323	2761	15918	3364	0	80	0	0	1.2	100	720.0	5	true	true	false	
40109		10	15293	15292	16052	16034	0	60	0	2	0.0	100	0.0	10	true	true	false	
40110		10	15293	15292	16053	16034	0	60	0	2	0.0	100	0.0	10	true	true	false	
40111		10	15293	15292	16054	16034	0	60	0	2	0.0	100	0.0	10	true	true	false	
40112		19	15277	15278	16279	0	0	50	0	1	0.0	100	80.0	2	true	true	false	
40113	GhoulMummy	10	2149	2573	16291	3314	0	55	0	0	1.3	100	720.0	5	true	true	false	
40114	Runeelf_Black	15	2428	2798	3175	3344	0	35	0	2	1.1	100	720.0	0	true	true	false	
40115		69	15149	15340	28655	15823	0	200	0	2	10.0	300	120.0	10	true	true	false	
40121	MinotaurosBlack	16	17081	2592	16837	3350	0	130	0	0	5.0	300	300.0	5	true	true	false	
40122	CyclopsBlack	16	17080	2803	16029	3347	0	100	0	1	5.0	300	300.0	5	true	true	false	
40123	Typhoon_Kim	10	16269	16270	16268	17160	0	130	0	0	5.0	250	360.0	10	true	true	false	
40124	OrcBlack	10	2110	2579	2896	3320	0	55	0	1	3.0	300	500.0	9	true	true	false	
40125	Slime_Red	10	14724	14725	14726	3320	0	45	0	2	0.0	100	720.0	-1	true	true	false	
40126		16	16031	16032	16033	3320	0	50	0	1	10.0	100	500.0	5	true	true	false	
40127		21	2282	2579	2896	3320	0	55	0	0	10.0	100	500.0	3	true	false	false	
40128		10	2372	2579	2896	3320	0	55	0	0	10.0	100	500.0	3	true	false	false	
40129		10	17085	2579	2896	3320	0	55	0	0	3.0	100	500.0	2	true	true	false	
40130		10	17086	2572	2888	3313	0	30	0	1	2.0	100	720.0	1	true	true	false	
40131	Mushroom_Small	11	14159	2792	17108	0	0	35	0	0	1.0	100	720.0	0	true	true	false	
40132	Mushroom_Big	11	2406	2793	17107	0	0	35	0	0	0.0	100	0.0	10	true	false	false	
40133		10	2282	2579	2896	3320	0	55	0	0	10.0	100	500.0	3	true	false	false	
40134	Typhoon_Kim	10	16269	16270	28665	17160	0	130	0	0	1.5	100	360.0	3	true	true	false	
40135	Typhoon_Kim	10	16269	16270	29324	17160	0	130	0	0	1.5	100	360.0	3	true	true	false	
40141	ProfessorK_Monster	69	16051	16784	16050	18308	0	130	0	0	7.0	500	360.0	10	true	true	false	
40142	ProfessorK	69	16783	17068	16782	18309	0	110	0	1	5.0	400	360.0	10	true	true	false	
40143	MeteorFairyQueenBlack	10	17122	15972	17123	16015	0	70	0	0	5.0	100	200.0	5	true	true	false	
40144	Hound_ProK	10	17518	2572	2887	3313	0	30	0	1	1.2	100	720.0	1	true	true	false	
40145	CalamaryRedMini	10	15125	15124	18590	16016	0	45	0	1	1.1	100	500.0	2	true	true	false	
40146	CalamaryBlueMini	10	15919	15124	18590	16016	0	45	0	1	1.1	100	500.0	2	true	true	false	
40147	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40148	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40149	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40150	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40151	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40152	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40153	OrcBlack	10	2110	2579	2896	3320	0	45	0	1	1.1	100	500.0	2	true	true	false	
40154		10	2491	2828	3209	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40155		10	2490	2828	3209	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40156		10	2489	2828	3209	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40157		16	15925	15928	15929	16042	0	70	0	2	5.0	100	200.0	5	true	true	false	
40158		16	15926	15928	15929	16042	0	70	0	2	5.0	100	200.0	5	true	true	false	
40159		16	15924	15928	15929	16042	0	70	0	2	5.0	100	200.0	5	true	true	false	
40160		16	17140	15928	17568	16042	0	100	0	1	5.0	100	200.0	5	true	true	false	
40161		10	2491	2828	16836	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40162		10	2490	2828	16836	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40163		10	2489	2828	16836	0	0	45	0	2	1.1	100	500.0	0	true	true	false	
40164	Cerberos_Undead	75	2494	2830	17143	3366	1	225	355	0	10.0	100	120.0	5	true	true	false	
40166		10	15296	15295	17204	0	0	200	0	2	0.0	100	0.0	10	true	true	false	
40167	UnstableBlackBoss	10	2483	2826	16345	16013	0	75	0	0	5.0	100	200.0	0	true	true	false	
40168	UnstableBlackBoss	10	2483	2826	16345	16013	0	30	0	0	5.0	100	200.0	2	true	true	false	
40169	ProfessorK_Monster	69	16051	16784	28664	18308	0	130	0	0	7.0	500	360.0	10	true	true	false	
40170	ProfessorK	69	16783	17068	28663	18309	0	110	0	1	5.0	400	360.0	10	true	true	false	
40171		10	2282	2579	19351	3320	0	55	0	0	10.0	100	60.0	10	true	true	false	
40172		10	15920	15124	19335	16016	0	30	0	0	5.0	100	720.0	0	true	true	false	
40173		20	15149	15340	15339	15823	0	200	0	2	10.0	300	120.0	10	true	true	false	
40174		10	17085	2579	19352	3320	0	55	0	0	3.0	100	500.0	2	true	true	false	
40175		20	19362	2575	2892	3316	0	35	0	0	1.0	100	720.0	9	true	true	false	
40176		20	2277	2575	2892	3316	0	35	0	0	1.0	100	720.0	9	true	true	false	
40177		10	19449	19448	19447	0	0	50	0	2	10.0	100	0.0	10	true	true	false	
40201		16	19429	19430	18801	19768	0	330	0	0	10.0	100	500.0	10	true	false	false	
40202		21	19519	19518	19517	0	0	60	0	0	10.0	100	0.0	10	true	false	false	
40203		12	22030	2634	14301	3374	0	30	0	0	1.0	100	720.0	10	true	true	false	
40204		76	19709	2838	18055	3369	0	440	0	2	10.0	700	40.0	10	true	false	false	
40205		21	20215	20214	20213	20233	0	50	0	2	10.0	100	160.0	10	true	true	false	
40206		21	20224	20223	20222	20230	0	50	0	2	10.0	100	160.0	10	true	true	false	
40207		21	20221	20220	20219	20231	1	50	60	2	10.0	100	160.0	10	true	true	false	
40208		21	20218	20217	20216	20232	0	50	0	2	10.0	100	160.0	10	true	true	false	
40209	Sandworm	75	19329	19365	19330	19769	0	0	0	0	10.0	900	30.0	10	true	true	false	
40210		75	19575	19574	19573	20408	0	60	0	0	10.0	500	160.0	10	true	false	false	
40211		16	19429	19430	18801	19768	0	180	0	0	10.0	100	500.0	10	true	false	false	
40221	DesertDragon	78	19468	19467	19391	19770	1	700	1050	0	10.0	500	160.0	10	true	false	false	
40222		10	2116	2580	2897	3321	0	60	0	0	1.1	100	720.0	10	true	true	false	
40223		74	19552	2842	18644	3371	0	180	200	0	10.0	100	120.0	10	true	false	false	
40224	LamiaGrayDesertDragon	12	18798	2595	19366	3336	0	80	0	0	6.0	100	720.0	1	true	true	false	
40225	DeathKnightDark	16	19363	15923	15921	16014	0	80	0	0	6.0	100	200.0	2	true	true	false	
40226		21	17133	17135	18833	0	0	30	0	3	0.0	100	0.0	1	true	true	false	
40227		21	2402	2791	18838	3338	0	30	0	0	10.0	100	160.0	5	true	true	false	
40228		10	18617	18616	18615	18618	0	200	0	0	10.0	100	160.0	10	true	true	false	
40229		76	19484	19483	19482	20067	0	50	0	2	10.0	700	0.0	10	true	false	false	
40230		21	2516	2846	15223	0	0	0	0	2	10.0	100	720.0	-1	true	true	false	
40231		10	2115	2580	20956	3321	0	60	0	1	10.0	100	720.0	10	true	true	false	
40232		78	18934	18933	14253	14344	1	550	800	0	10.0	500	40.0	10	true	true	false	
40233		10	19735	19736	19734	21000	0	60	0	2	10.0	100	0.0	9	true	true	false	
40234		16	15925	15928	19349	16042	0	100	0	2	5.0	100	200.0	10	true	true	false	
40235	WraithDesert	17	19427	2591	2908	3327	0	60	0	0	1.0	100	720.0	0	true	false	false	
40236		10	1335	19534	19533	0	0	60	0	2	10.0	100	0.0	9	true	true	false	
40237		78	19468	19467	19550	0	1	900	1200	0	10.0	500	160.0	10	true	false	false	
40238		21	2516	2846	19623	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
40239		74	19552	2842	19710	3371	0	180	0	0	10.0	100	120.0	5	true	false	false	
40240		76	19726	19725	19724	0	0	30	0	0	0.0	100	720.0	10	true	false	false	
40241		21	19329	19365	19775	0	0	0	0	0	0.0	100	0.0	-1	true	false	false	
40242		76	19776	19725	19724	0	0	30	0	0	0.0	100	720.0	10	true	false	false	
40243		74	19552	2842	28659	3371	0	180	200	0	10.0	100	120.0	10	true	false	false	
41000		21	2516	2846	15223	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41001		69	29812	2580	29120	3321	0	60	0	0	5.0	100	720.0	10	true	true	false	
41002		69	30154	2841	28979	3372	0	120	0	1	10.0	500	360.0	10	true	true	false	
41003		78	29915	29913	29916	24435	0	140	0	2	10.0	100	720.0	9	true	false	true	
41004		78	29914	29913	29916	24435	0	140	0	2	10.0	100	720.0	9	true	false	true	
41005		18	29915	29913	29912	24435	0	30	0	2	10.0	100	720.0	9	true	false	false	
41006		18	29914	29913	29912	24435	0	30	0	2	10.0	100	720.0	9	true	false	false	
41007		16	2410	2794	28326	3339	0	100	0	2	1.0	80	360.0	9	true	true	false	
41008		69	29437	16784	28283	18308	0	130	0	2	10.0	500	360.0	10	true	true	false	
41009		78	29915	29913	29917	24435	0	140	0	2	10.0	100	720.0	10	true	true	false	
41010		78	29914	29913	29917	24435	0	140	0	2	10.0	100	720.0	10	true	true	false	
41011		69	31042	28651	29116	30800	0	216	0	0	7.0	100	300.0	10	true	true	false	
41012		21	28968	28967	28966	3342	0	50	0	1	1.2	100	720.0	-1	true	true	true	
41013		21	28971	28970	28969	3342	0	10	0	1	1.2	100	720.0	-1	true	true	true	
41014		10	29293	2581	2898	3322	0	40	0	0	1.0	100	720.0	0	true	true	false	
41015		69	28784	28783	28782	0	0	30	0	1	0.0	100	0.0	9	true	true	false	
41016		23	30352	29128	30141	30799	0	200	0	0	10.0	100	200.0	10	true	true	false	
41017		10	2399	2790	32581	3337	0	100	0	0	5.0	100	720.0	9	false	true	false	
41018		10	30352	29128	31126	30799	0	180	0	0	10.0	100	200.0	10	true	true	false	
41019		10	29127	29128	31126	30799	0	180	0	0	10.0	100	200.0	10	true	true	false	
41020		78	31106	31107	31105	31516	0	0	0	0	10.0	250	120.0	-1	true	true	false	
41021	PHOENIX	74	29248	29270	29249	31516	0	130	0	0	10.0	250	240.0	10	true	true	false	
41022		21	2516	2846	15223	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41023		21	2516	2846	15223	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41024		21	2516	2846	15223	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41025		21	2516	2846	15223	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41026		20	2516	2846	3254	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41027		20	2516	2846	3254	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41028		20	2516	2846	3254	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41029		20	2516	2846	3254	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41030		18	34088	29913	29912	24435	0	30	0	2	10.0	100	720.0	9	true	false	false	
41031		21	34111	33578	33579	3342	0	50	0	1	1.2	100	720.0	-1	true	true	true	
41032		21	34109	28967	28966	3342	0	50	0	1	1.2	100	720.0	-1	true	true	true	
41033		21	34110	28970	28969	3342	0	10	0	1	1.2	100	720.0	-1	true	true	true	
41041		69	29437	16784	51329	18308	0	130	0	2	10.0	500	360.0	10	true	true	false	
41042		69	31042	28651	29116	30800	0	216	0	0	7.0	100	300.0	10	true	true	false	
41043		23	30352	29128	30141	30799	0	200	0	0	10.0	100	200.0	10	true	true	false	
41044	PHOENIX	74	29248	29270	29249	31516	0	130	0	0	10.0	250	240.0	10	true	true	false	
41100		21	2516	2846	34283	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41101		20	2516	2846	34624	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41102		15	34085	29387	33840	30801	0	200	0	1	10.0	100	200.0	10	true	true	false	
41103		16	34697	21459	33080	23297	0	150	0	2	7.0	100	500.0	10	true	true	false	
41104		15	35507	24664	34847	35509	1	140	260	0	10.0	100	250.0	10	true	true	false	
41105		78	34490	34571	34572	35761	0	250	0	0	10.0	400	60.0	11	true	true	true	
41106		12	34179	34178	34177	37229	0	50	0	0	10.0	400	160.0	10	true	true	false	
41107	RedDragon_ReD	78	34251	34252	34253	37242	1	900	1200	0	10.0	250	40.0	11	true	false	false	
41108		15	29385	29387	34087	30801	0	50	0	1	10.0	100	200.0	-1	true	false	false	
41109		69	29385	29387	34106	30801	0	50	0	1	10.0	100	200.0	-1	true	false	false	
41110		21	2516	2846	34283	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41111		10	34844	34843	34842	3342	0	50	0	0	10.0	100	120.0	-1	true	false	true	
41112		16	35514	35512	35511	0	0	100	0	2	3.0	80	360.0	9	true	true	false	
41113		16	35514	35512	35515	0	0	100	0	2	3.0	80	360.0	9	true	true	false	
41114		16	35514	35512	35516	0	0	100	0	2	3.0	80	360.0	9	true	true	false	
41115		16	35514	35512	35517	0	0	100	0	2	3.0	80	360.0	9	true	true	false	
41116		16	35358	35359	35360	0	0	100	0	2	1.0	80	360.0	9	true	false	false	
41117		76	35358	35359	35357	0	0	100	0	2	1.0	80	360.0	10	true	false	false	
41118		21	2516	2846	35363	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41119		78	34697	21459	35656	23297	0	0	0	2	7.0	100	720.0	10	true	true	false	
41120		21	2516	2846	35748	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41121		21	2516	2846	35747	0	0	0	0	0	0.0	100	720.0	-1	true	true	false	
41122		21	35756	35757	35755	0	0	200	0	1	10.0	100	0.0	-1	true	false	true	
41123		23	37171	34178	36123	0	0	50	0	0	10.0	400	160.0	10	true	true	false	
41124	RedDragon_Fly	78	34251	34252	35510	37242	1	900	1200	0	10.0	500	40.0	10	true	false	false	
41125		12	34179	34178	36922	0	0	50	0	0	10.0	400	160.0	10	true	true	false	
41126		78	34251	34252	37555	26799	1	1200	1200	0	10.0	250	40.0	11	true	false	false	
41127		77	37243	37245	37244	0	0	120	0	2	10.0	100	0.0	10	true	false	false	
41128		78	34251	34252	37017	26799	1	1200	1200	0	10.0	250	40.0	11	true	false	false	
41129		16	21460	21459	37495	23297	0	150	0	1	7.0	100	240.0	10	true	true	false	
41130		16	23664	21459	37496	23297	0	200	0	1	7.0	100	300.0	10	true	true	false	
41201		10	34179	34178	35503	0	0	50	0	0	10.0	400	160.0	10	true	true	false	
41202		10	34179	34178	35504	0	0	50	0	0	10.0	400	160.0	10	true	true	false	
41203		10	34179	34178	35957	0	0	50	0	0	10.0	400	160.0	10	true	true	false	
40251		10	2080	2572	21210	3313	0	30	0	0	1.2	100	720.0	9	true	true	false	
42052	Goblin_Transform	10	2099	2575	21215	3316	0	35	0	0	1.05	100	720.0	10	true	true	false	
42053	Guardian	75	24665	24664	24663	24666	1	140	260	0	10.0	100	160.0	10	true	true	false	
42054		16	21463	21462	23301	23101	0	50	0	0	1.1	100	720.0	10	true	true	false	
42055		16	24407	21462	23300	23101	0	100	0	0	1.1	100	720.0	10	true	true	false	
42056		16	23664	21459	23302	23297	0	200	0	1	7.0	100	300.0	10	true	true	false	
42057		16	23373	20963	20926	24436	1	200	200	0	7.0	100	120.0	10	true	true	false	
42058	Ogre_Ignacio	16	23151	2585	24573	24434	0	100	0	0	5.0	100	200.0	10	true	true	false	
42059		11	24320	24319	24318	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
42060		11	21055	21056	24265	23102	0	35	0	0	1.1	100	720.0	0	true	true	false	
42061		17	21463	21462	21461	23101	0	30	0	0	1.1	100	720.0	0	true	true	false	
42062		17	21463	21462	21461	23101	0	30	0	0	1.1	100	720.0	0	true	true	false	
42063		17	21795	2587	2904	3326	0	30	0	0	1.1	100	720.0	0	true	true	false	
42064		10	22434	22433	22432	3351	0	35	0	0	1.5	100	720.0	0	true	true	false	
42065		12	21249	21483	21248	3348	0	20	0	0	1.5	100	720.0	0	true	true	false	
42066		17	2413	2795	3166	3340	0	50	0	0	1.1	100	720.0	1	true	true	false	
42067		10	23382	2819	3199	3360	0	30	0	0	1.1	100	720.0	0	true	true	false	
42068		10	23392	2817	3197	3358	0	30	0	0	1.1	100	720.0	0	true	true	false	
42069		10	23498	23499	23500	24435	0	30	0	2	10.0	100	720.0	9	true	true	false	
42070		10	23497	23499	23495	24435	0	30	0	2	10.0	100	720.0	9	true	true	false	
42071		21	2516	2846	15223	0	0	0	0	2	10.0	100	720.0	-1	true	true	false	
