ROWID	_Name|TEXT	_QuestType|INTEGER	_QuestCode|INTEGER	_QuestLv|INTEGER	_QuestTalk|TEXT	_QuestScript|TEXT	_QuestImageTitle|INTEGER	_QSortIndex|INTEGER	_QuestRepeatable|INTEGER	_IsEvent|INTEGER	_QuestMarkHide|BOOLEAN	_QuestHideLv|INTEGER	_Map|INTEGER	_LevelCapReward|INTEGER	_guide|BOOLEAN	_EmergenceSet|BOOLEAN	_DailyPartyMapIndex|INTEGER	_DailyPartyMaplevel|INTEGER	_GuildQuestType|INTEGER	_Authority|INTEGER	_OpenDate|TEXT	_OpenTime|TEXT
4213	여신을 쫓는 사람Ⅱ	4	1	70	sq15_4213_chasing_goddess_2.xml	sq15_4213_chasing_goddess_2.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4214	여신을 쫓는 사람Ⅲ	4	1	70	sq15_4214_chasing_goddess_3.xml	sq15_4214_chasing_goddess_3.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4215	여신을 쫓는 사람Ⅳ	4	1	70	sq15_4215_chasing_goddess_4.xml	sq15_4215_chasing_goddess_4.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4216	헤어진 두 사람Ⅰ	1	1	70	sq15_4216_part_with_pal_1.xml	sq15_4216_part_with_pal_1.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4217	헤어진 두 사람Ⅱ	1	1	70	sq15_4217_part_with_pal_2.xml	sq15_4217_part_with_pal_2.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4218	헤어진 두 사람Ⅲ	4	1	70	sq15_4218_part_with_pal_3.xml	sq15_4218_part_with_pal_3.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4219	헤어진 두 사람Ⅳ	1	1	70	sq15_4219_part_with_pal_4.xml	sq15_4219_part_with_pal_4.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4220	이상한 아가씨Ⅰ	4	1	70	sq15_4220_strange_goddess_1.xml	sq15_4220_strange_goddess_1.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4221	이상한 아가씨Ⅱ	4	1	70	sq15_4221_strange_goddess_2.xml	sq15_4221_strange_goddess_2.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4222	이상한 아가씨Ⅲ	4	1	70	sq15_4222_strange_goddess_3.xml	sq15_4222_strange_goddess_3.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4223	이상한 아가씨Ⅳ	4	1	70	sq15_4223_strange_goddess_4.xml	sq15_4223_strange_goddess_4.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4224	이상한 아가씨Ⅴ	1	1	70	sq15_4224_strange_goddess_5.xml	sq15_4224_strange_goddess_5.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4225	뫼비우스의 띠	4	1	70	sq15_4225_mobius_strip.xml	sq15_4225_mobius_strip.lua	13744	0	0	0	true	70	36	0	false	false	0	0	0	0	0	0
4226	열사의 분노, 데저트드래곤	4	1	60	sq15_4226_rage_of_desert_dragon.xml	sq15_4226_rage_of_desert_dragon.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4227	아이언로드	1	1	60	sq15_4227_iron_road.xml	sq15_4227_iron_road.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4228	훌륭한 작전	1	1	60	sq15_4228_good_operation.xml	sq15_4228_good_operation.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4229	잊혀진 이야기	1	1	60	sq15_4229_forgotten_story.xml	sq15_4229_forgotten_story.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4230	운명과 운명사이	1	1	60	sq15_4230_destiny_in_destiny.xml	sq15_4230_destiny_in_destiny.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4231	원망과 원망사이	1	1	60	sq15_4231_resentment_in_resentment.xml	sq15_4231_resentment_in_resentment.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4232	마음만은 청춘	1	1	60	sq15_4232_mind_is_young.xml	sq15_4232_mind_is_young.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4233	그건 낭만이 아냐	1	1	60	sq15_4233_thats_not_roman.xml	sq15_4233_thats_not_roman.lua	13744	0	0	0	true	60	33	1	false	false	0	0	0	0	0	0
4234	사악한 형제들	1	1	60	sq15_4234_brothers.xml	sq15_4234_brothers.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4235	강철의 형제단	1	1	60	sq15_4235_warrior.xml	sq15_4235_warrior.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4236		0	0	0			0	0	0	0	true	0	0	0	true	false	0	0	0	0	0	0
4237	텔 로사 시가지 Challenge 1.	4	1	60	sq_15_4237_town_1.xml	sq_15_4237_town_1.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4238	텔 로사 시가지 Challenge 2.	4	1	60	sq_15_4238_town_2.xml	sq_15_4238_town_2.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4239	텔 로사 시가지 Challenge 3.	4	1	60	sq_15_4239_town_3.xml	sq_15_4239_town_3.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4240	텔 로사 시가지 Challenge 4.	4	1	60	sq_15_4240_town_4.xml	sq_15_4240_town_4.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4241	텔 로사 시가지 Challenge 5.	4	1	60	sq_15_4241_town_5.xml	sq_15_4241_town_5.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4242	텔 로사 시가지 Challenge 6.	4	1	60	sq_15_4242_town_6.xml	sq_15_4242_town_6.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4243	텔 로사 시가지 Challenge 7.	4	1	60	sq_15_4243_town_7.xml	sq_15_4243_town_7.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4244	텔 로사 시가지 Challenge 8.	4	1	60	sq_15_4244_town_8.xml	sq_15_4244_town_8.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4245	텔 로사 시가지 Challenge 9.	4	1	60	sq_15_4245_town_9.xml	sq_15_4245_town_9.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4246	텔 로사 시가지 Challenge 10.	4	1	60	sq_15_4246_town_10.xml	sq_15_4246_town_10.lua	13769	0	0	0	true	60	731	0	false	false	0	0	0	0	0	0
4247	아르누트 협곡 Challenge 1.	4	1	60	sq_15_4247_arnut_canyon_1.xml	sq_15_4247_arnut_canyon_1.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4248	아르누트 협곡 Challenge 2.	4	1	60	sq_15_4248_arnut_canyon_2.xml	sq_15_4248_arnut_canyon_2.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4249	아르누트 협곡 Challenge 3.	4	1	60	sq_15_4249_arnut_canyon_3.xml	sq_15_4249_arnut_canyon_3.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4250	아르누트 협곡 Challenge 4.	4	1	60	sq_15_4250_arnut_canyon_4.xml	sq_15_4250_arnut_canyon_4.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4251	아르누트 협곡 Challenge 5.	4	1	60	sq_15_4251_arnut_canyon_5.xml	sq_15_4251_arnut_canyon_5.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4252	아르누트 협곡 Challenge 6.	4	1	60	sq_15_4252_arnut_canyon_6.xml	sq_15_4252_arnut_canyon_6.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4253	아르누트 협곡 Challenge 7.	4	1	60	sq_15_4253_arnut_canyon_7.xml	sq_15_4253_arnut_canyon_7.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4254	아르누트 협곡 Challenge 8.	4	1	60	sq_15_4254_arnut_canyon_8.xml	sq_15_4254_arnut_canyon_8.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4255	아르누트 협곡 Challenge 9.	4	1	60	sq_15_4255_arnut_canyon_9.xml	sq_15_4255_arnut_canyon_9.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4256	아르누트 협곡 Challenge 10.	4	1	60	sq_15_4256_arnut_canyon_10.xml	sq_15_4256_arnut_canyon_10.lua	13769	0	0	0	true	60	741	0	false	false	0	0	0	0	0	0
4257	점령당한 고대사원 Challenge 1.	4	1	60	sq_15_4257_temple_1.xml	sq_15_4257_temple_1.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4258	점령당한 고대사원 Challenge 2.	4	1	60	sq_15_4258_temple_2.xml	sq_15_4258_temple_2.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4259	점령당한 고대사원 Challenge 3.	4	1	60	sq_15_4259_temple_3.xml	sq_15_4259_temple_3.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4260	점령당한 고대사원 Challenge 4.	4	1	60	sq_15_4260_temple_4.xml	sq_15_4260_temple_4.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4261	점령당한 고대사원 Challenge 5.	4	1	60	sq_15_4261_temple_5.xml	sq_15_4261_temple_5.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4262	점령당한 고대사원 Challenge 6.	4	1	60	sq_15_4262_temple_6.xml	sq_15_4262_temple_6.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4263	점령당한 고대사원 Challenge 7.	4	1	60	sq_15_4263_temple_7.xml	sq_15_4263_temple_7.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4264	점령당한 고대사원 Challenge 8.	4	1	60	sq_15_4264_temple_8.xml	sq_15_4264_temple_8.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4265	점령당한 고대사원 Challenge 9.	4	1	60	sq_15_4265_temple_9.xml	sq_15_4265_temple_9.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4266	점령당한 고대사원 Challenge 10.	4	1	60	sq_15_4266_temple_10.xml	sq_15_4266_temple_10.lua	13769	0	0	0	true	60	751	0	false	false	0	0	0	0	0	0
4267	스크롤 : 워로드 보린	4	1	60	sq_15_4267_town_1_scroll.xml	sq_15_4267_town_1_scroll.lua	13769	0	1	0	true	60	731	0	false	false	0	0	0	0	0	0
4268	스크롤 : 세바스찬 코린	4	1	60	sq_15_4268_town_2_scroll.xml	sq_15_4268_town_2_scroll.lua	13769	0	1	0	true	60	731	0	false	false	0	0	0	0	0	0
4269	스크롤 : 스트라이더 쿠페	4	1	60	sq_15_4269_town_3_scroll.xml	sq_15_4269_town_3_scroll.lua	13769	0	1	0	true	60	731	0	false	false	0	0	0	0	0	0
4270	스크롤 : 오크람	4	1	60	sq_15_4270_arnut_canyon_scroll_1.xml	sq_15_4270_arnut_canyon_scroll_1.lua	13769	0	1	0	true	60	741	0	false	false	0	0	0	0	0	0
4271	스크롤 : 트룸핀	4	1	60	sq_15_4271_arnut_canyon_scroll_2.xml	sq_15_4271_arnut_canyon_scroll_2.lua	13769	0	1	0	true	60	741	0	false	false	0	0	0	0	0	0
4272	스크롤 : 샤르티	4	1	60	sq_15_4272_arnut_canyon_scroll_3.xml	sq_15_4272_arnut_canyon_scroll_3.lua	13769	0	1	0	true	60	741	0	false	false	0	0	0	0	0	0
4273	스크롤 : 비숍 자빌	4	1	60	sq_15_4273_temple_1_scroll.xml	sq_15_4273_temple_1_scroll.lua	13769	0	1	0	true	60	751	0	false	false	0	0	0	0	0	0
4274	스크롤 : 강철의 형제단 제라드	4	1	60	sq_15_4274_temple_2_scroll.xml	sq_15_4274_temple_2_scroll.lua	13769	0	1	0	true	60	751	0	false	false	0	0	0	0	0	0
4275	스크롤 : 수비대장	4	1	60	sq_15_4275_temple_3_scroll.xml	sq_15_4275_temple_3_scroll.lua	13769	0	1	0	true	60	751	0	false	false	0	0	0	0	0	0
4276	자카드의 잊혀진 기록	4	1	60	sq15_4276_memoria_start.xml	sq15_4276_memoria_start.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4277	메모리아I	1	1	60	sq15_4277_memoria_1.xml	sq15_4277_memoria_1.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4278	메모리아II	1	1	60	sq15_4278_memoria_2.xml	sq15_4278_memoria_2.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4279	메모리아III	1	1	60	sq15_4279_memoria_3.xml	sq15_4279_memoria_3.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4280	메모리아IV	1	1	60	sq15_4280_memoria_4.xml	sq15_4280_memoria_4.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4281	감춰진 조력자	4	1	60	sq15_4281_hidden_fellow.xml	sq15_4281_hidden_fellow.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4282	토사구팽	1	1	60	sq15_4282_killed_rabbit.xml	sq15_4282_killed_rabbit.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4283	은밀한 출병	1	1	60	sq15_4283_dispatch_of_troop.xml	sq15_4283_dispatch_of_troop.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4284	또 다른 메모리아 1	4	1	60	sq15_4284_other_memoria1.xml	sq15_4284_other_memoria1.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4285	또 다른 메모리아 2	4	1	60	sq15_4285_other_memoria2.xml	sq15_4285_other_memoria2.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4286	또 다른 메모리아 3	4	1	60	sq15_4286_other_memoria3.xml	sq15_4286_other_memoria3.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4287	또 다른 메모리아 4	4	1	60	sq15_4287_other_memoria4.xml	sq15_4287_other_memoria4.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4288	꽃을 바치는 마음	4	1	60	sq15_4288_floral_tribute.xml	sq15_4288_floral_tribute.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4289	독백	4	1	60	sq15_4289_monologue.xml	sq15_4289_monologue.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4290	자카드의 고귀한 영혼	4	1	60	sq15_4290_soul_of_desertdragon.xml	sq15_4290_soul_of_desertdragon.lua	13744	0	0	0	true	60	33	0	false	false	0	0	0	0	0	0
4291	시간을 달리는 오리	1	1	60	sq15_4291_the_duck_in_timewarp.xml	sq15_4291_the_duck_in_timewarp.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4292	너의 기억	1	1	60	sq15_4292_memory_for_you.xml	sq15_4292_memory_for_you.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4293	한번 망가지면 끝	1	1	60	sq15_4293_only_one_in_world.xml	sq15_4293_only_one_in_world.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4294	유적을 소중히	1	1	60	sq15_4294_for_ruins.xml	sq15_4294_for_ruins.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4295	과거의 환영	1	1	60	sq15_4295_vision_of_past.xml	sq15_4295_vision_of_past.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4296	또 다른 클론	1	1	60	sq15_4296_another_clone.xml	sq15_4296_another_clone.lua	13744	0	0	0	true	60	11	1	false	false	0	0	0	0	0	0
4297	자스민 원정기지 Challenge 1.	4	1	60	sq15_4297_jasmin_base_1.xml	sq15_4297_jasmin_base_1.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4298	자스민 원정기지 Challenge 2.	4	1	60	sq15_4298_jasmin_base_2.xml	sq15_4298_jasmin_base_2.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4299	자스민 원정기지 Challenge 3.	4	1	60	sq15_4299_jasmin_base_3.xml	sq15_4299_jasmin_base_3.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4300	자스민 원정기지 Challenge 4.	4	1	60	sq15_4300_jasmin_base_4.xml	sq15_4300_jasmin_base_4.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4301	자스민 원정기지 Challenge 5.	4	1	60	sq15_4301_jasmin_base_5.xml	sq15_4301_jasmin_base_5.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4302	자스민 원정기지 Challenge 6.	4	1	60	sq15_4302_jasmin_base_6.xml	sq15_4302_jasmin_base_6.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4303	자스민 원정기지 Challenge 7.	4	1	60	sq15_4303_jasmin_base_7.xml	sq15_4303_jasmin_base_7.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4304	자스민 원정기지 Challenge 8.	4	1	60	sq15_4304_jasmin_base_8.xml	sq15_4304_jasmin_base_8.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4305	자스민 원정기지 Challenge 9.	4	1	60	sq15_4305_jasmin_base_9.xml	sq15_4305_jasmin_base_9.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4306	자스민 원정기지 Challenge 10.	4	1	60	sq15_4306_jasmin_base_10.xml	sq15_4306_jasmin_base_10.lua	13744	0	0	0	true	60	811	0	false	false	0	0	0	0	0	0
4307	스크롤 : 세바스찬 몰린	4	1	60	sq15_4307_jasmin_base_1_scroll.xml	sq15_4307_jasmin_base_1_scroll.lua	13744	0	1	0	true	60	811	0	false	false	0	0	0	0	0	0
4308	스크롤 : 노르넨 NL	4	1	60	sq15_4308_jasmin_base_2_scroll.xml	sq15_4308_jasmin_base_2_scroll.lua	13744	0	1	0	true	60	811	0	false	false	0	0	0	0	0	0
4309	스크롤 : 발키리 NV	4	1	60	sq15_4309_jasmin_base_3_scroll.xml	sq15_4309_jasmin_base_3_scroll.lua	13744	0	1	0	true	60	811	0	false	false	0	0	0	0	0	0
4310	로피의 모자	1	1	24	sq11_4310_loffies_hat.xml	sq11_4310_loffies_hat.lua	13744	0	0	0	false	0	811	0	true	false	0	0	0	0	0	0
4311	새로운 힘. 탈리스만	4	1	60	sq15_4311_new_power_talisman.xml	sq15_4311_new_power_talisman.lua	13744	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4312	그 남자, 무직	1	1	61	sq34_4312_the_man_unemployed.xml	sq34_4312_the_man_unemployed.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4313	그 남자, 무용	1	1	62	sq34_4313_the_man_no_useless.xml	sq34_4313_the_man_no_useless.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4314	그 남자, 무모	1	1	63	sq34_4314_the_man_reckless.xml	sq34_4314_the_man_reckless.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4315	그 남자, 요리	1	1	64	sq34_4315_the_man_cooking.xml	sq34_4315_the_man_cooking.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4316	그 남자, 도전	1	1	65	sq34_4316_the_man_challenge.xml	sq34_4316_the_man_challenge.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4317	경계를 침범하는 자	1	1	62	sq34_4317_alert_of_something.xml	sq34_4317_alert_of_something.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4318	길을 잃어버린 아이	1	1	62	sq34_4318_missing_elf.xml	sq34_4318_missing_elf.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4319	신비로운 이슬	1	1	62	sq34_4319_arcane_dewdrop.xml	sq34_4319_arcane_dewdrop.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4320	사람은 무엇으로 사는가1	1	1	63	sq34_4320_what_man_live_by1.xml	sq34_4320_what_man_live_by1.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4321	사람은 무엇으로 사는가2	1	1	63	sq34_4321_what_man_live_by2.xml	sq34_4321_what_man_live_by2.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4322	사람은 무엇으로 사는가3	1	1	63	sq34_4322_what_man_live_by3.xml	sq34_4322_what_man_live_by3.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4323	사람은 무엇으로 사는가4	1	1	1	sq34_4323_what_man_live_by4.xml	sq34_4323_what_man_live_by4.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4324	사람은 무엇으로 사는가5	1	1	1	sq34_4324_what_man_live_by5.xml	sq34_4324_what_man_live_by5.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4325	은혜로운 흙	1	1	67	sq34_4325_merciful_soil.xml	sq34_4325_merciful_soil.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4326	어리석은 자의 과거	1	1	67	sq34_4326_past_of_ridiculous.xml	sq34_4326_past_of_ridiculous.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4327	허락되지 않는 운명	1	1	67	sq34_4327_destiny_is_mass.xml	sq34_4327_destiny_is_mass.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4328	봉인된 추억	1	1	68	sq34_4328_missing_memory.xml	sq34_4328_missing_memory.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4329	묻혀진 추억1	1	1	68	sq34_4329_memeory_embedded1.xml	sq34_4329_memeory_embedded1.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4330	묻혀진 추억2	1	1	68	sq34_4330_memeory_embedded2.xml	sq34_4330_memeory_embedded2.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4331	묻혀진 추억3	1	1	68	sq34_4331_memeory_embedded3.xml	sq34_4331_memeory_embedded3.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4332	후회하는 목소리	1	1	69	sq34_4332_regret_voice.xml	sq34_4332_regret_voice.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4333	엇갈린 부탁	1	1	69	sq34_4333_crossing_request.xml	sq34_4333_crossing_request.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4334	전하지 못한 말	1	1	69	sq34_4334_word_couldnt_tell.xml	sq34_4334_word_couldnt_tell.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4335	산 자와 죽은 자들 1	4	1	66	sq34_4335_living_and_the_dead.xml	sq34_4335_living_and_the_dead.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4336	산 자와 죽은 자들 2	4	1	66	sq34_4336_living_and_the_dead.xml	sq34_4336_living_and_the_dead.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4337	반달 너머의 고대 제국 1	1	1	66	sq34_4337_half_moon_beyond_empire.xml	sq34_4337_half_moon_beyond_empire.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4338	반달 너머의 고대 제국 2	1	1	66	sq34_4338_half_moon_beyond_empire.xml	sq34_4338_half_moon_beyond_empire.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4339	혼돈 속의 주민들 1	4	1	66	sq34_4339_resident_in_chaos.xml	sq34_4339_resident_in_chaos.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4340	혼돈 속의 주민들 2	4	1	66	sq34_4340_resident_in_chaos.xml	sq34_4340_resident_in_chaos.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4341	마지막 반딧불 1	4	1	66	sq34_4341_the_last_firefly.xml	sq34_4341_the_last_firefly.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4342	마지막 반딧불 2	1	1	66	sq34_4342_the_last_firefly.xml	sq34_4342_the_last_firefly.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4343	최후의 수호자들 1	4	1	66	sq34_4343_the_last_guardians.xml	sq34_4343_the_last_guardians.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4344	최후의 수호자들 2	4	1	66	sq34_4344_the_last_guardians.xml	sq34_4344_the_last_guardians.lua	13744	0	0	0	true	70	34	1	false	false	0	0	0	0	0	0
4345	아누아렌델 구역 워프	1	1	0	sq34_4345_warp.xml	sq34_4345_warp.lua	13744	0	0	0	false	0	34	0	false	false	0	0	0	0	0	0
4346	새로운 힘. 용옥	4	1	40	sq11_4346_new_power_dragonstone.xml	sq11_4346_new_power_dragonstone.lua	13744	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4347	로터스마쉬 타운으로	1	1	40	sq15_4347_into_lotus_marsh.xml	sq15_4347_into_lotus_marsh.lua	13768	0	0	0	true	50	14	0	false	false	0	0	0	0	0	0
4348	로피의 모자	1	1	24	sq11_4348_loffies_hat_s2.xml	sq11_4348_loffies_hat_s2.lua	13744	0	0	0	false	0	811	0	false	false	0	0	0	0	0	0
4355	[전직] 하나이면서 둘 I	4	1	15	sq08_4355_test_assassin1.xml	sq08_4355_test_assassin1.lua	13712	0	0	0	false	0	8	0	false	false	0	0	0	0	0	0
4356	[전직] 하나이면서 둘 II	1	1	15	sq08_4356_test_assassin2.xml	sq08_4356_test_assassin2.lua	13712	0	0	0	false	0	10	0	false	false	0	0	0	0	0	0
4357	[전직] 닥터의 암호문	6	1	45	sq15_4357_cryptogram_of_doctor.xml	sq15_4357_cryptogram_of_doctor.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4358	[전직] 다섯 갈래의 해독문	6	1	45	sq15_4358_decrypt.xml	sq15_4358_decrypt.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4359	[전직] 거울 속의 빛	6	1	45	sq15_4359_light_in_mirror.xml	sq15_4359_light_in_mirror.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4360	[전직] 거울 속의 그림자	6	1	45	sq15_4360_shadow_in_mirror.xml	sq15_4360_shadow_in_mirror.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4361	신월의 숲의 가디언	4	1	70	sq34_4361_sylvan_guardian.xml	sq34_4361_sylvan_guardian.lua	13744	0	0	0	true	70	34	0	false	false	0	0	0	0	0	0
4362	좋아요!	4	1	20	sq11_4362_like.xml	sq11_4362_like.lua	13769	0	0	0	false	0	8	0	false	false	0	0	0	0	0	0
4363	독안개 속의 목소리	4	1	70	sq34_4363_voice_of_mist.xml	sq34_4363_voice_of_mist.lua	13744	0	0	0	true	70	34	0	false	false	0	0	0	0	0	0
4364	혼자 만나는 가디언	4	1	70	sq34_4364_guardian_nest_solo.xml	sq34_4364_guardian_nest_solo.lua	13744	0	0	0	true	70	34	0	false	false	0	0	0	0	0	0
4365	혼자서 미스트 네스트로	4	1	70	sq34_4365_mist_nest_solo.xml	sq34_4365_mist_nest_solo.lua	13744	0	0	0	true	70	34	0	false	false	0	0	0	0	0	0
4366	블랙드래곤의 재래	4	1	70	sq34_4366_coming_black_dragon.xml	sq34_4366_coming_black_dragon.lua	13744	0	0	0	true	70	34	0	false	false	0	0	0	0	0	0
4367	세인트헤이븐 방어전(Lv40~49)	4	1	40	sq11_4367_defending_sainthaven.xml	sq11_4367_defending_sainthaven.lua	13769	0	0	0	true	50	13630	0	false	false	0	0	0	0	0	0
