ROWID	_ApplicableValue|INTEGER	_RequireMaxItemLevel|INTEGER	_RequireEnchantLevel|INTEGER	_EnchantLevel|INTEGER	_CanApplySealedItem|BOOLEAN
308330532	125336584	40	0	4	true
308330533	125336584	40	0	5	true
308330534	125336584	40	0	6	true
308330535	125336584	40	0	7	true
308330536	125336584	40	0	8	true
308330537	125336584	40	0	9	true
308330538	125336584	40	0	10	true
308330539	125336584	40	0	11	true
308330540	125336584	40	0	12	true
308334882	125385736	40	1	2	true
308334883	125385736	40	2	3	true
308334884	125385736	40	3	4	true
308334885	125385736	40	4	5	true
308334886	125385736	40	5	6	true
308334887	125385736	40	6	7	true
308334888	125385736	40	7	8	true
308334889	125385736	40	8	9	true
308334890	125385736	40	9	10	true
308334891	125385736	40	10	11	true
308334892	125385736	40	11	12	true
308334893	125385736	40	12	13	true
308334894	125385736	40	13	14	true
308334895	125385736	40	14	15	true
308334625	125385736	40	0	1	true
308334626	125385736	40	0	2	true
308334627	125385736	40	0	3	true
308334628	125385736	40	0	4	true
308334629	125385736	40	0	5	true
308334630	125385736	40	0	6	true
308334631	125385736	40	0	7	true
308334632	125385736	40	0	8	true
308334633	125385736	40	0	9	true
308334634	125385736	40	0	10	true
308334635	125385736	40	0	11	true
308334636	125385736	40	0	12	true
308334637	125385736	40	0	13	true
308334638	125385736	40	0	14	true
308334639	125385736	40	0	15	true
308332834	125352968	40	1	2	true
308332835	125352968	40	2	3	true
308332836	125352968	40	3	4	true
308332837	125352968	40	4	5	true
308332838	125352968	40	5	6	true
308332839	125352968	40	6	7	true
308332840	125352968	40	7	8	true
308332841	125352968	40	8	9	true
308332842	125352968	40	9	10	true
308332843	125352968	40	10	11	true
308332844	125352968	40	11	12	true
308332577	125352968	40	0	1	true
308332578	125352968	40	0	2	true
308332579	125352968	40	0	3	true
308332580	125352968	40	0	4	true
308332581	125352968	40	0	5	true
308332582	125352968	40	0	6	true
308332583	125352968	40	0	7	true
308332584	125352968	40	0	8	true
308332585	125352968	40	0	9	true
308332586	125352968	40	0	10	true
308332587	125352968	40	0	11	true
308332588	125352968	40	0	12	true
308336930	125451272	40	1	2	true
308336931	125451272	40	2	3	true
308336932	125451272	40	3	4	true
308336933	125451272	40	4	5	true
308336934	125451272	40	5	6	true
308336935	125451272	40	6	7	true
308336936	125451272	40	7	8	true
308336937	125451272	40	8	9	true
308336938	125451272	40	9	10	true
308336939	125451272	40	10	11	true
308336940	125451272	40	11	12	true
308336941	125451272	40	12	13	true
308336942	125451272	40	13	14	true
308336943	125451272	40	14	15	true
308336673	125451272	40	0	1	true
308336674	125451272	40	0	2	true
308336675	125451272	40	0	3	true
308336676	125451272	40	0	4	true
308336677	125451272	40	0	5	true
308336678	125451272	40	0	6	true
308336679	125451272	40	0	7	true
308336680	125451272	40	0	8	true
308336681	125451272	40	0	9	true
308336682	125451272	40	0	10	true
308336683	125451272	40	0	11	true
308336684	125451272	40	0	12	true
308336685	125451272	40	0	13	true
308336686	125451272	40	0	14	true
308336687	125451272	40	0	15	true
308338978	125582344	40	1	2	true
308338979	125582344	40	2	3	true
308338980	125582344	40	3	4	true
308338981	125582344	40	4	5	true
308338982	125582344	40	5	6	true
308338983	125582344	40	6	7	true
308338984	125582344	40	7	8	true
308338985	125582344	40	8	9	true
308338986	125582344	40	9	10	true
308338987	125582344	40	10	11	true
308338988	125582344	40	11	12	true
308338989	125582344	40	12	13	true
308338990	125582344	40	13	14	true
308338721	125582344	40	0	1	true
308338722	125582344	40	0	2	true
308338723	125582344	40	0	3	true
308338724	125582344	40	0	4	true
308338725	125582344	40	0	5	true
308338726	125582344	40	0	6	true
308338727	125582344	40	0	7	true
308338728	125582344	40	0	8	true
308338729	125582344	40	0	9	true
308338730	125582344	40	0	10	true
308338731	125582344	40	0	11	true
308338732	125582344	40	0	12	true
308338733	125582344	40	0	13	true
308338734	125582344	40	0	14	true
308379938	125336640	40	1	2	true
308379939	125336640	40	2	3	true
308379940	125336640	40	3	4	true
308379941	125336640	40	4	5	true
308379942	125336640	40	5	6	true
308379943	125336640	40	6	7	true
308379944	125336640	40	7	8	true
308379945	125336640	40	8	9	true
308379946	125336640	40	9	10	true
308379947	125336640	40	10	11	true
308379948	125336640	40	11	12	true
308379681	125336640	40	0	1	true
308379682	125336640	40	0	2	true
308379683	125336640	40	0	3	true
308379684	125336640	40	0	4	true
308379685	125336640	40	0	5	true
308379686	125336640	40	0	6	true
308379687	125336640	40	0	7	true
308379688	125336640	40	0	8	true
308379689	125336640	40	0	9	true
308379690	125336640	40	0	10	true
308379691	125336640	40	0	11	true
308379692	125336640	40	0	12	true
308384034	125385792	40	1	2	true
308384035	125385792	40	2	3	true
308384036	125385792	40	3	4	true
308384037	125385792	40	4	5	true
308384038	125385792	40	5	6	true
308384039	125385792	40	6	7	true
308384040	125385792	40	7	8	true
308384041	125385792	40	8	9	true
308384042	125385792	40	9	10	true
308384043	125385792	40	10	11	true
308384044	125385792	40	11	12	true
308384045	125385792	40	12	13	true
308384046	125385792	40	13	14	true
308384047	125385792	40	14	15	true
308383777	125385792	40	0	1	true
308383778	125385792	40	0	2	true
308383779	125385792	40	0	3	true
308383780	125385792	40	0	4	true
308383781	125385792	40	0	5	true
308383782	125385792	40	0	6	true
308383783	125385792	40	0	7	true
308383784	125385792	40	0	8	true
308383785	125385792	40	0	9	true
308383786	125385792	40	0	10	true
308383787	125385792	40	0	11	true
308383788	125385792	40	0	12	true
308383789	125385792	40	0	13	true
308383790	125385792	40	0	14	true
308383791	125385792	40	0	15	true
308381986	125353024	40	1	2	true
308381987	125353024	40	2	3	true
308381988	125353024	40	3	4	true
308381989	125353024	40	4	5	true
308381990	125353024	40	5	6	true
308381991	125353024	40	6	7	true
308381992	125353024	40	7	8	true
308381993	125353024	40	8	9	true
308381994	125353024	40	9	10	true
308381995	125353024	40	10	11	true
308381996	125353024	40	11	12	true
308381729	125353024	40	0	1	true
308381730	125353024	40	0	2	true
308381731	125353024	40	0	3	true
308381732	125353024	40	0	4	true
308381733	125353024	40	0	5	true
308381734	125353024	40	0	6	true
308381735	125353024	40	0	7	true
308381736	125353024	40	0	8	true
308381737	125353024	40	0	9	true
308381738	125353024	40	0	10	true
308381739	125353024	40	0	11	true
308381740	125353024	40	0	12	true
308386082	125451328	40	1	2	true
308386083	125451328	40	2	3	true
308386084	125451328	40	3	4	true
308386085	125451328	40	4	5	true
308386086	125451328	40	5	6	true
308386087	125451328	40	6	7	true
308386088	125451328	40	7	8	true
308386089	125451328	40	8	9	true
308386090	125451328	40	9	10	true
308386091	125451328	40	10	11	true
308386092	125451328	40	11	12	true
308386093	125451328	40	12	13	true
308386094	125451328	40	13	14	true
308386095	125451328	40	14	15	true
308385825	125451328	40	0	1	true
308385826	125451328	40	0	2	true
308385827	125451328	40	0	3	true
308385828	125451328	40	0	4	true
308385829	125451328	40	0	5	true
308385830	125451328	40	0	6	true
308385831	125451328	40	0	7	true
308385832	125451328	40	0	8	true
308385833	125451328	40	0	9	true
308385834	125451328	40	0	10	true
308385835	125451328	40	0	11	true
308385836	125451328	40	0	12	true
308385837	125451328	40	0	13	true
308385838	125451328	40	0	14	true
308385839	125451328	40	0	15	true
308388130	125582400	40	1	2	true
308388131	125582400	40	2	3	true
308388132	125582400	40	3	4	true
308388133	125582400	40	4	5	true
308388134	125582400	40	5	6	true
308388135	125582400	40	6	7	true
308388136	125582400	40	7	8	true
308388137	125582400	40	8	9	true
308388138	125582400	40	9	10	true
308388139	125582400	40	10	11	true
308388140	125582400	40	11	12	true
308388141	125582400	40	12	13	true
308388142	125582400	40	13	14	true
308387873	125582400	40	0	1	true
308387874	125582400	40	0	2	true
308387875	125582400	40	0	3	true
308387876	125582400	40	0	4	true
308387877	125582400	40	0	5	true
308387878	125582400	40	0	6	true
308387879	125582400	40	0	7	true
308387880	125582400	40	0	8	true
308387881	125582400	40	0	9	true
308387882	125582400	40	0	10	true
308387883	125582400	40	0	11	true
308387884	125582400	40	0	12	true
308387885	125582400	40	0	13	true
308387886	125582400	40	0	14	true
308363554	125336608	40	1	2	true
308363555	125336608	40	2	3	true
308363556	125336608	40	3	4	true
308363557	125336608	40	4	5	true
308363558	125336608	40	5	6	true
308363559	125336608	40	6	7	true
308363560	125336608	40	7	8	true
308363561	125336608	40	8	9	true
308363562	125336608	40	9	10	true
308363563	125336608	40	10	11	true
308363564	125336608	40	11	12	true
308363297	125336608	40	0	1	true
308363298	125336608	40	0	2	true
308363299	125336608	40	0	3	true
308363300	125336608	40	0	4	true
308363301	125336608	40	0	5	true
308363302	125336608	40	0	6	true
308363303	125336608	40	0	7	true
308363304	125336608	40	0	8	true
308363305	125336608	40	0	9	true
308363306	125336608	40	0	10	true
308363307	125336608	40	0	11	true
308363308	125336608	40	0	12	true
308367650	125385760	40	1	2	true
308367651	125385760	40	2	3	true
308367652	125385760	40	3	4	true
308367653	125385760	40	4	5	true
308367654	125385760	40	5	6	true
308367655	125385760	40	6	7	true
308367656	125385760	40	7	8	true
308367657	125385760	40	8	9	true
308367658	125385760	40	9	10	true
308367659	125385760	40	10	11	true
308367660	125385760	40	11	12	true
308367661	125385760	40	12	13	true
308367662	125385760	40	13	14	true
308367663	125385760	40	14	15	true
308367393	125385760	40	0	1	true
308367394	125385760	40	0	2	true
308367395	125385760	40	0	3	true
308367396	125385760	40	0	4	true
308367397	125385760	40	0	5	true
308367398	125385760	40	0	6	true
308367399	125385760	40	0	7	true
308367400	125385760	40	0	8	true
308367401	125385760	40	0	9	true
308367402	125385760	40	0	10	true
308367403	125385760	40	0	11	true
308367404	125385760	40	0	12	true
308367405	125385760	40	0	13	true
308367406	125385760	40	0	14	true
308367407	125385760	40	0	15	true
308365602	125352992	40	1	2	true
308365603	125352992	40	2	3	true
308365604	125352992	40	3	4	true
308365605	125352992	40	4	5	true
308365606	125352992	40	5	6	true
308365607	125352992	40	6	7	true
308365608	125352992	40	7	8	true
308365609	125352992	40	8	9	true
308365610	125352992	40	9	10	true
308365611	125352992	40	10	11	true
308365612	125352992	40	11	12	true
308365345	125352992	40	0	1	true
308365346	125352992	40	0	2	true
308365347	125352992	40	0	3	true
308365348	125352992	40	0	4	true
308365349	125352992	40	0	5	true
308365350	125352992	40	0	6	true
308365351	125352992	40	0	7	true
308365352	125352992	40	0	8	true
308365353	125352992	40	0	9	true
308365354	125352992	40	0	10	true
308365355	125352992	40	0	11	true
308365356	125352992	40	0	12	true
308369698	125451296	40	1	2	true
308369699	125451296	40	2	3	true
308369700	125451296	40	3	4	true
308369701	125451296	40	4	5	true
308369702	125451296	40	5	6	true
308369703	125451296	40	6	7	true
308369704	125451296	40	7	8	true
308369705	125451296	40	8	9	true
308369706	125451296	40	9	10	true
308369707	125451296	40	10	11	true
308369708	125451296	40	11	12	true
308369709	125451296	40	12	13	true
308369710	125451296	40	13	14	true
308369711	125451296	40	14	15	true
308369441	125451296	40	0	1	true
308369442	125451296	40	0	2	true
308369443	125451296	40	0	3	true
308369444	125451296	40	0	4	true
308369445	125451296	40	0	5	true
308369446	125451296	40	0	6	true
308369447	125451296	40	0	7	true
308369448	125451296	40	0	8	true
308369449	125451296	40	0	9	true
308369450	125451296	40	0	10	true
308369451	125451296	40	0	11	true
308369452	125451296	40	0	12	true
308369453	125451296	40	0	13	true
308369454	125451296	40	0	14	true
308369455	125451296	40	0	15	true
308371746	125582368	40	1	2	true
308371747	125582368	40	2	3	true
308371748	125582368	40	3	4	true
308371749	125582368	40	4	5	true
308371750	125582368	40	5	6	true
308371751	125582368	40	6	7	true
308371752	125582368	40	7	8	true
308371753	125582368	40	8	9	true
308371754	125582368	40	9	10	true
308371755	125582368	40	10	11	true
308371756	125582368	40	11	12	true
308371757	125582368	40	12	13	true
308371758	125582368	40	13	14	true
308371489	125582368	40	0	1	true
308371490	125582368	40	0	2	true
308371491	125582368	40	0	3	true
308371492	125582368	40	0	4	true
308371493	125582368	40	0	5	true
308371494	125582368	40	0	6	true
308371495	125582368	40	0	7	true
308371496	125582368	40	0	8	true
308371497	125582368	40	0	9	true
308371498	125582368	40	0	10	true
308371499	125582368	40	0	11	true
308371500	125582368	40	0	12	true
308371501	125582368	40	0	13	true
308371502	125582368	40	0	14	true
308281634	125336577	40	1	2	true
308281635	125336577	40	2	3	true
308281636	125336577	40	3	4	true
308281637	125336577	40	4	5	true
308281638	125336577	40	5	6	true
308281639	125336577	40	6	7	true
308281640	125336577	40	7	8	true
308281641	125336577	40	8	9	true
308281642	125336577	40	9	10	true
308281643	125336577	40	10	11	true
308281644	125336577	40	11	12	true
308281377	125336577	40	0	1	true
308281378	125336577	40	0	2	true
308281379	125336577	40	0	3	true
308281380	125336577	40	0	4	true
308281381	125336577	40	0	5	true
308281382	125336577	40	0	6	true
308281383	125336577	40	0	7	true
308281384	125336577	40	0	8	true
308281385	125336577	40	0	9	true
308281386	125336577	40	0	10	true
308281387	125336577	40	0	11	true
308281388	125336577	40	0	12	true
308285730	125385729	40	1	2	true
308285731	125385729	40	2	3	true
308285732	125385729	40	3	4	true
308285733	125385729	40	4	5	true
308285734	125385729	40	5	6	true
308285735	125385729	40	6	7	true
308285736	125385729	40	7	8	true
308285737	125385729	40	8	9	true
308285738	125385729	40	9	10	true
308285739	125385729	40	10	11	true
308285740	125385729	40	11	12	true
308285741	125385729	40	12	13	true
308285742	125385729	40	13	14	true
308285743	125385729	40	14	15	true
308285473	125385729	40	0	1	true
308285474	125385729	40	0	2	true
308285475	125385729	40	0	3	true
308285476	125385729	40	0	4	true
308285477	125385729	40	0	5	true
308285478	125385729	40	0	6	true
308285479	125385729	40	0	7	true
308285480	125385729	40	0	8	true
308285481	125385729	40	0	9	true
308285482	125385729	40	0	10	true
308285483	125385729	40	0	11	true
308285484	125385729	40	0	12	true
308285485	125385729	40	0	13	true
308285486	125385729	40	0	14	true
308285487	125385729	40	0	15	true
308283682	125352961	40	1	2	true
308283683	125352961	40	2	3	true
308283684	125352961	40	3	4	true
308283685	125352961	40	4	5	true
308283686	125352961	40	5	6	true
308283687	125352961	40	6	7	true
308283688	125352961	40	7	8	true
308283689	125352961	40	8	9	true
308283690	125352961	40	9	10	true
308283691	125352961	40	10	11	true
308283692	125352961	40	11	12	true
308283425	125352961	40	0	1	true
308283426	125352961	40	0	2	true
308283427	125352961	40	0	3	true
308283428	125352961	40	0	4	true
308283429	125352961	40	0	5	true
308283430	125352961	40	0	6	true
308283431	125352961	40	0	7	true
308283432	125352961	40	0	8	true
308283433	125352961	40	0	9	true
308283434	125352961	40	0	10	true
308283435	125352961	40	0	11	true
308283436	125352961	40	0	12	true
308287778	125451265	40	1	2	true
308287779	125451265	40	2	3	true
308287780	125451265	40	3	4	true
308287781	125451265	40	4	5	true
308287782	125451265	40	5	6	true
308287783	125451265	40	6	7	true
308287784	125451265	40	7	8	true
308287785	125451265	40	8	9	true
308287786	125451265	40	9	10	true
308287787	125451265	40	10	11	true
308287788	125451265	40	11	12	true
308287789	125451265	40	12	13	true
308287790	125451265	40	13	14	true
308287791	125451265	40	14	15	true
308287521	125451265	40	0	1	true
308287522	125451265	40	0	2	true
308287523	125451265	40	0	3	true
308287524	125451265	40	0	4	true
308287525	125451265	40	0	5	true
308287526	125451265	40	0	6	true
308287527	125451265	40	0	7	true
308287528	125451265	40	0	8	true
308287529	125451265	40	0	9	true
308287530	125451265	40	0	10	true
308287531	125451265	40	0	11	true
308287532	125451265	40	0	12	true
308287533	125451265	40	0	13	true
308287534	125451265	40	0	14	true
308287535	125451265	40	0	15	true
308289826	125582337	40	1	2	true
308289827	125582337	40	2	3	true
308289828	125582337	40	3	4	true
308289829	125582337	40	4	5	true
308289830	125582337	40	5	6	true
308289831	125582337	40	6	7	true
308289832	125582337	40	7	8	true
308289833	125582337	40	8	9	true
308289834	125582337	40	9	10	true
308289835	125582337	40	10	11	true
308289836	125582337	40	11	12	true
308289837	125582337	40	12	13	true
308289838	125582337	40	13	14	true
308289569	125582337	40	0	1	true
308289570	125582337	40	0	2	true
308289571	125582337	40	0	3	true
308289572	125582337	40	0	4	true
308289573	125582337	40	0	5	true
308289574	125582337	40	0	6	true
308289575	125582337	40	0	7	true
308289576	125582337	40	0	8	true
308289577	125582337	40	0	9	true
308289578	125582337	40	0	10	true
308289579	125582337	40	0	11	true
308289580	125582337	40	0	12	true
308289581	125582337	40	0	13	true
308289582	125582337	40	0	14	true
308347170	125336592	40	1	2	true
308347171	125336592	40	2	3	true
308347172	125336592	40	3	4	true
308347173	125336592	40	4	5	true
308347174	125336592	40	5	6	true
308347175	125336592	40	6	7	true
308347176	125336592	40	7	8	true
308347177	125336592	40	8	9	true
308347178	125336592	40	9	10	true
308347179	125336592	40	10	11	true
308347180	125336592	40	11	12	true
308346913	125336592	40	0	1	true
308346914	125336592	40	0	2	true
308346915	125336592	40	0	3	true
308346916	125336592	40	0	4	true
308346917	125336592	40	0	5	true
308346918	125336592	40	0	6	true
308346919	125336592	40	0	7	true
308346920	125336592	40	0	8	true
308346921	125336592	40	0	9	true
308346922	125336592	40	0	10	true
308346923	125336592	40	0	11	true
308346924	125336592	40	0	12	true
308351266	125385744	40	1	2	true
308351267	125385744	40	2	3	true
308351268	125385744	40	3	4	true
308351269	125385744	40	4	5	true
308351270	125385744	40	5	6	true
308351271	125385744	40	6	7	true
308351272	125385744	40	7	8	true
308351273	125385744	40	8	9	true
308351274	125385744	40	9	10	true
308351275	125385744	40	10	11	true
308351276	125385744	40	11	12	true
308351277	125385744	40	12	13	true
308351278	125385744	40	13	14	true
308351279	125385744	40	14	15	true
308351009	125385744	40	0	1	true
308351010	125385744	40	0	2	true
308351011	125385744	40	0	3	true
308351012	125385744	40	0	4	true
308351013	125385744	40	0	5	true
308351014	125385744	40	0	6	true
308351015	125385744	40	0	7	true
308351016	125385744	40	0	8	true
308351017	125385744	40	0	9	true
308351018	125385744	40	0	10	true
308351019	125385744	40	0	11	true
308351020	125385744	40	0	12	true
308351021	125385744	40	0	13	true
308351022	125385744	40	0	14	true
308351023	125385744	40	0	15	true
308349218	125352976	40	1	2	true
308349219	125352976	40	2	3	true
308349220	125352976	40	3	4	true
308349221	125352976	40	4	5	true
308349222	125352976	40	5	6	true
308349223	125352976	40	6	7	true
308349224	125352976	40	7	8	true
308349225	125352976	40	8	9	true
308349226	125352976	40	9	10	true
308349227	125352976	40	10	11	true
308349228	125352976	40	11	12	true
308348961	125352976	40	0	1	true
308348962	125352976	40	0	2	true
308348963	125352976	40	0	3	true
308348964	125352976	40	0	4	true
308348965	125352976	40	0	5	true
308348966	125352976	40	0	6	true
308348967	125352976	40	0	7	true
308348968	125352976	40	0	8	true
308348969	125352976	40	0	9	true
308348970	125352976	40	0	10	true
308348971	125352976	40	0	11	true
308348972	125352976	40	0	12	true
308353314	125451280	40	1	2	true
308353315	125451280	40	2	3	true
308353316	125451280	40	3	4	true
308353317	125451280	40	4	5	true
308353318	125451280	40	5	6	true
308353319	125451280	40	6	7	true
308353320	125451280	40	7	8	true
308353321	125451280	40	8	9	true
308353322	125451280	40	9	10	true
308353323	125451280	40	10	11	true
308353324	125451280	40	11	12	true
308353325	125451280	40	12	13	true
308353326	125451280	40	13	14	true
308353327	125451280	40	14	15	true
308353057	125451280	40	0	1	true
308353058	125451280	40	0	2	true
308353059	125451280	40	0	3	true
308353060	125451280	40	0	4	true
308353061	125451280	40	0	5	true
308353062	125451280	40	0	6	true
308353063	125451280	40	0	7	true
308353064	125451280	40	0	8	true
308353065	125451280	40	0	9	true
308353066	125451280	40	0	10	true
308353067	125451280	40	0	11	true
308353068	125451280	40	0	12	true
308353069	125451280	40	0	13	true
308353070	125451280	40	0	14	true
308353071	125451280	40	0	15	true
308355362	125582352	40	1	2	true
308355363	125582352	40	2	3	true
308355364	125582352	40	3	4	true
308355365	125582352	40	4	5	true
308355366	125582352	40	5	6	true
308355367	125582352	40	6	7	true
308355368	125582352	40	7	8	true
308355369	125582352	40	8	9	true
308355370	125582352	40	9	10	true
308355371	125582352	40	10	11	true
308355372	125582352	40	11	12	true
308355373	125582352	40	12	13	true
308355374	125582352	40	13	14	true
308355105	125582352	40	0	1	true
308355106	125582352	40	0	2	true
308355107	125582352	40	0	3	true
308355108	125582352	40	0	4	true
308355109	125582352	40	0	5	true
308355110	125582352	40	0	6	true
308355111	125582352	40	0	7	true
308355112	125582352	40	0	8	true
308355113	125582352	40	0	9	true
308355114	125582352	40	0	10	true
308355115	125582352	40	0	11	true
308355116	125582352	40	0	12	true
308355117	125582352	40	0	13	true
308355118	125582352	40	0	14	true
308314418	125336580	50	1	2	true
308314419	125336580	50	2	3	true
308314420	125336580	50	3	4	true
308314421	125336580	50	4	5	true
308314422	125336580	50	5	6	true
308314423	125336580	50	6	7	true
308314424	125336580	50	7	8	true
308314425	125336580	50	8	9	true
308314426	125336580	50	9	10	true
308314427	125336580	50	10	11	true
308314428	125336580	50	11	12	true
308314161	125336580	50	0	1	true
308314162	125336580	50	0	2	true
308314163	125336580	50	0	3	true
308314164	125336580	50	0	4	true
308314165	125336580	50	0	5	true
308314166	125336580	50	0	6	true
308314167	125336580	50	0	7	true
308314168	125336580	50	0	8	true
308314169	125336580	50	0	9	true
308314170	125336580	50	0	10	true
308314171	125336580	50	0	11	true
308314172	125336580	50	0	12	true
308318514	125385732	50	1	2	true
308318515	125385732	50	2	3	true
308318516	125385732	50	3	4	true
308318517	125385732	50	4	5	true
308318518	125385732	50	5	6	true
308318519	125385732	50	6	7	true
308318520	125385732	50	7	8	true
308318521	125385732	50	8	9	true
308318522	125385732	50	9	10	true
308318523	125385732	50	10	11	true
308318524	125385732	50	11	12	true
308318525	125385732	50	12	13	true
308318526	125385732	50	13	14	true
308318527	125385732	50	14	15	true
308318257	125385732	50	0	1	true
308318258	125385732	50	0	2	true
308318259	125385732	50	0	3	true
308318260	125385732	50	0	4	true
308318261	125385732	50	0	5	true
308318262	125385732	50	0	6	true
308318263	125385732	50	0	7	true
308318264	125385732	50	0	8	true
308318265	125385732	50	0	9	true
308318266	125385732	50	0	10	true
308318267	125385732	50	0	11	true
308318268	125385732	50	0	12	true
308318269	125385732	50	0	13	true
308318270	125385732	50	0	14	true
308318271	125385732	50	0	15	true
308316466	125352964	50	1	2	true
308316467	125352964	50	2	3	true
308316468	125352964	50	3	4	true
308316469	125352964	50	4	5	true
308316470	125352964	50	5	6	true
308316471	125352964	50	6	7	true
308316472	125352964	50	7	8	true
308316473	125352964	50	8	9	true
308316474	125352964	50	9	10	true
308316475	125352964	50	10	11	true
308316476	125352964	50	11	12	true
308316209	125352964	50	0	1	true
308316210	125352964	50	0	2	true
308316211	125352964	50	0	3	true
308316212	125352964	50	0	4	true
308316213	125352964	50	0	5	true
308316214	125352964	50	0	6	true
308316215	125352964	50	0	7	true
308316216	125352964	50	0	8	true
308316217	125352964	50	0	9	true
308316218	125352964	50	0	10	true
308316219	125352964	50	0	11	true
308316220	125352964	50	0	12	true
308320562	125451268	50	1	2	true
308320563	125451268	50	2	3	true
308320564	125451268	50	3	4	true
308320565	125451268	50	4	5	true
308320566	125451268	50	5	6	true
308320567	125451268	50	6	7	true
308320568	125451268	50	7	8	true
308320569	125451268	50	8	9	true
308320570	125451268	50	9	10	true
308320571	125451268	50	10	11	true
308320572	125451268	50	11	12	true
308320573	125451268	50	12	13	true
308320574	125451268	50	13	14	true
308320575	125451268	50	14	15	true
308320305	125451268	50	0	1	true
308320306	125451268	50	0	2	true
308320307	125451268	50	0	3	true
308320308	125451268	50	0	4	true
308320309	125451268	50	0	5	true
308320310	125451268	50	0	6	true
308320311	125451268	50	0	7	true
308320312	125451268	50	0	8	true
308320313	125451268	50	0	9	true
308320314	125451268	50	0	10	true
308320315	125451268	50	0	11	true
308320316	125451268	50	0	12	true
308320317	125451268	50	0	13	true
308320318	125451268	50	0	14	true
308320319	125451268	50	0	15	true
308298034	125336578	50	1	2	true
308298035	125336578	50	2	3	true
308298036	125336578	50	3	4	true
308298037	125336578	50	4	5	true
308298038	125336578	50	5	6	true
308298039	125336578	50	6	7	true
308298040	125336578	50	7	8	true
308298041	125336578	50	8	9	true
308298042	125336578	50	9	10	true
308298043	125336578	50	10	11	true
308298044	125336578	50	11	12	true
308297777	125336578	50	0	1	true
308297778	125336578	50	0	2	true
308297779	125336578	50	0	3	true
308297780	125336578	50	0	4	true
308297781	125336578	50	0	5	true
308297782	125336578	50	0	6	true
308297783	125336578	50	0	7	true
308297784	125336578	50	0	8	true
308297785	125336578	50	0	9	true
308297786	125336578	50	0	10	true
308297787	125336578	50	0	11	true
308297788	125336578	50	0	12	true
308302130	125385730	50	1	2	true
308302131	125385730	50	2	3	true
308302132	125385730	50	3	4	true
308302133	125385730	50	4	5	true
308302134	125385730	50	5	6	true
308302135	125385730	50	6	7	true
308302136	125385730	50	7	8	true
308302137	125385730	50	8	9	true
308302138	125385730	50	9	10	true
308302139	125385730	50	10	11	true
308302140	125385730	50	11	12	true
308302141	125385730	50	12	13	true
308302142	125385730	50	13	14	true
308302143	125385730	50	14	15	true
308301873	125385730	50	0	1	true
308301874	125385730	50	0	2	true
308301875	125385730	50	0	3	true
308301876	125385730	50	0	4	true
308301877	125385730	50	0	5	true
308301878	125385730	50	0	6	true
308301879	125385730	50	0	7	true
308301880	125385730	50	0	8	true
308301881	125385730	50	0	9	true
308301882	125385730	50	0	10	true
308301883	125385730	50	0	11	true
308301884	125385730	50	0	12	true
308301885	125385730	50	0	13	true
308301886	125385730	50	0	14	true
308301887	125385730	50	0	15	true
308300082	125352962	50	1	2	true
308300083	125352962	50	2	3	true
308300084	125352962	50	3	4	true
308300085	125352962	50	4	5	true
308300086	125352962	50	5	6	true
308300087	125352962	50	6	7	true
308300088	125352962	50	7	8	true
308300089	125352962	50	8	9	true
308300090	125352962	50	9	10	true
308300091	125352962	50	10	11	true
308300092	125352962	50	11	12	true
308299825	125352962	50	0	1	true
308299826	125352962	50	0	2	true
308299827	125352962	50	0	3	true
308299828	125352962	50	0	4	true
308299829	125352962	50	0	5	true
308299830	125352962	50	0	6	true
308299831	125352962	50	0	7	true
308299832	125352962	50	0	8	true
308299833	125352962	50	0	9	true
308299834	125352962	50	0	10	true
308299835	125352962	50	0	11	true
308299836	125352962	50	0	12	true
308304178	125451266	50	1	2	true
308304179	125451266	50	2	3	true
308304180	125451266	50	3	4	true
308304181	125451266	50	4	5	true
308304182	125451266	50	5	6	true
308304183	125451266	50	6	7	true
308304184	125451266	50	7	8	true
308304185	125451266	50	8	9	true
308304186	125451266	50	9	10	true
308304187	125451266	50	10	11	true
308304188	125451266	50	11	12	true
308304189	125451266	50	12	13	true
308304190	125451266	50	13	14	true
308304191	125451266	50	14	15	true
308303921	125451266	50	0	1	true
308303922	125451266	50	0	2	true
308303923	125451266	50	0	3	true
308303924	125451266	50	0	4	true
308303925	125451266	50	0	5	true
308303926	125451266	50	0	6	true
308303927	125451266	50	0	7	true
308303928	125451266	50	0	8	true
308303929	125451266	50	0	9	true
308303930	125451266	50	0	10	true
308303931	125451266	50	0	11	true
308303932	125451266	50	0	12	true
308303933	125451266	50	0	13	true
308303934	125451266	50	0	14	true
308303935	125451266	50	0	15	true
308330802	125336584	50	1	2	true
308330803	125336584	50	2	3	true
308330804	125336584	50	3	4	true
308330805	125336584	50	4	5	true
308330806	125336584	50	5	6	true
308330807	125336584	50	6	7	true
308330808	125336584	50	7	8	true
308330809	125336584	50	8	9	true
308330810	125336584	50	9	10	true
308330811	125336584	50	10	11	true
308330812	125336584	50	11	12	true
308330545	125336584	50	0	1	true
308330546	125336584	50	0	2	true
308330547	125336584	50	0	3	true
308330548	125336584	50	0	4	true
308330549	125336584	50	0	5	true
308330550	125336584	50	0	6	true
308330551	125336584	50	0	7	true
308330552	125336584	50	0	8	true
308330553	125336584	50	0	9	true
