ROWID	_ItemGainText|TEXT
268497715	#s{1000055957}#y\n{1000179289}
268497716	#s{1000055957}#y\n{1000179289}
268497717	#s{1000055957}#y\n{1000179289}
268497718	#s{1000055957}#y\n{1000179289}
268497719	#s{1000055957}#y\n{1000179289}
268497720	#s{1000055957}#y\n{1000179289}
268497721	#s{1000055957}#y\n{1000179289}
268497722	#s{1000055957}#y\n{1000179289}
268497723	#s{1000055957}#y\n{1000179289}
268497724	#s{1000055957}#y\n{1000179289}
268497725	#s{1000055957}#y\n{1000179289}
268497726	#s{1000055957}#y\n{1000179289}
268497727	#s{1000055957}#y\n{1000179289}
268497728	#s{1000055957}#y\n{1000179289}
268497729	#s{1000055957}#y\n{1000179289}
268497730	#s{1000055957}#y\n{1000179289}
268497731	#s{1000055957}#y\n{1000179289}
268497732	#s{1000055957}#y\n{1000179289}
268497733	#s{1000055957}#y\n{1000179289}
268497734	#s{1000055957}#y\n{1000179289}
268497735	#s{1000055957}#y\n{1000179289}
268497736	#s{1000055957}#y\n{1000179289}
268497737	#s{1000055957}#y\n{1000179289}
268497738	#s{1000055957}#y\n{1000179289}
268497739	#s{1000055957}#y\n{1000179289}
268497740	#s{1000055957}#y\n{1000179289}
268497741	#s{1000055957}#y\n{1000179289}
268497742	#s{1000055957}#y\n{1000179289}
268497743	#s{1000055957}#y\n{1000179289}
268497744	#s{1000055957}#y\n{1000179289}
268497745	#s{1000055957}#y\n{1000179289}
268497746	#s{1000055957}#y\n{1000179289}
268497747	#s{1000055957}#y\n{1000179289}
268497748	#s{1000055957}#y\n{1000179289}
268497749	#s{1000055957}#y\n{1000179289}
268497750	#s{1000055957}#y\n{1000179289}
268497751	#s{1000055957}#y\n{1000179289}
268497752	#s{1000055957}#y\n{1000179289}
268497753	#s{1000055957}#y\n{1000179289}
268497754	#s{1000055957}#y\n{1000179289}
268497755	#s{1000055957}#y\n{1000179289}
268497756	#s{1000055957}#y\n{1000179289}
268497757	#s{1000055957}#y\n{1000179289}
268497758	#s{1000055957}#y\n{1000179289}
268497759	#s{1000055957}#y\n{1000179289}
268497760	#s{1000055957}#y\n{1000179289}
268497761	#s{1000055957}#y\n{1000179289}
268497762	#s{1000055957}#y\n{1000179289}
268497763	#s{1000055957}#y\n{1000179289}
268497764	#s{1000055957}#y\n{1000179289}
268497765	#s{1000055957}#y\n{1000179289}
268497766	#s{1000055957}#y\n{1000179289}
268497767	#s{1000055957}#y\n{1000179289}
268497768	#s{1000055957}#y\n{1000179289}
268497769	#s{1000055957}#y\n{1000179289}
268497770	#s{1000055957}#y\n{1000179289}
268497771	#s{1000055957}#y\n{1000179289}
268497772	#s{1000055957}#y\n{1000179289}
268497773	#s{1000055957}#y\n{1000179289}
268497774	#s{1000055957}#y\n{1000179289}
268497775	#s{1000055957}#y\n{1000179289}
268497776	#s{1000055957}#y\n{1000179289}
268497777	#s{1000055957}#y\n{1000179289}
268497778	#s{1000055957}#y\n{1000179289}
268497779	#s{1000055957}#y\n{1000179289}
268497780	#s{1000055957}#y\n{1000179289}
268497781	#s{1000055957}#y\n{1000179289}
268497782	#s{1000055957}#y\n{1000179289}
268497783	#s{1000055957}#y\n{1000179289}
268497784	#s{1000055957}#y\n{1000179289}
268497785	#s{1000055957}#y\n{1000179289}
268497786	#s{1000055957}#y\n{1000179289}
268497787	#s{1000055957}#y\n{1000179289}
268497788	#s{1000055957}#y\n{1000179289}
268497789	#s{1000055957}#y\n{1000179289}
268497790	#s{1000055957}#y\n{1000179289}
268497791	#s{1000055957}#y\n{1000179289}
268497792	#s{1000055957}#y\n{1000179289}
268497793	#s{1000055957}#y\n{1000179289}
268497794	#s{1000055957}#y\n{1000179289}
268497795	#s{1000055957}#y\n{1000179289}
268497796	#s{1000055957}#y\n{1000179289}
268497797	#s{1000055957}#y\n{1000179289}
268497798	#s{1000055957}#y\n{1000179289}
268497799	#s{1000055957}#y\n{1000179289}
268497800	#s{1000055957}#y\n{1000179289}
268497801	#s{1000055957}#y\n{1000179289}
268497802	#s{1000055957}#y\n{1000179289}
268497803	#s{1000055957}#y\n{1000179289}
268497804	#s{1000055957}#y\n{1000179289}
268497805	#s{1000055957}#y\n{1000179289}
268497806	#s{1000055957}#y\n{1000179289}
268497807	#s{1000055957}#y\n{1000179289}
268497808	#s{1000055957}#y\n{1000179289}
268497809	#s{1000055957}#y\n{1000179289}
268497810	#s{1000055957}#y\n{1000179289}
268497811	#s{1000055957}#y\n{1000179289}
268497812	#s{1000055957}#y\n{1000179289}
268497813	#s{1000055957}#y\n{1000179289}
268497814	#s{1000055957}#y\n{1000179289}
268497815	#s{1000055957}#y\n{1000179289}
268497816	#s{1000055957}#y\n{1000179289}
268497817	#s{1000055957}#y\n{1000179289}
268497818	#s{1000055957}#y\n{1000179289}
268497819	#s{1000055957}#y\n{1000179289}
268497820	#s{1000055957}#y\n{1000179289}
268497821	#s{1000055957}#y\n{1000179289}
268497822	#s{1000055957}#y\n{1000179289}
268497823	#s{1000055957}#y\n{1000179289}
268497824	#s{1000055957}#y\n{1000179289}
268497825	#s{1000055957}#y\n{1000179289}
268497826	#s{1000055957}#y\n{1000179289}
268497827	#s{1000055957}#y\n{1000179289}
268497828	#s{1000055957}#y\n{1000179289}
268497829	#s{1000055957}#y\n{1000179289}
268497830	#s{1000055957}#y\n{1000179289}
268497831	#s{1000055957}#y\n{1000179289}
268497832	#s{1000055957}#y\n{1000179289}
268497833	#s{1000055957}#y\n{1000179289}
268497834	#s{1000055957}#y\n{1000179289}
268497835	#s{1000055957}#y\n{1000179289}
268497836	#s{1000055957}#y\n{1000179289}
268497837	#s{1000055957}#y\n{1000179289}
268497838	#s{1000055957}#y\n{1000179289}
268497839	#s{1000055957}#y\n{1000179289}
268497840	#s{1000055957}#y\n{1000179289}
268497841	#s{1000055957}#y\n{1000179289}
268497842	#s{1000055957}#y\n{1000179289}
268497843	#s{1000055957}#y\n{1000179289}
268497844	#s{1000055957}#y\n{1000179289}
268497845	#s{1000055957}#y\n{1000179289}
268497846	#s{1000055957}#y\n{1000179289}
268497847	#s{1000055957}#y\n{1000179289}
268497848	#s{1000055957}#y\n{1000179289}
268497849	#s{1000055957}#y\n{1000179289}
268497850	#s{1000055957}#y\n{1000179289}
268497851	#s{1000055957}#y\n{1000179289}
268497852	#s{1000055957}#y\n{1000179289}
268497853	#s{1000055957}#y\n{1000179289}
268497854	#s{1000055957}#y\n{1000179289}
268497855	#s{1000055957}#y\n{1000179289}
268497856	#s{1000055957}#y\n{1000179289}
268497857	#s{1000055957}#y\n{1000179289}
268497858	#s{1000055957}#y\n{1000179289}
268497859	#s{1000055957}#y\n{1000179289}
268497860	#s{1000055957}#y\n{1000179289}
268497861	#s{1000055957}#y\n{1000179289}
268497862	#s{1000055957}#y\n{1000179289}
268497863	#s{1000055957}#y\n{1000179289}
268497864	#s{1000055957}#y\n{1000179289}
268497865	#s{1000055957}#y\n{1000179289}
268497866	#s{1000055957}#y\n{1000179289}
268497867	#s{1000055957}#y\n{1000179289}
268497868	#s{1000055957}#y\n{1000179289}
268497869	#s{1000055957}#y\n{1000179289}
268497870	#s{1000055957}#y\n{1000179289}
268497871	#s{1000055957}#y\n{1000179289}
268497872	#s{1000055957}#y\n{1000179289}
268497873	#s{1000055957}#y\n{1000179289}
268497874	#s{1000055957}#y\n{1000179289}
268497875	#s{1000055957}#y\n{1000179289}
268497876	#s{1000055957}#y\n{1000179289}
268497877	#s{1000055957}#y\n{1000179289}
268497878	#s{1000055957}#y\n{1000179289}
268497879	#s{1000055957}#y\n{1000179289}
268497880	#s{1000055957}#y\n{1000179289}
268497881	#s{1000055957}#y\n{1000179289}
268497882	#s{1000055957}#y\n{1000179289}
268497883	#s{1000055957}#y\n{1000179289}
268497884	#s{1000055957}#y\n{1000179289}
268497885	#s{1000055957}#y\n{1000179289}
268497886	#s{1000055957}#y\n{1000179289}
268497887	#s{1000055957}#y\n{1000179289}
268497888	#s{1000055957}#y\n{1000179289}
268497889	#s{1000055957}#y\n{1000179289}
268497890	#s{1000055957}#y\n{1000179289}
268497891	#s{1000055957}#y\n{1000179289}
268497892	#s{1000055957}#y\n{1000179289}
268497893	#s{1000055957}#y\n{1000179289}
268497894	#s{1000055957}#y\n{1000179289}
268497895	#s{1000055957}#y\n{1000179289}
268497896	#s{1000055957}#y\n{1000179289}
268497897	#s{1000055957}#y\n{1000179289}
268497898	#s{1000055957}#y\n{1000179289}
268497899	#s{1000055957}#y\n{1000179289}
268497900	#s{1000055957}#y\n{1000179289}
268497901	#s{1000055957}#y\n{1000179289}
268497902	#s{1000055957}#y\n{1000179289}
268497903	#s{1000055957}#y\n{1000179289}
268497904	#s{1000055957}#y\n{1000179289}
268497905	#s{1000055957}#y\n{1000179289}
268497906	#s{1000055957}#y\n{1000179289}
268497907	#s{1000055957}#y\n{1000179289}
268497908	#s{1000055957}#y\n{1000179289}
268497909	#s{1000055957}#y\n{1000179289}
268497910	#s{1000055957}#y\n{1000179289}
268497911	#s{1000055957}#y\n{1000179289}
268497912	#s{1000055957}#y\n{1000179289}
268497913	#s{1000055957}#y\n{1000179289}
268497914	#s{1000055957}#y\n{1000179289}
268497915	#s{1000055957}#y\n{1000179289}
268497916	#s{1000055957}#y\n{1000179289}
268497917	#s{1000055957}#y\n{1000179289}
268497918	#s{1000055957}#y\n{1000179289}
268497919	#s{1000055957}#y\n{1000179289}
268497920	#s{1000055957}#y\n{1000179289}
268497921	#s{1000055957}#y\n{1000179289}
268497922	#s{1000055957}#y\n{1000179289}
268497923	#s{1000055957}#y\n{1000179289}
268497924	#s{1000055957}#y\n{1000179289}
268497925	#s{1000055957}#y\n{1000179289}
268497926	#s{1000055957}#y\n{1000179289}
268497927	#s{1000055957}#y\n{1000179289}
268497928	#s{1000055957}#y\n{1000179289}
268497929	#s{1000055957}#y\n{1000179289}
268497930	#s{1000055957}#y\n{1000179289}
268497931	#s{1000055957}#y\n{1000179289}
268497932	#s{1000055957}#y\n{1000179289}
268497933	#s{1000055957}#y\n{1000179289}
268497934	#s{1000055957}#y\n{1000179289}
268497935	#s{1000055957}#y\n{1000179289}
268497936	#s{1000055957}#y\n{1000179289}
268497937	#s{1000055957}#y\n{1000179289}
268497938	#s{1000055957}#y\n{1000179289}
268497939	#s{1000055957}#y\n{1000179289}
268497940	#s{1000055957}#y\n{1000179289}
268497941	#s{1000055957}#y\n{1000179289}
268497942	#s{1000055957}#y\n{1000179289}
268497943	#s{1000055957}#y\n{1000179289}
268497944	#s{1000055957}#y\n{1000179289}
268497945	#s{1000055957}#y\n{1000179289}
268497946	#s{1000055957}#y\n{1000179289}
268497947	#s{1000055957}#y\n{1000179289}
268497948	#s{1000055957}#y\n{1000179289}
268497949	#s{1000055957}#y\n{1000179289}
268497950	#s{1000055957}#y\n{1000179289}
268497951	#s{1000055957}#y\n{1000179289}
268497952	#s{1000055957}#y\n{1000179289}
268497953	#s{1000055957}#y\n{1000179289}
268497954	#s{1000055957}#y\n{1000179289}
268497955	#s{1000055957}#y\n{1000179289}
268497956	#s{1000055957}#y\n{1000179289}
268497957	#s{1000055957}#y\n{1000179289}
268497958	#s{1000055957}#y\n{1000179289}
268497959	#s{1000055957}#y\n{1000179289}
268497960	#s{1000055957}#y\n{1000179289}
268497961	#s{1000055957}#y\n{1000179289}
268497962	#s{1000055957}#y\n{1000179289}
268497963	#s{1000055957}#y\n{1000179289}
268497964	#s{1000055957}#y\n{1000179289}
268497965	#s{1000055957}#y\n{1000179289}
268497966	#s{1000055957}#y\n{1000179289}
268497967	#s{1000055957}#y\n{1000179289}
268497968	#s{1000055957}#y\n{1000179289}
268497969	#s{1000055957}#y\n{1000179289}
268497970	#s{1000055957}#y\n{1000179289}
268497971	#s{1000055957}#y\n{1000179289}
268497972	#s{1000055957}#y\n{1000179289}
268497973	#s{1000055957}#y\n{1000179289}
268497974	#s{1000055957}#y\n{1000179289}
268497975	#s{1000055957}#y\n{1000179289}
268497976	#s{1000055957}#y\n{1000179289}
268497977	#s{1000055957}#y\n{1000179289}
268497978	#s{1000055957}#y\n{1000179289}
268497979	#s{1000055957}#y\n{1000179289}
268497980	#s{1000055957}#y\n{1000179289}
268497981	#s{1000055957}#y\n{1000179289}
268497982	#s{1000055957}#y\n{1000179289}
268497983	#s{1000055957}#y\n{1000179289}
268497984	#s{1000055957}#y\n{1000179289}
268497985	#s{1000055957}#y\n{1000179289}
268497986	#s{1000055957}#y\n{1000179289}
268497987	#s{1000055957}#y\n{1000179289}
268497988	#s{1000055957}#y\n{1000179289}
268497989	#s{1000055957}#y\n{1000179289}
268497990	#s{1000055957}#y\n{1000179289}
268497991	#s{1000055957}#y\n{1000179289}
268497992	#s{1000055957}#y\n{1000179289}
268497993	#s{1000055957}#y\n{1000179289}
268497994	#s{1000055957}#y\n{1000179289}
268497995	#s{1000055957}#y\n{1000179289}
268497996	#s{1000055957}#y\n{1000179289}
268497997	#s{1000055957}#y\n{1000179289}
268497998	#s{1000055957}#y\n{1000179289}
268497999	#s{1000055957}#y\n{1000179289}
268498000	#s{1000055957}#y\n{1000179289}
268498001	#s{1000055957}#y\n{1000179289}
268498002	#s{1000055957}#y\n{1000179289}
268498003	#s{1000055957}#y\n{1000179289}
268498004	#s{1000055957}#y\n{1000179289}
268498005	#s{1000055957}#y\n{1000179289}
268498006	#s{1000055957}#y\n{1000179289}
268498007	#s{1000055957}#y\n{1000179289}
268498008	#s{1000055957}#y\n{1000179289}
268498009	#s{1000055957}#y\n{1000179289}
268498010	#s{1000055957}#y\n{1000179289}
268498011	#s{1000055957}#y\n{1000179289}
268498012	#s{1000055957}#y\n{1000179289}
268498013	#s{1000055957}#y\n{1000179289}
268498014	#s{1000055957}#y\n{1000179289}
268498015	#s{1000055957}#y\n{1000179289}
268498016	#s{1000055957}#y\n{1000179289}
268498017	#s{1000055957}#y\n{1000179289}
268498018	#s{1000055957}#y\n{1000179289}
268498019	#s{1000055957}#y\n{1000179289}
268498020	#s{1000055957}#y\n{1000179289}
268498021	#s{1000055957}#y\n{1000179289}
268498022	#s{1000055957}#y\n{1000179289}
268498023	#s{1000055957}#y\n{1000179289}
268498024	#s{1000055957}#y\n{1000179289}
268498025	#s{1000055957}#y\n{1000179289}
268498026	#s{1000055957}#y\n{1000179289}
268498027	#s{1000055957}#y\n{1000179289}
268498028	#s{1000055957}#y\n{1000179289}
268498029	#s{1000055957}#y\n{1000179289}
268498030	#s{1000055957}#y\n{1000179289}
268498031	#s{1000055957}#y\n{1000179289}
268498032	#s{1000055957}#y\n{1000179289}
268498033	#s{1000055957}#y\n{1000179289}
268498034	#s{1000055957}#y\n{1000179289}
268498035	#s{1000055957}#y\n{1000179289}
268498036	#s{1000055957}#y\n{1000179289}
268498037	#s{1000055957}#y\n{1000179289}
268498038	#s{1000055957}#y\n{1000179289}
268498039	#s{1000055957}#y\n{1000179289}
268498040	#s{1000055957}#y\n{1000179289}
268498041	#s{1000055957}#y\n{1000179289}
268498042	#s{1000055957}#y\n{1000179289}
268498043	#s{1000055957}#y\n{1000179289}
268498044	#s{1000055957}#y\n{1000179289}
268498045	#s{1000055957}#y\n{1000179289}
268498046	#s{1000055957}#y\n{1000179289}
268498047	#s{1000055957}#y\n{1000179289}
268498048	#s{1000055957}#y\n{1000179289}
268498049	#s{1000055957}#y\n{1000179289}
268498050	#s{1000055957}#y\n{1000179289}
268498051	#s{1000055957}#y\n{1000179289}
268498052	#s{1000055957}#y\n{1000179289}
268498053	#s{1000055957}#y\n{1000179289}
268498054	#s{1000055957}#y\n{1000179289}
268498055	#s{1000055957}#y\n{1000179289}
268498056	#s{1000055957}#y\n{1000179289}
268498057	#s{1000055957}#y\n{1000179289}
268498058	#s{1000055957}#y\n{1000179289}
268498059	#s{1000055957}#y\n{1000179289}
268498060	#s{1000055957}#y\n{1000179289}
268498061	#s{1000055957}#y\n{1000179289}
268498062	#s{1000055957}#y\n{1000179289}
268498063	#s{1000055957}#y\n{1000179289}
268498064	#s{1000055957}#y\n{1000179289}
268498065	#s{1000055957}#y\n{1000179289}
268498066	#s{1000055957}#y\n{1000179289}
268498067	#s{1000055957}#y\n{1000179289}
268498068	#s{1000055957}#y\n{1000179289}
268498069	#s{1000055957}#y\n{1000179289}
268498070	#s{1000055957}#y\n{1000179289}
268498071	#s{1000055957}#y\n{1000179289}
268498072	#s{1000055957}#y\n{1000179289}
268498073	#s{1000055957}#y\n{1000179289}
268498074	#s{1000055957}#y\n{1000179289}
268498075	#s{1000055957}#y\n{1000179289}
268498076	#s{1000055957}#y\n{1000179289}
268498077	#s{1000055957}#y\n{1000179289}
268498078	#s{1000055957}#y\n{1000179289}
268498079	#s{1000055957}#y\n{1000179289}
268498080	#s{1000055957}#y\n{1000179289}
268498081	#s{1000055957}#y\n{1000179289}
268498082	#s{1000055957}#y\n{1000179289}
268498083	#s{1000055957}#y\n{1000179289}
268498084	#s{1000055957}#y\n{1000179289}
268498085	#s{1000055957}#y\n{1000179289}
268498086	#s{1000055957}#y\n{1000179289}
268498087	#s{1000055957}#y\n{1000179289}
268498088	#s{1000055957}#y\n{1000179289}
268498089	#s{1000055957}#y\n{1000179289}
268498090	#s{1000055957}#y\n{1000179289}
268498091	#s{1000055957}#y\n{1000179289}
268498092	#s{1000055957}#y\n{1000179289}
268498093	#s{1000055957}#y\n{1000179289}
268498094	#s{1000055957}#y\n{1000179289}
268498095	#s{1000055957}#y\n{1000179289}
268498096	#s{1000055957}#y\n{1000179289}
268498097	#s{1000055957}#y\n{1000179289}
268498098	#s{1000055957}#y\n{1000179289}
268498099	#s{1000055957}#y\n{1000179289}
268498100	#s{1000055957}#y\n{1000179289}
268498101	#s{1000055957}#y\n{1000179289}
268498102	#s{1000055957}#y\n{1000179289}
268498103	#s{1000055957}#y\n{1000179289}
268498104	#s{1000055957}#y\n{1000179289}
268498105	#s{1000055957}#y\n{1000179289}
268498106	#s{1000055957}#y\n{1000179289}
268498107	#s{1000055957}#y\n{1000179289}
268498108	#s{1000055957}#y\n{1000179289}
268498109	#s{1000055957}#y\n{1000179289}
268498110	#s{1000055957}#y\n{1000179289}
268498111	#s{1000055957}#y\n{1000179289}
268498112	#s{1000055957}#y\n{1000179289}
268498113	#s{1000055957}#y\n{1000179289}
268498114	#s{1000055957}#y\n{1000179289}
268498115	#s{1000055957}#y\n{1000179289}
268498116	#s{1000055957}#y\n{1000179289}
268498117	#s{1000055957}#y\n{1000179289}
268498118	#s{1000055957}#y\n{1000179289}
268498119	#s{1000055957}#y\n{1000179289}
268498120	#s{1000055957}#y\n{1000179289}
268498121	#s{1000055957}#y\n{1000179289}
268498122	#s{1000055957}#y\n{1000179289}
268498123	#s{1000055957}#y\n{1000179289}
268498124	#s{1000055957}#y\n{1000179289}
268498125	#s{1000055957}#y\n{1000179289}
268498126	#s{1000055957}#y\n{1000179289}
268498127	#s{1000055957}#y\n{1000179289}
268498128	#s{1000055957}#y\n{1000179289}
268498129	#s{1000055957}#y\n{1000179289}
268498130	#s{1000055957}#y\n{1000179289}
268498131	#s{1000055957}#y\n{1000179289}
268498132	#s{1000055957}#y\n{1000179289}
268498133	#s{1000055957}#y\n{1000179289}
268498134	#s{1000055957}#y\n{1000179289}
268498135	#s{1000055957}#y\n{1000179289}
268498136	#s{1000055957}#y\n{1000179289}
268498137	#s{1000055957}#y\n{1000179289}
268498138	#s{1000055957}#y\n{1000179289}
268498139	#s{1000055957}#y\n{1000179289}
268498140	#s{1000055957}#y\n{1000179289}
268498141	#s{1000055957}#y\n{1000179289}
268498142	#s{1000055957}#y\n{1000179289}
268498143	#s{1000055957}#y\n{1000179289}
268498144	#s{1000055957}#y\n{1000179289}
268498145	#s{1000055957}#y\n{1000179289}
268498146	#s{1000055957}#y\n{1000179289}
268498147	#s{1000055957}#y\n{1000179289}
268498148	#s{1000055957}#y\n{1000179289}
268498149	#s{1000055957}#y\n{1000179289}
268498150	#s{1000055957}#y\n{1000179289}
268498151	#s{1000055957}#y\n{1000179289}
268498152	#s{1000055957}#y\n{1000179289}
268498153	#s{1000055957}#y\n{1000179289}
268498154	#s{1000055957}#y\n{1000179289}
268498155	#s{1000055957}#y\n{1000179289}
268498156	#s{1000055957}#y\n{1000179289}
268498157	#s{1000055957}#y\n{1000179289}
268498158	#s{1000055957}#y\n{1000179289}
268498159	#s{1000055957}#y\n{1000179289}
268498160	#s{1000055957}#y\n{1000179289}
268498161	#s{1000055957}#y\n{1000179289}
268498162	#s{1000055957}#y\n{1000179289}
268498163	#s{1000055957}#y\n{1000179289}
268498164	#s{1000055957}#y\n{1000179289}
268498165	#s{1000055957}#y\n{1000179289}
268498166	#s{1000055957}#y\n{1000179289}
268498167	#s{1000055957}#y\n{1000179289}
268498168	#s{1000055957}#y\n{1000179289}
268498169	#s{1000055957}#y\n{1000179289}
268498170	#s{1000055957}#y\n{1000179289}
268498171	#s{1000055957}#y\n{1000179289}
268498172	#s{1000055957}#y\n{1000179289}
268498173	#s{1000055957}#y\n{1000179289}
268498174	#s{1000055957}#y\n{1000179289}
268498175	#s{1000055957}#y\n{1000179289}
268498176	#s{1000055957}#y\n{1000179289}
268498177	#s{1000055957}#y\n{1000179289}
268498178	#s{1000055957}#y\n{1000179289}
268498179	#s{1000055957}#y\n{1000179289}
268498180	#s{1000055957}#y\n{1000179289}
268498181	#s{1000055957}#y\n{1000179289}
268498182	#s{1000055957}#y\n{1000179289}
268498183	#s{1000055957}#y\n{1000179289}
268498184	#s{1000055957}#y\n{1000179289}
268498185	#s{1000055957}#y\n{1000179289}
268498186	#s{1000055957}#y\n{1000179289}
268498187	#s{1000055957}#y\n{1000179289}
268498188	#s{1000055957}#y\n{1000179289}
268498189	#s{1000055957}#y\n{1000179289}
268498190	#s{1000055957}#y\n{1000179289}
268498191	#s{1000055957}#y\n{1000179289}
268498192	#s{1000055957}#y\n{1000179289}
268498193	#s{1000055957}#y\n{1000179289}
268498194	#s{1000055957}#y\n{1000179289}
268498195	#s{1000055957}#y\n{1000179289}
268498196	#s{1000055957}#y\n{1000179289}
268498197	#s{1000055957}#y\n{1000179289}
268498198	#s{1000055957}#y\n{1000179289}
268498199	#s{1000055957}#y\n{1000179289}
268498200	#s{1000055957}#y\n{1000179289}
268498201	#s{1000055957}#y\n{1000179289}
268498202	#s{1000055957}#y\n{1000179289}
268498203	#s{1000055957}#y\n{1000179289}
268498204	#s{1000055957}#y\n{1000179289}
268498205	#s{1000055957}#y\n{1000179289}
268498206	#s{1000055957}#y\n{1000179289}
268498207	#s{1000055957}#y\n{1000179289}
268498208	#s{1000055957}#y\n{1000179289}
268498209	#s{1000055957}#y\n{1000179289}
268498210	#s{1000055957}#y\n{1000179289}
268498211	#s{1000055957}#y\n{1000179289}
268498212	#s{1000055957}#y\n{1000179289}
268498213	#s{1000055957}#y\n{1000179289}
268498214	#s{1000055957}#y\n{1000179289}
268498215	#s{1000055957}#y\n{1000179289}
268498216	#s{1000055957}#y\n{1000179289}
268498217	#s{1000055957}#y\n{1000179289}
268498218	#s{1000055957}#y\n{1000179289}
268498219	#s{1000055957}#y\n{1000179289}
268498220	#s{1000055957}#y\n{1000179289}
268498221	#s{1000055957}#y\n{1000179289}
268498222	#s{1000055957}#y\n{1000179289}
268498223	#s{1000055957}#y\n{1000179289}
268498224	#s{1000055957}#y\n{1000179289}
268498225	#s{1000055957}#y\n{1000179289}
268498226	#s{1000055957}#y\n{1000179289}
268498227	#s{1000055957}#y\n{1000179289}
268498228	#s{1000055957}#y\n{1000179289}
268498229	#s{1000055957}#y\n{1000179289}
268498230	#s{1000055957}#y\n{1000179289}
268498231	#s{1000055957}#y\n{1000179289}
268498232	#s{1000055957}#y\n{1000179289}
268498233	#s{1000055957}#y\n{1000179289}
268498234	#s{1000055957}#y\n{1000179289}
268498235	#s{1000055957}#y\n{1000179289}
268498236	#s{1000055957}#y\n{1000179289}
268498237	#s{1000055957}#y\n{1000179289}
268498238	#s{1000055957}#y\n{1000179289}
268498239	#s{1000055957}#y\n{1000179289}
268498240	#s{1000055957}#y\n{1000179289}
268498241	#s{1000055957}#y\n{1000179289}
268498242	#s{1000055957}#y\n{1000179289}
268498243	#s{1000055957}#y\n{1000179289}
268498244	#s{1000055957}#y\n{1000179289}
268498245	#s{1000055957}#y\n{1000179289}
268498246	#s{1000055957}#y\n{1000179289}
268498247	#s{1000055957}#y\n{1000179289}
268498248	#s{1000055957}#y\n{1000179289}
268498249	#s{1000055957}#y\n{1000179289}
268498250	#s{1000055957}#y\n{1000179289}
268498251	#s{1000055957}#y\n{1000179289}
268498252	#s{1000055957}#y\n{1000179289}
268498253	#s{1000055957}#y\n{1000179289}
268498254	#s{1000055957}#y\n{1000179289}
268498255	#s{1000055957}#y\n{1000179289}
268498256	#s{1000055957}#y\n{1000179289}
268498257	#s{1000055957}#y\n{1000179289}
268498258	#s{1000055957}#y\n{1000179289}
268498259	#s{1000055957}#y\n{1000179289}
268498260	#s{1000055957}#y\n{1000179289}
268498261	#s{1000055957}#y\n{1000179289}
268498262	#s{1000055957}#y\n{1000179289}
268498263	#s{1000055957}#y\n{1000179289}
268498264	#s{1000055957}#y\n{1000179289}
268498265	#s{1000055957}#y\n{1000179289}
268498266	#s{1000055957}#y\n{1000179289}
268498267	#s{1000055957}#y\n{1000179289}
268498268	#s{1000055957}#y\n{1000179289}
268498269	#s{1000055957}#y\n{1000179289}
268498270	#s{1000055957}#y\n{1000179289}
268498271	#s{1000055957}#y\n{1000179289}
268498272	#s{1000055957}#y\n{1000179289}
268498273	#s{1000055957}#y\n{1000179289}
268498274	#s{1000055957}#y\n{1000179289}
268498275	#s{1000055957}#y\n{1000179289}
268498276	#s{1000055957}#y\n{1000179289}
268498277	#s{1000055957}#y\n{1000179289}
268498278	#s{1000055957}#y\n{1000179289}
268498279	#s{1000055957}#y\n{1000179289}
268498280	#s{1000055957}#y\n{1000179289}
268498281	#s{1000055957}#y\n{1000179289}
268498282	#s{1000055957}#y\n{1000179289}
268498283	#s{1000055957}#y\n{1000179289}
268498284	#s{1000055957}#y\n{1000179289}
268498285	#s{1000055957}#y\n{1000179289}
268498286	#s{1000055957}#y\n{1000179289}
268498287	#s{1000055957}#y\n{1000179289}
268498288	#s{1000055957}#y\n{1000179289}
268498289	#s{1000055957}#y\n{1000179289}
268498290	#s{1000055957}#y\n{1000179289}
268498291	#s{1000055957}#y\n{1000179289}
268498292	#s{1000055957}#y\n{1000179289}
268498293	#s{1000055957}#y\n{1000179289}
268498294	#s{1000055957}#y\n{1000179289}
268498295	#s{1000055957}#y\n{1000179289}
268498296	#s{1000055957}#y\n{1000179289}
268498297	#s{1000055957}#y\n{1000179289}
268498298	#s{1000055957}#y\n{1000179289}
268498299	#s{1000055957}#y\n{1000179289}
268469458	#s{1000055957}#y\n{1000061271}
268469653	#s{1000055957}#y\n{1000112867}
268476664	#s{1000055957}#y\n{1000121906}
268476665	#s{1000055957}#y\n{1000165403}
268476666	#s{1000055957}#y\n{1000165403}
268476667	#s{1000055957}#y\n{1000165403}
268476668	#s{1000055957}#y\n{1000165403}
268476669	#s{1000055957}#y\n{1000165403}
268476670	#s{1000055957}#y\n{1000165403}
268476671	#s{1000055957}#y\n{1000165403}
268476672	#s{1000055957}#y\n{1000165403}
268476673	#s{1000055957}#y\n{1000165403}
268476674	#s{1000055957}#y\n{1000165403}
268476675	#s{1000055957}#y\n{1000165403}
268476676	#s{1000055957}#y\n{1000165403}
268476677	#s{1000055957}#y\n{1000165403}
268476678	#s{1000055957}#y\n{1000165403}
268476679	#s{1000055957}#y\n{1000165403}
268476680	#s{1000055957}#y\n{1000165403}
268476681	#s{1000055957}#y\n{1000165403}
268476682	#s{1000055957}#y\n{1000165403}
268476683	#s{1000055957}#y\n{1000165403}
