ROWID	_ClearTableID|INTEGER	_FromLevel|INTEGER	_ToLevel|INTEGER	_FromRound|INTEGER	_ToRound|INTEGER	_ClearRewardExp|INTEGER	_ShowBoxNum|INTEGER	_SelectBoxNum|INTEGER	_BronzeTreasureBoxRatioDL|FLOAT	_SilverTreasureBoxRatioDL|FLOAT	_GoldTreasureBoxRatioDL|FLOAT	_PlatinumTreasureBoxRatioDL|FLOAT	_BronzeItemTableID|INTEGER	_SilverItemTableID|INTEGER	_GoldItemTableID|INTEGER	_PlatinumItemTableID|INTEGER	_ReturnWorldID|INTEGER	_ReturnWorldStartPos|INTEGER	_RewardGP|INTEGER
2901	30001	72	72	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2902	30001	72	72	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2903	30001	72	72	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2904	30001	72	72	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2905	30001	72	72	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2906	30001	72	72	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2907	30001	72	72	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2908	30001	72	72	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2909	30001	73	73	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2910	30001	73	73	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2911	30001	73	73	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2912	30001	73	73	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2913	30001	73	73	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2914	30001	73	73	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2915	30001	73	73	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2916	30001	73	73	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2917	30001	73	73	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2918	30001	73	73	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2919	30001	73	73	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2920	30001	73	73	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2921	30001	73	73	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2922	30001	73	73	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2923	30001	73	73	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2924	30001	73	73	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2925	30001	73	73	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2926	30001	73	73	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2927	30001	73	73	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2928	30001	73	73	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2929	30001	73	73	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2930	30001	73	73	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2931	30001	73	73	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2932	30001	73	73	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2933	30001	73	73	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2934	30001	73	73	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2935	30001	73	73	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2936	30001	73	73	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2937	30001	73	73	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2938	30001	73	73	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2939	30001	73	73	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2940	30001	73	73	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2941	30001	73	73	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2942	30001	73	73	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2943	30001	73	73	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2944	30001	73	73	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2945	30001	74	74	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2946	30001	74	74	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2947	30001	74	74	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2948	30001	74	74	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2949	30001	74	74	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2950	30001	74	74	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2951	30001	74	74	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2952	30001	74	74	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2953	30001	74	74	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2954	30001	74	74	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2955	30001	74	74	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2956	30001	74	74	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2957	30001	74	74	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2958	30001	74	74	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2959	30001	74	74	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2960	30001	74	74	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2961	30001	74	74	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2962	30001	74	74	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2963	30001	74	74	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2964	30001	74	74	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2965	30001	74	74	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2966	30001	74	74	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2967	30001	74	74	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2968	30001	74	74	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2969	30001	74	74	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2970	30001	74	74	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2971	30001	74	74	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2972	30001	74	74	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2973	30001	74	74	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2974	30001	74	74	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2975	30001	74	74	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2976	30001	74	74	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2977	30001	74	74	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2978	30001	74	74	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2979	30001	74	74	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2980	30001	74	74	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2981	30001	75	75	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2982	30001	75	75	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2983	30001	75	75	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2984	30001	75	75	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2985	30001	75	75	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2986	30001	75	75	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2987	30001	75	75	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2988	30001	75	75	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2989	30001	75	75	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2990	30001	75	75	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2991	30001	75	75	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2992	30001	75	75	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2993	30001	75	75	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2994	30001	75	75	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2995	30001	75	75	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2996	30001	75	75	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2997	30001	75	75	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2998	30001	75	75	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2999	30001	75	75	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3000	30001	75	75	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3001	30001	75	75	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3002	30001	75	75	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3003	30001	75	75	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3004	30001	75	75	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3005	30001	75	75	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3006	30001	75	75	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3007	30001	75	75	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3008	30001	75	75	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3009	30001	75	75	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3010	30001	75	75	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3011	30001	75	75	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3012	30001	75	75	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3013	30001	75	75	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3014	30001	75	75	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3015	30001	75	75	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3016	30001	75	75	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
3017	30001	76	76	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3018	30001	76	76	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3019	30001	76	76	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3020	30001	76	76	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3021	30001	76	76	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3022	30001	76	76	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3023	30001	76	76	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3024	30001	76	76	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3025	30001	76	76	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3026	30001	76	76	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3027	30001	76	76	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3028	30001	76	76	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3029	30001	76	76	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3030	30001	76	76	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3031	30001	76	76	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3032	30001	76	76	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3033	30001	76	76	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3034	30001	76	76	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3035	30001	76	76	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3036	30001	76	76	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3037	30001	76	76	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3038	30001	76	76	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3039	30001	76	76	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3040	30001	76	76	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3041	30001	76	76	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3042	30001	76	76	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3043	30001	76	76	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3044	30001	76	76	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3045	30001	76	76	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3046	30001	76	76	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3047	30001	76	76	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3048	30001	76	76	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3049	30001	76	76	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3050	30001	76	76	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3051	30001	76	76	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3052	30001	76	76	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
3053	30001	77	77	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3054	30001	77	77	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3055	30001	77	77	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3056	30001	77	77	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3057	30001	77	77	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3058	30001	77	77	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3059	30001	77	77	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3060	30001	77	77	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3061	30001	77	77	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3062	30001	77	77	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3063	30001	77	77	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3064	30001	77	77	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3065	30001	77	77	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3066	30001	77	77	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3067	30001	77	77	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3068	30001	77	77	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3069	30001	77	77	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3070	30001	77	77	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3071	30001	77	77	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3072	30001	77	77	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3073	30001	77	77	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3074	30001	77	77	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3075	30001	77	77	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3076	30001	77	77	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3077	30001	77	77	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3078	30001	77	77	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3079	30001	77	77	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3080	30001	77	77	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3081	30001	77	77	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3082	30001	77	77	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3083	30001	77	77	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3084	30001	77	77	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3085	30001	77	77	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3086	30001	77	77	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3087	30001	77	77	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3088	30001	77	77	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
3089	30001	78	78	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3090	30001	78	78	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3091	30001	78	78	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3092	30001	78	78	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3093	30001	78	78	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3094	30001	78	78	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3095	30001	78	78	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3096	30001	78	78	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3097	30001	78	78	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3098	30001	78	78	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3099	30001	78	78	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3100	30001	78	78	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3101	30001	78	78	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3102	30001	78	78	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3103	30001	78	78	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3104	30001	78	78	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3105	30001	78	78	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3106	30001	78	78	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3107	30001	78	78	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3108	30001	78	78	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3109	30001	78	78	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3110	30001	78	78	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3111	30001	78	78	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3112	30001	78	78	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3113	30001	78	78	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3114	30001	78	78	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3115	30001	78	78	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3116	30001	78	78	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3117	30001	78	78	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3118	30001	78	78	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3119	30001	78	78	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3120	30001	78	78	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3121	30001	78	78	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3122	30001	78	78	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3123	30001	78	78	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3124	30001	78	78	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
3125	30001	79	79	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3126	30001	79	79	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3127	30001	79	79	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3128	30001	79	79	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3129	30001	79	79	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3130	30001	79	79	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3131	30001	79	79	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3132	30001	79	79	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3133	30001	79	79	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3134	30001	79	79	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3135	30001	79	79	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3136	30001	79	79	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3137	30001	79	79	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3138	30001	79	79	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3139	30001	79	79	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3140	30001	79	79	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3141	30001	79	79	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3142	30001	79	79	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3143	30001	79	79	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3144	30001	79	79	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3145	30001	79	79	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3146	30001	79	79	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3147	30001	79	79	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3148	30001	79	79	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3149	30001	79	79	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3150	30001	79	79	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3151	30001	79	79	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3152	30001	79	79	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3153	30001	79	79	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3154	30001	79	79	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3155	30001	79	79	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3156	30001	79	79	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3157	30001	79	79	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3158	30001	79	79	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3159	30001	79	79	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3160	30001	79	79	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
3161	30001	80	80	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
3162	30001	80	80	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
