ROWID	_LvlMin|INTEGER	_LvlMax|INTEGER	_AbyssLvlMin|INTEGER	_AbyssLvlMax|INTEGER	_AbyssQuestID|INTEGER	_PartyOneNumMin|INTEGER	_PartyOneNumMax|INTEGER	_MaxUsableCoin|INTEGER	_CanEasyLevel|INTEGER	_CanNormalLevel|INTEGER	_CanHardLevel|INTEGER	_CanVeryHardLevel|INTEGER	_CanNightmareLevel|INTEGER	_HardOpenRank|INTEGER	_VeryHardOpenRank|INTEGER	_RecommendEasyLevel|INTEGER	_RecommendNormalLevel|INTEGER	_RecommendHardLevel|INTEGER	_RecommendVeryHardLevel|INTEGER	_RecommendNightmareLevel|INTEGER	_RecommendEasyPartyCount|INTEGER	_RecommendNormalPartyCount|INTEGER	_RecommendHardPartyCount|INTEGER	_RecommendVeryHardPartyCount|INTEGER	_RecommendNightmarePartyCount|INTEGER	_NeedItemID|INTEGER	_NeedItemCount|INTEGER	_JewelIndex1|INTEGER	_JewelIndex2|INTEGER	_JewelIndex3|INTEGER	_JewelIndex4|INTEGER	_JewelIndex5|INTEGER	_JewelIndex6|INTEGER	_JewelIndex7|INTEGER	_JewelIndex8|INTEGER	_JewelIndex9|INTEGER	_JewelIndex10|INTEGER	_Vehicle|BOOLEAN	_NeedMission|INTEGER	_ShareCountMap|INTEGER	_ListSort|INTEGER	_StageOutDurability|BOOLEAN	_StageDieDurability|BOOLEAN	_Weight_Easy|INTEGER	_Weight_Normal|INTEGER	_Weight_Hard|INTEGER	_Weight_VeryHard|INTEGER	_Weight_Nightmare|INTEGER	_HellMapID|INTEGER	_SlayerMapID|INTEGER	_NeedIgnoreItemID|INTEGER	_NeedIgnoreItemCount|INTEGER	_ClearMissionID|INTEGER	_Emergenceprobability|INTEGER	_EmergenceCount|INTEGER	_MaxSpecialCoin|INTEGER	_NestLevelUi|BOOLEAN	_CanChaosLevel|INTEGER	_CanHellLevel|INTEGER	_ChaosOpenRank|INTEGER	_HellOpenRank|INTEGER	_RecommendChaosLevel|INTEGER	_RecommendHellLevel|INTEGER	_RecommendChaosPartyCount|INTEGER	_RecommendHellPartyCount|INTEGER	_Weight_Chaos|INTEGER	_Weight_Hell|INTEGER	_Mercenary|BOOLEAN	_UseCoin|BOOLEAN	_StageGradeToolTip|INTEGER	_HeroExp_Easy|INTEGER	_HeroExp_Normal|INTEGER	_HeroExp_Hard|INTEGER	_HeroExp_VeryHard|INTEGER	_HeroExp_Nightmare|INTEGER	_HeroExp_Chaos|INTEGER	_HeroExp_Hell|INTEGER	_DPSLogSave|BOOLEAN	_EnterType|INTEGER	_EnteredNumMark|BOOLEAN	_PartyRebirth|BOOLEAN	_Max_Fatigue|BOOLEAN	_PartyNeedIgnoreItemID|INTEGER	_PartyNeedIgnoreItemOnly|BOOLEAN	_FTGBoostType|INTEGER	_NewBalanceFlag|INTEGER	_LevelWeightlimit|INTEGER	_PlayerCountWeightlimit|INTEGER	_ExDifficultyLvlMin|INTEGER	_ExDifficultyLvlMax|INTEGER	_ExDifficultyTypeMin|INTEGER	_ExDifficultyTypeMax|INTEGER	_PlayerCountWeightIcon|INTEGER	_DifficultyGuideEffectIcon|INTEGER	_ExDifficultyGuideEffectIcon|INTEGER	_ExDifficultyStatusPenaltytIcon|INTEGER	_EnterFatigueFlag|BOOLEAN	_LabyrinthEnterID|INTEGER
107	80	-1	80	-1	-1	-1	4	-1	3	2	3	2	3	0	0	80	80	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11099	true	true	0	1000	0	1001	107	0	0	0	0	0	0	1	0	false	2	2	0	0	80	80	4	4	107	107	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
108	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11100	true	true	0	1000	0	1001	109	0	0	0	0	0	0	0	0	false	1	1	0	0	80	80	4	4	109	109	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
109	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11101	true	true	0	1000	0	1001	109	0	0	0	0	0	0	0	0	false	1	1	0	0	80	80	4	4	109	109	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
110	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11102	true	true	0	1000	0	1001	109	0	0	0	0	0	0	0	0	false	1	1	0	0	80	80	4	4	109	109	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
111	1	-1	88	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11103	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
112	1	-1	88	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11104	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
113	1	-1	88	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11105	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
114	1	-1	88	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11106	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
115	1	-1	88	-1	-1	-1	4	-1	1	0	1	1	1	0	0	80	0	80	80	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11107	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
116	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11108	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
117	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11109	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
118	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11110	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
119	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11111	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
120	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11112	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
121	1	-1	90	-1	-1	-1	4	-1	1	0	1	1	1	5	5	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11113	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
122	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	0	0	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11114	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
123	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	0	0	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11115	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
124	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	0	0	90	0	90	90	90	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11116	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	90	90	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
125	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11117	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
126	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11118	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
127	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11119	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
128	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11120	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
129	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11121	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
130	1	-1	93	-1	-1	-1	4	-1	1	0	1	1	1	5	5	93	0	93	93	93	1	1	1	1	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11122	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	0	0	false	1	1	5	5	93	93	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
131	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	93	0	93	93	95	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11125	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
132	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	93	0	93	93	95	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11126	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
133	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	93	0	93	93	95	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11127	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
134	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	93	0	93	93	95	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11128	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
135	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	93	0	93	93	95	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11129	true	true	0	1000	0	1001	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
136	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11130	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
137	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11131	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
138	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11130	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
139	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11131	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
140	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11132	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
141	1	-1	95	-1	-1	-1	4	-1	1	0	1	1	1	0	0	95	0	95	95	95	4	4	4	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11133	true	true	0	1000	0	1000	1000	0	0	0	0	0	0	1	0	false	1	1	0	0	95	95	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
194	95	-1	95	-1	-1	1	1	-1	0	1	1	1	1	5	5	95	95	95	95	95	1	1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	-1	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	1	5	5	95	95	1	1	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1000	20	-1	20	-1	-1	-1	4	0	1	1	1	1	0	5	5	0	0	0	0	30	0	0	0	0	4	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12002	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1001	15	-1	15	-1	-1	-1	4	3	1	1	1	1	0	5	5	0	0	0	0	30	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12001	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1002	40	50	40	50	-1	-1	8	0	1	1	1	1	0	5	5	0	0	0	0	0	0	0	0	0	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12007	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	8	8	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1011	32	-1	32	-1	-1	-1	4	3	1	1	1	1	0	5	5	0	0	0	0	40	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12003	true	true	103	103	103	103	103	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	103	103	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1012	32	-1	32	-1	-1	-1	4	3	1	1	1	1	0	5	5	0	0	0	0	50	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	1098	0	12004	true	true	103	103	103	103	103	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	103	103	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1013	32	-1	32	-1	-1	-1	4	3	1	1	1	1	0	5	5	0	0	0	0	60	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	1740	0	12005	true	true	103	103	103	103	103	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	103	103	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
1601	60	-1	60	-1	-1	-1	4	0	1	1	1	1	0	5	5	0	0	0	0	60	0	0	0	0	4	268442137	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12006	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	1	5	5	0	0	4	4	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
12701	60	-1	60	-1	-1	-1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12500	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
12702	90	-1	90	-1	-1	-1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	12501	false	false	108	108	108	108	108	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	108	108	false	false	1000082467	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13601	20	40	1	-1	-1	-1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13007	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13602	20	40	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13008	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13603	10	31	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13002	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13604	1	93	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13001	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13605	32	59	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13012	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13606	10	31	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13003	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13607	32	50	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13013	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13608	20	93	1	-1	-1	-1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13009	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13609	20	93	1	-1	-1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13010	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13610	95	95	1	-1	-1	-1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536880860	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13004	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
13611	10	93	1	-1	-1	4	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	13005	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
