ROWID	_NameID|INTEGER	_LevelLimit|INTEGER	_DescriptionID|INTEGER	_State1|INTEGER	_StateValue1|TEXT	_State2|INTEGER	_StateValue2|TEXT	_State3|INTEGER	_StateValue3|TEXT	_State4|INTEGER	_StateValue4|TEXT	_State5|INTEGER	_StateValue5|TEXT	_State6|INTEGER	_StateValue6|TEXT	_State7|INTEGER	_StateValue7|TEXT	_State8|INTEGER	_StateValue8|TEXT	_State9|INTEGER	_StateValue9|TEXT	_State10|INTEGER	_StateValue10|TEXT	_Color|INTEGER	_Type|INTEGER	_ColorValue|TEXT	_SkillLinkItemID|INTEGER	_TextInColor|TEXT	_TextOutColor|TEXT	_fixstate|INTEGER
2034	1000101856	1	0	32	700	33	700	16	0.06	29	50	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0	0xFFFF9933	0xFF000000	0
2035	1000101857	1	0	32	700	33	700	17	0.06	29	50	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0	0xFFFF9933	0xFF000000	0
2036	1000101858	1	0	32	700	33	700	19	0.06	29	50	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0	0xFFFF9933	0xFF000000	0
2037	1000101859	1	0	32	700	33	700	18	0.06	29	50	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0	0xFFFF9933	0xFF000000	0
2038	1000102075	1	1000102077	4	120	5	120	6	120	7	120	0	100	1	100	2	100	3	100	12	200	-1		0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2039	1000102076	1	1000102078	4	120	5	120	6	120	7	120	0	100	1	100	2	100	3	100	8	200	9	200	0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2040	1000102086	1	0	4	180	5	180	6	180	7	180	0	140	1	140	2	140	3	140	8	600	9	600	0	0	0xFFFFFFFF	0			0
2041	1000102087	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2042	1000102088	1	0	0	130	1	130	2	130	3	130	16	0.05	17	0.05	18	0.05	19	0.05	-1		-1		0	0	0xFFFFFFFF	0			0
2043	1000102089	1	0	4	190	5	190	6	190	7	190	0	150	1	150	2	150	3	150	12	400	-1		0	0	0xFFFFFFFF	0			0
2044	1000102090	1	0	0	140	1	140	2	140	3	140	16	0.05	17	0.05	18	0.05	19	0.05	12	300	-1		0	0	0xFFFFFFFF	0			0
2045	1000102091	1	0	4	190	5	190	6	190	7	190	0	150	1	150	2	150	3	150	8	650	9	650	0	0	0xFFFFFFFF	0			0
2046	1000102536	1	1000102537	4	100	5	100	6	100	7	100	0	30	1	30	2	30	3	30	29	50	-1		1	1	0xFF9966FF	0			0
2047	1000102920	1	0	105	1000	106	1000	-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2048	1000102921	1	0	25	1000	20	0.03	21	0.03	22	0.03	23	0.03	106	1500	-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2049	1000102922	1	0	4	100	5	150	6	100	7	150	0	100	1	100	2	100	105	1500	-1		-1		0	0	0xFFFFFFFF	0			0
2050	1000103238	1	1000056159	4	170	5	170	6	170	7	170	0	150	1	150	2	150	3	150	12	1500	29	70	0	11	0xFFFFFFFF	0			0
2051	1000103314	1	1000103315	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFFFFF	0xFF0000FF	0
2052	1000103520	1	1000103897	4	100	5	100	6	100	7	100	0	30	1	30	2	30	3	30	29	50	-1		1	1	0xFF9966FF	0			0
2053	1000103533	1	1000103539	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2054	1000103534	1	1000103540	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2055	1000103535	1	1000103541	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2056	1000103536	1	1000103542	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2057	1000103537	1	1000103543	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2058	1000103538	1	1000103544	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2059	1000103549	1	1000103550	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2060	1000103566	1	0	4	30	5	30	6	30	7	30	0	30	1	30	2	30	3	30	29	50	-1		0	11	0xFFFFFFFF	0			0
2061	1000103755	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2062	1000103756	1	1000103759	4	170	5	170	6	170	7	170	0	170	2	170	3	170	12	600	-1		-1		0	0	0xFFFFFFFF	0			0
2063	1000103757	1	1000103760	4	210	5	210	6	210	7	210	0	160	1	160	16	0.05	17	0.05	18	0.05	19	0.05	0	0	0xFFFFFFFF	0			0
2064	1000103758	1	1000103761	4	210	5	210	6	210	7	210	1	160	2	160	16	0.05	17	0.05	18	0.05	19	0.05	0	0	0xFFFFFFFF	0			0
2065	1000103896	1	0	4	170	5	170	6	170	7	170	0	150	1	150	2	150	3	150	12	1500	29	70	0	11	0xFFFFFFFF	0			0
2066	1000104164	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2067	1000104165	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2068	1000104166	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2069	1000104167	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2070	1000104168	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2071	1000104169	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2072	1005541	1	1000104170	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2073	1000104171	1	1000104172	4	100	5	100	6	100	7	100	0	30	1	30	2	30	3	30	29	50	-1		1	1	0xFF9966FF	0			0
2074	1000104173	1	1000104174	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2075	1000104177	1	1000104178	4	100	5	100	6	100	7	100	0	30	1	30	2	30	3	30	29	50	-1		1	1	0xFF9966FF	0			0
2076	1000104573	1	1000104575	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2077	1000104574	1	1000104576	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2078	1000104674	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2079	1000104675	1	1000104678	4	190	5	190	6	190	7	190	3	160	8	750	9	750	-1		-1		-1		0	0	0xFFFFFFFF	0			0
2080	1000104676	1	1000104679	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2081	1000104677	1	1000104680	4	180	5	180	6	180	7	180	0	150	1	150	2	150	12	400	-1		-1		0	0	0xFFFFFFFF	0			0
2082	1000105248	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFF0000	0xFF000000	0
2083	1000105419	1	1000105422	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2084	1000105420	1	1000105423	4	170	5	170	6	170	7	170	0	170	2	170	3	170	8	700	9	700	-1		0	0	0xFFFFFFFF	0			0
2085	1000105421	1	1000105424	4	230	5	230	6	230	7	230	0	170	1	170	2	170	12	700	103	300	-1		0	0	0xFFFFFFFF	0			0
2086	1000105667	1	1000105668	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2087	1000105671	1	1000105672	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2088	1000103942	1	1000103943	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2089	1000106106	1	1000106109	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2090	1000106107	1	1000106110	4	120	5	120	6	100	7	100	0	80	3	120	25	700	8	500	9	500	-1		0	0	0xFFFFFFFF	0			0
2091	1000106108	1	1000106111	4	100	5	100	6	120	7	120	1	100	2	100	12	300	-1		-1		-1		0	0	0xFFFFFFFF	0			0
2092	1000106397	1	1000106398	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2093	1000106431	1	1000106432	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2094	1000106460	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2095	1000106461	1	1000106464	4	200	5	200	6	200	7	200	0	160	1	160	2	160	3	160	12	500	-1		0	0	0xFFFFFFFF	0			0
2096	1000106462	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2097	1000106463	1	1000106465	4	210	5	210	6	210	7	210	0	150	1	150	2	150	3	170	8	700	9	700	0	0	0xFFFFFFFF	0			0
2098	1000106538	1	1000106539	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2099	1000106636	1	1000106637	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2100	1000022022	1	1000106639	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		0	11	0xFFFFFFFF	0	0xFF000000	0xFFFFFFFF	0
2101	1000106640	1	1000106642	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2102	1000106641	1	1000106643	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2103	1000106644	1	1000106645	54	0.045	55	0.045	56	0.045	57	0.045	50	0.035	51	0.035	52	0.035	53	0.035	29	350	62	0.035	0	11	0xFFFFFFFF	0			0
2104	1000106853	1	1000106854	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2105	1000106900	1	0	4	30	5	30	6	30	7	30	0	30	1	30	2	30	3	30	29	50	-1		0	11	0xFFFFFFFF	0			0
2106	1000107050	1	1000107051	4	120	5	120	6	120	7	120	0	120	1	120	2	120	3	120	12	1200	29	30	0	11	0xFFFFFFFF	0			0
2107	1000107079	1	1000107080	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2108	1000107194	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2109	1000107195	1	0	4	300	5	300	6	300	7	300	0	180	1	180	2	180	3	180	-1		-1		0	0	0xFFFFFFFF	0			0
2110	1000107196	1	0	4	180	5	180	6	180	7	180	0	100	1	100	2	100	3	180	25	2000	-1		0	0	0xFFFFFFFF	0			0
2111	1000107201	1	1000107216	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2112	1000107202	1	1000107217	105	1500	106	1500	-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF000000	0xFFFF0000	0
2113	1000107203	1	1000107217	105	1000	106	1000	-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF000000	0xFFFF0000	0
2114	1000107204	1	1000107217	105	500	106	500	-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF000000	0xFFFF0000	0
2115	1000107205	1	1000107218	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2116	1000107206	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2117	1000107207	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2118	1000107208	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2119	1000107209	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2120	1000107210	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2121	1000107211	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2122	1000107212	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2123	1000107213	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2124	1000107214	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2125	1000107215	1	1000107219	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2126	1000007429	1	1000107371	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2127	1000107666	1	1000107667	4	666	5	666	6	666	7	666	8	666	9	666	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2128	1000107768	1	1000107773	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0	0xFFFF0000	0xFF000000	0
2129	1000107769	1	1000107774	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0	0xFFFF0000	0xFF000000	0
2130	1000107770	1	1000107775	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0	0xFFFF0000	0xFF000000	0
2131	1000107771	1	1000107776	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0	0xFFFF0000	0xFF000000	0
2132	1000107772	1	1000107777	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0	0xFFFF0000	0xFF000000	0
2133	1000107807	1	1000107809	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2134	1000107808	1	1000107810	4	130	5	130	6	130	7	130	0	90	1	90	2	90	3	90	12	350	-1		0	0	0xFFFFFFFF	0			0
2135	1000107813	1	0	4	170	5	170	6	170	7	170	0	150	1	150	2	150	3	150	12	1500	29	70	0	11	0xFFFFFFFF	0			0
2136	1000107932	1	1000099987	54	0.060	55	0.060	56	0.060	57	0.060	50	0.05	51	0.05	52	0.05	53	0.05	62	0.100	29	250	2	2	0xFFFF9933	0			0
2137	1000107935	1	0	4	170	5	170	6	170	7	170	0	150	1	150	2	150	3	150	12	1500	29	70	0	11	0xFFFFFFFF	0			0
2138	1000108117	1	1000108127	18	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2139	1000108118	1	1000108128	18	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2140	1000108119	1	1000108129	19	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2141	1000108120	1	1000108130	19	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2142	1000108121	1	1000108131	17	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2143	1000108122	1	1000108132	17	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2144	1000108123	1	1000108133	16	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2145	1000108124	1	1000108134	16	0.08	4	1000	5	1000	6	1000	7	1000	12	1000	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2146	1000108125	1	1000108135	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2147	1000108126	1	1000108136	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2148	1000108242	1	1000108241	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2149	1000108341	1	1000108345	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2150	1000108342	1	1000108346	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFFFFF	0xFFFFFFFF	0
2151	1000108343	1	1000108347	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2152	1000108344	1	1000108348	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF9966FF	0xFFFFFFFF	0
2153	1000108513	1	1000108352	54	0.01	55	0.01	56	0.01	57	0.01	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2154	1000108514	1	1000108353	54	0.02	55	0.02	56	0.02	57	0.02	25	4000	-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
2155	1000108515	1	1000108354	54	0.03	55	0.03	56	0.03	57	0.03	0	200	1	200	2	200	25	8000	-1		-1		2	2	0xFFFF9933	0			0
2156	1000108518	1	1000108355	54	0.04	55	0.04	56	0.04	57	0.04	0	800	1	800	2	800	25	20000	103	20000	-1		2	2	0xFFFF9933	0			0
2157	1000108517	1	1000108355	54	0.05	55	0.05	56	0.05	57	0.05	0	900	1	900	2	900	25	30000	103	25000	-1		2	2	0xFFFF9933	0			0
2158	1000108516	1	1000108355	54	0.06	55	0.06	56	0.06	57	0.06	0	1000	1	1000	2	1000	25	40000	103	30000	-1		2	2	0xFFFF9933	0			0
2159	1000108521	1	1000108356	54	0.08	55	0.08	56	0.08	57	0.08	0	3000	1	3000	2	3000	25	60000	103	50000	29	50	2	2	0xFFFF9933	0			0
2160	1000108520	1	1000108356	54	0.09	55	0.09	56	0.09	57	0.09	0	4000	1	4000	2	4000	25	80000	103	55000	29	100	2	2	0xFFFF9933	0			0
2161	1000108519	1	1000108356	54	0.10	55	0.10	56	0.10	57	0.10	0	5000	1	5000	2	5000	25	100000	103	60000	29	200	2	2	0xFFFF9933	0			0
2162	1000108530	1	1000108534	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2163	1000108531	1	1000108535	4	210	5	210	6	210	7	210	0	150	1	150	2	150	3	165	12	500	-1		0	0	0xFFFFFFFF	0			0
2164	1000108532	1	1000108536	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2165	1000108533	1	1000108537	4	230	5	230	6	230	7	230	0	150	1	150	2	150	3	180	8	710	9	710	0	0	0xFFFFFFFF	0			0
2166	1000108541	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2167	1000108551	1	1000108552	0	70	1	70	2	70	3	70	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2168	1000108696	1	0	54	0.06	55	0.06	56	0.06	57	0.06	50	0.05	51	0.05	52	0.05	53	0.05	62	0.100	29	250	0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2169	1000108898	1	1000108904	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2170	1000108899	1	1000108905	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2171	1000108900	1	1000108906	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2172	1000108901	1	1000108907	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2173	1000108902	1	1000108908	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2174	1000108903	1	1000108909	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2175	1000108993	1	1000108984	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2176	1000108999	1	1000121055	4	20	5	20	6	20	7	20	0	30	1	30	2	30	3	30	29	10	75	0.01	4	9	0xFFFFCC00	805310437			0
2177	1000109605	1	0	4	120	5	120	6	120	7	120	0	100	1	100	2	100	3	100	12	100	25	1000	0	11	0xFFFFFFFF	0			0
2178	1000109606	1	0	4	150	5	150	6	150	7	150	0	140	1	140	2	140	3	140	12	1000	29	80	0	11	0xFFFFFFFF	0			0
2179	1000109607	1	0	54	0.065	55	0.065	56	0.065	57	0.065	0	350	1	350	2	350	3	350	12	10000	29	170	0	11	0xFFFFFFFF	0			0
2180	1000109608	1	0	54	0.05	55	0.05	56	0.05	57	0.05	0	250	1	250	2	250	3	250	12	8000	29	100	0	11	0xFFFFFFFF	0			0
2181	1000109620	1	1000109621	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2182	1000097217	1	1000109669	54	0.06	55	0.06	56	0.06	57	0.06	32	200	33	200	0	200	1	200	2	200	3	200	3	3	0xFF99CC00	0			0
2183	1000109755	1	0	4	30	5	30	6	30	7	30	0	30	1	30	2	30	3	30	29	50	-1		0	11	0xFFFFFFFF	0			0
2184	1000103536	1	1000109889	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2185	1000110358	1	1000099914	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2186	1000110359	1	1000099915	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2187	1000110376	1	1000110377	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2188	1000110378	1	0	101	0.07	102	0.07	32	1500	33	1500	12	7500	29	130	-1		-1		-1		-1		0	0	0xFFFFFFFF	0	0xFFFF9933	0xFF000000	0
2189	1000110645	1	1000110648	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2190	1000111172	1	1000110649	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2191	1000110646	1	1000110650	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2192	1000110647	1	1000110651	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2193	1000110659	1	1000099854	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2194	1000110660	1	1000099854	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2195	1000110661	1	1000099854	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2196	1000110662	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF00BFFF	0xFF000000	0
2197	1000111628	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2198	1000110972	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2199	1000110988	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
2200	1000111022	1	1000111023	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2201	1000111695	1	1000111697	105	1500	106	1500	-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFF9933	0	0xFF000000	0xFFFF0000	0
2202	1000111696	1	1000111698	105	500	106	500	-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFF9933	0	0xFF000000	0xFFFF0000	0
2203	1000111701	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFFFFF	0xFFFFFFFF	0
2204	1000111702	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFFFFF	0xFFFFFFFF	0
2205	1000006141	1	1000111866	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2206	1000112395	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2207	1000112396	1	0	4	220	5	220	6	220	7	220	0	160	1	160	2	160	3	160	8	600	9	600	0	0	0xFFFFFFFF	0			0
2208	1000112397	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2209	1000112398	1	0	4	230	5	230	6	230	7	230	0	165	1	165	2	165	3	165	12	600	-1		0	0	0xFFFFFFFF	0			0
2210	1000112730	1	1000112732	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
2211	1000112731	1	1000112733	4	140	5	140	6	140	7	140	0	95	1	95	2	95	3	95	12	350	-1		0	0	0xFFFFFFFF	0			0
2212	1000112838	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0	0xFFFFCC00	0xFFFFFFFF	0
2213	384	1	1000113162	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2214	1000113177	1	1000113178	4	300	5	300	6	300	7	300	0	100	1	100	2	100	3	100	29	80	-1		1	1	0xFF9966FF	0			0
2215	1000113428	1	0	4	140	5	140	6	140	7	140	0	140	1	140	2	140	3	140	12	140	25	1400	0	11	0xFFFFFFFF	0			0
2216	1000113429	1	0	4	170	5	170	6	170	7	170	0	170	1	170	2	170	3	170	12	1700	29	100	0	11	0xFFFFFFFF	0			0
2217	1000113441	1	0	54	0.065	55	0.065	56	0.065	57	0.065	0	400	1	400	2	400	3	400	12	10000	29	160	0	11	0xFFFFFFFF	0			0
2218	1000113431	1	0	54	0.07	55	0.07	56	0.07	57	0.07	0	500	1	500	2	500	3	500	62	0.1	29	180	0	11	0xFFFFFFFF	0			0
2219	1000113432	1	0	54	0.065	55	0.065	56	0.065	57	0.065	0	350	1	350	2	350	3	350	12	10000	29	200	0	11	0xFFFFFFFF	0	0xFFFF0000	0xFF000000	0
2220	1000113433	1	0	54	0.045	55	0.045	56	0.045	57	0.045	0	260	1	260	2	260	3	260	12	7500	29	150	0	11	0xFFFFFFFF	0	0xFF0000FF	0xFF000000	0
2221	1000113434	1	0	54	0.045	55	0.045	56	0.045	57	0.045	105	3000	106	3000	29	150	-1		-1		-1		0	11	0xFFFFFFFF	0	0xFF0000FF	0xFF000000	0
