ROWID	_ItemID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_GroupID|INTEGER	_PrintID|TEXT	_PrintJob|TEXT	_GetLevel|TEXT	_GainID|TEXT	_DescriptionID|INTEGER	_DescriptionIDParam|TEXT
500026	268480449	5	1000143823	100	1	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500027	268480464	5	1000143823	100	1	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500028	268480476	5	1000143823	100	1	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500029	268480485	5	1000143823	100	1	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500030	268480500	5	1000143823	100	1	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500031	268480515	5	1000143823	100	1	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500032	268480545	5	1000143823	100	1	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500033	268480554	5	1000143823	100	1	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500034	268480566	5	1000143823	100	1	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500035	268480578	5	1000143823	100	1	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500036	268480593	5	1000143823	100	1	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500037	268480605	5	1000143823	100	1	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500038	268480614	5	1000143823	100	1	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500039	268480623	5	1000143823	100	1	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500040	268480638	5	1000143823	100	1	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500041	268480647	5	1000143823	100	1	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500042	268480659	5	1000143823	100	1	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500043	268481279	5	1000143823	100	1	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500044	268481285	5	1000143823	100	1	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500045	268484615	5	1000143823	100	1	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500046	268488849	5	1000143823	100	1	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500047	268488861	5	1000143823	100	1	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500048	268480144	5	1000143823	100	2	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500049	268480156	5	1000143823	100	2	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500050	268480168	5	1000143823	100	2	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500051	268480180	5	1000143823	100	2	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500052	268480192	5	1000143823	100	2	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500053	268480207	5	1000143823	100	2	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500054	268480219	5	1000143823	100	2	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500055	268480231	5	1000143823	100	2	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500056	268480243	5	1000143823	100	2	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500057	268480258	5	1000143823	100	2	80	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500058	268480273	5	1000143823	100	2	35	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500059	268480285	5	1000143823	100	2	36	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500060	268480297	5	1000143823	100	2	37	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500061	268480306	5	1000143823	100	2	38	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500062	268480321	5	1000143823	100	2	84	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500063	268480336	5	1000143823	100	2	73	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500064	268480351	5	1000143823	100	2	74	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500065	268480366	5	1000143823	100	2	93	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500066	268480381	5	1000143823	100	2	94	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500067	268480396	5	1000143823	100	2	63	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500068	268480411	5	1000143823	100	2	64	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500069	268480426	5	1000143823	100	2	68	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500070	268480435	5	1000143823	100	2	69	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500071	268480450	5	1000143823	100	2	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500072	268480465	5	1000143823	100	2	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500073	268480477	5	1000143823	100	2	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500074	268480486	5	1000143823	100	2	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500075	268480501	5	1000143823	100	2	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500076	268480516	5	1000143823	100	2	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500077	268480546	5	1000143823	100	2	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500078	268480555	5	1000143823	100	2	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500079	268480567	5	1000143823	100	2	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500080	268480579	5	1000143823	100	2	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500081	268480594	5	1000143823	100	2	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500082	268480606	5	1000143823	100	2	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500083	268480615	5	1000143823	100	2	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500084	268480624	5	1000143823	100	2	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500085	268480639	5	1000143823	100	2	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500086	268480648	5	1000143823	100	2	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500087	268480660	5	1000143823	100	2	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500088	268481280	5	1000143823	100	2	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500089	268481286	5	1000143823	100	2	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500090	268484616	5	1000143823	100	2	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500091	268488850	5	1000143823	100	2	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500092	268488862	5	1000143823	100	2	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500093	268480145	5	1000143823	100	3	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500094	268480157	5	1000143823	100	3	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500095	268480169	5	1000143823	100	3	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500096	268480181	5	1000143823	100	3	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500097	268480193	5	1000143823	100	3	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500098	268480208	5	1000143823	100	3	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500099	268480220	5	1000143823	100	3	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500100	268480232	5	1000143823	100	3	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500101	268480244	5	1000143823	100	3	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500102	268480259	5	1000143823	100	3	80	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500103	268480274	5	1000143823	100	3	35	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500104	268480286	5	1000143823	100	3	36	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500105	268480298	5	1000143823	100	3	37	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500106	268480307	5	1000143823	100	3	38	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500107	268480322	5	1000143823	100	3	84	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500108	268480337	5	1000143823	100	3	73	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500109	268480352	5	1000143823	100	3	74	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500110	268480367	5	1000143823	100	3	93	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500111	268480382	5	1000143823	100	3	94	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500112	268480397	5	1000143823	100	3	63	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500113	268480412	5	1000143823	100	3	64	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500114	268480427	5	1000143823	100	3	68	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500115	268480436	5	1000143823	100	3	69	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500116	268480451	5	1000143823	100	3	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500117	268480466	5	1000143823	100	3	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500118	268480478	5	1000143823	100	3	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500119	268480487	5	1000143823	100	3	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500120	268480502	5	1000143823	100	3	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500121	268480517	5	1000143823	100	3	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500122	268480547	5	1000143823	100	3	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500123	268480556	5	1000143823	100	3	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500124	268480568	5	1000143823	100	3	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500125	268480580	5	1000143823	100	3	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500126	268480595	5	1000143823	100	3	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500127	268480607	5	1000143823	100	3	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500128	268480616	5	1000143823	100	3	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500129	268480625	5	1000143823	100	3	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500130	268480640	5	1000143823	100	3	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500131	268480649	5	1000143823	100	3	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500132	268480661	5	1000143823	100	3	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500133	268481281	5	1000143823	100	3	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500134	268481287	5	1000143823	100	3	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500135	268484617	5	1000143823	100	3	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500136	268488851	5	1000143823	100	3	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500137	268488863	5	1000143823	100	3	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500138	268480146	5	1000143823	200	1	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500139	268480158	5	1000143823	200	1	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500140	268480170	5	1000143823	200	1	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500141	268480182	5	1000143823	200	1	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500142	268480194	5	1000143823	200	1	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500143	268480209	5	1000143823	200	1	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500144	268480221	5	1000143823	200	1	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500145	268480233	5	1000143823	200	1	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500146	268480245	5	1000143823	200	1	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500147	268480260	5	1000143823	200	1	80	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500148	268480275	5	1000143823	200	1	35	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500149	268480287	5	1000143823	200	1	36	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500150	268480299	5	1000143823	200	1	37	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500151	268480308	5	1000143823	200	1	38	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500152	268480323	5	1000143823	200	1	84	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500153	268480338	5	1000143823	200	1	73	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500154	268480353	5	1000143823	200	1	74	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500155	268480368	5	1000143823	200	1	93	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500156	268480383	5	1000143823	200	1	94	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500157	268480398	5	1000143823	200	1	63	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500158	268480413	5	1000143823	200	1	64	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500159	268480428	5	1000143823	200	1	68	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500160	268480437	5	1000143823	200	1	69	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500161	268480452	5	1000143823	200	1	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500162	268480467	5	1000143823	200	1	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500163	268480479	5	1000143823	200	1	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500164	268480488	5	1000143823	200	1	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500165	268480503	5	1000143823	200	1	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500166	268480518	5	1000143823	200	1	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500167	268480548	5	1000143823	200	1	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500168	268480557	5	1000143823	200	1	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500169	268480569	5	1000143823	200	1	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500170	268480581	5	1000143823	200	1	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500171	268480596	5	1000143823	200	1	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500172	268480608	5	1000143823	200	1	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500173	268480617	5	1000143823	200	1	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500174	268480626	5	1000143823	200	1	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500175	268480641	5	1000143823	200	1	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500176	268480650	5	1000143823	200	1	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500177	268480662	5	1000143823	200	1	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500178	268481282	5	1000143823	200	1	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500179	268481288	5	1000143823	200	1	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500180	268484618	5	1000143823	200	1	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500181	268488852	5	1000143823	200	1	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500182	268488864	5	1000143823	200	1	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500183	268480147	5	1000143823	200	2	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500184	268480159	5	1000143823	200	2	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500185	268480171	5	1000143823	200	2	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500186	268480183	5	1000143823	200	2	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500187	268480195	5	1000143823	200	2	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500188	268480210	5	1000143823	200	2	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500189	268480222	5	1000143823	200	2	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500190	268480234	5	1000143823	200	2	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500191	268480246	5	1000143823	200	2	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500192	268480261	5	1000143823	200	2	80	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500193	268480276	5	1000143823	200	2	35	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500194	268480288	5	1000143823	200	2	36	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500195	268480300	5	1000143823	200	2	37	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500196	268480309	5	1000143823	200	2	38	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500197	268480324	5	1000143823	200	2	84	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500198	268480339	5	1000143823	200	2	73	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500199	268480354	5	1000143823	200	2	74	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500200	268480369	5	1000143823	200	2	93	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500201	268480384	5	1000143823	200	2	94	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500202	268480399	5	1000143823	200	2	63	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500203	268480414	5	1000143823	200	2	64	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500204	268480429	5	1000143823	200	2	68	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500205	268480438	5	1000143823	200	2	69	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500206	268480453	5	1000143823	200	2	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500207	268480468	5	1000143823	200	2	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500208	268480480	5	1000143823	200	2	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500209	268480489	5	1000143823	200	2	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500210	268480504	5	1000143823	200	2	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500211	268480519	5	1000143823	200	2	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500212	268480549	5	1000143823	200	2	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500213	268480558	5	1000143823	200	2	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500214	268480570	5	1000143823	200	2	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500215	268480582	5	1000143823	200	2	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500216	268480597	5	1000143823	200	2	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500217	268480609	5	1000143823	200	2	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500218	268480618	5	1000143823	200	2	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500219	268480627	5	1000143823	200	2	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500220	268480642	5	1000143823	200	2	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500221	268480651	5	1000143823	200	2	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500222	268480663	5	1000143823	200	2	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500223	268481283	5	1000143823	200	2	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500224	268481289	5	1000143823	200	2	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500225	268484619	5	1000143823	200	2	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500226	268488853	5	1000143823	200	2	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500227	268488865	5	1000143823	200	2	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500228	268480148	5	1000143823	200	3	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500229	268480160	5	1000143823	200	3	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500230	268480172	5	1000143823	200	3	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500231	268480184	5	1000143823	200	3	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500232	268480196	5	1000143823	200	3	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500233	268480211	5	1000143823	200	3	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500234	268480223	5	1000143823	200	3	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500235	268480235	5	1000143823	200	3	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500236	268480247	5	1000143823	200	3	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500237	268480262	5	1000143823	200	3	80	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500238	268480277	5	1000143823	200	3	35	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500239	268480289	5	1000143823	200	3	36	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500240	268480301	5	1000143823	200	3	37	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500241	268480310	5	1000143823	200	3	38	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500242	268480325	5	1000143823	200	3	84	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500243	268480340	5	1000143823	200	3	73	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500244	268480355	5	1000143823	200	3	74	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500245	268480370	5	1000143823	200	3	93	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500246	268480385	5	1000143823	200	3	94	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500247	268480400	5	1000143823	200	3	63	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500248	268480415	5	1000143823	200	3	64	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500249	268480430	5	1000143823	200	3	68	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500250	268480439	5	1000143823	200	3	69	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500251	268480454	5	1000143823	200	3	90	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500252	268480469	5	1000143823	200	3	55	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500253	268480481	5	1000143823	200	3	56	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500254	268480490	5	1000143823	200	3	58	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500255	268480505	5	1000143823	200	3	59	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500256	268480520	5	1000143823	200	3	89	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500257	268480550	5	1000143823	200	3	48	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500258	268480559	5	1000143823	200	3	50	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500259	268480571	5	1000143823	200	3	51	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500260	268480583	5	1000143823	200	3	87	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500261	268480598	5	1000143823	200	3	41	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500262	268480610	5	1000143823	200	3	42	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500263	268480619	5	1000143823	200	3	44	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500264	268480628	5	1000143823	200	3	82	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500265	268480643	5	1000143823	200	3	43	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500266	268480652	5	1000143823	200	3	78	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500267	268480664	5	1000143823	200	3	79	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500268	268481284	5	1000143823	200	3	96	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500269	268481290	5	1000143823	200	3	97	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500270	268484620	5	1000143823	200	3	99	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500271	268488854	5	1000143823	200	3	102	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500272	268488866	5	1000143823	200	3	103	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500273	268480149	5	1000143823	300	1	23	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500274	268480161	5	1000143823	300	1	24	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500275	268480173	5	1000143823	300	1	25	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500276	268480185	5	1000143823	300	1	26	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500277	268480197	5	1000143823	300	1	76	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500278	268480212	5	1000143823	300	1	29	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500279	268480224	5	1000143823	300	1	30	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500280	268480236	5	1000143823	300	1	31	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
500281	268480248	5	1000143823	300	1	32	3	1000134626;1000142730;0;0;0;0;0;0;0;0	1000136152	
