ROWID	_TargetItemID|INTEGER	_LimitEquipValue|INTEGER
3210	268489857	4
3211	268489858	4
3212	268489859	4
3213	268489860	4
3214	268489861	4
3215	268489862	4
3216	268489863	4
3217	268489864	4
3218	268489865	4
3219	268489866	4
3220	268489867	4
3221	268489868	4
3222	268489869	4
3223	268489870	4
3224	268489871	4
3225	268489872	4
3226	268489873	4
3227	268489874	4
3228	268489875	4
3229	268489876	4
3230	268489877	4
3231	268489878	4
3232	268489879	4
3233	268489880	4
3234	268489881	4
3235	268489882	4
3236	268489883	4
3237	268489884	4
3238	268489885	4
3239	268489886	4
3240	268489887	4
3241	268489888	4
3242	268489889	4
3243	268489890	4
3244	268489891	4
3245	268489892	4
3246	268489893	4
3247	268489894	4
3248	268489895	4
3249	268489896	4
3250	268489897	4
3251	268489898	4
3252	268489899	4
3253	268489900	4
3254	268489901	4
3255	268489902	4
3256	268489903	4
3257	268489904	4
3258	268489905	4
3259	268489906	4
3260	268489907	4
3261	268489908	4
3262	268489909	4
3263	268489910	4
3264	268489911	4
3265	268489912	4
3266	268489913	4
3267	268489914	4
3268	268489915	4
3269	268489916	4
3270	268489917	4
3271	268489918	4
3272	268489919	4
3273	268489920	4
3274	268489921	4
3275	268489922	4
3276	268489923	4
3277	268489924	4
3278	268489925	4
3279	268489926	4
3280	268489927	4
3281	268489928	4
3282	268489929	4
3283	268489930	4
3284	268489931	4
3285	268489932	4
3286	268489933	4
3287	268489934	4
3288	268489935	4
3289	268489936	4
3290	268489937	4
3291	268489938	4
3292	268489939	4
3293	268489940	4
3294	268489941	4
3295	268489942	4
3296	268489943	4
3297	268489944	4
3298	268489945	4
3299	268489946	4
3300	268489947	4
3301	268489948	4
3302	268489949	4
3303	268489950	4
3304	268489951	4
3305	268489952	4
3306	268489953	4
3307	268489954	4
3308	268489955	4
3309	268489956	4
3310	268489957	4
3311	268489958	4
3312	268489959	4
3313	268489960	4
3314	268489961	4
3315	268489962	4
3316	268489963	4
3317	268489964	4
3318	268489965	4
3319	268489966	4
3320	268489967	4
3321	268489968	4
3322	268490513	4
3323	268490514	4
3324	268490515	4
3325	268490516	4
3326	268490517	4
3327	268490686	4
3328	268490687	4
3329	268490518	4
3330	268490519	4
3331	268490520	4
3332	268490521	4
3333	268490522	4
3334	268490690	4
3335	268490691	4
3336	268490692	4
3337	268490693	4
3338	268490707	4
3339	268490708	4
3340	268490709	4
3341	268490710	4
3342	268490711	4
3343	268490712	4
3344	268490713	4
3345	268490714	4
3346	268490715	4
3347	268490688	4
3348	268490689	4
3349	268490694	4
3350	268490704	4
3351	268490705	4
3352	268490706	4
3353	268491912	4
3354	268491913	4
3355	268491914	4
3356	268491915	4
3357	268491916	4
3358	268491917	4
3359	268491918	4
3360	268491919	4
3361	268491920	4
3362	268491921	4
3363	268491922	4
3364	268491923	4
3365	268491924	4
3366	268491925	4
3367	268491926	4
3368	268491927	4
3369	268491928	4
3370	268491929	4
3371	268491930	4
3372	268491931	4
3373	268491932	4
3374	268491933	4
3375	268491934	4
3376	268491935	4
3377	268491936	4
3378	268491937	4
3379	268491938	4
3380	268491939	4
3381	268491940	4
3382	268491941	4
3383	268491942	4
3384	268491943	4
3385	268491944	4
3386	268491945	4
3387	268491946	4
3388	268491947	4
3389	268491948	4
3390	268491949	4
3391	268491950	4
3392	268491951	4
3393	268491952	4
3394	268491953	4
3395	268491954	4
3396	268491955	4
3397	268492000	4
3398	268492002	4
3399	268491956	4
3400	268491957	4
3401	268491958	4
3402	268491959	4
3403	268491960	4
3404	268491961	4
3405	268491962	4
3406	268491963	4
3407	268491964	4
3408	268491965	4
3409	268491966	4
3410	268491967	4
3411	268491968	4
3412	268491969	4
3413	268491970	4
3414	268491971	4
3415	268491972	4
3416	268491973	4
3417	268491974	4
3418	268491975	4
3419	268491976	4
3420	268491977	4
3421	268491978	4
3422	268491979	4
3423	268491980	4
3424	268491981	4
3425	268491982	4
3426	268491983	4
3427	268491984	4
3428	268491985	4
3429	268491986	4
3430	268491987	4
3431	268491988	4
3432	268491989	4
3433	268491990	4
3434	268491991	4
3435	268491992	4
3436	268491993	4
3437	268491994	4
3438	268491995	4
3439	268491996	4
3440	268491997	4
3441	268491998	4
3442	268491999	4
3443	268492001	4
3444	268492003	4
3445	268491151	4
3446	268491152	4
3447	268491156	4
3448	268491157	4
3449	268491161	4
3450	268491162	4
3451	268491166	4
3452	268491167	4
3453	268491171	4
3454	268491172	4
3455	268491176	4
3456	268491177	4
3457	268491181	4
3458	268491182	4
3459	268491186	4
3460	268491187	4
3461	268491191	4
3462	268491192	4
3463	268491196	4
3464	268491197	4
3465	268491201	4
3466	268491202	4
3467	268491206	4
3468	268491207	4
3469	268491211	4
3470	268491212	4
3471	268491216	4
3472	268491217	4
3473	268491221	4
3474	268491222	4
3475	268491226	4
3476	268491227	4
3477	268491231	4
3478	268491232	4
3479	268491236	4
3480	268491237	4
3481	268491241	4
3482	268491242	4
3483	268491246	4
3484	268491247	4
3485	268491251	4
3486	268491252	4
3487	268491256	4
3488	268491257	4
3489	268491261	4
3490	268491262	4
3491	268491266	4
3492	268491267	4
3493	268491271	4
3494	268491272	4
3495	268491276	4
3496	268491277	4
3497	268491281	4
3498	268491282	4
3499	268491286	4
3500	268491287	4
3501	268491291	4
3502	268491292	4
3503	268491296	4
3504	268491297	4
3505	268491301	4
3506	268491302	4
3507	268491306	4
3508	268491307	4
3509	268491311	4
3510	268491312	4
3511	268491316	4
3512	268491317	4
3513	268491321	4
3514	268491322	4
3515	268491326	4
3516	268491327	4
3517	268491331	4
3518	268491332	4
3519	268491336	4
3520	268491337	4
3521	268491341	4
3522	268491342	4
3523	268491346	4
3524	268491347	4
3525	268491351	4
3526	268491352	4
3527	268491356	4
3528	268491357	4
3529	268491361	4
3530	268491362	4
3531	268491366	4
3532	268491367	4
3533	268491371	4
3534	268491372	4
3535	268491376	4
3536	268491377	4
3537	268491381	4
3538	268491382	4
3539	268491386	4
3540	268491387	4
3541	268491391	4
3542	268491392	4
3543	268491396	4
3544	268491397	4
3545	268491401	4
3546	268491402	4
3547	268491406	4
3548	268491407	4
3549	268491411	4
3550	268491412	4
3551	268491416	4
3552	268491417	4
3553	268491421	4
3554	268491422	4
3555	268491426	4
3556	268491427	4
3557	268491431	4
3558	268491432	4
3559	268491436	4
3560	268491437	4
3561	268491441	4
3562	268491442	4
3563	268491446	4
3564	268491447	4
3565	268491451	4
3566	268491452	4
3567	268491456	4
3568	268491457	4
3569	268491461	4
3570	268491462	4
3571	268491466	4
3572	268491467	4
3573	268491471	4
3574	268491472	4
3575	268491476	4
3576	268491477	4
3577	268491481	4
3578	268491482	4
3579	268491486	4
3580	268491487	4
3581	268491491	4
3582	268491492	4
3583	268491496	4
3584	268491497	4
3585	268491501	4
3586	268491502	4
3587	268491506	4
3588	268491507	4
3589	268491511	4
3590	268491512	4
3591	268491516	4
3592	268491517	4
3593	268491521	4
3594	268491522	4
3595	268491526	4
3596	268491527	4
3597	268491531	4
3598	268491532	4
3599	268491536	4
3600	268491537	4
3601	268491541	4
3602	268491542	4
3603	268491546	4
3604	268491547	4
3605	268491551	4
3606	268491552	4
3607	268491556	4
3608	268491557	4
3609	268491561	4
3610	268491562	4
3611	268491566	4
3612	268491567	4
3613	268491571	4
3614	268491572	4
3615	268491576	4
3616	268491577	4
3617	268491581	4
3618	268491582	4
3619	268491586	4
3620	268491587	4
3621	268491591	4
3622	268491592	4
3623	268491596	4
3624	268491597	4
3625	268491601	4
3626	268491602	4
3627	268491606	4
3628	268491607	4
3629	268491611	4
3630	268491612	4
3631	268491616	4
3632	268491617	4
3633	268491621	4
3634	268491624	4
3635	268491627	4
3636	268491630	4
3637	268491633	4
3638	268491636	4
3639	268491153	4
3640	268491154	4
3641	268491158	4
3642	268491159	4
3643	268491163	4
3644	268491164	4
3645	268491168	4
3646	268491169	4
3647	268491173	4
3648	268491174	4
3649	268491178	4
3650	268491179	4
3651	268491183	4
3652	268491184	4
3653	268491188	4
3654	268491189	4
3655	268491193	4
3656	268491194	4
3657	268491198	4
3658	268491199	4
3659	268491203	4
3660	268491204	4
3661	268491208	4
3662	268491209	4
3663	268491213	4
3664	268491214	4
3665	268491218	4
3666	268491219	4
3667	268491223	4
3668	268491224	4
3669	268491228	4
3670	268491229	4
3671	268491233	4
3672	268491234	4
3673	268491238	4
3674	268491239	4
3675	268491243	4
3676	268491244	4
3677	268491248	4
3678	268491249	4
3679	268491253	4
3680	268491254	4
3681	268491258	4
3682	268491259	4
3683	268491263	4
3684	268491264	4
3685	268491268	4
3686	268491269	4
3687	268491273	4
3688	268491274	4
3689	268491278	4
3690	268491279	4
3691	268491283	4
3692	268491284	4
3693	268491288	4
3694	268491289	4
3695	268491293	4
3696	268491294	4
3697	268491298	4
3698	268491299	4
3699	268491303	4
3700	268491304	4
3701	268491308	4
3702	268491309	4
3703	268491313	4
3704	268491314	4
3705	268491318	4
3706	268491319	4
3707	268491323	4
3708	268491324	4
3709	268491328	4
3710	268491329	4
3711	268491333	4
3712	268491334	4
3713	268491338	4
3714	268491339	4
3715	268491343	4
3716	268491344	4
3717	268491348	4
3718	268491349	4
3719	268491353	4
3720	268491354	4
3721	268491358	4
3722	268491359	4
3723	268491363	4
3724	268491364	4
3725	268491368	4
3726	268491369	4
3727	268491373	4
3728	268491374	4
3729	268491378	4
3730	268491379	4
3731	268491383	4
3732	268491384	4
3733	268491388	4
3734	268491389	4
3735	268491393	4
3736	268491394	4
3737	268491398	4
3738	268491399	4
3739	268491403	4
3740	268491404	4
3741	268491408	4
3742	268491409	4
3743	268491413	4
3744	268491414	4
3745	268491418	4
3746	268491419	4
3747	268491423	4
3748	268491424	4
3749	268491428	4
3750	268491429	4
3751	268491433	4
3752	268491434	4
3753	268491438	4
3754	268491439	4
3755	268491443	4
3756	268491444	4
3757	268491448	4
3758	268491449	4
3759	268491453	4
3760	268491454	4
3761	268491458	4
3762	268491459	4
3763	268491463	4
3764	268491464	4
3765	268491468	4
3766	268491469	4
3767	268491473	4
3768	268491474	4
3769	268491478	4
3770	268491479	4
3771	268491483	4
3772	268491484	4
3773	268491488	4
3774	268491489	4
3775	268491493	4
3776	268491494	4
3777	268491498	4
3778	268491499	4
3779	268491503	4
3780	268491504	4
3781	268491508	4
3782	268491509	4
3783	268491513	4
3784	268491514	4
3785	268491518	4
3786	268491519	4
3787	268491523	4
3788	268491524	4
3789	268491528	4
3790	268491529	4
3791	268491533	4
3792	268491534	4
3793	268491538	4
3794	268491539	4
3795	268491543	4
3796	268491544	4
3797	268491548	4
3798	268491549	4
3799	268491553	4
3800	268491554	4
3801	268491558	4
3802	268491559	4
3803	268491563	4
3804	268491564	4
3805	268491568	4
3806	268491569	4
3807	268491573	4
3808	268491574	4
3809	268491578	4
3810	268491579	4
3811	268491583	4
3812	268491584	4
3813	268491588	4
3814	268491589	4
3815	268491593	4
3816	268491594	4
3817	268491598	4
3818	268491599	4
3819	268491603	4
3820	268491604	4
3821	268491608	4
3822	268491613	4
3823	268491614	4
3824	268491618	4
3825	268491619	4
3826	268491622	4
3827	268491625	4
3828	268491628	4
3829	268491631	4
3830	268491634	4
3831	268491637	4
3832	268481213	4
3833	268481214	4
3834	268481215	4
3835	268481216	4
3836	268481217	4
3837	268481218	4
3838	268478869	4
3839	268478870	4
3840	268478871	4
3841	268476885	4
3842	268476886	4
3843	268476887	4
3844	268477015	4
3845	268477016	4
3846	268477017	4
3847	268477561	4
3848	268477562	4
3849	268477563	4
3850	268484728	4
3851	268484729	4
3852	268484730	4
3853	268484731	4
3854	268484732	4
3855	268484733	4
3856	268484734	4
3857	268484735	4
3858	268484736	4
3859	268491165	4
3860	268491170	4
3861	268491175	4
3862	268491180	4
3863	268491185	4
3864	268491190	4
3865	268491195	4
3866	268491200	4
3867	268491205	4
3868	268491210	4
3869	268491215	4
3870	268491220	4
3871	268491225	4
3872	268491230	4
3873	268491235	4
3874	268491240	4
3875	268491245	4
3876	268491250	4
3877	268491255	4
3878	268491260	4
3879	268491265	4
3880	268491270	4
3881	268491275	4
3882	268491280	4
3883	268491285	4
3884	268491290	4
3885	268491295	4
3886	268491300	4
3887	268491305	4
3888	268491310	4
3889	268491315	4
3890	268491320	4
3891	268491325	4
3892	268491330	4
3893	268491335	4
3894	268491340	4
3895	268491345	4
3896	268491350	4
3897	268491355	4
3898	268491360	4
3899	268491365	4
3900	268491370	4
3901	268491375	4
3902	268491380	4
3903	268491385	4
3904	268491390	4
3905	268491395	4
3906	268491400	4
3907	268491405	4
3908	268491410	4
3909	268491415	4
3910	268491420	4
3911	268491425	4
3912	268491430	4
3913	268491435	4
3914	268491440	4
3915	268491445	4
3916	268491450	4
3917	268491455	4
3918	268491460	4
3919	268491465	4
3920	268491470	4
3921	268491475	4
3922	268491480	4
3923	268491485	4
3924	268491490	4
3925	268491495	4
3926	268491500	4
3927	268491505	4
3928	268491510	4
3929	268491515	4
3930	268491520	4
3931	268491525	4
3932	268491530	4
3933	268491535	4
3934	268491540	4
3935	268491545	4
3936	268491550	4
3937	268491555	4
3938	268491560	4
3939	268491565	4
3940	268491570	4
3941	268491575	4
3942	268491580	4
3943	268491585	4
3944	268491590	4
3945	268491595	4
3946	268491600	4
3947	268491605	4
3948	268491610	4
3949	268491615	4
3950	268491620	4
3951	268491623	4
3952	268491626	4
3953	268491629	4
3954	268491632	4
3955	268491635	4
3956	268491638	4
3957	268491155	4
3958	268491160	4
3959	268495645	1
3960	268495646	1
3961	268495647	1
3962	268495648	1
3963	268495649	1
3964	268495650	1
3965	268495651	1
3966	268495652	1
3967	268495653	1
3968	268495654	1
3969	268495655	1
3970	268495656	1
3971	268495657	1
3972	268495658	1
3973	268495659	1
3974	268495660	1
3975	268495661	1
3976	268495662	1
3977	268495663	1
3978	268495664	1
3979	268495665	1
3980	268495666	1
3981	268495667	1
3982	268495668	1
3983	268495355	4
3984	268495356	4
3985	268495357	4
3986	268495358	4
3987	268495359	4
3988	268495360	4
3989	268495361	4
3990	268495362	4
3991	268495363	4
3992	268495364	4
3993	268495365	4
3994	268495366	4
3995	268495367	4
3996	268495368	4
3997	268495369	4
3998	268495370	4
3999	268495371	4
4000	268495372	4
4001	268495373	4
4002	268495374	4
4003	268495375	4
4004	268495376	4
4005	268495377	4
4006	268495378	4
4007	268495379	4
4008	268495380	4
4009	268495381	4
4010	268495382	4
4011	268495383	4
4012	268495384	4
4013	268495385	4
4014	268495386	4
4015	268495387	4
4016	268495388	4
4017	268495389	4
4018	268495390	4
4019	268495391	4
4020	268495392	4
4021	268495393	4
4022	268495394	4
4023	268495395	4
4024	268495396	4
4025	268495397	4
4026	268495398	4
4027	268495399	4
4028	268495400	4
4029	268495401	4
4030	268495402	4
4031	268495403	4
4032	268495404	4
4033	268495405	4
4034	268495406	4
4035	268495407	4
4036	268495408	4
4037	268495409	4
4038	268495410	4
4039	268495411	4
4040	268495412	4
4041	268495413	4
4042	268495414	4
4043	268495415	4
4044	268495416	4
4045	268495417	4
4046	268495418	4
4047	268495419	4
4048	268495420	4
4049	268495421	4
4050	268495422	4
4051	268495423	4
4052	268495424	4
4053	268495425	4
4054	268495426	4
4055	268495427	4
4056	268495428	4
4057	268495429	4
4058	268495430	4
4059	268495431	4
4060	268495432	4
4061	268495433	4
4062	268495434	4
4063	268495435	4
4064	268495436	4
4065	268495437	4
4066	268495438	4
4067	268495439	4
4068	268495440	4
4069	268495441	4
4070	268495442	4
4071	268495443	4
4072	268495444	4
4073	268495445	4
4074	268495446	4
4075	268495447	4
4076	268495448	4
4077	268495449	4
4078	268495450	4
4079	268495451	4
4080	268495452	4
4081	268495352	4
4082	268495353	4
