ROWID	_Envi1_1|INTEGER	_Envi1_2|INTEGER	_Envi1_3|INTEGER	_Envi1_4|INTEGER	_Envi1_5|INTEGER	_Envi2_1|INTEGER	_Envi2_2|INTEGER	_Envi2_3|INTEGER	_Envi2_4|INTEGER	_Envi2_5|INTEGER	_Envi3_1|INTEGER	_Envi3_2|INTEGER	_Envi3_3|INTEGER	_Envi3_4|INTEGER	_Envi3_5|INTEGER	_Envi4_1|INTEGER	_Envi4_2|INTEGER	_Envi4_3|INTEGER	_Envi4_4|INTEGER	_Envi4_5|INTEGER	_Envi5_1|INTEGER	_Envi5_2|INTEGER	_Envi5_3|INTEGER	_Envi5_4|INTEGER	_Envi5_5|INTEGER	_Envi6_1|INTEGER	_Envi6_2|INTEGER	_Envi6_3|INTEGER	_Envi6_4|INTEGER	_Envi6_5|INTEGER	_Envi7_1|INTEGER	_Envi7_2|INTEGER	_Envi7_3|INTEGER	_Envi7_4|INTEGER	_Envi7_5|INTEGER	_Envi8_1|INTEGER	_Envi8_2|INTEGER	_Envi8_3|INTEGER	_Envi8_4|INTEGER	_Envi8_5|INTEGER	_Envi9_1|INTEGER	_Envi9_2|INTEGER	_Envi9_3|INTEGER	_Envi9_4|INTEGER	_Envi9_5|INTEGER	_Envi10_1|INTEGER	_Envi10_2|INTEGER	_Envi10_3|INTEGER	_Envi10_4|INTEGER	_Envi10_5|INTEGER	_Envi11_1|INTEGER	_Envi11_2|INTEGER	_Envi11_3|INTEGER	_Envi11_4|INTEGER	_Envi11_5|INTEGER	_Envi12_1|INTEGER	_Envi12_2|INTEGER	_Envi12_3|INTEGER	_Envi12_4|INTEGER	_Envi12_5|INTEGER	_Envi1_Prob|FLOAT	_Envi2_Prob|FLOAT	_Envi3_Prob|FLOAT	_Envi4_Prob|FLOAT	_Envi5_Prob|FLOAT	_Envi6_Prob|FLOAT	_Envi7_Prob|FLOAT	_Envi8_Prob|FLOAT	_Envi9_Prob|FLOAT	_Envi10_Prob|FLOAT	_Envi11_Prob|FLOAT	_Envi12_Prob|FLOAT	_EnviAbyss1|INTEGER	_EnviAbyss2|INTEGER	_EnviAbyss3|INTEGER	_EnviAbyss1_Prob|FLOAT	_EnviAbyss2_Prob|FLOAT	_EnviAbyss3_Prob|FLOAT
861	1889	0	0	0	0	21180	0	0	0	0	1889	0	0	0	0	21180	0	0	0	0	1889	0	0	0	0	21180	0	0	0	0	1889	0	0	0	0	21180	0	0	0	0	1889	0	0	0	0	21180	0	0	0	0	1889	0	0	0	0	21180	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1889	21180	1889	0.333334	0.333333	0.333333
871	27490	0	0	0	0	27491	0	0	0	0	27490	0	0	0	0	27491	0	0	0	0	27490	0	0	0	0	27491	0	0	0	0	27490	0	0	0	0	27491	0	0	0	0	27490	0	0	0	0	27491	0	0	0	0	27490	0	0	0	0	27491	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19353	25904	19353	0.5	0.5	0.0
881	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1888	17381	17383	0.5	0.5	0.0
882	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24426	25902	25902	0.5	0.5	0.0
883	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	27518	0	0	0	0	27519	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1888	17381	17383	0.5	0.5	0.0
884	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	23150	0	0	0	0	24428	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24426	25902	25902	0.5	0.5	0.0
891	23152	0	0	0	0	23153	0	0	0	0	23152	0	0	0	0	23153	0	0	0	0	23152	0	0	0	0	23153	0	0	0	0	23152	0	0	0	0	23153	0	0	0	0	23152	0	0	0	0	23153	0	0	0	0	23152	0	0	0	0	23153	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27577	27578	27577	0.333334	0.333333	0.333333
892	22938	0	0	0	0	18914	0	0	0	0	22938	0	0	0	0	18914	0	0	0	0	22938	0	0	0	0	18914	0	0	0	0	22938	0	0	0	0	18914	0	0	0	0	22938	0	0	0	0	18914	0	0	0	0	22938	0	0	0	0	18914	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1892	27598	1892	0.333334	0.333333	0.333333
1001	29453	0	0	0	0	29453	0	0	0	0	29453	0	0	0	0	29453	0	0	0	0	29453	0	0	0	0	29453	0	0	0	0	2024	0	0	0	0	2024	0	0	0	0	2024	0	0	0	0	2024	0	0	0	0	2024	0	0	0	0	2024	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1887	1888	1888	0.5	0.5	0.0
1011	27491	0	0	0	0	27491	0	0	0	0	27491	0	0	0	0	27491	0	0	0	0	27491	0	0	0	0	27491	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29464	31431	17387	0.5	0.5	0.0
1021	29460	0	0	0	0	29460	0	0	0	0	29460	0	0	0	0	29460	0	0	0	0	29460	0	0	0	0	29460	0	0	0	0	29456	0	0	0	0	29456	0	0	0	0	29456	0	0	0	0	29456	0	0	0	0	29456	0	0	0	0	29456	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29462	29464	29464	0.5	0.5	0.0
1031	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29465	29462	29462	0.5	0.5	0.0
1041	1960	0	0	0	0	1960	0	0	0	0	1960	0	0	0	0	1960	0	0	0	0	1960	0	0	0	0	1960	0	0	0	0	29455	0	0	0	0	29455	0	0	0	0	29455	0	0	0	0	29455	0	0	0	0	29455	0	0	0	0	29455	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21180	29464	1888	0.5	0.5	0.0
1051	29452	0	0	0	0	29452	0	0	0	0	29452	0	0	0	0	29452	0	0	0	0	29452	0	0	0	0	29452	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	29454	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29462	27578	27578	0.5	0.5	0.0
1061	29457	0	0	0	0	29457	0	0	0	0	29457	0	0	0	0	29457	0	0	0	0	29457	0	0	0	0	29457	0	0	0	0	29458	0	0	0	0	29458	0	0	0	0	29458	0	0	0	0	29458	0	0	0	0	29458	0	0	0	0	29458	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31430	31430	31430	0.5	0.5	0.0
1071	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29465	29462	29462	0.5	0.5	0.0
1072	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29461	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	29459	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29465	29462	29462	0.5	0.5	0.0
901	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1887	17383	17383	0.5	0.5	0.0
903	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	17382	17382	0.5	0.5	0.0
904	1994	1995	1995	2007	1996	1994	1995	1995	2007	1996	1998	1998	1998	1998	1998	1997	0	0	0	0	1934	1934	1934	1934	1934	1934	1934	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2045	2046	2049	2045	2046	2047	2047	0	0	0	2045	2046	2049	2045	2046	2047	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1887	17384	17384	0.5	0.5	0.0
922	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1889	17383	17383	0.5	0.5	0.0
923	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	17382	17385	17385	0.5	0.5	0.0
924	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	17381	17382	17383	0.333334	0.333333	0.333333
912	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17383	17385	17385	0.5	0.5	0.0
913	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19353	1887	1887	0.5	0.5	0.0
914	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	17381	17386	18614	0.333334	0.333333	0.333333
1078	26015	0	0	0	0	36842	0	0	0	0	26015	0	0	0	0	36842	0	0	0	0	26015	0	0	0	0	36842	0	0	0	0	26015	0	0	0	0	36842	0	0	0	0	26015	0	0	0	0	36842	0	0	0	0	26015	0	0	0	0	36842	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31430	36842	29462	0.5	0.5	0.0
1079	25904	0	0	0	0	20977	0	0	0	0	25904	0	0	0	0	20977	0	0	0	0	25904	0	0	0	0	20977	0	0	0	0	25904	0	0	0	0	20977	0	0	0	0	25904	0	0	0	0	20977	0	0	0	0	25904	0	0	0	0	20977	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	25904	20977	20977	0.5	0.5	0.0
1080	34841	0	0	0	0	34840	0	0	0	0	34841	0	0	0	0	34840	0	0	0	0	34841	0	0	0	0	34840	0	0	0	0	34841	0	0	0	0	34840	0	0	0	0	34841	0	0	0	0	34840	0	0	0	0	34841	0	0	0	0	34840	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34845	34846	1888	0.5	0.5	0.0
1090	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	38802	38803	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38802	38803	0	0.5	0.5	1.0
1091	38804	0	0	0	0	38805	0	0	0	0	38804	0	0	0	0	38805	0	0	0	0	38804	0	0	0	0	38805	0	0	0	0	38804	0	0	0	0	38805	0	0	0	0	38804	0	0	0	0	38805	0	0	0	0	38804	0	0	0	0	38805	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38804	38805	38804	0.5	0.5	0.0
1092	38806	0	0	0	0	38807	0	0	0	0	38806	0	0	0	0	38807	0	0	0	0	38806	0	0	0	0	38807	0	0	0	0	38806	0	0	0	0	38807	0	0	0	0	38806	0	0	0	0	38807	0	0	0	0	38806	0	0	0	0	38807	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38806	38807	38806	0.5	0.5	1.0
1093	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	29453	38808	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29453	38808	0	0.5	0.5	1.0
1094	38809	0	0	0	0	38810	0	0	0	0	38809	0	0	0	0	38810	0	0	0	0	38809	0	0	0	0	38810	0	0	0	0	38809	0	0	0	0	38810	0	0	0	0	38809	0	0	0	0	38810	0	0	0	0	38809	0	0	0	0	38810	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38809	38810	38809	0.5	0.5	0.0
1095	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42393	42392	0	0.5	0.5	1.0
1096	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42395	42394	0	0.5	0.5	1.0
1097	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	42397	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42397	0	0	1.0	1.0	1.0
1098	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	42396	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42396	0	0	1.0	1.0	1.0
1099	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	42399	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42399	0	0	1.0	1.0	1.0
1100	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	42398	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42398	0	0	1.0	1.0	1.0
1101	20982	0	0	0	0	45297	0	0	0	0	20982	0	0	0	0	45297	0	0	0	0	20982	0	0	0	0	45297	0	0	0	0	20982	0	0	0	0	45297	0	0	0	0	20982	0	0	0	0	45297	0	0	0	0	20982	0	0	0	0	45297	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20982	45297	0	0.5	0.5	1.0
1102	45298	0	0	0	0	45299	0	0	0	0	45298	0	0	0	0	45299	0	0	0	0	45298	0	0	0	0	45299	0	0	0	0	45298	0	0	0	0	45299	0	0	0	0	45298	0	0	0	0	45299	0	0	0	0	45298	0	0	0	0	45299	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	45298	45299	0	0.5	0.5	1.0
1103	45295	0	0	0	0	45296	0	0	0	0	45295	0	0	0	0	45295	0	0	0	0	45295	0	0	0	0	45296	0	0	0	0	45295	0	0	0	0	45295	0	0	0	0	45295	0	0	0	0	45296	0	0	0	0	45295	0	0	0	0	45295	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	45295	45296	45295	0.333334	0.333333	0.333333
1104	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	42394	0	0	0	0	42395	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42395	42394	0	0.5	0.5	1.0
1105	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42393	42392	0	0.5	0.5	1.0
1106	42393	0	0	0	0	42396	0	0	0	0	42393	0	0	0	0	42396	0	0	0	0	42393	0	0	0	0	42396	0	0	0	0	42393	0	0	0	0	42396	0	0	0	0	42393	0	0	0	0	42396	0	0	0	0	42393	0	0	0	0	42396	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42396	42393	0	0.5	0.5	1.0
1107	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46442	46441	0	0.5	0.5	1.0
1108	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	46441	0	0	0	0	46442	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46442	46441	0	0.5	0.5	1.0
1109	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	42392	0	0	0	0	42393	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42393	42392	0	0.5	0.5	1.0
1121	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	32415	32415	32415	15418	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	32415	15418	32415	0.35	0.3	0.35
1122	50997	0	0	0	0	50999	0	0	0	0	50997	0	0	0	0	50999	0	0	0	0	50997	0	0	0	0	50999	0	0	0	0	50997	0	0	0	0	50999	0	0	0	0	50997	0	0	0	0	50999	0	0	0	0	50997	0	0	0	0	50999	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50997	50999	50997	0.333334	0.333333	0.333333
1123	50996	49890	50996	49890	50996	49890	50996	49890	50996	49890	50996	0	0	0	0	49890	0	0	0	0	50996	49890	50996	49890	50996	49890	50996	0	0	0	49890	0	0	0	0	50996	0	0	0	0	49890	0	0	0	0	50996	0	0	0	0	49890	0	0	0	0	50996	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50996	49890	50996	0.333334	0.333333	0.333333
1124	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	2055	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2055	2055	2055	0.333334	0.333333	0.333333
1125	50995	48017	50995	48017	50995	48017	50995	48017	50995	48017	50995	0	0	0	0	48017	0	0	0	0	50995	48017	50995	48017	50995	48017	50995	0	0	0	48017	0	0	0	0	50995	0	0	0	0	48017	50995	48017	0	0	50995	0	0	0	0	48017	50995	48017	50995	0	48017	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50995	48017	50995	0.333334	0.333333	0.333333
1126	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	56719	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56719	0	0	1.0	1.0	1.0
1129	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	57579	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	57579	0	0	1.0	1.0	1.0
1130	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	48017	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	48017	0	0	1.0	1.0	1.0
1131	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	58539	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58539	0	0	1.0	1.0	1.0
1132	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	58242	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	48017	0	0	1.0	1.0	1.0
10001	2055	2056	2057	2058	2054	2055	0	0	0	0	2055	0	0	0	0	2055	0	0	0	0	1923	0	0	0	0	1923	0	0	0	0	1923	0	0	0	0	0	1923	0	0	0	1908	0	0	0	0	1908	0	0	0	0	1908	0	0	0	0	1908	0	0	0	0	0.13	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	2055	2056	2057	0.333334	0.333333	0.333333
10002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
