ROWID	_SecondarySkillID|INTEGER	_MakeItemCount|INTEGER	_MakeItem1ID|INTEGER	_MinExp1|INTEGER	_MaxExp1|INTEGER	_TypeCompletion1|INTEGER	_MakeItem2ID|INTEGER	_MinExp2|INTEGER	_MaxExp2|INTEGER	_TypeCompletion2|INTEGER	_MakeItem3ID|INTEGER	_MinExp3|INTEGER	_MaxExp3|INTEGER	_TypeCompletion3|INTEGER	_MakeItem4ID|INTEGER	_MinExp4|INTEGER	_MaxExp4|INTEGER	_TypeCompletion4|INTEGER	_MakeItem5ID|INTEGER	_MinExp5|INTEGER	_MaxExp5|INTEGER	_TypeCompletion5|INTEGER	_SecondarySkillClass|INTEGER	_SecondarySkillLevel|INTEGER	_ToolItem1ID|INTEGER	_ToolItem2ID|INTEGER	_ToolItem3ID|INTEGER	_ToolItem4ID|INTEGER	_ToolItem5ID|INTEGER	_StartExp|INTEGER	_MasterExp|INTEGER	_MaxTime|INTEGER	_SuccessProbability|INTEGER	_SuccessCount|INTEGER	_SuccessUpExp|INTEGER	_RecipeUpExp|INTEGER	_MaterialItem1ID|INTEGER	_Count1|INTEGER	_MaterialItem2ID|INTEGER	_Count2|INTEGER	_MaterialItem3ID|INTEGER	_Count3|INTEGER	_MaterialItem4ID|INTEGER	_Count4|INTEGER	_MaterialItem5ID|INTEGER	_Count5|INTEGER
348202044	1101	1	348242433	0	100	1000025068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209154	0	0	0	0	0	1000	8000	100	1	150	1	348274753	1	348276292	1	348278339	1	348280386	1	348276291	1
348202045	1101	1	348242434	0	100	1000025068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209154	0	0	0	0	0	1000	8000	100	1	150	1	348274754	1	348276293	1	348278340	1	348280387	1	348278338	1
348202046	1101	1	348242435	0	100	1000025068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209154	0	0	0	0	0	1000	8000	100	1	150	1	348276289	1	348276294	1	348278341	1	348280388	1	348280385	1
348202047	1101	1	348242436	0	100	1000025068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209154	0	0	0	0	0	1000	8000	100	1	150	1	348276290	1	348278337	1	348278342	1	348280389	1	348280390	1
348202703	1101	1	348195329	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	10	8356	1	348351490	3	348242433	3	348252161	1	0	0	0	0
348202704	1101	1	348195330	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	15	8356	1	348351490	3	348242433	3	348252161	1	0	0	0	0
348202705	1101	1	348195331	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	15	8356	1	348351490	3	348242433	3	348252161	1	0	0	0	0
348202706	1101	1	348195332	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	10	8356	1	348351490	3	348242433	3	348252161	1	0	0	0	0
268436879	1101	1	268436881	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	56078	1	348367873	3	348242433	9	348252161	4	335549442	1	0	0
268436880	1101	1	268436882	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	106323	1	348359681	3	348242433	9	348252161	9	335546114	1	0	0
268442569	1101	1	268442574	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10064	1	348276354	1	348280449	1	348252161	1	0	0	0	0
268442570	1101	1	268442575	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348276353	1	348252161	1	0	0	0	0	0	0
268442571	1101	1	268442576	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348278403	1	348252161	1	0	0	0	0	0	0
268442572	1101	1	268442577	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348274817	1	348252161	1	0	0	0	0	0	0
268442573	1101	1	268442578	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348278402	1	348252161	1	0	0	0	0	0	0
268443232	1101	1	268443233	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	60	1	268443231	1	348274754	1	348276294	1	0	0	0	0
268443234	1101	1	268443235	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348276355	1	348252161	1	0	0	0	0	0	0
268443242	1101	1	268443244	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348278401	1	348252161	1	0	0	0	0	0	0
268443243	1101	1	268443245	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348280450	1	348252161	1	0	0	0	0	0	0
268449762	1101	1	268449764	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348278401	1	348252161	1	0	0	0	0	0	0
268449763	1101	1	268449765	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	10000	8000	100	1	10032	1	348280450	1	348252161	1	0	0	0	0	0	0
