ROWID	_Strength|INTEGER	_Agility|INTEGER	_Intelligence|INTEGER	_Stamina|INTEGER	_Experience|INTEGER	_SuperAmmor|INTEGER	_SkillPoint|INTEGER	_Fatigue|INTEGER	_DeadDurabilityRatio|FLOAT	_KillScore|INTEGER	_Assistscore|INTEGER	_Assistdecision|INTEGER	_Aggroper|FLOAT	_WeekFatigue|INTEGER	_SKillUsageRatio|DOUBLE	_IllegalAmount|INTEGER	_BanAmount|INTEGER	_AggroperPvE|FLOAT	_VIPFatigue|INTEGER	_VIPExp|INTEGER	_LevelDExp|INTEGER	_BaseMP|INTEGER	_Critical|DOUBLE
4113	48	10	44	44	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	1154136	17889103	3.75	150	10	168750	200000	60.0
4114	51	11	46	46	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	1446976	22428130	3.75	150	10	168750	200000	66.0
4115	63	13	57	57	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	1592707	24686963	3.75	150	10	168750	200000	78.0
4116	66	14	60	60	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	1810564	28063745	3.75	150	10	506250	200000	84.0
4117	69	15	63	63	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	1901456	29472569	3.75	150	10	506250	200000	90.0
4118	73	15	66	66	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2010204	31158167	3.75	150	10	506250	200000	90.0
4119	76	16	69	69	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2053373	31827282	3.75	150	10	506250	200000	96.0
4120	79	17	72	72	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2102770	32592941	3.75	150	10	506250	200000	102.0
4121	82	18	75	75	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2121950	32890229	3.75	150	10	506250	200000	108.0
4122	86	18	78	78	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2239133	34706555	3.75	150	10	506250	200000	108.0
4123	89	19	81	81	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2464645	38202001	3.75	150	10	506250	200000	114.0
4124	92	20	84	84	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2801769	43427425	3.75	150	10	1012500	200000	120.0
4125	98	21	88	88	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	2942421	45607518	3.75	150	10	1012500	200000	126.0
4126	102	22	93	93	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3110704	48215907	3.75	150	10	1012500	200000	132.0
4127	108	23	97	97	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3177505	49251333	3.75	150	10	1012500	200000	138.0
4128	112	24	102	102	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3253946	50436158	3.75	150	10	1012500	200000	144.0
4129	118	25	106	106	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3283626	50896198	3.75	150	10	1012500	200000	150.0
4130	122	26	111	111	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3464960	53706883	3.75	150	10	1012500	200000	156.0
4131	128	27	115	115	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3813931	59115934	3.75	150	10	1012500	200000	162.0
4132	132	28	120	120	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4384056	67952864	3.75	150	10	1316250	200000	168.0
4133	139	29	126	126	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4487379	69554377	3.75	150	10	1316250	200000	174.0
4134	145	31	132	132	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4618666	71589320	3.75	150	10	1316250	200000	186.0
4135	152	32	138	138	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4664991	72307367	3.75	150	10	1316250	200000	192.0
4136	158	34	144	144	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4728193	73286992	3.75	150	10	1316250	200000	204.0
4137	165	35	150	150	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4758951	73763738	3.75	150	10	1316250	200000	210.0
4138	172	36	156	156	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	4931711	76441515	3.75	150	10	1316250	200000	216.0
4139	178	38	162	162	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	5167031	80088978	3.75	150	10	1316250	200000	228.0
4140	185	39	168	168	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	5457676	84593983	3.75	150	10	1711125	200000	234.0
4141	196	40	178	178	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3623622	56166146	3.75	150	10	1711125	200000	240.0
4142	207	41	188	188	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3664703	56802904	3.75	150	10	1711125	200000	246.0
4143	218	42	198	198	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3692041	57226633	3.75	150	10	1711125	200000	252.0
4144	230	42	208	208	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3710085	57506311	3.75	150	10	1711125	200000	252.0
4145	243	44	219	219	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3728235	57787645	3.75	150	10	1711125	200000	264.0
4146	255	45	231	231	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3746567	58071793	3.75	150	10	1711125	200000	270.0
4147	269	46	242	242	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3765083	58358781	3.75	150	10	1711125	200000	276.0
4148	281	47	254	254	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3783783	58648640	3.75	150	10	1711125	200000	282.0
4149	295	49	267	267	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3802671	58941397	3.75	150	10	1711125	200000	294.0
4150	310	50	280	280	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.0105	3821747	59237082	3.75	150	10	2138906	200000	300.0
4151	326	54	295	295	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3841014	59535724	3.75	150	10	2138906	200000	324.0
4152	343	57	310	310	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3860474	59837352	3.75	150	10	2138906	200000	342.0
4153	362	61	326	326	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3880129	60141997	3.75	150	10	2138906	200000	366.0
4154	379	65	343	343	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3899980	60449687	3.75	150	10	2138906	200000	390.0
4155	398	69	359	359	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3920029	60760455	3.75	150	10	2138906	200000	414.0
4156	416	72	376	376	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3940279	61074331	3.75	150	10	2138906	200000	432.0
4157	435	77	394	394	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3960732	61391345	3.75	150	10	2138906	200000	462.0
4158	455	81	412	412	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	3981389	61711529	3.75	150	10	2138906	200000	486.0
4159	475	85	430	430	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4002253	62034915	3.75	150	10	2138906	200000	510.0
4160	495	89	448	448	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4023325	62361535	3.75	150	10	2673632	200000	534.0
4161	518	94	469	469	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4044608	62691422	3.75	150	10	2673632	200000	564.0
4162	548	100	496	496	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4066104	63024607	3.75	150	10	2673632	200000	600.0
4163	584	108	529	529	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4087814	63361124	3.75	150	10	2673632	200000	648.0
4164	627	117	568	568	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4109742	63701006	3.75	150	10	2673632	200000	702.0
4165	676	128	613	613	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4131889	64044287	3.75	150	10	2673632	200000	768.0
4166	732	140	664	664	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4154258	64391001	3.75	150	10	2673632	200000	840.0
4167	795	153	721	721	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4176850	64741182	3.75	150	10	2673632	200000	918.0
4168	867	168	785	785	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4199669	65094864	3.75	150	10	2673632	200000	1008.0
4169	946	185	857	857	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4222715	65452084	3.75	150	10	2673632	200000	1110.0
4170	1033	203	937	937	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4245992	65812875	3.75	150	10	3342041	200000	1218.0
4171	1121	222	1016	1016	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4269502	66177275	3.75	150	10	3342041	200000	1332.0
4172	1208	240	1096	1096	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4293246	66545319	3.75	150	10	3342041	200000	1440.0
4173	1296	259	1175	1175	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4317229	66917043	3.75	150	10	3342041	200000	1554.0
4174	1382	278	1255	1255	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4341451	67292484	3.75	150	10	3342041	200000	1668.0
4175	1481	299	1345	1345	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4365915	67671680	3.75	150	10	3342041	200000	1794.0
4176	1580	320	1435	1435	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4390624	68054668	3.75	150	10	3342041	200000	1920.0
4177	1679	341	1525	1525	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4415580	68441485	3.75	150	10	3342041	200000	2046.0
4178	1778	362	1615	1615	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4440785	68832171	3.75	150	10	3342041	200000	2172.0
4179	1877	383	1705	1705	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4466243	69226764	3.75	150	10	3342041	200000	2298.0
4180	1976	404	1795	1795	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4491955	69625302	3.75	150	10	4177551	200000	2424.0
4181	2075	425	1885	1885	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4517924	70027826	3.75	150	10	4177551	200000	2550.0
4182	2174	446	1975	1975	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4544153	70434375	3.75	150	10	4177551	200000	2676.0
4183	2273	467	2065	2065	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4570644	70844990	3.75	150	10	4177551	200000	2802.0
4184	2372	488	2155	2155	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4597401	71259711	3.75	150	10	4177551	200000	2928.0
4185	2488	512	2260	2260	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4624424	71678579	3.75	150	10	4177551	200000	3072.0
4186	2603	537	2365	2365	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4651718	72101635	3.75	150	10	4177551	200000	3222.0
4187	2719	561	2470	2470	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4679285	72528922	3.75	150	10	4177551	200000	3366.0
4188	2834	586	2575	2575	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4707128	72960483	3.75	150	10	4177551	200000	3516.0
4189	2950	610	2680	2680	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4735249	73396358	3.75	150	10	4177551	200000	3660.0
4190	3082	638	2800	2800	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4763651	73836593	3.75	150	10	5221939	200000	3828.0
4191	3214	666	2920	2920	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4792337	74281230	3.75	150	10	5221939	200000	3996.0
4192	3346	694	3040	3040	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4821311	74730313	3.75	150	10	5221939	200000	4164.0
4193	3478	722	3160	3160	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4850573	75183887	3.75	150	10	5221939	200000	4332.0
4194	3610	750	3280	3280	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4880129	75641997	3.75	150	10	5221939	200000	4500.0
4195	3758	782	3415	3415	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4909980	76104687	3.75	150	10	5221939	200000	4692.0
4196	3907	813	3550	3550	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4940129	76572005	3.75	150	10	5221939	200000	4878.0
4197	4055	845	3685	3685	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	4970580	77043996	3.75	150	10	5221939	200000	5070.0
4198	4204	876	3820	3820	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	5001336	77520707	3.75	150	10	5221939	200000	5256.0
4199	4352	908	3955	3955	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	5032399	78002185	3.75	150	10	5221939	200000	5448.0
4200	4501	939	4090	4090	990000	100	2	1500	0.04	100	50	25	1.0	3000	0.0105	5063773	78488478	3.75	150	10	5744132	200000	5634.0
4201	14	4	18	14	0	100	0	1500	0.04	100	50	25	1.0	3000	0.01225	137172	2126166	3.25	150	10	50000	200000	28.0
4202	16	5	21	16	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	155333	2407658	3.25	150	10	50000	200000	35.0
4203	18	6	24	18	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	197528	3061679	3.25	150	10	50000	200000	42.0
4204	21	7	25	21	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	223679	3467028	3.25	150	10	50000	200000	49.0
4205	23	7	29	23	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	284440	4408818	3.25	150	10	112500	200000	49.0
4206	25	8	32	25	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	274024	4247368	3.25	150	10	112500	200000	56.0
4207	27	9	35	27	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	309599	4798781	3.25	150	10	112500	200000	63.0
4208	30	10	36	30	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	491512	7618437	3.25	150	10	112500	200000	70.0
4209	32	10	40	32	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	589814	9142125	3.25	150	10	168750	200000	70.0
4210	34	11	43	34	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	707777	10970550	3.25	150	10	168750	200000	77.0
4211	36	12	46	36	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	801483	12422989	3.25	150	10	168750	200000	84.0
4212	39	12	48	39	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1019199	15797591	3.25	150	10	168750	200000	84.0
4213	41	13	51	41	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1154136	17889103	3.25	150	10	168750	200000	91.0
4214	43	14	54	43	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1446976	22428130	3.25	150	10	168750	200000	98.0
4215	53	17	67	53	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1592707	24686963	3.25	150	10	168750	200000	119.0
4216	56	18	70	56	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1810564	28063745	3.25	150	10	506250	200000	126.0
4217	59	19	73	59	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1901456	29472569	3.25	150	10	506250	200000	133.0
4218	62	20	76	62	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2010204	31158167	3.25	150	10	506250	200000	140.0
4219	64	21	81	64	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2053373	31827282	3.25	150	10	506250	200000	147.0
4220	67	22	84	67	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2102770	32592941	3.25	150	10	506250	200000	154.0
4221	70	22	88	70	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2121950	32890229	3.25	150	10	506250	200000	154.0
4222	73	23	91	73	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2239133	34706555	3.25	150	10	506250	200000	161.0
4223	76	24	94	76	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2464645	38202001	3.25	150	10	506250	200000	168.0
4224	78	25	99	78	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2801769	43427425	3.25	150	10	1012500	200000	175.0
4225	83	27	102	83	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2942421	45607518	3.25	150	10	1012500	200000	189.0
4226	87	28	108	87	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3110704	48215907	3.25	150	10	1012500	200000	196.0
4227	91	29	114	91	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3177505	49251333	3.25	150	10	1012500	200000	203.0
4228	95	31	119	95	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3253946	50436158	3.25	150	10	1012500	200000	217.0
4229	99	32	125	99	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3283626	50896198	3.25	150	10	1012500	200000	224.0
4230	104	33	129	104	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3464960	53706883	3.25	150	10	1012500	200000	231.0
4231	108	35	134	108	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3813931	59115934	3.25	150	10	1012500	200000	245.0
4232	112	36	140	112	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4384056	67952864	3.25	150	10	1316250	200000	252.0
4233	118	38	146	118	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4487379	69554377	3.25	150	10	1316250	200000	266.0
4234	123	40	154	123	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4618666	71589320	3.25	150	10	1316250	200000	280.0
4235	129	41	161	129	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4664991	72307367	3.25	150	10	1316250	200000	287.0
4236	134	43	169	134	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4728193	73286992	3.25	150	10	1316250	200000	301.0
4237	140	45	175	140	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4758951	73763738	3.25	150	10	1316250	200000	315.0
4238	146	47	181	146	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4931711	76441515	3.25	150	10	1316250	200000	329.0
4239	151	49	189	151	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5167031	80088978	3.25	150	10	1316250	200000	343.0
4240	157	50	196	157	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5457676	84593983	3.25	150	10	1711125	200000	350.0
4241	166	52	208	166	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3623622	56166146	3.25	150	10	1711125	200000	364.0
4242	175	54	220	175	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3664703	56802904	3.25	150	10	1711125	200000	378.0
4243	184	55	233	184	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3692041	57226633	3.25	150	10	1711125	200000	385.0
4244	194	57	243	194	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3710085	57506311	3.25	150	10	1711125	200000	399.0
4245	204	59	258	204	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3728235	57787645	3.25	150	10	1711125	200000	413.0
4246	215	61	271	215	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3746567	58071793	3.25	150	10	1711125	200000	427.0
4247	225	63	286	225	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3765083	58358781	3.25	150	10	1711125	200000	441.0
4248	236	65	299	236	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3783783	58648640	3.25	150	10	1711125	200000	455.0
4249	248	67	315	248	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3802671	58941397	3.25	150	10	1711125	200000	469.0
4250	260	70	330	260	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3821747	59237082	3.25	150	10	2138906	200000	490.0
4251	274	74	348	274	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3841014	59535724	3.25	150	10	2138906	200000	518.0
4252	288	79	365	288	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3860474	59837352	3.25	150	10	2138906	200000	553.0
4253	303	84	385	303	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3880129	60141997	3.25	150	10	2138906	200000	588.0
4254	319	89	403	319	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3899980	60449687	3.25	150	10	2138906	200000	623.0
4255	334	94	423	334	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3920029	60760455	3.25	150	10	2138906	200000	658.0
4256	350	99	441	350	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3940279	61074331	3.25	150	10	2138906	200000	693.0
4257	366	104	464	366	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3960732	61391345	3.25	150	10	2138906	200000	728.0
4258	383	110	484	383	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3981389	61711529	3.25	150	10	2138906	200000	770.0
4259	400	115	505	400	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4002253	62034915	3.25	150	10	2138906	200000	805.0
4260	417	120	526	417	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4023325	62361535	3.25	150	10	2673632	200000	840.0
4261	436	127	551	436	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4044608	62691422	3.25	150	10	2673632	200000	889.0
4262	462	135	581	462	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4066104	63024607	3.25	150	10	2673632	200000	945.0
4263	492	145	621	492	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4087814	63361124	3.25	150	10	2673632	200000	1015.0
4264	529	156	666	529	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4109742	63701006	3.25	150	10	2673632	200000	1092.0
4265	571	170	718	571	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4131889	64044287	3.25	150	10	2673632	200000	1190.0
4266	618	185	779	618	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4154258	64391001	3.25	150	10	2673632	200000	1295.0
4267	672	202	844	672	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4176850	64741182	3.25	150	10	2673632	200000	1414.0
4268	732	222	919	732	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4199669	65094864	3.25	150	10	2673632	200000	1554.0
4269	799	243	1004	799	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4222715	65452084	3.25	150	10	2673632	200000	1701.0
4270	873	267	1097	873	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4245992	65812875	3.25	150	10	3342041	200000	1869.0
4271	947	291	1190	947	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4269502	66177275	3.25	150	10	3342041	200000	2037.0
4272	1022	315	1281	1022	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4293246	66545319	3.25	150	10	3342041	200000	2205.0
4273	1096	339	1374	1096	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4317229	66917043	3.25	150	10	3342041	200000	2373.0
4274	1170	362	1468	1170	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4341451	67292484	3.25	150	10	3342041	200000	2534.0
4275	1254	389	1573	1254	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4365915	67671680	3.25	150	10	3342041	200000	2723.0
4276	1338	416	1678	1338	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4390624	68054668	3.25	150	10	3342041	200000	2912.0
4277	1422	443	1783	1422	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4415580	68441485	3.25	150	10	3342041	200000	3101.0
4278	1506	470	1888	1506	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4440785	68832171	3.25	150	10	3342041	200000	3290.0
4279	1590	497	1993	1590	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4466243	69226764	3.25	150	10	3342041	200000	3479.0
4280	1674	524	2098	1674	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4491955	69625302	3.25	150	10	4177551	200000	3668.0
4281	1758	551	2203	1758	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4517924	70027826	3.25	150	10	4177551	200000	3857.0
4282	1842	578	2308	1842	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4544153	70434375	3.25	150	10	4177551	200000	4046.0
4283	1926	605	2413	1926	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4570644	70844990	3.25	150	10	4177551	200000	4235.0
4284	2010	632	2518	2010	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4597401	71259711	3.25	150	10	4177551	200000	4424.0
4285	2108	664	2640	2108	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4624424	71678579	3.25	150	10	4177551	200000	4648.0
4286	2206	695	2763	2206	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4651718	72101635	3.25	150	10	4177551	200000	4865.0
4287	2304	727	2885	2304	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4679285	72528922	3.25	150	10	4177551	200000	5089.0
4288	2402	758	3008	2402	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4707128	72960483	3.25	150	10	4177551	200000	5306.0
4289	2500	790	3130	2500	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4735249	73396358	3.25	150	10	4177551	200000	5530.0
4290	2612	826	3270	2612	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4763651	73836593	3.25	150	10	5221939	200000	5782.0
4291	2724	862	3410	2724	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4792337	74281230	3.25	150	10	5221939	200000	6034.0
4292	2836	898	3550	2836	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4821311	74730313	3.25	150	10	5221939	200000	6286.0
4293	2948	934	3690	2948	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4850573	75183887	3.25	150	10	5221939	200000	6538.0
4294	3060	970	3830	3060	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4880129	75641997	3.25	150	10	5221939	200000	6790.0
4295	3186	1010	3988	3186	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4909980	76104687	3.25	150	10	5221939	200000	7070.0
4296	3312	1051	4145	3312	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4940129	76572005	3.25	150	10	5221939	200000	7357.0
4297	3438	1091	4303	3438	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4970580	77043996	3.25	150	10	5221939	200000	7637.0
4298	3564	1132	4460	3564	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5001336	77520707	3.25	150	10	5221939	200000	7924.0
4299	3690	1172	4618	3690	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5032399	78002185	3.25	150	10	5221939	200000	8204.0
4300	3816	1213	4775	3816	990000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5063773	78488478	3.25	150	10	5744132	200000	8491.0
4301	14	4	18	14	0	100	0	1500	0.04	100	50	25	1.0	3000	0.01225	137172	2126166	3.25	150	10	50000	200000	28.0
4302	16	5	21	16	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	155333	2407658	3.25	150	10	50000	200000	35.0
4303	18	6	24	18	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	197528	3061679	3.25	150	10	50000	200000	42.0
4304	21	7	25	21	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	223679	3467028	3.25	150	10	50000	200000	49.0
