ROWID	_Activate|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_NpcIconID|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_CounterParam|INTEGER	_CounterOperator|INTEGER	_AchieveCheckType|BOOLEAN	_GuildMissionGrade|INTEGER	_GuildMissionRatio|INTEGER	_StartRewardItemID1|INTEGER	_StartRewardItemAmount1|INTEGER	_StartRewardItemID2|INTEGER	_StartRewardItemAmount2|INTEGER	_StartRewardItemID3|INTEGER	_StartRewardItemAmount3|INTEGER	_StartRewardItemID4|INTEGER	_StartRewardItemAmount4|INTEGER	_StartRewardItemID5|INTEGER	_StartRewardItemAmount5|INTEGER	_EndRewardItemID1|INTEGER	_EndRewardItemAmount1|INTEGER	_EndRewardItemID2|INTEGER	_EndRewardItemAmount2|INTEGER	_EndRewardItemID3|INTEGER	_EndRewardItemAmount3|INTEGER	_EndRewardItemID4|INTEGER	_EndRewardItemAmount4|INTEGER	_EndRewardItemID5|INTEGER	_EndRewardItemAmount5|INTEGER	_IsAchieveNotice|INTEGER	_IsAchieveGuildNotice|INTEGER	_AchieveIcon|INTEGER	_ListSort|INTEGER	_StartTime|TEXT	_EndTime|TEXT
557	1	1000156393	{1000044653},{1000161506},{1000160377}	1000161601	{2404},{1000000377},{1000159113},{9680}	7	106	10	24	0	13	268487532	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	1	201910020900	210012300900
558	1	1000156393	{1000037963},{1000161506},{1000160377}	1000161601	{2404},{1000000377},{1000159113},{9680}	7	106	10	24	0	13	268487532	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	1	201910020900	210012300900
559	1	1000156393	{1000044654},{1000161506},{1000160377}	1000161601	{2404},{1000000377},{1000159113},{9680}	7	106	10	24	0	13	268487532	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	1	201910020900	210012300900
560	1	1000156393	{1000019985},{1000161506},{1000160377}	1000161601	{2404},{1000000377},{1000159113},{9680}	7	106	10	24	0	13	268487532	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	1	201910020900	210012300900
561	1	1000156393	{1000024924},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
562	1	1000156393	{1000029592},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
563	1	1000156393	{1000044652},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
564	1	1000156393	{1000037948},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
565	1	1000156393	{1000037851},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
566	1	1000156393	{1000024249},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
567	1	1000156393	{1000044653},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
568	1	1000156393	{1000037963},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
569	1	1000156393	{1000044654},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
570	1	1000156393	{1000019985},{1000161506},{1000160379}	1000161601	{1000000828},{1000037710},{1000159114},{9680}	80	106	10	735	0	13	268487533	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	2	201910020900	210012300900
571	1	1000156393	{1000024924},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
572	1	1000156393	{1000029592},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
573	1	1000156393	{1000044652},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
574	1	1000156393	{1000037948},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
575	1	1000156393	{1000037851},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
576	1	1000156393	{1000024249},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
577	1	1000156393	{1000044653},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
578	1	1000156393	{1000037963},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
579	1	1000156393	{1000044654},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
580	1	1000156393	{1000019985},{1000161506},{1000160380}	1000161601	{1000000828},{1000000398},{1000159115},{9680}	11	106	10	45	0	13	268487534	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	3	201910020900	210012300900
581	1	1000156393	{1000024924},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
582	1	1000156393	{1000029592},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
583	1	1000156393	{1000044652},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
584	1	1000156393	{1000037948},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
585	1	1000156393	{1000037851},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
586	1	1000156393	{1000024249},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
587	1	1000156393	{1000044653},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
588	1	1000156393	{1000037963},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
589	1	1000156393	{1000044654},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
590	1	1000156393	{1000019985},{1000161506},{1000160381}	1000161601	{1000000828},{1000003215},{1000159116},{9680}	8	106	10	91	0	13	268487535	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	4	201910020900	210012300900
591	1	1000156393	{1000024924},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
592	1	1000156393	{1000029592},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
593	1	1000156393	{1000044652},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
594	1	1000156393	{1000037948},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
595	1	1000156393	{1000037851},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
596	1	1000156393	{1000024249},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
597	1	1000156393	{1000044653},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
598	1	1000156393	{1000037963},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
599	1	1000156393	{1000044654},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
600	1	1000156393	{1000019985},{1000161506},{1000160382}	1000161601	{1000022961},{1000021978},{1000159117},{9680}	46	106	10	713	0	13	268487536	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	5	201910020900	210012300900
601	1	1000156393	{1000024924},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
602	1	1000156393	{1000029592},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
603	1	1000156393	{1000044652},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
604	1	1000156393	{1000037948},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
605	1	1000156393	{1000037851},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
606	1	1000156393	{1000024249},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
607	1	1000156393	{1000044653},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
608	1	1000156393	{1000037963},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
609	1	1000156393	{1000044654},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
610	1	1000156393	{1000019985},{1000161506},{1000160383}	1000161601	{1000144687},{1000144586},{1000159118},{9680}	97	106	10	2675	0	13	268487537	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	6	201910020900	210012300900
611	1	1000156393	{1000024924},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
612	1	1000156393	{1000029592},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
613	1	1000156393	{1000044652},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
614	1	1000156393	{1000037948},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
615	1	1000156393	{1000037851},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
616	1	1000156393	{1000024249},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
617	1	1000156393	{1000044653},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
618	1	1000156393	{1000037963},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
619	1	1000156393	{1000044654},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
620	1	1000156393	{1000019985},{1000161506},{1000160384}	1000161601	{89},{1000000372},{1000159119},{9680}	83	106	10	17	0	13	268487538	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	7	201910020900	210012300900
621	1	1000156393	{1000024924},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
622	1	1000156393	{1000029592},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
623	1	1000156393	{1000044652},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
624	1	1000156393	{1000037948},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
625	1	1000156393	{1000037851},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
626	1	1000156393	{1000024249},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	16	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
627	1	1000156393	{1000044653},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	17	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
628	1	1000156393	{1000037963},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	18	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
629	1	1000156393	{1000044654},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	19	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
630	1	1000156393	{1000019985},{1000161506},{1000160385}	1000161601	{1000022961},{1000021976},{1000159120},{9680}	43	106	10	711	0	13	268487539	0	125	1	0	0	0	0	0	0	0	140	0	false	20	1333	268487921	13	0	0	0	0	0	0	0	0	268487921	10	0	0	0	0	0	0	0	0	0	1	1	8	201910020900	210012300900
631	1	1000156393	{1000024924},{1000161506},{1000160386}	1000161601	{2404},{1000000427},{1000159121},{9680}	56	106	10	303	0	13	268487540	0	125	1	0	0	0	0	0	0	0	140	0	false	11	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	9	201910020900	210012300900
632	1	1000156393	{1000029592},{1000161506},{1000160386}	1000161601	{2404},{1000000427},{1000159121},{9680}	56	106	10	303	0	13	268487540	0	125	1	0	0	0	0	0	0	0	140	0	false	12	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	9	201910020900	210012300900
633	1	1000156393	{1000044652},{1000161506},{1000160386}	1000161601	{2404},{1000000427},{1000159121},{9680}	56	106	10	303	0	13	268487540	0	125	1	0	0	0	0	0	0	0	140	0	false	13	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	9	201910020900	210012300900
634	1	1000156393	{1000037948},{1000161506},{1000160386}	1000161601	{2404},{1000000427},{1000159121},{9680}	56	106	10	303	0	13	268487540	0	125	1	0	0	0	0	0	0	0	140	0	false	14	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	9	201910020900	210012300900
635	1	1000156393	{1000037851},{1000161506},{1000160386}	1000161601	{2404},{1000000427},{1000159121},{9680}	56	106	10	303	0	13	268487540	0	125	1	0	0	0	0	0	0	0	140	0	false	15	1333	268487921	12	0	0	0	0	0	0	0	0	268487921	9	0	0	0	0	0	0	0	0	0	1	1	9	201910020900	210012300900
