ROWID	_SkinID|INTEGER	_NeedJobClass|TEXT	_Player_SkinName|INTEGER	_HelmetShowLevel|INTEGER	_IgnoreCombine|BOOLEAN
1919	10197	2	63836	1	false
1920	10197	7	63844	1	false
1921	10197	4	63852	1	false
1922	10197	6	63862	1	false
1923	10197	8	63872	1	false
1924	10197	9	63882	1	false
1925	10197	3	63892	1	false
1926	10197	1	63912	1	false
1927	10198	5	63830	0	false
1928	10198	2	63838	0	false
1929	10198	7	63846	0	false
1930	10198	4	63854	0	false
1931	10198	6	63864	0	false
1932	10198	8	63874	0	false
1933	10198	9	63884	0	false
1934	10198	3	63894	0	false
1935	10198	1	63916	0	false
1936	10199	5	63832	1	false
1937	10199	2	63840	1	false
1938	10199	7	63848	1	false
1939	10199	4	63856	1	false
1940	10199	6	63866	1	false
1941	10199	8	63876	1	false
1942	10199	9	63886	1	false
1943	10199	3	63896	1	false
1944	10199	1	63915	1	false
1828	10104	10	0	1	false
1833	10109	10	0	2	false
1834	10110	10	0	1	false
1835	10111	10	0	1	false
1836	10112	10	0	1	false
1837	10113	10	0	1	false
1838	10114	10	0	1	false
1843	10119	10	0	1	false
1848	10124	10	0	1	false
1853	10129	10	0	0	false
1950	10205	1	64785	1	false
1951	10208	1	64787	1	false
1952	10207	1	64789	1	false
1953	10206	1	64792	1	false
1954	10209	1	64793	0	false
1955	10205	10	64805	1	false
1956	10208	10	64807	1	false
1957	10207	10	64809	1	false
1958	10209	10	64811	0	false
1959	10206	10	64813	1	false
1960	10205	3	64825	1	false
1961	10208	3	64827	1	false
1962	10207	3	64829	1	false
1963	10209	3	64831	0	false
1964	10206	3	64833	1	false
1965	10205	9	64845	1	false
1966	10208	9	64847	1	false
1967	10207	9	64849	1	false
1968	10209	9	64851	0	false
1969	10206	9	64853	1	false
1970	10205	8	64865	1	false
1971	10208	8	64867	1	false
1972	10207	8	64869	1	false
1973	10209	8	64871	0	false
1974	10206	8	64873	1	false
1975	10205	6	64885	1	false
1976	10208	6	64887	1	false
1977	10207	6	64889	1	false
1978	10209	6	64891	0	false
1979	10206	6	64893	1	false
1980	10205	4	64905	1	false
1981	10208	4	64907	1	false
1982	10207	4	64909	1	false
1983	10209	4	64911	0	false
1984	10206	4	64913	1	false
1985	10205	7	64925	1	false
1986	10208	7	64927	1	false
1987	10207	7	64929	1	false
1988	10209	7	64931	0	false
1989	10206	7	64933	1	false
1990	10205	2	64945	1	false
1991	10208	2	64947	1	false
1992	10207	2	64949	1	false
1993	10209	2	64951	0	false
1994	10206	2	64953	1	false
1995	10205	5	64965	1	false
1996	10208	5	64967	1	false
1997	10207	5	64969	1	false
1998	10209	5	64971	0	false
1999	10206	5	64973	1	false
2000	10210	1	64803	0	false
2001	10211	1	64795	1	false
2002	10212	1	64802	1	false
2003	10213	1	64799	1	false
2004	10214	1	64797	1	false
2005	10210	2	64961	0	false
2006	10211	2	64955	1	false
2007	10212	2	64963	1	false
2008	10213	2	64959	1	false
2009	10214	2	64957	1	false
2010	10210	3	64841	0	false
2011	10211	3	64835	1	false
2012	10212	3	64843	1	false
2013	10213	3	64839	1	false
2014	10214	3	64837	1	false
2015	10210	4	64921	0	false
2016	10211	4	64915	1	false
2017	10212	4	64923	1	false
2018	10213	4	64919	1	false
2019	10214	4	64917	1	false
2020	10210	5	64981	0	false
2021	10211	5	64975	1	false
2022	10212	5	64983	1	false
2023	10213	5	64979	1	false
2024	10214	5	64977	1	false
2025	10210	6	64901	0	false
2026	10211	6	64895	1	false
2027	10212	6	64903	1	false
2028	10213	6	64899	1	false
2029	10214	6	64897	1	false
2030	10210	7	64941	0	false
2031	10211	7	64935	1	false
2032	10212	7	64943	1	false
2033	10213	7	64939	1	false
2034	10214	7	64937	1	false
2035	10210	8	64881	0	false
2036	10211	8	64875	1	false
2037	10212	8	64883	1	false
2038	10213	8	64879	1	false
2039	10214	8	64877	1	false
2040	10210	9	64861	0	false
2041	10211	9	64855	1	false
2042	10212	9	64863	1	false
2043	10213	9	64859	1	false
2044	10214	9	64857	1	false
2045	10210	10	64821	0	false
2046	10211	10	64815	1	false
2047	10212	10	64823	1	false
2048	10213	10	64819	1	false
2049	10214	10	64817	1	false
