ROWID	_Name1|TEXT	_FaceID1|INTEGER	_Name2|TEXT	_FaceID2|INTEGER	_Name3|TEXT	_FaceID3|INTEGER	_Name4|TEXT	_FaceID4|INTEGER	_Name5|TEXT	_FaceID5|INTEGER	_Name6|TEXT	_FaceID6|INTEGER	_Name7|TEXT	_FaceID7|INTEGER	_Name8|TEXT	_FaceID8|INTEGER	_Name9|TEXT	_FaceID9|INTEGER	_Name10|TEXT	_FaceID10|INTEGER	_Name11|TEXT	_FaceID11|INTEGER	_Name12|TEXT	_FaceID12|INTEGER	_Name13|TEXT	_FaceID13|INTEGER	_Name14|TEXT	_FaceID14|INTEGER	_Name15|TEXT	_FaceID15|INTEGER	_Name16|TEXT	_FaceID16|INTEGER	_Name17|TEXT	_FaceID17|INTEGER	_Name18|TEXT	_FaceID18|INTEGER	_Name19|TEXT	_FaceID19|INTEGER	_Name20|TEXT	_FaceID20|INTEGER	_Name21|TEXT	_FaceID21|INTEGER	_Name22|TEXT	_FaceID22|INTEGER	_Name23|TEXT	_FaceID23|INTEGER	_Name24|TEXT	_FaceID24|INTEGER	_Name25|TEXT	_FaceID25|INTEGER	_Name26|TEXT	_FaceID26|INTEGER	_Name27|TEXT	_FaceID27|INTEGER	_Name28|TEXT	_FaceID28|INTEGER	_Name29|TEXT	_FaceID29|INTEGER	_Name30|TEXT	_FaceID30|INTEGER	_Name31|TEXT	_FaceID31|INTEGER	_Name32|TEXT	_FaceID32|INTEGER	_Name33|TEXT	_FaceID33|INTEGER	_Name34|TEXT	_FaceID34|INTEGER	_Name35|TEXT	_FaceID35|INTEGER	_Name36|TEXT	_FaceID36|INTEGER	_Name37|TEXT	_FaceID37|INTEGER	_Name38|TEXT	_FaceID38|INTEGER	_Name39|TEXT	_FaceID39|INTEGER	_Name40|TEXT	_FaceID40|INTEGER	_Name41|TEXT	_FaceID41|INTEGER	_Name42|TEXT	_FaceID42|INTEGER	_Name43|TEXT	_FaceID43|INTEGER	_Name44|TEXT	_FaceID44|INTEGER	_Name45|TEXT	_FaceID45|INTEGER	_Name46|TEXT	_FaceID46|INTEGER	_Name47|TEXT	_FaceID47|INTEGER	_Name48|TEXT	_FaceID48|INTEGER	_Name49|TEXT	_FaceID49|INTEGER	_Name50|TEXT	_FaceID50|INTEGER	_UseMaskTexture|BOOLEAN
85077	Pet	72600	Flicker	72700	Anger01	72800	Happy	72900	Sad	73000	Surprise	73100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85078	Pet	73300	Flicker	73400	Anger01	73500	Happy	73600	Sad	73700	Surprise	73800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85080	Pet	74000	Flicker	74100	Anger01	74200	Happy	74300	Sad	74400	Surprise	74500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85081	Pet	74700	Flicker	74800	Anger01	74900	Happy	75000	Sad	75100	Surprise	75200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85087	Pet	75300	Flicker	75400	Anger01	75500	Happy	75600	Sad	75700	Surprise	75800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85088	Pet	76000	Flicker	76100	Anger01	76200	Happy	76300	Sad	76400	Surprise	76500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85090	Pet	76600	Flicker	76700	Anger01	76800	Happy	76900	Sad	77000	Surprise	77100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85091	Pet	77300	Flicker	77400	Anger01	77500	Happy	77600	Sad	77700	Surprise	77800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85092	Pet	78000	Flicker	78100	Anger01	78200	Happy	78300	Sad	78400	Surprise	78500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85093	Pet	78700	Flicker	78800	Anger01	78900	Happy	79000	Sad	79100	Surprise	79200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85095	Pet	79400	Flicker	79500	Anger01	79600	Happy	79700	Sad	79800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85096	Pet	79900	Flicker	80000	Anger01	80100	Happy	80200	Sad	80300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85097	Pet	80400	Flicker	80500	Anger01	80600	Happy	80700	Sad	80800	Surprise	80900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85098	Pet	81000	Flicker	81100	Anger01	81200	Happy	81300	Sad	81400	Surprise	81500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85100	Pet	34600	Flicker	34700	Anger01	34800	Happy	34900	Sad	35000	Surprise	35100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85101	Pet	34600	Flicker	34700	Anger01	34800	Happy	34900	Sad	35000	Surprise	35100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85102	Pet	61100	Flicker	61200	Anger01	61300	Happy	61400	Sad	61500	Surprise	61600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85103	Pet	61100	Flicker	61200	Anger01	61300	Happy	61400	Sad	61500	Surprise	61600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85106	Pet	81600	Flicker	81700	Anger01	81800	Happy	81900	Sad	82000	Surprise	82100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85107	Pet	82300	Flicker	82400	Anger01	82500	Happy	82600	Sad	82700	Surprise	82800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85108	Pet	82900	Flicker	83000	Anger01	83100	Quest	83200	Sad	83300	Shine	83400	Surprise	83500	Anger02	83600	Sleep	83700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85110	Pet	83800	Flicker	83900	Anger01	84000	Happy	84100	Sad	84200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85111	Pet	84300	Flicker	84400	Anger01	84500	Happy	84600	Sad	84700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85112	Pet	84800	Flicker	84900	Anger01	85000	Happy	85100	Sad	85200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85113	Pet	85300	Flicker	85400	Anger01	85500	Happy	85600	Sad	85700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85114	Pet	85800	Flicker	85900	Anger01	86000	Happy	86100	Sad	86200	Laugh	86300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85115	Pet	86400	Flicker	86500	Anger01	86600	Happy	86700	Sad	86800	Laugh	86900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85116	Pet	87000	Flicker	87100	Anger01	87200	Quest	87200	Sad	87400	Shine	87500	Surprise	87600	Anger02	87700	Sleep	87800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85117	Pet	87900	Flicker	88000	Anger01	88100	Happy	88200	Sad	88300	Shine	88400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85118	Pet	88500	Flicker	88600	Anger01	88700	Happy	88800	Sad	88900	Shine	89000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85119	Pet	89100	Flicker	89200	Anger01	89300	Happy	89400	Sad	89500	Laugh	89600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85121	Pet	89700	Flicker	89800	Anger01	89900	Happy	90000	Sad	90100	Laugh	90200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85122	Pet	90300	Flicker	90400	Anger01	90500	Happy	90600	Sad	90700	Surprise	90800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85123	Pet	90900	Flicker	91000	Anger01	91100	Happy	91200	Sad	91300	Surprise	91400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85124	Pet	91500	Flicker	91600	Anger01	91700	Happy	91800	Sad	91900	Surprise	92000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85125	Pet	92100	Flicker	92200	Anger01	92300	Happy	92400	Sad	92500	Surprise	92600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85126	Pet	92700	Flicker	92800	Anger01	92900	Happy	93000	Sad	93100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85127	Pet	93300	Flicker	93400	Anger01	93500	Happy	93600	Sad	93700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85128	Pet	93800	Flicker	93900	Anger01	94000	Surprise	94100	Sad	94200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85129	Pet	94300	Flicker	94400	Anger01	94500	Happy	94600	Sad	94700	Shine	94800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
1000	NPC_Lily	10000	Flicker	20000	Sob	20001	Scream	20002	Scare	20003	Falldown	20004		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1001	NPC_Rose	10001	Flicker	20010	Surprise	20011	Scare	20012	Scream	20013	Falldown	20014		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1002	NPC_Elder_Harold	10002	Flicker	20020		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1003		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1004	NPC_Trader_Doris	10004	Flicker	20040	Talk	20041		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1005	NPC_Guard_Steave	10005	Flicker	20050	Talk	20051	Smile	20052	Cry	20053		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1006	NPC_archer_diana	10006	Flicker	20060		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1007	NPC_Guard_Timose	10007	Serious	20071	Attack	20072	Surprise	20073	Pain	20074	Sad	20075	Flicker	20076		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1008	NPC_Warrior_Dunken	10008	Flicker	20080		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1009	Npc_Velskud	10009	Flicker	20090	Talk	20091	Attack	20092	Pain	20093	Smile	20094		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1010	NPC_Cl_Leonardo	10010	Talk	20100	Surprise	20101	Surprise1	20102		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1011	NPC_SoceressCynthia	10011	Flicker	20110	Talk	20111	Surprise	20112	Angry	20113		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1012	NPC_Cl_Tomas	10012	Flicker	20120	Talk	20121	Angrytalk	20122		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1013	NPC_Cl_Cedric	10013	Flicker	20130	Serious	20131	Surprise	20132	Pain	20133	Talk	20134		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1014	NPC_SoceressTara	10014	Flicker	20140	Talk	20141		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1015		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1016	NPC_Trader_Jenny	10016	Flicker	20160	Talk	20161		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1017	NPC_Cl_Fallen	10017	Die	20170		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1018	NPC_SoceressYullia_Die01	10018	Die	20180		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1019	NPC_SoceressYullia	10019	Flicker	20190	Talk	20191	Die	20192	Serious	20193		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1020		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1021	NPC_cleric_dominated	10021	Flicker	20210		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1022	NPC_ranger_fugus	10022	Flicker	20220		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1023		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1024	NPC_Guilian	10024	Flicker	20240	Talk	20241	Smile	20242		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1025	NPC_Woman_Trader_May	10025	Flicker	20250	Talk	20251	Angry	20252		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1026	Npc_Argenta	10026	Flicker	20260	Smile	20261	Pain	20262	Shout	20263	Talk	20264		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1027	Npc_Scholar_Baily	10027	Flicker	20270	Talk	20271		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1028	NPC_crew_kevin	10028	Flicker	20280	Talk	20281		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1029	Npc_PilotHank	10029	Talk	20290	Smile	20291		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1030	Npc_Adventure_Wilber	10030	Flicker	20300	Talk	20301	Die	20302	Pain	20303	Shout	20304		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1031	NPC_Warrior_Chandler	10031	Flicker	20310		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1032	Npc_Archer_Adellin	10032	Flicker	20320	Cry	20321		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1033	Npc_Cl_master_Germain	10033	Flicker	20330	Talk	20331		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1034	Npc_SoceressTiana	10034	Flicker	20340	Talk	20341		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1035		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1036	Npc_Geraint	10036	Flicker	20360	Attack	20361	Pain	20362	Talk	20363	Shout	20364		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1037	NPC_royal_magician_kalaen	10037	Flicker	20370	Laugh	20371		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1038	Npc_Bishop	10038	Talk	20380		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1039	Npc_King_Casius	10039	Flicker	20390		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1040	NPC_duke_stwart	10040	Talk	20400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1041	NPC_general_duglars	10041	Flicker	20410	Talk	20411		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1042	NPC_Warrior_Herman	10042	Flicker	20420		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1043	Npc_Archer_Ishilien	10043	Flicker	20430		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1044	Npc_SoceressStella	10044	Flicker	20440	Talk	20441		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1045	Npc_Cl_master_Enoc	10045	Talk	20450		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1046		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1047		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1048	Npc_Woman_Present_Amelia	10048	Flicker	20480	Talk	20481		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1049	Npc_Woman_present_Sonya	10049	Flicker	20490	Talk	20491		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1050	Npc_Woman_Tiketer_Arnene	10050	Flicker	20500	Talk	20501		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1051	Npc_Woman_Tiketer_Sorene	10051	Flicker	20510	Talk	20511		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1052	Npc_Scholar_Starshy	10052	Flicker	20520	Talk	20521		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1053	Npc_Archer_Barsha	10053	Flicker	20530		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1054	Npc_Archer_Lulien	10054	Talk	20540		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1055	Npc_Master_Alonzo	10055	Flicker	20550	Talk	20551		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
1056	Npc_Master_Omar	10056	Flicker	20560		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	false
