ROWID	_HeroLevelExp|TEXT	_HeroLevelAbilityID|INTEGER
2240	107950572073.102	905974884
2241	108319811932.473	905974885
2242	108689051791.844	905974886
2243	109058291651.215	905974887
2244	109427531510.586	905974888
2245	109796771369.957	905974889
2246	110166011229.328	905974890
2247	110535251088.699	905974891
2248	110904490948.07	905974892
2249	111273730807.441	905974893
2250	111642970666.812	905974894
2251	112012210526.183	905974895
2252	112381450385.554	905974896
2253	112750690244.925	905974897
2254	113119930104.296	905974898
2255	113489169963.667	905974899
2256	113858409823.038	905974900
2257	114227649682.409	905974901
2258	114596889541.78	905974902
2259	114966129401.151	905974903
2260	115335369260.522	905974904
2261	115704609119.893	905974905
2262	116073848979.264	905974906
2263	116443088838.635	905974907
2264	116812328698.006	905974908
2265	117181568557.377	905974909
2266	117550808416.748	905974910
2267	117920048276.119	905974911
2268	118289288135.49	905974912
2269	118658527994.861	905974913
2270	119027767854.232	905974914
2271	119397007713.603	905974915
2272	119766247572.974	905974916
2273	120135487432.345	905974917
2274	120504727291.716	905974918
2275	120873967151.087	905974919
2276	121243207010.458	905974920
2277	121612446869.829	905974921
2278	121981686729.2	905974922
2279	122350926588.571	905974923
2280	122720166447.942	905974924
2281	123089406307.313	905974925
2282	123458646166.684	905974926
2283	123827886026.055	905974927
2284	124197125885.426	905974928
2285	124566365744.797	905974929
2286	124935605604.168	905974930
2287	125304845463.539	905974931
2288	125674085322.91	905974932
2289	126043325182.281	905974933
2290	126412565041.652	905974934
2291	126781804901.023	905974935
2292	127151044760.394	905974936
2293	127520284619.765	905974937
2294	127889524479.136	905974938
2295	128258764338.507	905974939
2296	128628004197.878	905974940
2297	128997244057.249	905974941
2298	129366483916.62	905974942
2299	129735723775.991	905974943
2300	130104963635.362	905974944
2301	130474203494.733	905974945
2302	130843443354.104	905974946
2303	131212683213.475	905974947
2304	131581923072.846	905974948
2305	131951162932.217	905974949
2306	132320402791.588	905974950
2307	132689642650.959	905974951
2308	133058882510.33	905974952
2309	133428122369.701	905974953
2310	133797362229.072	905974954
2311	134166602088.443	905974955
2312	134535841947.814	905974956
2313	134905081807.185	905974957
2314	135274321666.556	905974958
2315	135643561525.927	905974959
2316	136012801385.298	905974960
2317	136382041244.669	905974961
2318	136751281104.04	905974962
2319	137120520963.411	905974963
2320	137489760822.782	905974964
2321	137859000682.153	905974965
2322	138228240541.524	905974966
2323	138597480400.895	905974967
2324	138966720260.266	905974968
2325	139335960119.637	905974969
2326	139705199979.008	905974970
2327	140074439838.379	905974971
2328	140443679697.75	905974972
2329	140812919557.121	905974973
2330	141182159416.492	905974974
2331	141551399275.863	905974975
2332	141920639135.234	905974976
2333	142289878994.605	905974977
2334	142659118853.976	905974978
2335	143028358713.347	905974979
2336	143397598572.718	905974980
2337	143766838432.089	905974981
2338	144136078291.46	905974982
2339	144505318150.831	905974983
2340	144874558010.202	905974984
2341	145243797869.573	905974985
2342	145613037728.944	905974986
2343	145982277588.315	905974987
2344	146351517447.686	905974988
2345	146720757307.057	905974989
2346	147089997166.428	905974990
2347	147459237025.799	905974991
2348	147828476885.171	905974992
2349	148197716744.542	905974993
2350	148566956603.913	905974994
2351	148936196463.284	905974995
2352	149305436322.655	905974996
2353	149674676182.026	905974997
2354	150043916041.397	905974998
2355	150413155900.768	905974999
2356	150782395760.139	905975000
2357	151151635619.51	905975001
2358	151520875478.881	905975002
2359	151890115338.252	905975003
2360	152259355197.623	905975004
2361	152628595056.994	905975005
2362	152997834916.365	905975006
2363	153367074775.736	905975007
2364	153736314635.107	905975008
2365	154105554494.478	905975009
2366	154474794353.849	905975010
2367	154844034213.22	905975011
2368	155213274072.591	905975012
2369	155582513931.962	905975013
2370	155951753791.333	905975014
2371	156320993650.704	905975015
2372	156690233510.075	905975016
2373	157059473369.446	905975017
2374	157428713228.817	905975018
2375	157797953088.188	905975019
2376	158167192947.559	905975020
2377	158536432806.93	905975021
2378	158905672666.301	905975022
2379	159274912525.672	905975023
2380	159644152385.043	905975024
2381	160013392244.414	905975025
2382	160382632103.785	905975026
2383	160751871963.156	905975027
2384	161121111822.527	905975028
2385	161490351681.898	905975029
2386	161859591541.269	905975030
2387	162228831400.64	905975031
2388	162598071260.011	905975032
2389	162967311119.382	905975033
2390	163336550978.753	905975034
2391	163705790838.124	905975035
2392	164075030697.495	905975036
2393	164444270556.866	905975037
2394	164813510416.237	905975038
2395	165182750275.608	905975039
2396	165551990134.979	905975040
2397	165921229994.35	905975041
2398	166290469853.721	905975042
2399	166659709713.092	905975043
2400	167028949572.463	905975044
2401	167398189431.834	905975045
2402	167767429291.205	905975046
2403	168136669150.576	905975047
2404	168505909009.947	905975048
2405	168875148869.318	905975049
2406	169244388728.689	905975050
2407	169613628588.06	905975051
2408	169982868447.431	905975052
2409	170352108306.802	905975053
2410	170721348166.173	905975054
2411	171090588025.544	905975055
2412	171459827884.915	905975056
2413	171829067744.286	905975057
2414	172198307603.657	905975058
2415	172567547463.028	905975059
2416	172936787322.399	905975060
2417	173306027181.77	905975061
2418	173675267041.141	905975062
2419	174044506900.512	905975063
2420	174413746759.883	905975064
2421	174782986619.254	905975065
2422	175152226478.625	905975066
2423	175521466337.996	905975067
2424	175890706197.367	905975068
2425	176259946056.738	905975069
2426	176629185916.109	905975070
2427	176998425775.48	905975071
2428	177367665634.851	905975072
2429	177736905494.222	905975073
2430	178106145353.593	905975074
2431	178475385212.964	905975075
2432	178844625072.335	905975076
2433	179213864931.706	905975077
2434	179583104791.077	905975078
2435	179952344650.448	905975079
2436	180321584509.819	905975080
2437	180690824369.19	905975081
2438	181060064228.561	905975082
2439	181429304087.932	905975083
2440	181798543947.303	905975084
2441	182167783806.674	905975085
2442	182537023666.045	905975086
2443	182906263525.416	905975087
2444	183275503384.787	905975088
2445	183644743244.158	905975089
2446	184013983103.529	905975090
2447	184383222962.9	905975091
2448	184752462822.271	905975092
2449	185121702681.642	905975093
2450	185490942541.013	905975094
2451	185860182400.384	905975095
2452	186229422259.755	905975096
2453	186598662119.126	905975097
2454	186967901978.497	905975098
2455	187337141837.868	905975099
2456	187706381697.239	905975100
2457	188075621556.61	905975101
2458	188444861415.981	905975102
2459	188814101275.352	905975103
2460	189183341134.723	905975104
2461	189552580994.094	905975105
2462	189921820853.465	905975106
2463	190291060712.836	905975107
2464	190660300572.207	905975108
2465	191029540431.578	905975109
2466	191398780290.949	905975110
2467	191768020150.32	905975111
2468	192137260009.691	905975112
2469	192506499869.062	905975113
2470	192875739728.433	905975114
2471	193244979587.804	905975115
2472	193614219447.175	905975116
2473	193983459306.546	905975117
2474	194352699165.917	905975118
2475	194721939025.288	905975119
2476	195091178884.659	905975120
2477	195460418744.03	905975121
2478	195829658603.401	905975122
2479	196198898462.772	905975123
2480	196568138322.143	905975124
2481	196937378181.514	905975125
2482	197306618040.885	905975126
2483	197675857900.256	905975127
2484	198045097759.627	905975128
2485	198414337618.998	905975129
2486	198783577478.369	905975130
2487	199152817337.74	905975131
2488	199522057197.111	905975132
2489	199891297056.482	905975133
2490	200260536915.853	905975134
2491	200629776775.224	905975135
2492	200999016634.595	905975136
2493	201368256493.966	905975137
2494	201737496353.337	905975138
2495	202106736212.708	905975139
2496	202475976072.079	905975140
2497	202845215931.45	905975141
2498	203214455790.821	905975142
2499	203583695650.192	905975143
2500	203952935509.563	905975144
2501	2041006315533.11	905975145
