ROWID	_Activate|INTEGER	_Type|INTEGER	_MainCategory|INTEGER	_SubCategoryID|TEXT	_TitleNameID|INTEGER	_SubTitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameIDParam|TEXT	_Icon|INTEGER	_AchieveIcon|INTEGER	_RewardAppellation|INTEGER	_RewardPoint|INTEGER	_IsAchieveNotice|BOOLEAN	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN	_SystemMsg|INTEGER	_MailID|INTEGER
3096	0	0	4	7973/7973	1000056915	1000056917	{1000055517}	{1000055517}	1	0	0	10	false	2	3	16223	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	16223	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3097	0	2	1		1000016652	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3100	0	20	3101	0	20	3102	0	20	3103	0	20	3104	0	false	false	0	0
3098	0	2	1		1000016652	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3105	0	20	3106	0	20	3107	0	0	0	0	0	0	0	false	false	0	0
3099	0	1	1	2408/1000054964	1000057775	1000057822			5	1	1192	50	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3097	0	20	3098	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3100	0	0	1	2408/1000054964	1000032156	1000059013	{1000058351}		1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	761	0	9	701037	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3101	0	0	1	2408/1000054964	1000057776	1000059014		{1000058262}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	761	0	9	701020	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3102	1	0	0	9701/2292	1000057777	1000057825			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	2	3	761	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3103	0	0	1	2408/1000054964	1000057778	1000057826			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	761	0	4	4	0	36	2	0	0	0	0	0	0	0	false	false	0	0
3104	0	0	1	2408/1000054964	1000057779	1000058470		{1000058259},{1000049399}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3104	0	3	761	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3105	0	0	1	2408/1000054964	1000057780	1000057828			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3105	0	3	761	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3106	0	0	1	2408/1000054964	1000057781	1000058471		{1000058259},{1000006532}	1	0	1193	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3106	0	3	761	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3107	0	0	1	2408/1000054964	1000057890	1000059004			1	0	1194	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	761	0	4	4	0	15	270	5	0	0	0	0	0	0	false	false	0	0
3108	0	0	1	2408/1000054964	1000057783	1000058472		{1000058259},{1000049397}	1	0	0	10	false	17	9	601002	0	9	701002	0	0	0	0	0	0	0	0	0	0	17	9	601002	0	9	701002	0	0	0	0	0	0	0	0	0	0	true	true	0	2094
3109	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3112	0	20	3113	0	20	3114	0	20	3115	0	20	3116	0	false	false	0	0
3110	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3118	0	20	3119	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3111	0	1	1	2408/1000054965	1000057784	1000057832			5	1	1195	50	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3109	0	20	3110	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3112	0	0	1	2408/1000054965	1000032156	1000059013	{1000058353}		1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	771	0	9	701115	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3113	0	0	1	2408/1000054965	1000057786	1000059014		{1000058266}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	771	0	9	701116	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3114	1	0	0	9701/2292	1000057787	1000057834			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	2	3	771	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3115	0	0	1	2408/1000054965	1000057788	1000057826			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	771	0	4	4	0	36	2	0	0	0	0	0	0	0	false	false	0	0
3116	0	0	1	2408/1000054965	1000057789	1000058473		{1000058264},{1000006600}	1	0	1196	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3116	0	3	771	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3117	0	0	1	2408/1000054965	1000057790	1000058474		{1000058264},{1000036474}	1	0	1197	10	false	19	9	601119	0	9	701119	0	0	0	0	0	0	0	0	0	0	19	9	601119	0	9	701119	0	0	0	0	0	0	0	0	0	0	true	true	0	0
3118	0	0	1	2408/1000054965	1000057791	1000057837			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3118	0	3	771	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3119	0	0	1	2408/1000054965	1000057792	1000057828			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3119	0	3	771	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3120	0	0	1	2408/1000054965	1000057793	1000058475		{1000058353}	1	0	0	10	false	17	9	601115	0	9	701115	0	0	0	0	0	0	0	0	0	0	17	9	601115	0	9	701115	0	0	0	0	0	0	0	0	0	0	true	true	0	2081
3121	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3124	0	20	3125	0	20	3126	0	20	3127	0	20	3128	0	false	false	0	0
3122	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3129	0	20	3130	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3123	0	1	1	2408/1000054966	1000057794	1000057838			5	1	1198	50	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3121	0	20	3122	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3124	0	0	1	2408/1000054966	1000032156	1000059013	{1000058271}		1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	781	0	9	701210	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3125	0	0	1	2408/1000054966	1000057796	1000059014		{1000058466}	1	0	1199	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	781	0	9	701208	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3126	1	0	0	9701/2292	1000057797	1000057840			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	2	3	781	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3127	0	0	1	2408/1000054966	1000057798	1000057826			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	781	0	4	4	0	36	2	0	0	0	0	0	0	0	false	false	0	0
3128	0	0	1	2408/1000054966	1000057800	1000058476		{1000058361},{1000058274}	1	0	1200	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3128	0	3	781	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3129	0	0	1	2408/1000054966	1000057799	1000058477		{1000058361},{1000058274}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3129	0	3	781	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3130	0	0	1	2408/1000054966	1000057801	1000057828			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3130	0	3	781	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3131	0	0	1	2408/1000054966	1000057802	1000058478		{1000058359},{1000058360}	1	0	0	10	false	63	20	3131	0	3	781	0	0	0	0	0	0	0	0	0	0	63	20	3131	0	3	781	0	0	0	0	0	0	0	0	0	0	false	false	0	2082
3132	0	0	1	2408/1000054966	1000057803	1000058475		{1000058466}	1	0	0	10	false	17	9	601208	0	9	701208	0	0	0	0	0	0	0	0	0	0	17	9	601208	0	9	701208	0	0	0	0	0	0	0	0	0	0	true	true	0	2083
3133	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3136	0	20	3137	0	20	3138	0	20	3139	0	20	3140	0	false	false	0	0
3134	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3142	0	20	3143	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3135	0	1	1	2408/1000054967	1000057804	1000057845			5	1	1201	50	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3133	0	20	3134	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3136	0	0	1	2408/1000054967	1000032156	1000059013	{1000058356}		1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	792	0	9	701316	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3137	0	0	1	2408/1000054967	1000057805	1000059014		{1000058279}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	791	0	9	701313	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3138	1	0	0	9701/2292	1000057806	1000057847			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	2	3	791	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3139	0	0	1	2408/1000054967	1000057807	1000057826			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	792	0	4	4	0	36	2	0	0	0	0	0	0	0	false	false	0	0
3140	0	0	1	2408/1000054967	1000059599	1000059600			1	0	1202	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	792	0	4	4	0	36	4	0	21	1	3	23	1	3	false	false	0	0
3141	0	0	1	2408/1000054967	1000057809	1000057849			1	0	1203	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3141	0	3	791	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3142	0	0	1	2408/1000054967	1000057810	1000057828			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3142	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3143	0	0	1	2408/1000054967	1000057811	1000058480		{1000058356}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3143	0	3	792	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3144	0	0	1	2408/1000054967	1000057812	1000058475		{1000058356}	1	0	0	10	false	17	9	601316	0	9	701316	0	0	0	0	0	0	0	0	0	0	17	9	601316	0	9	701316	0	0	0	0	0	0	0	0	0	0	true	true	0	2084
3145	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3148	0	20	3149	0	20	3150	0	20	3151	0	20	3152	0	false	false	0	0
3146	0	2	1		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3153	0	20	3154	0	20	3155	0	0	0	0	0	0	0	false	false	0	0
3147	0	1	1	2408/1000054968	1000057813	1000057852			5	1	1204	50	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3145	0	20	3146	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3148	0	0	1	2408/1000054968	1000032156	1000059013	{1000058357}		1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	801	0	9	701401	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3149	0	0	1	2408/1000054968	1000058468	1000059014		{1000058467}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	49	3	801	0	9	701407	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3150	1	0	0	9701/2292	1000057815	1000057854			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	2	3	801	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3151	0	0	1	2408/1000054968	1000057816	1000057826			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	801	0	4	4	0	36	2	0	0	0	0	0	0	0	false	false	0	0
3152	0	0	1	2408/1000054968	1000057817	1000058481		{1000058362},{340}	1	0	1205	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3152	0	3	801	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3153	0	0	1	2408/1000054968	1000057818	1000058482		{1000058362},{340}	1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3153	0	3	801	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3154	0	0	1	2408/1000054968	1000057819	1000057828			1	0	0	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3154	0	3	801	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3155	0	0	1	2408/1000054968	1000057820	1000058483			1	0	1206	10	false	2	1	60	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3155	0	3	801	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3156	0	0	1	2408/1000054968	1000057821	1000058472		{1000058362},{340}	1	0	0	10	false	17	9	601402	0	9	701402	0	0	0	0	0	0	0	0	0	0	17	9	601402	0	9	701402	0	0	0	0	0	0	0	0	0	0	true	true	0	2085
3157	0	0	0	9701	1000058505	1000058507			0	0	0	0	false	2	1	1	0	3	47	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	47	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3158	0	0	0	9701	1000058505	1000058507			0	0	0	0	false	2	1	1	0	3	48	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	48	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3159	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	1984
3160	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2043
3161	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2044
3162	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2045
3163	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2046
3164	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2047
3165	1	0	0	9701	1000059254	1000059257			0	0	0	10	false	22	7	62	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	62	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3166	1	0	0	9701	1000059255	1000059258			0	0	0	10	false	22	7	63	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	63	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3167	1	0	0	9701	1000059256	1000059259			0	0	0	10	false	22	7	64	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	64	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3168	1	0	2	9789/9790	1000059260	1000059261	50	50	4	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	24	7	0	25	50	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3169	1	0	2	9789/9790	1000059260	1000059261	100	100	4	0	0	10	false	37	24	7	0	25	80	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	100	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3170	1	0	2	9789/9790	1000059260	1000059261	200	200	4	0	0	10	false	37	24	7	0	25	150	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	200	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3171	1	0	2	9789/9790	1000059260	1000059261	300	300	4	0	0	10	false	37	24	7	0	25	250	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	300	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3172	1	0	2	9789/9790	1000059260	1000059261	400	400	4	0	0	10	false	37	24	7	0	25	350	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	400	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3173	1	0	2	9789/9790	1000059260	1000059261	500	500	4	0	0	10	false	37	24	7	0	25	450	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	500	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3174	1	0	2	9789/9790	1000059260	1000059261	1000	1000	4	0	0	10	false	37	24	7	0	25	900	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	1000	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3175	1	0	2	9789/9790	1000059260	1000059261	2000	2000	4	0	0	10	false	37	24	7	0	25	1900	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	2000	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3176	1	0	2	9789/9790	1000059260	1000059261	5000	5000	4	0	0	10	false	37	24	7	0	25	4900	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	5000	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3177	1	0	2	9789/9790	1000059260	1000059261	10000	10000	4	0	0	10	false	37	24	7	0	25	9900	4	0	0	0	0	0	0	0	0	0	37	24	7	0	25	10000	4	0	0	0	0	0	0	0	0	0	false	false	0	0
3178	0	0	1	2408	1000032153	1000032200	{1000057769}	{1000057769}	1	0	0	10	false	2	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3179	0	0	0	9701	1000058505	1000058507			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	270733248	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3180	1	5	1	0	0	0			0	0	0	0	false	1	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3181	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2111
3182	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2112
3183	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2113
3184	1	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2114
3185	0	0	0	9701	1000059861	1000059861			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	86	1073775888	0	3	73	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3186	0	0	0	9701	1000059862	1000059862			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	87	1073770618	0	3	72	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3187	0	0	0	9701	1000059863	1000059863			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	88	1073770621	0	3	73	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3188	0	0	0	9701	1000059864	1000059864			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	89	1073742221	0	3	73	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3189	0	0	0	9701	1000059865	1000059865			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	90	1073779520	0	3	71	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3190	0	0	0	9701	1000059866	1000059866			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	91	1073742229	0	3	73	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3191	0	0	0	9701	1000059867	1000059867			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	92	1073743397	0	3	73	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3192	0	0	0	9701	1000058505	1000059867			0	0	0	10	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	86	1073779066	0	87	1073779483	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3193	0	2	3		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3198	0	20	3199	0	20	3200	0	20	3201	0	20	3202	0	false	false	0	0
3194	0	2	3		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3203	0	20	3207	0	0	0	0	0	0	0	0	0	0	false	false	0	0
3195	0	2	3		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3208	0	20	3209	0	20	3210	0	20	3211	0	20	3212	0	false	false	0	0
3196	0	2	3		0	0			0	0	0	0	false	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	20	3213	0	20	3214	0	20	3215	0	0	0	0	0	0	0	false	false	0	0
3197	0	1	3	10125/10111	1000032176	1000060241	{340}	{340}	5	1	1250	100	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	3193	0	20	3194	0	20	3195	0	20	3196	0	0	0	0	false	false	0	0
3198	0	0	3	10125/10111	1000060223	1000032225		{1013928}	1	0	1255	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	49	9	503141	0	3	14301	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3199	0	0	3	10125/10111	1000060224	1000032225		{1000059657}	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	49	9	503151	0	3	14301	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3200	0	0	3	10125/10111	1000060225	1000017088		15	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	15	900	5	0	0	0	0	0	0	false	false	0	0
3201	0	0	3	10125/10111	1000060226	1000004964			1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	36	4	0	21	1	3	23	1	3	false	false	0	0
3202	0	0	3	10125/10111	1000060227	1000010438			1	0	1223	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	36	1	0	0	0	0	0	0	0	false	false	0	0
3203	0	0	3	10125/10111	1000060228	1000040192		4	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	59	4	4	21	1	3	0	0	0	false	false	0	0
3204	0	0	3	10125/10111	1000060229	1000059976		{1000059975},10	1	0	0	10	false	63	20	3204	0	3	14300	0	4	4	0	0	0	0	0	0	0	63	20	3204	0	4	4	0	3	14300	0	0	0	0	0	0	0	false	false	0	0
3205	0	0	3	10125/10111	1000060230	1000059977		{1013928}	1	0	0	10	false	17	9	503141	4	0	0	0	0	0	0	0	0	0	0	0	0	17	9	503141	0	3	14301	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3206	0	0	3	10125/10111	1000060231	1000059979		{1000059975},{1000060546}	1	0	1251	10	false	63	20	3206	0	3	14300	0	4	4	0	0	0	0	0	0	0	63	20	3206	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3207	0	0	3	10125/10111	1000060232	1000059980		{1000059653},12	1	0	1252	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3207	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3208	0	0	3	10125/10111	1000060233	1000059981		{1000059653},3	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3208	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3209	0	0	3	10125/10111	1000060234	1000059982		{1000059975}	1	0	1253	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	19	9	503122	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3210	0	0	3	10125/10111	1000060235	1000059983		{1000002056},{1000058813}	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3210	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3211	0	0	3	10125/10111	1000060236	1000059984		{1000059655}	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3211	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3212	0	0	3	10125/10111	1000060237	1000060520		{1000002056},{1000058813},{1000059655}	1	0	1254	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3212	0	3	14300	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3213	0	0	3	10125/10111	1000060238	1000059986		{1013928},3	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3213	0	3	14301	0	4	4	0	0	0	0	0	0	0	false	false	0	0
3214	0	0	3	10125/10111	1000060239	1000059987		{1013928}	1	0	0	10	false	2	1	70	4	3	11	0	0	0	0	0	0	0	0	0	0	63	20	3214	0	3	14301	0	4	4	0	0	0	0	0	0	0	false	false	0	0
