ROWID	_Activate|INTEGER	_QuestID|INTEGER	_PreQuestCheckType|BOOLEAN	_PreQuestCondition1|INTEGER	_PreQuestCondition2|INTEGER	_PreQuestCondition3|INTEGER	_PreQuestCondition4|INTEGER	_PreQuestCondition5|INTEGER	_PreQuestCondition6|INTEGER	_PreQuestCondition7|INTEGER	_PreQuestCondition8|INTEGER	_PreQuestCondition9|INTEGER	_PreQuestCondition10|INTEGER	_JobQuestPriority|INTEGER	_JobQuestMID|INTEGER	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN
252	0	2308	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
253	0	2308	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	15	0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
254	0	4366	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
255	0	4367	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	40	4	1	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
256	0	4368	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	50	4	1	60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
257	0	4369	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	60	4	1	70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
258	0	4370	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	70	4	1	80	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
259	0	4441	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
260	0	4442	false	4441	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
261	0	4443	false	4442	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
262	0	4444	false	4443	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
263	0	4445	false	4444	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
264	0	4446	false	4445	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
265	0	4447	false	4446	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
266	0	4448	false	4447	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
267	0	4449	false	4448	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
268	0	4450	false	4449	0	0	0	0	0	0	0	0	0	0	0	2	3	871	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
269	0	4451	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
270	0	4452	false	4451	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
271	0	4453	false	4452	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
272	0	4454	false	4453	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
273	0	4455	false	4454	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
274	0	4456	false	4455	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
275	0	4457	false	4456	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
276	0	4458	false	4457	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
277	0	4459	false	4458	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
278	0	4460	false	4459	0	0	0	0	0	0	0	0	0	0	0	2	3	881	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
279	0	4461	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
280	0	4462	false	4461	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
281	0	4463	false	4462	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
282	0	4464	false	4463	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
283	0	4465	false	4464	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
284	0	4466	false	4465	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
285	0	4467	false	4466	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
286	0	4468	false	4467	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
287	0	4469	false	4468	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
288	0	4470	false	4469	0	0	0	0	0	0	0	0	0	0	0	2	3	891	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
289	0	4434	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
290	1	2328	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13633	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
291	0	4435	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
292	0	4436	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
293	0	4208	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
294	0	4209	false	4208	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
295	0	4210	false	4209	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
296	0	4211	false	4210	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
297	0	4212	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
298	0	4213	false	4212	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
299	0	4214	false	4213	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
300	0	4215	false	4214	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
301	0	4218	false	4217	0	0	0	0	0	0	0	0	0	0	0	19	9	900286	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
302	0	4220	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	900204	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
303	0	4221	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
304	0	4222	false	4221	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
305	0	4223	false	4222	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
306	0	4225	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
307	1	245	false	0	0	0	0	0	0	0	0	0	0	1	140278	1	1	15	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
308	1	245	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
309	1	4604	false	0	0	0	0	0	0	0	0	0	0	2	140279	1	1	45	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
310	1	4604	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
311	0	4611	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1073	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
312	0	4612	false	4611	0	0	0	0	0	0	0	0	0	0	0	2	3	1073	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
313	0	4613	false	4612	0	0	0	0	0	0	0	0	0	0	0	2	3	1073	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
314	0	4614	false	4613	0	0	0	0	0	0	0	0	0	0	0	2	3	1073	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
315	0	4615	false	4614	0	0	0	0	0	0	0	0	0	0	0	2	3	1073	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
316	0	4616	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1074	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
317	0	4617	false	4616	0	0	0	0	0	0	0	0	0	0	0	2	3	1074	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
318	0	4618	false	4617	0	0	0	0	0	0	0	0	0	0	0	2	3	1074	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
319	0	4619	false	4618	0	0	0	0	0	0	0	0	0	0	0	2	3	1074	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
320	0	4620	false	4619	0	0	0	0	0	0	0	0	0	0	0	2	3	1074	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
321	0	4621	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1075	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
322	0	4622	false	4621	0	0	0	0	0	0	0	0	0	0	0	2	3	1075	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
323	0	4623	false	4622	0	0	0	0	0	0	0	0	0	0	0	2	3	1075	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
324	0	4624	false	4623	0	0	0	0	0	0	0	0	0	0	0	2	3	1075	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
325	0	4625	false	4624	0	0	0	0	0	0	0	0	0	0	0	2	3	1075	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
326	0	4626	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1076	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
327	0	4627	false	4626	0	0	0	0	0	0	0	0	0	0	0	2	3	1076	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
328	0	4628	false	4627	0	0	0	0	0	0	0	0	0	0	0	2	3	1076	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
329	0	4629	false	4628	0	0	0	0	0	0	0	0	0	0	0	2	3	1076	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
330	0	4630	false	4629	0	0	0	0	0	0	0	0	0	0	0	2	3	1076	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
331	0	4631	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
332	0	4632	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	80	4	1	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
333	0	4634	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
334	0	4636	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	80	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
335	0	4637	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	80	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
336	0	1311	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
337	0	1312	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
338	0	1313	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
339	0	1314	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
340	0	1315	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
341	0	1316	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
342	0	1317	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
343	0	1318	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
344	0	1319	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
345	0	1320	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
346	0	1321	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
347	0	4671	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1078	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
348	0	4672	false	4671	0	0	0	0	0	0	0	0	0	0	0	2	3	1078	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
349	0	4673	false	4672	0	0	0	0	0	0	0	0	0	0	0	2	3	1078	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
350	0	4674	false	4673	0	0	0	0	0	0	0	0	0	0	0	2	3	1078	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
351	0	4675	false	4674	0	0	0	0	0	0	0	0	0	0	0	2	3	1078	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
352	0	4676	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1079	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
353	0	4677	false	4676	0	0	0	0	0	0	0	0	0	0	0	2	3	1079	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
354	0	4678	false	4677	0	0	0	0	0	0	0	0	0	0	0	2	3	1079	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
355	0	4679	false	4678	0	0	0	0	0	0	0	0	0	0	0	2	3	1079	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
356	0	4680	false	4679	0	0	0	0	0	0	0	0	0	0	0	2	3	1079	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
357	0	4681	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1080	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
358	0	4682	false	4681	0	0	0	0	0	0	0	0	0	0	0	2	3	1080	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
359	0	4683	false	4682	0	0	0	0	0	0	0	0	0	0	0	2	3	1080	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
360	0	4684	false	4683	0	0	0	0	0	0	0	0	0	0	0	2	3	1080	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
361	0	4685	false	4684	0	0	0	0	0	0	0	0	0	0	0	2	3	1080	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
362	0	2373	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
363	0	4686	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	80	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
364	0	4687	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
365	0	4687	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
366	0	238	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	3	11	0	8	1	0	1	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
367	0	755	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	3	11	0	8	1	0	1	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
368	0	755	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	3	15	0	8	1	0	1	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
369	0	4690	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	40	4	1	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
370	0	4691	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	50	4	1	60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
371	0	4692	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	60	4	1	70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
372	0	4693	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	70	4	1	80	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
373	0	4694	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	80	4	1	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
374	0	4695	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	80	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
375	1	246	false	0	0	0	0	0	0	0	0	0	0	1	140278	1	1	15	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
376	1	246	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
377	1	4724	false	0	0	0	0	0	0	0	0	0	0	2	140279	1	1	45	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
378	1	4724	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
380	0	4762	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	90	4	1	93	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
381	0	4763	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	90	4	1	93	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
