ROWID	_ItemID|INTEGER	_CompoundTableIndex1|INTEGER	_CompoundTableIndex2|INTEGER	_CompoundTableIndex3|INTEGER	_CompoundTableIndex4|INTEGER	_CompoundTableIndex5|INTEGER	_CompoundTableIndex6|INTEGER	_CompoundTableIndex7|INTEGER	_CompoundTableIndex8|INTEGER	_CompoundTableIndex9|INTEGER	_CompoundTableIndex10|INTEGER
268464140	268464140	268464032	268464096	0	0	0	0	0	0	0	0
268483210	268483210	268482138	268482139	0	0	0	0	0	0	0	0
268483211	268483211	268482140	268482141	0	0	0	0	0	0	0	0
268483212	268483212	268482142	268482143	0	0	0	0	0	0	0	0
342168953	342168953	445299840	445299841	0	0	0	0	0	0	0	0
342137209	342137209	441236608	441236609	0	0	0	0	0	0	0	0
342200697	342200697	449363072	449363073	0	0	0	0	0	0	0	0
268483213	268483213	268482144	268482145	0	0	0	0	0	0	0	0
342164833	342164833	444772480	444772481	0	0	0	0	0	0	0	0
342133089	342133089	440709248	440709249	0	0	0	0	0	0	0	0
342197601	342197601	448966784	448966785	0	0	0	0	0	0	0	0
268483214	268483214	268482146	268482147	0	0	0	0	0	0	0	0
342164550	342164550	444736256	444736257	0	0	0	0	0	0	0	0
342131782	342131782	440541952	440541953	0	0	0	0	0	0	0	0
342197318	342197318	448930560	448930561	0	0	0	0	0	0	0	0
341902368	341902368	411172992	0	0	0	0	0	0	0	0	0
268444819	268444819	268444713	0	0	0	0	0	0	0	0	0
268451874	268451874	268451836	0	0	0	0	0	0	0	0	0
268463175	268463175	268463065	0	0	0	0	0	0	0	0	0
268467778	268467778	268467756	0	0	0	0	0	0	0	0	0
341903392	341903392	411304064	0	0	0	0	0	0	0	0	0
341904416	341904416	411435136	0	0	0	0	0	0	0	0	0
341905440	341905440	411566208	0	0	0	0	0	0	0	0	0
341906464	341906464	411697280	0	0	0	0	0	0	0	0	0
341907488	341907488	411828352	0	0	0	0	0	0	0	0	0
268440809	268440809	268437316	0	0	0	0	0	0	0	0	0
268440810	268440810	268439588	0	0	0	0	0	0	0	0	0
268444820	268444820	268444714	0	0	0	0	0	0	0	0	0
341869600	341869600	406978688	0	0	0	0	0	0	0	0	0
268444821	268444821	268444715	0	0	0	0	0	0	0	0	0
268444822	268444822	268444716	0	0	0	0	0	0	0	0	0
341870624	341870624	407109760	0	0	0	0	0	0	0	0	0
341871648	341871648	407240832	0	0	0	0	0	0	0	0	0
341872672	341872672	407371904	0	0	0	0	0	0	0	0	0
341873696	341873696	407502976	0	0	0	0	0	0	0	0	0
341874720	341874720	407634048	0	0	0	0	0	0	0	0	0
341875744	341875744	407765120	0	0	0	0	0	0	0	0	0
268440811	268440811	268437317	0	0	0	0	0	0	0	0	0
268440812	268440812	268439589	0	0	0	0	0	0	0	0	0
341935136	341935136	415367296	0	0	0	0	0	0	0	0	0
341936160	341936160	415498368	0	0	0	0	0	0	0	0	0
341937184	341937184	415629440	0	0	0	0	0	0	0	0	0
341938208	341938208	415760512	0	0	0	0	0	0	0	0	0
268440813	268440813	268437318	0	0	0	0	0	0	0	0	0
268444823	268444823	268444717	0	0	0	0	0	0	0	0	0
268451875	268451875	268450160	0	0	0	0	0	0	0	0	0
268463176	268463176	268463066	0	0	0	0	0	0	0	0	0
268466756	268466756	268466730	0	0	0	0	0	0	0	0	0
268442982	268442982	268442938	0	0	0	0	0	0	0	0	0
268444824	268444824	268444718	0	0	0	0	0	0	0	0	0
268451876	268451876	268451837	0	0	0	0	0	0	0	0	0
268463177	268463177	268463067	0	0	0	0	0	0	0	0	0
268466879	268466879	268466862	0	0	0	0	0	0	0	0	0
341902528	341902528	411173632	0	0	0	0	0	0	0	0	0
268444825	268444825	268444719	0	0	0	0	0	0	0	0	0
268451877	268451877	268451838	0	0	0	0	0	0	0	0	0
268463178	268463178	268463068	0	0	0	0	0	0	0	0	0
268467779	268467779	268467757	0	0	0	0	0	0	0	0	0
341903552	341903552	411304704	0	0	0	0	0	0	0	0	0
341904576	341904576	411435776	0	0	0	0	0	0	0	0	0
341905600	341905600	411566848	0	0	0	0	0	0	0	0	0
341906624	341906624	411697920	0	0	0	0	0	0	0	0	0
341907648	341907648	411828992	0	0	0	0	0	0	0	0	0
268440814	268440814	268437319	0	0	0	0	0	0	0	0	0
268440815	268440815	268439590	0	0	0	0	0	0	0	0	0
268444826	268444826	268444720	0	0	0	0	0	0	0	0	0
341869760	341869760	406979328	0	0	0	0	0	0	0	0	0
268444827	268444827	268444721	0	0	0	0	0	0	0	0	0
268444828	268444828	268444722	0	0	0	0	0	0	0	0	0
341870784	341870784	407110400	0	0	0	0	0	0	0	0	0
341871808	341871808	407241472	0	0	0	0	0	0	0	0	0
341872832	341872832	407372544	0	0	0	0	0	0	0	0	0
341873856	341873856	407503616	0	0	0	0	0	0	0	0	0
341874880	341874880	407634688	0	0	0	0	0	0	0	0	0
341875904	341875904	407765760	0	0	0	0	0	0	0	0	0
268440816	268440816	268437320	0	0	0	0	0	0	0	0	0
268440817	268440817	268439591	0	0	0	0	0	0	0	0	0
341935296	341935296	415367936	0	0	0	0	0	0	0	0	0
341936320	341936320	415499008	0	0	0	0	0	0	0	0	0
341937344	341937344	415630080	0	0	0	0	0	0	0	0	0
341938368	341938368	415761152	0	0	0	0	0	0	0	0	0
268440818	268440818	268437321	0	0	0	0	0	0	0	0	0
268444829	268444829	268444723	0	0	0	0	0	0	0	0	0
268451878	268451878	268450161	0	0	0	0	0	0	0	0	0
268463179	268463179	268463069	0	0	0	0	0	0	0	0	0
268466757	268466757	268466731	0	0	0	0	0	0	0	0	0
268466171	268466171	268466159	0	0	0	0	0	0	0	0	0
268466172	268466172	268466160	0	0	0	0	0	0	0	0	0
268466173	268466173	268466161	0	0	0	0	0	0	0	0	0
268466174	268466174	268466162	0	0	0	0	0	0	0	0	0
268466880	268466880	268466863	0	0	0	0	0	0	0	0	0
268456620	268456620	268456505	0	0	0	0	0	0	0	0	0
268456621	268456621	268456506	0	0	0	0	0	0	0	0	0
268463361	268463361	268463353	0	0	0	0	0	0	0	0	0
268466905	268466905	268466893	0	0	0	0	0	0	0	0	0
268456622	268456622	268456520	0	0	0	0	0	0	0	0	0
268456623	268456623	268456521	0	0	0	0	0	0	0	0	0
268463362	268463362	268463354	0	0	0	0	0	0	0	0	0
268466906	268466906	268466894	0	0	0	0	0	0	0	0	0
268469985	268469985	268469956	268469957	0	0	0	0	0	0	0	0
268483215	268483215	268482148	268482149	0	0	0	0	0	0	0	0
268481361	268481361	268481313	268481314	0	0	0	0	0	0	0	0
268483216	268483216	268482150	268482151	0	0	0	0	0	0	0	0
268442513	268442513	268442393	268442394	0	0	0	0	0	0	0	0
268442514	268442514	268442395	268442396	0	0	0	0	0	0	0	0
268442515	268442515	268442397	268442398	0	0	0	0	0	0	0	0
268483217	268483217	268482152	268482153	0	0	0	0	0	0	0	0
268488389	268488389	268488382	268488383	0	0	0	0	0	0	0	0
342168144	342168144	445196288	445196289	0	0	0	0	0	0	0	0
342136400	342136400	441133056	441133057	0	0	0	0	0	0	0	0
342199888	342199888	449259520	449259521	0	0	0	0	0	0	0	0
268483218	268483218	268482154	268482155	0	0	0	0	0	0	0	0
268477811	268477811	268477774	268477775	0	0	0	0	0	0	0	0
268483219	268483219	268482156	268482157	0	0	0	0	0	0	0	0
268436675	268436675	268436564	268436565	0	0	0	0	0	0	0	0
268436676	268436676	268436566	268436567	0	0	0	0	0	0	0	0
268436677	268436677	268436568	268436569	0	0	0	0	0	0	0	0
268483220	268483220	268482158	268482159	0	0	0	0	0	0	0	0
341902880	341902880	411175040	0	0	0	0	0	0	0	0	0
268444830	268444830	268444724	0	0	0	0	0	0	0	0	0
268451879	268451879	268451839	0	0	0	0	0	0	0	0	0
268463180	268463180	268463070	0	0	0	0	0	0	0	0	0
268467780	268467780	268467758	0	0	0	0	0	0	0	0	0
341903904	341903904	411306112	0	0	0	0	0	0	0	0	0
341904928	341904928	411437184	0	0	0	0	0	0	0	0	0
341905952	341905952	411568256	0	0	0	0	0	0	0	0	0
341906976	341906976	411699328	0	0	0	0	0	0	0	0	0
341908000	341908000	411830400	0	0	0	0	0	0	0	0	0
268440819	268440819	268437322	0	0	0	0	0	0	0	0	0
268440820	268440820	268439592	0	0	0	0	0	0	0	0	0
268444831	268444831	268444725	0	0	0	0	0	0	0	0	0
341870112	341870112	406980736	0	0	0	0	0	0	0	0	0
268444832	268444832	268444726	0	0	0	0	0	0	0	0	0
268444833	268444833	268444727	0	0	0	0	0	0	0	0	0
341871136	341871136	407111808	0	0	0	0	0	0	0	0	0
341872160	341872160	407242880	0	0	0	0	0	0	0	0	0
341873184	341873184	407373952	0	0	0	0	0	0	0	0	0
341874208	341874208	407505024	0	0	0	0	0	0	0	0	0
341875232	341875232	407636096	0	0	0	0	0	0	0	0	0
341876256	341876256	407767168	0	0	0	0	0	0	0	0	0
268440821	268440821	268437323	0	0	0	0	0	0	0	0	0
268440822	268440822	268439593	0	0	0	0	0	0	0	0	0
341935648	341935648	415369344	0	0	0	0	0	0	0	0	0
341936672	341936672	415500416	0	0	0	0	0	0	0	0	0
341937696	341937696	415631488	0	0	0	0	0	0	0	0	0
341938720	341938720	415762560	0	0	0	0	0	0	0	0	0
268440823	268440823	268437324	0	0	0	0	0	0	0	0	0
268444834	268444834	268444728	0	0	0	0	0	0	0	0	0
268451880	268451880	268450162	0	0	0	0	0	0	0	0	0
268463181	268463181	268463071	0	0	0	0	0	0	0	0	0
268466758	268466758	268466732	0	0	0	0	0	0	0	0	0
268442986	268442986	268442942	0	0	0	0	0	0	0	0	0
268444835	268444835	268444729	0	0	0	0	0	0	0	0	0
268451881	268451881	268451841	0	0	0	0	0	0	0	0	0
268463182	268463182	268463072	0	0	0	0	0	0	0	0	0
268466881	268466881	268466864	0	0	0	0	0	0	0	0	0
268462856	268462856	268462419	268462420	0	0	0	0	0	0	0	0
268462857	268462857	268462421	268462422	0	0	0	0	0	0	0	0
268462858	268462858	268462423	268462424	0	0	0	0	0	0	0	0
268462859	268462859	268462425	268462426	0	0	0	0	0	0	0	0
268462860	268462860	268462427	268462428	0	0	0	0	0	0	0	0
268462861	268462861	268462429	268462430	0	0	0	0	0	0	0	0
342165989	342165989	444920448	444920449	0	0	0	0	0	0	0	0
342134245	342134245	440857216	440857217	0	0	0	0	0	0	0	0
342197733	342197733	448983680	448983681	0	0	0	0	0	0	0	0
268483221	268483221	268482160	268482161	0	0	0	0	0	0	0	0
268476387	268476387	268476363	268476364	0	0	0	0	0	0	0	0
268483222	268483222	268482162	268482163	0	0	0	0	0	0	0	0
342165896	342165896	444908544	444908545	0	0	0	0	0	0	0	0
342134152	342134152	440845312	440845313	0	0	0	0	0	0	0	0
342197640	342197640	448971776	448971777	0	0	0	0	0	0	0	0
268483223	268483223	268482164	268482165	0	0	0	0	0	0	0	0
268477812	268477812	268477776	268477777	0	0	0	0	0	0	0	0
268483224	268483224	268482166	268482167	0	0	0	0	0	0	0	0
268448278	268448278	268448090	268448091	0	0	0	0	0	0	0	0
268448279	268448279	268448092	268448093	0	0	0	0	0	0	0	0
268448280	268448280	268448094	268448095	0	0	0	0	0	0	0	0
268483225	268483225	268482168	268482169	0	0	0	0	0	0	0	0
342164647	342164647	444748672	444748673	0	0	0	0	0	0	0	0
342131879	342131879	440554368	440554369	0	0	0	0	0	0	0	0
342197415	342197415	448942976	448942977	0	0	0	0	0	0	0	0
268483226	268483226	268482170	0	0	0	0	0	0	0	0	0
268485586	268485586	268485582	268485583	0	0	0	0	0	0	0	0
268483227	268483227	268482171	0	0	0	0	0	0	0	0	0
268454854	268454854	268454644	268454645	0	0	0	0	0	0	0	0
268454855	268454855	268454646	268454647	0	0	0	0	0	0	0	0
268454856	268454856	268454648	268454649	0	0	0	0	0	0	0	0
268483228	268483228	268482172	268482173	0	0	0	0	0	0	0	0
268454857	268454857	268454650	268454651	0	0	0	0	0	0	0	0
268454858	268454858	268454652	268454653	0	0	0	0	0	0	0	0
268454859	268454859	268454654	268454655	0	0	0	0	0	0	0	0
268484578	268484578	268484552	268484553	0	0	0	0	0	0	0	0
268476843	268476843	268476815	268476816	0	0	0	0	0	0	0	0
268483229	268483229	268482174	268482175	0	0	0	0	0	0	0	0
268457020	268457020	268456939	268456940	0	0	0	0	0	0	0	0
268457021	268457021	268456941	268456942	0	0	0	0	0	0	0	0
268457022	268457022	268456943	268456944	0	0	0	0	0	0	0	0
268483230	268483230	268482176	268482177	0	0	0	0	0	0	0	0
268470115	268470115	268470106	268470107	0	0	0	0	0	0	0	0
268483231	268483231	268482178	268482179	0	0	0	0	0	0	0	0
342170008	342170008	445434880	445434881	0	0	0	0	0	0	0	0
342138264	342138264	441371648	441371649	0	0	0	0	0	0	0	0
342200728	342200728	449367040	449367041	0	0	0	0	0	0	0	0
268483232	268483232	268482180	268482181	0	0	0	0	0	0	0	0
268456624	268456624	268456523	0	0	0	0	0	0	0	0	0
268456625	268456625	268456524	0	0	0	0	0	0	0	0	0
268463363	268463363	268463355	0	0	0	0	0	0	0	0	0
268466907	268466907	268466895	0	0	0	0	0	0	0	0	0
268456626	268456626	268456538	0	0	0	0	0	0	0	0	0
268456627	268456627	268456539	0	0	0	0	0	0	0	0	0
268463364	268463364	268463356	0	0	0	0	0	0	0	0	0
268466908	268466908	268466896	0	0	0	0	0	0	0	0	0
342165954	342165954	444915968	444915969	0	0	0	0	0	0	0	0
342134210	342134210	440852736	440852737	0	0	0	0	0	0	0	0
342197698	342197698	448979200	448979201	0	0	0	0	0	0	0	0
268483233	268483233	268482182	268482183	0	0	0	0	0	0	0	0
268477813	268477813	268477778	268477779	0	0	0	0	0	0	0	0
268483234	268483234	268482184	268482185	0	0	0	0	0	0	0	0
342168985	342168985	445303937	0	0	0	0	0	0	0	0	0
342137241	342137241	441240705	0	0	0	0	0	0	0	0	0
342200729	342200729	449367169	0	0	0	0	0	0	0	0	0
268483235	268483235	268482187	0	0	0	0	0	0	0	0	0
268469407	268469407	268469378	268469379	0	0	0	0	0	0	0	0
268483236	268483236	268482188	268482189	0	0	0	0	0	0	0	0
268442516	268442516	268442399	268442400	0	0	0	0	0	0	0	0
268442517	268442517	268442401	268442402	0	0	0	0	0	0	0	0
268442518	268442518	268442403	268442404	0	0	0	0	0	0	0	0
268483237	268483237	268482190	268482191	0	0	0	0	0	0	0	0
268442519	268442519	268442405	268442406	0	0	0	0	0	0	0	0
268442520	268442520	268442407	268442408	0	0	0	0	0	0	0	0
268442521	268442521	268442409	268442410	0	0	0	0	0	0	0	0
268483238	268483238	268482192	268482193	0	0	0	0	0	0	0	0
268489083	268489083	268489025	0	0	0	0	0	0	0	0	0
268470116	268470116	268470108	268470109	0	0	0	0	0	0	0	0
268483239	268483239	268482194	268482195	0	0	0	0	0	0	0	0
268469986	268469986	268469958	268469959	0	0	0	0	0	0	0	0
268483240	268483240	268482196	268482197	0	0	0	0	0	0	0	0
268476844	268476844	268476817	268476818	0	0	0	0	0	0	0	0
268483241	268483241	268482198	268482199	0	0	0	0	0	0	0	0
268484579	268484579	268484554	268484555	0	0	0	0	0	0	0	0
268477814	268477814	268477780	268477781	0	0	0	0	0	0	0	0
268483242	268483242	268482200	268482201	0	0	0	0	0	0	0	0
342168269	342168269	445212289	0	0	0	0	0	0	0	0	0
342136525	342136525	441149057	0	0	0	0	0	0	0	0	0
342200013	342200013	449275521	0	0	0	0	0	0	0	0	0
268483243	268483243	268482202	268482203	0	0	0	0	0	0	0	0
268483244	268483244	268482204	0	0	0	0	0	0	0	0	0
268483245	268483245	268482205	0	0	0	0	0	0	0	0	0
268448281	268448281	268448096	268448097	0	0	0	0	0	0	0	0
268448282	268448282	268448098	268448099	0	0	0	0	0	0	0	0
268448283	268448283	268448100	268448101	0	0	0	0	0	0	0	0
268483246	268483246	268482206	268482207	0	0	0	0	0	0	0	0
268483247	268483247	268482208	0	0	0	0	0	0	0	0	0
268483248	268483248	268482209	0	0	0	0	0	0	0	0	0
268489084	268489084	268489026	0	0	0	0	0	0	0	0	0
268477815	268477815	268477782	268477783	0	0	0	0	0	0	0	0
268483249	268483249	268482210	268482211	0	0	0	0	0	0	0	0
342164615	342164615	444744576	444744577	0	0	0	0	0	0	0	0
342131847	342131847	440550272	440550273	0	0	0	0	0	0	0	0
342197383	342197383	448938880	448938881	0	0	0	0	0	0	0	0
342165991	342165991	444920704	444920705	0	0	0	0	0	0	0	0
342134247	342134247	440857472	440857473	0	0	0	0	0	0	0	0
342197735	342197735	448983936	448983937	0	0	0	0	0	0	0	0
268483250	268483250	268482212	268482213	0	0	0	0	0	0	0	0
268476845	268476845	268476819	268476820	0	0	0	0	0	0	0	0
268483251	268483251	268482214	268482215	0	0	0	0	0	0	0	0
268483252	268483252	268482216	0	0	0	0	0	0	0	0	0
268483253	268483253	268482217	0	0	0	0	0	0	0	0	0
342168114	342168114	445192448	445192449	0	0	0	0	0	0	0	0
342136370	342136370	441129216	441129217	0	0	0	0	0	0	0	0
342199858	342199858	449255680	449255681	0	0	0	0	0	0	0	0
268483254	268483254	268482218	268482219	0	0	0	0	0	0	0	0
268441260	268441260	268441065	268441066	0	0	0	0	0	0	0	0
268441261	268441261	268441067	268441068	0	0	0	0	0	0	0	0
268441262	268441262	268441069	268441070	0	0	0	0	0	0	0	0
268483255	268483255	268482220	268482221	0	0	0	0	0	0	0	0
342164579	342164579	444739968	444739969	0	0	0	0	0	0	0	0
342131811	342131811	440545664	440545665	0	0	0	0	0	0	0	0
342197347	342197347	448934272	448934273	0	0	0	0	0	0	0	0
268483256	268483256	268482222	268482223	0	0	0	0	0	0	0	0
268483257	268483257	268482224	268482225	0	0	0	0	0	0	0	0
268483258	268483258	268482226	268482227	0	0	0	0	0	0	0	0
268483259	268483259	268482228	268482229	0	0	0	0	0	0	0	0
268441263	268441263	268441071	268441072	0	0	0	0	0	0	0	0
268441264	268441264	268441073	268441074	0	0	0	0	0	0	0	0
268441265	268441265	268441075	268441076	0	0	0	0	0	0	0	0
268483260	268483260	268482230	268482231	0	0	0	0	0	0	0	0
268463183	268463183	268463073	268463074	0	0	0	0	0	0	0	0
268463184	268463184	268463075	268463076	0	0	0	0	0	0	0	0
268463185	268463185	268463078	0	0	0	0	0	0	0	0	0
268483261	268483261	268482232	268482233	0	0	0	0	0	0	0	0
268462865	268462865	268462437	268462438	0	0	0	0	0	0	0	0
268462866	268462866	268462439	268462440	0	0	0	0	0	0	0	0
268462867	268462867	268462442	0	0	0	0	0	0	0	0	0
268483262	268483262	268482234	268482235	0	0	0	0	0	0	0	0
268483263	268483263	268482236	0	0	0	0	0	0	0	0	0
268483264	268483264	268482237	0	0	0	0	0	0	0	0	0
268435526	268435526	268435470	268435471	0	0	0	0	0	0	0	0
268435527	268435527	268435472	268435473	0	0	0	0	0	0	0	0
268435528	268435528	268435474	268435475	0	0	0	0	0	0	0	0
268483265	268483265	268482238	268482239	0	0	0	0	0	0	0	0
268456628	268456628	268456541	0	0	0	0	0	0	0	0	0
268456629	268456629	268456542	0	0	0	0	0	0	0	0	0
268463365	268463365	268463357	0	0	0	0	0	0	0	0	0
268466909	268466909	268466897	0	0	0	0	0	0	0	0	0
268456630	268456630	268456556	0	0	0	0	0	0	0	0	0
268456631	268456631	268456557	0	0	0	0	0	0	0	0	0
268463366	268463366	268463358	0	0	0	0	0	0	0	0	0
268466910	268466910	268466898	0	0	0	0	0	0	0	0	0
268483266	268483266	268482240	268482241	0	0	0	0	0	0	0	0
268483267	268483267	268482242	268482243	0	0	0	0	0	0	0	0
342164515	342164515	444731776	444731777	0	0	0	0	0	0	0	0
342131747	342131747	440537472	440537473	0	0	0	0	0	0	0	0
342197283	342197283	448926080	448926081	0	0	0	0	0	0	0	0
342165864	342165864	444904448	444904449	0	0	0	0	0	0	0	0
342134120	342134120	440841216	440841217	0	0	0	0	0	0	0	0
342197608	342197608	448967680	448967681	0	0	0	0	0	0	0	0
268483268	268483268	268482244	268482245	0	0	0	0	0	0	0	0
342167019	342167019	445052288	445052289	0	0	0	0	0	0	0	0
342135275	342135275	440989056	440989057	0	0	0	0	0	0	0	0
342198763	342198763	449115520	449115521	0	0	0	0	0	0	0	0
268483269	268483269	268482246	268482247	0	0	0	0	0	0	0	0
268483270	268483270	268482248	268482249	0	0	0	0	0	0	0	0
268483271	268483271	268482250	268482251	0	0	0	0	0	0	0	0
268441986	268441986	268441980	0	0	0	0	0	0	0	0	0
268441987	268441987	268441982	0	0	0	0	0	0	0	0	0
268441988	268441988	268441984	0	0	0	0	0	0	0	0	0
268483272	268483272	268482252	0	0	0	0	0	0	0	0	0
268475517	268475517	268475488	0	0	0	0	0	0	0	0	0
268483273	268483273	268482253	268482254	0	0	0	0	0	0	0	0
268476388	268476388	268476365	268476366	0	0	0	0	0	0	0	0
268483274	268483274	268482255	268482256	0	0	0	0	0	0	0	0
268454860	268454860	268454656	268454657	0	0	0	0	0	0	0	0
268454861	268454861	268454658	268454659	0	0	0	0	0	0	0	0
268454862	268454862	268454660	268454661	0	0	0	0	0	0	0	0
268483275	268483275	268482257	268482258	0	0	0	0	0	0	0	0
268476884	268476884	268476882	268476883	0	0	0	0	0	0	0	0
268483276	268483276	268482259	268482260	0	0	0	0	0	0	0	0
268476846	268476846	268476821	268476822	0	0	0	0	0	0	0	0
268483277	268483277	268482261	268482262	0	0	0	0	0	0	0	0
268475518	268475518	268475490	0	0	0	0	0	0	0	0	0
268483278	268483278	268482263	268482264	0	0	0	0	0	0	0	0
342166086	342166086	444932864	444932865	0	0	0	0	0	0	0	0
342134342	342134342	440869632	440869633	0	0	0	0	0	0	0	0
342197830	342197830	448996096	448996097	0	0	0	0	0	0	0	0
268483279	268483279	268482265	268482266	0	0	0	0	0	0	0	0
268436678	268436678	268436570	268436571	0	0	0	0	0	0	0	0
268436679	268436679	268436572	268436573	0	0	0	0	0	0	0	0
268436680	268436680	268436574	268436575	0	0	0	0	0	0	0	0
268483280	268483280	268482267	268482268	0	0	0	0	0	0	0	0
342164654	342164654	444749568	444749569	0	0	0	0	0	0	0	0
342132910	342132910	440686336	440686337	0	0	0	0	0	0	0	0
342197422	342197422	448943872	448943873	0	0	0	0	0	0	0	0
342167113	342167113	445064320	445064321	0	0	0	0	0	0	0	0
342135369	342135369	441001088	441001089	0	0	0	0	0	0	0	0
342198857	342198857	449127552	449127553	0	0	0	0	0	0	0	0
268483281	268483281	268482269	268482270	0	0	0	0	0	0	0	0
268484739	268484739	268484737	268484738	0	0	0	0	0	0	0	0
268483282	268483282	268482271	268482272	0	0	0	0	0	0	0	0
268483283	268483283	268482273	268482274	0	0	0	0	0	0	0	0
268465738	268465738	268465710	268465711	0	0	0	0	0	0	0	0
268465739	268465739	268465712	268465713	0	0	0	0	0	0	0	0
268483284	268483284	268482275	268482276	0	0	0	0	0	0	0	0
268441939	268441939	268441854	0	0	0	0	0	0	0	0	0
268441940	268441940	268441857	0	0	0	0	0	0	0	0	0
268441941	268441941	268441859	0	0	0	0	0	0	0	0	0
268483285	268483285	268482277	268482278	0	0	0	0	0	0	0	0
268484580	268484580	268484556	268484557	0	0	0	0	0	0	0	0
268448284	268448284	268448102	268448103	0	0	0	0	0	0	0	0
268448285	268448285	268448104	268448105	0	0	0	0	0	0	0	0
268448286	268448286	268448106	268448107	0	0	0	0	0	0	0	0
342164646	342164646	444748544	444748545	0	0	0	0	0	0	0	0
342131878	342131878	440554240	440554241	0	0	0	0	0	0	0	0
342197414	342197414	448942848	448942849	0	0	0	0	0	0	0	0
342166923	342166923	445040000	445040001	0	0	0	0	0	0	0	0
342135179	342135179	440976768	440976769	0	0	0	0	0	0	0	0
342198667	342198667	449103232	449103233	0	0	0	0	0	0	0	0
268483286	268483286	268482279	268482280	0	0	0	0	0	0	0	0
342164523	342164523	444732800	444732801	0	0	0	0	0	0	0	0
342131755	342131755	440538496	440538497	0	0	0	0	0	0	0	0
342197291	342197291	448927104	448927105	0	0	0	0	0	0	0	0
342165987	342165987	444920192	444920193	0	0	0	0	0	0	0	0
342134243	342134243	440856960	440856961	0	0	0	0	0	0	0	0
342197731	342197731	448983424	448983425	0	0	0	0	0	0	0	0
268483287	268483287	268482281	268482282	0	0	0	0	0	0	0	0
342166924	342166924	445040128	445040129	0	0	0	0	0	0	0	0
342135180	342135180	440976896	440976897	0	0	0	0	0	0	0	0
342198668	342198668	449103360	449103361	0	0	0	0	0	0	0	0
268483288	268483288	268482283	268482284	0	0	0	0	0	0	0	0
268449440	268449440	268449347	268449348	0	0	0	0	0	0	0	0
268449441	268449441	268449349	268449350	0	0	0	0	0	0	0	0
268449442	268449442	268449351	268449352	0	0	0	0	0	0	0	0
268483289	268483289	268482285	268482286	0	0	0	0	0	0	0	0
342164553	342164553	444736640	444736641	0	0	0	0	0	0	0	0
342131785	342131785	440542336	440542337	0	0	0	0	0	0	0	0
342197321	342197321	448930944	448930945	0	0	0	0	0	0	0	0
268469408	268469408	268469380	268469381	0	0	0	0	0	0	0	0
268483290	268483290	268482287	268482288	0	0	0	0	0	0	0	0
342166151	342166151	444941184	444941185	0	0	0	0	0	0	0	0
342134407	342134407	440877952	440877953	0	0	0	0	0	0	0	0
342197895	342197895	449004416	449004417	0	0	0	0	0	0	0	0
268483291	268483291	268482289	268482290	0	0	0	0	0	0	0	0
268436681	268436681	268436577	0	0	0	0	0	0	0	0	0
268436682	268436682	268436579	0	0	0	0	0	0	0	0	0
268436683	268436683	268436581	0	0	0	0	0	0	0	0	0
268484581	268484581	268484558	268484559	0	0	0	0	0	0	0	0
268483292	268483292	268482291	268482292	0	0	0	0	0	0	0	0
268483293	268483293	268482293	0	0	0	0	0	0	0	0	0
268483294	268483294	268482294	0	0	0	0	0	0	0	0	0
268490621	268490621	268490598	268490599	0	0	0	0	0	0	0	0
268481362	268481362	268481315	268481316	0	0	0	0	0	0	0	0
268483295	268483295	268482295	268482296	0	0	0	0	0	0	0	0
268454863	268454863	268454662	268454663	0	0	0	0	0	0	0	0
268454864	268454864	268454664	268454665	0	0	0	0	0	0	0	0
268454865	268454865	268454666	268454667	0	0	0	0	0	0	0	0
268483296	268483296	268482297	268482298	0	0	0	0	0	0	0	0
268489085	268489085	268489027	0	0	0	0	0	0	0	0	0
268469409	268469409	268469382	268469383	0	0	0	0	0	0	0	0
268483297	268483297	268482299	268482300	0	0	0	0	0	0	0	0
268441272	268441272	268441089	268441090	0	0	0	0	0	0	0	0
268441273	268441273	268441091	268441092	0	0	0	0	0	0	0	0
268441274	268441274	268441093	268441094	0	0	0	0	0	0	0	0
268483298	268483298	268482301	268482302	0	0	0	0	0	0	0	0
268483299	268483299	268482303	268482304	0	0	0	0	0	0	0	0
268483300	268483300	268482305	268482306	0	0	0	0	0	0	0	0
268441942	268441942	268441861	268441862	0	0	0	0	0	0	0	0
268441943	268441943	268441863	268441864	0	0	0	0	0	0	0	0
268441944	268441944	268441865	268441866	0	0	0	0	0	0	0	0
268483301	268483301	268482307	268482308	0	0	0	0	0	0	0	0
268469410	268469410	268469384	268469385	0	0	0	0	0	0	0	0
268483302	268483302	268482309	268482310	0	0	0	0	0	0	0	0
268441278	268441278	268441101	268441102	0	0	0	0	0	0	0	0
268441279	268441279	268441103	268441104	0	0	0	0	0	0	0	0
268441280	268441280	268441105	268441106	0	0	0	0	0	0	0	0
268457023	268457023	268456945	268456946	0	0	0	0	0	0	0	0
268457024	268457024	268456947	268456948	0	0	0	0	0	0	0	0
268457025	268457025	268456949	268456950	0	0	0	0	0	0	0	0
268483303	268483303	268482311	268482312	0	0	0	0	0	0	0	0
268441281	268441281	268441107	268441108	0	0	0	0	0	0	0	0
268441282	268441282	268441109	268441110	0	0	0	0	0	0	0	0
268441283	268441283	268441111	268441112	0	0	0	0	0	0	0	0
268476847	268476847	268476823	268476824	0	0	0	0	0	0	0	0
