ROWID	_Activate|INTEGER	_CheckGroup|BOOLEAN	_Group|INTEGER	_Sequence|INTEGER	_MinLevel|INTEGER	_MaxLevel|INTEGER	_CheckMapID|INTEGER	_CheckMissionID|INTEGER	_Probabillity|INTEGER	_Grade|INTEGER	_StampIMG|INTEGER	_Orderer|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_RequestType|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_AchieveCheckType|BOOLEAN	_AchieveCounterParam|INTEGER	_LimitType|INTEGER	_GoalID|INTEGER	_GoalIDParam|TEXT
296	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146328		1000147627	0	3	63	20	5592	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138059	0
297	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146329		1000147628	0	3	63	20	5593	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138060	0
298	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146330		1000147629	0	3	63	20	5594	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138061	0
299	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146331		1000147630	0	3	63	20	5595	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138062	0
300	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146332		1000147631	0	3	63	20	5596	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138063	0
301	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146333		1000147632	0	3	63	20	5597	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138064	0
302	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146334		1000147633	0	3	63	20	5598	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138065	0
303	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146335		1000147634	0	3	63	20	5599	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138066	0
304	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000174596		1000174597	0	3	63	20	5600	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138067	0
305	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146337		1000147636	0	3	63	20	5601	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138068	0
306	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146338		1000147637	0	3	63	20	5602	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138069	0
307	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146339		1000147638	0	3	63	20	5603	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138070	0
308	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146340		1000147639	0	3	63	20	5604	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138071	0
309	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146341		1000147640	0	3	63	20	5605	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138072	0
310	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146342		1000147641	0	3	63	20	5606	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138073	0
311	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146343		1000147642	0	3	63	20	5607	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138074	0
312	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146344		1000147643	0	3	63	20	5608	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138075	0
313	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146345		1000147644	0	3	63	20	5609	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138076	0
314	1	false	0	0	95	95	0	0	83	1	0	1000058442	1000146346		1000147645	0	3	63	20	5610	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138077	0
315	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146347		1000147646	0	3	63	20	5560	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138078	0
316	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146348		1000147647	0	3	63	20	5561	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138079	0
317	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146349		1000147648	0	3	63	20	5562	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138080	0
318	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146350		1000147649	0	3	63	20	5563	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138081	0
319	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146351		1000147650	0	3	63	20	5564	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138082	0
320	1	false	0	0	95	95	0	0	83	1	0	1000105961	1000146352		1000147651	0	3	63	20	5611	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138083	0
321	1	false	0	0	95	95	0	0	83	1	0	1000105961	1000146353		1000147652	0	3	63	20	5612	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138084	0
322	1	false	0	0	95	95	0	0	83	1	0	1000105961	1000146354		1000147653	0	3	63	20	5613	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138085	0
323	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146355		1000147654	0	3	63	20	5565	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137498	0
324	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146356		1000147655	0	3	63	20	5566	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137499	0
325	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146357		1000147656	0	3	63	20	5567	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137500	0
326	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146358		1000147657	0	3	63	20	5568	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137501	0
327	1	false	0	0	95	95	0	0	83	1	0	1000091074	1000146359		1000147658	0	3	63	20	5569	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137502	0
328	1	false	0	0	95	95	0	0	1125	1	1	1000058442	1000146360		1000146622	0	3	63	20	5642	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137503	0
329	1	false	0	0	95	95	0	0	1125	1	1	1000058442	1000146361		1000147014	0	3	63	20	5643	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137504	0
330	1	false	0	0	95	95	0	0	1125	1	1	1000058442	1000146362		1000146624	0	3	63	20	5644	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137505	0
331	1	false	0	0	95	95	0	0	1125	1	1	1000146184	1000146363		1000146625	0	3	63	20	5645	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137506	0
332	1	false	0	0	95	95	0	0	1125	1	1	1000000377	1000146364		1000146626	0	3	63	20	5646	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137507	0
333	1	false	0	0	95	95	0	0	1125	1	1	1000023867	1000146365		1000146627	0	3	63	20	5647	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137508	0
334	1	false	0	0	95	95	0	0	1125	1	1	1000132383	1000146366		1000146628	0	3	63	20	5648	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137509	0
335	1	false	0	0	95	95	0	0	1125	1	1	1000000389	1000146367		1000146629	0	3	63	20	5649	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137510	0
336	1	false	0	0	95	95	0	0	1125	1	1	1000000389	1000146368		1000146630	0	3	63	20	5650	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138086	0
337	1	false	0	0	95	95	0	0	1125	1	1	1000023867	1000146369		1000146631	0	3	63	20	5651	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138087	0
338	1	false	0	0	95	95	0	0	1125	1	1	1000132383	1000146370		1000146632	0	3	63	20	5652	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138088	0
339	1	false	0	0	95	95	0	0	83	1	1	1000117168	1000146371		1000173872	0	3	63	20	5570	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000173836	0
340	1	false	0	0	95	95	0	0	83	1	1	1000117168	1000146372		1000147660	0	3	63	20	5571	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145064	0
341	1	false	0	0	95	95	0	0	83	1	1	1000144583	1000146373		1000147661	0	3	63	20	5614	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145572	0
342	1	false	0	0	95	95	0	0	83	1	1	1000144583	1000146374		1000147662	0	3	63	20	5615	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145573	0
343	1	false	0	0	95	95	0	0	83	1	1	1000144583	1000146375		1000147663	0	3	63	20	5616	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145574	0
344	1	false	0	0	95	95	0	0	83	1	1	1000144583	1000146376		1000147664	0	3	63	20	5617	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145575	0
345	1	false	0	0	95	95	0	0	84	4	1	1000146185	1000146377		1000152810	0	5	63	20	5654	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150446	0
346	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146377		1000152811	0	5	63	20	5655	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145070	0
347	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146377		1000152812	0	5	63	20	5656	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146389	0
348	1	false	0	0	95	95	0	0	84	4	1	1000146185	1000146378		1000152813	0	5	63	20	5657	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150447	0
349	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146378		1000152814	0	5	63	20	5658	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145073	0
350	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146378		1000152815	0	5	63	20	5659	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146391	0
351	1	false	0	0	95	95	0	0	84	4	1	1000146185	1000146379		1000152816	0	5	63	20	5660	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145075	0
352	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146379		1000152817	0	5	63	20	5661	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145076	0
353	1	false	0	0	95	95	0	0	83	4	1	1000146185	1000146379		1000152818	0	5	63	20	5662	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146410	0
354	1	false	0	0	95	95	0	0	84	4	1	1000085905	1000146380		1000152819	0	5	63	20	5663	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150448	0
355	1	false	0	0	95	95	0	0	83	4	1	1000085905	1000146380		1000152820	0	5	63	20	5664	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145079	0
356	1	false	0	0	95	95	0	0	83	4	1	1000085905	1000146380		1000152821	0	5	63	20	5665	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146394	0
357	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000146381		1000152822	0	5	63	20	5666	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150449	0
358	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146381		1000152823	0	5	63	20	5667	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145082	0
359	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146381		1000152824	0	5	63	20	5668	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146396	0
360	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000146382		1000152825	0	5	63	20	5669	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150450	0
361	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146382		1000152826	0	5	63	20	5670	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145085	0
362	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146382		1000152827	0	5	63	20	5671	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146398	0
363	1	false	0	0	95	95	0	0	84	4	1	1000105343	1000146383		1000152828	0	5	63	20	5672	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150451	0
364	1	false	0	0	95	95	0	0	83	4	1	1000105343	1000146383		1000152829	0	5	63	20	5673	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145088	0
365	1	false	0	0	95	95	0	0	83	4	1	1000105343	1000146383		1000152830	0	5	63	20	5674	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146400	0
366	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000146384		1000152831	0	5	63	20	5675	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150452	0
367	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146384		1000152832	0	5	63	20	5676	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145091	0
368	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146384		1000152833	0	5	63	20	5677	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146402	0
369	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000146385		1000152834	0	5	63	20	5678	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150453	0
370	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146385		1000152835	0	5	63	20	5679	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145094	0
371	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146385		1000152836	0	5	63	20	5680	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146404	0
372	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000146386		1000152837	0	5	63	20	5681	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150454	0
373	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146386		1000152838	0	5	63	20	5682	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145097	0
374	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000146386		1000152839	0	5	63	20	5683	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146406	0
375	1	false	0	0	95	95	0	0	84	4	1	1000105343	1000146387		1000152840	0	5	63	20	5684	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150455	0
376	1	false	0	0	95	95	0	0	83	4	1	1000105343	1000146387		1000152841	0	5	63	20	5685	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145100	0
377	1	false	0	0	95	95	0	0	83	4	1	1000105343	1000146387		1000152842	0	5	63	20	5686	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146408	0
378	1	false	0	0	95	95	0	0	2500	3	1	1000010004	1000179088		1000179091	0	4	63	20	5720	0	116	0	4	2	4	4	0	0	0	0	0	0	false	1	0	1000179094	0
379	1	false	0	0	95	95	0	0	17500	3	1	1000010004	1000179089		1000179092	0	1	3	3	19631	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000179095	0
380	1	false	0	0	95	95	0	0	1330	3	1	1000010004	1000179090		1000179093	0	5	63	20	5521	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000179096	0
381	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000152777	0	1	3	3	19002	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150446	0
382	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153216	0	1	3	3	19004	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153261	0
383	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153217	0	1	3	3	19004	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145072	0
384	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000152780	0	1	3	3	19004	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150447	0
385	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153218	0	1	3	3	19006	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153262	0
386	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153219	0	1	3	3	19006	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153263	0
387	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000152783	0	1	3	3	19006	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145075	0
388	0	false	0	0	95	95	0	0	0	0	1	1000146180	1000153213		1000153220	0	1	3	3	19008	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153264	0
389	0	false	0	0	95	95	0	0	0	0	1	1000146180	1000153213		1000153221	0	1	3	3	19008	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145078	0
390	0	false	0	0	95	95	0	0	0	0	1	1000146180	1000153213		1000152786	0	1	3	3	19008	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150448	0
391	0	false	0	0	95	95	0	0	0	0	1	1000049094	1000153213		1000153222	0	1	3	3	19011	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153265	0
392	0	false	0	0	95	95	0	0	0	0	1	1000049094	1000153213		1000153223	0	1	3	3	19011	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145081	0
393	0	false	0	0	95	95	0	0	0	0	1	1000049094	1000153213		1000152789	0	1	3	3	19011	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150449	0
394	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000153224	0	1	3	3	19012	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153266	0
395	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000153225	0	1	3	3	19012	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145084	0
396	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000152792	0	1	3	3	19012	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150450	0
397	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000153226	0	1	3	3	19015	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153267	0
398	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000153227	0	1	3	3	19015	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145087	0
399	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000152795	0	1	3	3	19015	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150451	0
400	0	false	0	0	95	95	0	0	0	0	1	1000146183	1000153213		1000153228	0	1	3	3	19018	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153268	0
401	0	false	0	0	95	95	0	0	0	0	1	1000146183	1000153213		1000153229	0	1	3	3	19018	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145090	0
402	0	false	0	0	95	95	0	0	0	0	1	1000146183	1000153213		1000152798	0	1	3	3	19018	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150452	0
403	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153230	0	1	3	3	19019	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153269	0
404	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000153231	0	1	3	3	19019	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145093	0
405	0	false	0	0	95	95	0	0	0	0	1	1000146172	1000153213		1000152801	0	1	3	3	19019	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150453	0
406	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000153232	0	1	3	3	19021	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153270	0
407	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000153233	0	1	3	3	19021	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145096	0
408	0	false	0	0	95	95	0	0	0	0	1	1000146181	1000153213		1000153234	0	1	3	3	19021	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150454	0
409	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000153235	0	1	3	3	19024	0	116	8	4	2	4	4	0	0	0	0	0	0	false	1	0	1000153271	0
410	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000153236	0	1	3	3	19024	0	116	9	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145099	0
411	0	false	0	0	95	95	0	0	0	0	1	1000146182	1000153213		1000152807	0	1	3	3	19024	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150455	0
412	1	false	0	0	95	95	0	0	1500	3	1	1000146179	1000164265		1000164366	0	4	63	20	5230	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000164367	0
413	0	false	0	0	95	95	0	0	0	0	1	1000146176	1000165229		1000165249	0	1	63	20	5235	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165269	0
414	1	false	0	0	95	95	0	0	1500	3	1	1000146177	1000165230		1000165250	0	4	63	20	5236	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165270	0
415	0	false	0	0	95	95	0	0	0	0	1	1000146178	1000165231		1000165251	0	1	63	20	5237	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165271	0
416	1	false	0	0	95	95	0	0	2500	2	1	1000146179	1000165232		1000165252	0	4	63	20	5238	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165273	0
417	1	false	0	0	95	95	0	0	2500	2	1	1000146176	1000165233		1000165253	0	4	63	20	5239	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165274	0
418	1	false	0	0	95	95	0	0	2500	2	1	1000146177	1000165234		1000165254	0	4	63	20	5240	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165275	0
419	1	false	0	0	95	95	0	0	2500	2	1	1000146178	1000165235		1000165255	0	4	63	20	5241	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165272	0
420	0	false	0	0	95	95	0	0	0	3	1	1000000389	1000165236		1000165628	0	5	63	20	5242	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165282	0
421	0	false	0	0	95	95	0	0	0	3	1	1000000389	1000165237		1000165629	0	5	63	20	5243	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165283	0
422	1	false	0	0	95	95	0	0	670	3	1	1000000389	1000165238		1000165630	0	5	63	20	5244	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165284	0
423	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165239		1000165259	0	4	63	20	5245	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165285	0
424	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165240		1000165260	0	4	63	20	5246	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165286	0
425	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165241		1000165261	0	4	63	20	5247	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165287	0
426	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165242		1000165262	0	4	63	20	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165288	0
427	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165243		1000165263	0	4	63	20	5249	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165289	0
428	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165244		1000165264	0	4	63	20	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165290	0
429	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165245		1000165265	0	4	63	20	5251	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165291	0
430	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165246		1000165266	0	4	63	20	5252	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165292	0
431	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165247		1000165267	0	4	63	20	5253	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165293	0
432	1	false	0	0	95	95	0	0	500	3	1	1000023867	1000165248		1000165268	0	4	63	20	5254	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165294	0
433	1	false	0	0	95	95	0	0	23375	0	1	1000165715	1000165717		1000165723	0	1	3	3	19680	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165731	0
434	1	false	0	0	95	95	0	0	1125	1	1	1000157639	1000165718		1000165724	0	3	63	20	5653	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165731	0
435	1	false	0	0	95	95	0	0	556	3	1	1000146148	1000165719		1000165725	0	4	63	20	5255	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165732	0
436	1	false	0	0	95	95	0	0	556	3	1	1000090416	1000165720		1000165726	0	4	63	20	5256	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165733	0
437	1	false	0	0	95	95	0	0	555	3	1	1000165716	1000165721		1000165727	0	4	63	20	5257	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165734	0
438	1	false	0	0	95	95	0	0	84	4	1	1000000395	1000165722		1000165728	0	5	63	20	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165732	0
439	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000165722		1000165729	0	5	63	20	5259	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165733	0
440	1	false	0	0	95	95	0	0	83	4	1	1000000395	1000165722		1000165730	0	5	63	20	5260	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000165734	0
441	1	false	0	0	95	95	0	0	1000	3	1	1000144916	1000166699		1000167646	0	5	63	20	5318	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000166702	0
442	1	false	0	0	95	95	0	0	1000	1	0	1000132385	1000173662		1000173674	{1000086266}	3	63	20	5618	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138078	0
443	1	false	0	0	95	95	0	0	1000	1	0	1000132385	1000173663		1000173674	{1000086267}	3	63	20	5619	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138079	0
444	1	false	0	0	95	95	0	0	1000	1	0	1000132385	1000173664		1000173674	{1000086268}	3	63	20	5620	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138080	0
445	1	false	0	0	95	95	0	0	1000	1	0	1000132385	1000173665		1000173674	{1000086269}	3	63	20	5621	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138081	0
