ROWID	_Name|TEXT	_ClassID|INTEGER	_VisibleProb|FLOAT	_VisibleWeather|TEXT	_AniName|TEXT	_ActName|TEXT	_DefaultAction|TEXT	_IntersectionType|INTEGER	_Particle|INTEGER	_Sound|INTEGER	_Sound_Range|DOUBLE	_Sound_Rolloff|FLOAT	_CullingRange|INTEGER	_IsStaticCollision|BOOLEAN	_SpecLevel|INTEGER	_IsCastLightmap|BOOLEAN	_IsLightmapInfluence|BOOLEAN	_IsIncludeNavMesh|BOOLEAN	_IsCastWater|BOOLEAN	_IsProjectileSkip|BOOLEAN	_IsMonsterAggro|BOOLEAN	_IsMonsterCardTypeSkip|INTEGER	_ForceShow|BOOLEAN
5180	Mec_A_LiquorFactory.skn	1	1.0	All	Mec_A_LiquorFactory.ani	Mec_A_LiquorFactory.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5181	Mec_A_CubeSwitch_01.skn	5	1.0	All	Mec_A_CubeSwitch_01.ani	Mec_A_CubeSwitch_01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	false	true	false	false	0	false
5182	Mec_TBK_LiquorBarrel_02.skn	2	1.0	All	Mec_TBK_LiquorBarrel_02.ani	Mec_TBK_LiquorBarrel_02.act	Idle	2	736	40649	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
5183	Mec_TBK_LiquorBarrel_03.skn	2	1.0	All	Mec_TBK_LiquorBarrel_03.ani	Mec_TBK_LiquorBarrel_03.act	Idle	2	736	40649	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
5184	Mec_A_BlueGate01.skn	2	1.0	All	Mec_A_BlueGate01.ani	Mec_A_BlueGate01.act	Idle	2	736	264	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
5185	Mec_A_BlueGate02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5186	Mec_A_BlueGate03.skn	1	1.0	All	Mec_A_BlueGate03_Idle.ani	Mec_A_BlueGate03.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5187	Mec_A_LbertHouse01.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5188	Mec_A_LbertHouseBurning01.skn	9	1.0	All		Mec_A_LbertHouseBurning01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5189	Mec_TBK_Sylinder_01.skn	2	1.0	All	Mec_TBK_Sylinder_01.ani	Mec_TBK_Sylinder_01.act	Idle	2	736	142	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
5190	Mec_A_CubePyramid01.skn	1	1.0	All		Mec_A_CubePyramid01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	false	true	true	false	false	0	false
5191	Mec_D_BlackminePath01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5192	Mec_D_BlackminePath02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5193	Mec_D_BlackminePath03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5194	Mec_D_BlackminePath04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5195	EYE_MOO_WO_Lv90SandTwirl_01.skn	1	1.0	All		EYE_MOO_WO_Lv90SandTwirl_01.act	Open	1	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5196	01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5197	Prop_Alpaca_White.skn	1	1.0	All	Vehicle_Alpaca.ani	Vehicle_Alpaca.act	Stand	2	0	0	10.0	0.5	0	true	0	false	true	true	true	false	false	0	false
5198	Prop_Prison_Cleric_inter.skn	5	1.0	All	Prop_Prison_Cleric.ani	Prop_Prison_Cleric.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5199	Mec_A_StairTent01.skn	2	1.0	All	Mec_A_StairTent01.ani	Mec_A_StairTent01.act	Idle	1	736	40649	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
5200	Mec_A_StairTent02.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5201	Mec_A_StairTent03.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5202	Mec_A_StairTent04.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5203	Mec_A_Sylinder_01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5204	Mec_A_WallTent01.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5205	Mec_A_WallTent02.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5206	Mec_A_WallTent03.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5207	Mec_A_WorldzoneHouse01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5208	Mec_A_WorldzoneHouse02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5209	Alpaca_Sigong.skn	1	1.0	All	Vehicle_Alpaca.ani	Vehicle_Alpaca.act	Stand	2	0	0	10.0	0.5	0	true	0	false	true	true	true	false	false	0	false
5210	EYE_MOO_WO_Lv90SandFall_01T.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFall_01T.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5211	EYE_MOO_WO_Lv90SandFallNor_01.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallNor_01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5212	EYE_MOO_WO_Lv90SandFallNor_02.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallNor_02.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5213	EYE_MOO_WO_Lv90SandFallNor_03.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallNor_03.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5214	EYE_MOO_WO_Lv90SandFallWid_01.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallWid_01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5215	EYE_MOO_WO_Lv90SandFallDust_01BL.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallDust_01BL.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5216	EYE_MOO_WO_Lv90SandFallDust_02BL.skn	1	1.0	All		EYE_MOO_WO_Lv90SandFallDust_02BL.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5217	MiniPureStone_Blue02.skn	1	1.0	All		MiniPureStone_Blue02.act	Idle	0	0	0	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
5218	FlyingUnit.skn	9	1.0	All	FlyingUnit.ani	FlyingUnit.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5301	Mec_A_WorldzoneHouse03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5302	Mec_A_WorldzoneHouse04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5303	Mec_A_WorldzoneHouse05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5304	Mec_A_WorldzoneHouse06.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5305	Mec_A_WorldzoneHouse07.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5306	Mec_A_WorldzoneHouse08.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5307	Mec_A_WorldzoneHouseLadder01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5308	Mec_A_WorldzoneHouseRail01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5309	Mec_A_WorldzoneHouseRail02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5310	Mec_A_WorldzoneHouseStair01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5311	Mec_A_LiquorBarrel_01.skn	2	1.0	All	Mec_A_LiquorBarrel_01.ani	Mec_A_LiquorBarrel_01.act	Idle	2	736	40649	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
5312	Mec_A_CubeRoom01_Door.skn	1	1.0	All	Mec_A_CubeRoom01_Door.ani	Mec_A_CubeRoom01_Door.act	Close	2	0	0	10.0	0.5	0	false	0	false	false	true	true	false	false	0	false
5313	Mec_A_CubePath_Chain01.skn	1	1.0	All	Mec_A_CubePath_Chain01.ani	Mec_A_CubePath_Chain01.act	Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5314	Mec_A_CubeBossRoom01_Door.skn	1	1.0	All	Mec_A_CubeBossRoom01_Door.ani	Mec_A_CubeBossRoom01_Door.act	Close	2	0	0	10.0	0.5	0	false	0	false	false	true	true	false	false	0	false
5315	Mec_A_CubeBossRoom01.skn	1	1.0	All		Mec_A_CubeBossRoom01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5316	Mec_A_CubePath_ChainProp01.skn	1	1.0	All		Mec_A_CubePath_ChainProp01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	false	false	true	false	false	0	false
5317	Mec_A_CubePath_PoisonPloor01.skn	1	1.0	All		Mec_A_CubePath_PoisonPloor01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	false	false	true	false	false	0	false
5318	Mec_A_CubePath_PoisonPloor02.skn	1	1.0	All		Mec_A_CubePath_PoisonPloor02.act	Idle	2	0	0	10.0	0.5	0	false	0	true	false	false	true	false	false	0	false
5319	Mec_A_CubePathPillar01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5320	Mec_N_CubeStem01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5321	Mec_N_CubeStem02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5322	Mec_N_Cliff011.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5323	Mec_N_GoldStone01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5324	Mec_N_GoldStone02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5325	Mec_N_GoldStone03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5326	Mec_N_GoldStone04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5327	Mec_N_GoldStone05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5328	Mec_N_GoldStone06.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5329	Mec_N_GoldStone07.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5330	Mec_N_GoldStoneCart01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5331	Mec_N_GoldStoneSack01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5332	Mec_N_GoldStoneTorchlight01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5333	Mec_N_GoldStoneWorkshop01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5334	Mec_N_BigFlower01.skn	1	1.0	All	Mec_N_BigFlower01.ani	Mec_N_BigFlower01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5335	Mec_A_Cityhall.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5336	Mec_A_Cityhall_Column.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5337	Mec_N_CityHall_Tree01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5338	Mec_A_GreenHole01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5339	Mec_A_GreenHole02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5340	Mec_A_GreenHole03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5341	Mec_A_GreenHole04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5342	Mec_A_CityGate_01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5343	Mec_A_CityGate_02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5344	Mec_A_CityGate_03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5345	Mec_A_CityGate_04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5346	Mec_A_CubeBossRoomchair01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5347	Mec_A_Vernicka_Chair.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5348	Mec_N_Cliff12.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5349	Mec_N_Cliff13.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5350	Mec_N_Cliff14.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5351	Mec_N_Sandpile01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5352	Mec_N_Sandpile02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5353	Mec_N_Stone01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5354	Mec_N_Stone02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5355	Mec_N_CliffTree01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5356	Mec_N_CliffTree02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5357	Mec_N_CliffTree03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5358	Mec_D_BlackmineRope01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5359	Mec_A_TentShop01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5360	Mec_A_TentShop02.skn	1	1.0	All	Mec_A_TentShop02.ani	Mec_A_TentShop02.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5361	Mec_A_Landmark.skn	1	1.0	All	Mec_A_Landmark.ani	Mec_A_Landmark.act	Idle	2	0	0	10.0	0.5	0	false	0	true	false	true	true	false	false	0	false
5362	Mec_A_SlumDoor01.skn	1	1.0	All	Mec_A_SlumDoor01.ani	Mec_A_SlumDoor01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
5363	Mec_A_SlumFence01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5364	Mec_A_RubinotHideout01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5365	Mec_A_RubinotHideout02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5366	Mec_A_BlueWindPlainFarmFence_01.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5367	Mec_A_BlueWindPlainFarmFence_02.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5368	Mec_A_BlueWindPlainFarmFencePillar.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5369	Mec_A_ClothAirer01.skn	0	1.0	All			Idle	1	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5370	Mec_A_WorldzoneBrokenTableA.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5371	Mec_A_WorldzoneBrokenTree01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5372	Mec_A_WorldzoneCarpet01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5373	Mec_A_Worldzonepillar01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5374	Mec_A_Worldzonepillar02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5375	Mec_A_WorldzoneStone01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5376	Mec_A_WorldzoneStone02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5377	Mec_A_WorldzoneWall01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5378	Mec_A_WorldzoneWall02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5379	Mec_A_WorldzoneWall03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5380	Mec_A_WorldzoneWall04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5381	Mec_A_WorldzoneWall05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5382	Mec_A_WorldzoneWall06.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5383	Mec_A_WorldzoneWall07.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5384	Mec_A_WorldzoneWall08.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5385	Mec_A_WorldzoneStairA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5386	Mec_A_WorldzoneCarpet02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5387	Mec_A_WorldzoneCarpet03.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5388	Mec_A_WorldzoneCarpet04.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5389	Mec_A_WorldzoneCarpet05.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5390	Mec_A_WorldzoneCarpet06.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5391	Mec_A_WorldzoneCarpet07.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5392	Mec_A_WorldzoneCarpet08.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5393	Mec_A_WorldzoneCarpet09.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5394	Mec_A_WorldzoneCarpet10.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5395	Mec_A_WorldzoneWoodenBarrel01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5396	Mec_A_WorldzoneWoodenBarrel02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5397	Mec_A_PlateSet01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5398	Mec_A_PlateSet02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5399	Mec_A_PlateSet03.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5400	Mec_A_PlateSet04.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5401	Mec_A_PotSet01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5402	Mec_A_PotSet02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5403	Mec_A_PotSet03.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5404	Mec_A_EtcProp01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5405	Mec_A_EtcProp02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5406	Mec_A_CubeRoom01_Stair	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5407	Mec_A_Windmill01.skn	1	1.0	All	Mec_A_Windmill01.ani	Mec_A_Windmill01.act	On_Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5408	Mec_A_BlueWindPlainFarmGate.skn	1	1.0	All	Mec_A_BlueWindPlainFarmGate.ani	Mec_A_BlueWindPlainFarmGate.act	Close	2	0	0	10.0	0.5	0	false	0	false	true	true	true	false	false	0	false
5409	Mer_A_drying rack01_Red.skn	2	1.0	All	Mer_A_drying rack01_Red.ani	Mer_A_drying rack01_Red.act	Idle	2	736	123	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
5410	Prop_Cow.skn	1	1.0	All	Npc_Cow.ani	Npc_Cow.act	Stand	2	0	0	10.0	0.5	0	true	0	false	true	true	true	false	false	0	false
5411	Mec_A_Windmill01_Switch01.skn	5	1.0	All	Mec_A_Windmill01_Switch01.ani	Mec_A_Windmill01_Switch01.act	On_Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5412	Npc_Prop_meriendel_remains.skn	9	1.0	All	Npc_Prop_meriendel_remains.ani	Npc_Prop_meriendel_remains.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5413	Npc_CollisionBox.skn	9	1.0	All			Idle	0	0	0	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
5414	Mec_A_RubinotHideoutClueA.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5415	Prop_Npc_Lily.skn	1	1.0	All	Prop_Npc_Lily.ani	Prop_Npc_Lily.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5416	Prop_Npc_Daisy.skn	1	1.0	All	Prop_Npc_Daisy.ani	Prop_Npc_Daisy.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5417	Prop_Npc_Caraban_Aradin.skn	1	1.0	All	Prop_Npc_Caraban_Aradin.ani	Prop_Npc_Caraban_Aradin.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5418	Prop_Npc_Caraban_Atdin.skn	1	1.0	All	Prop_Npc_Caraban_Atdin.ani	Prop_Npc_Caraban_Atdin.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5419	Prop_Npc_GuardTimose.skn	1	1.0	All	Prop_Npc_GuardTimose.ani	Prop_Npc_GuardTimose.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5420	Prop_Npc_GuardSteave.skn	1	1.0	All	Prop_Npc_GuardSteave.ani	Prop_Npc_GuardSteave.act	Stand	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
5421	Mec_A_RubinotHideoutBooKcase.skn	2	1.0	All	Mec_A_RubinotHideoutBookcase.ani	Mec_A_RubinotHideoutBooKcase.act	Idle	2	736	123	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
5422	RedMoon01.skn	1	1.0	All		RedMoon01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5423	RedMoon02.skn	1	1.0	All		RedMoon02.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5424	Mec_A_TentShop03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5425	Mec_A_TentShop03Props01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5426	Mec_A_TentShop03Props02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5427	Mec_A_TentShop03Props03.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5428	Mec_A_TentShop03Props04.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5429	Mec_A_TentShop04.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5430	Mec_A_TentShop05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5431	Mec_A_TentShop05Props01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5432	Mec_A_TentShop05Props02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
5451	TreeOfLife_Tree01_new.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5452	TreeOfLife_Tree02.skn	1	1.0	All	TreeOfLife_Tree02.ani	TreeOfLife_Tree02.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
5453	TreeOfLife_Treeleaf01_new.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
