ROWID	_StaticName|TEXT	_StateEffectIndex|INTEGER	_ShowTimingType|INTEGER	_EffectOutputType|INTEGER	_EffectPlayType|INTEGER	_EffectSkinFileName|INTEGER	_EffectAniFileName|INTEGER	_EffectActFileName|INTEGER	_ActorActionName|TEXT	_UseDiffuseVariation|INTEGER	_DiffuseR1|DOUBLE	_DiffuseG1|DOUBLE	_DiffuseB1|DOUBLE	_DiffuseR2|DOUBLE	_DiffuseG2|DOUBLE	_DiffuseB2|DOUBLE	_DiffuseChangeSpeed|DOUBLE	_LinkBoneIndex|TEXT	_ContentsID|TEXT	_SetParent|BOOLEAN
11354		99	0	0	0	0	0	25465		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11355		2	0	2	0	0	0	25779	0	1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11356		0	0	2	0	0	0	25778	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11357		0	0	2	0	0	0	26292		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11358		149	1	0	0	0	0	26496	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11359		0	0	2	0	0	0	26585		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11360		0	0	2	0	0	0	26584		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11341		0	0	2	0	0	0	26662		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1		false
11342		0	0	2	0	0	0	28018		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11343		0	0	2	0	0	0	28392		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11344		0	0	2	0	0	0	28478	0	1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11345		0	0	2	0	0	0	29121		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11346		0	0	2	0	0	0	29183		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11347		0	0	2	0	0	0	29413		1	0.5	0.5	0.5	0.5	0.5	0.5	1.0	2		false
11348		0	0	2	0	0	0	29414		1	0.5	0.5	0.5	0.5	0.5	0.5	1.0	2		false
11361		305	0	2	0	0	0	25906		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11362		254	0	2	0	0	0	25456		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11363		0	0	2	0	0	0	25956		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11364		2	0	2	0	0	0	26017		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11365		275	0	2	0	0	0	26238		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11366		0	0	2	0	0	0	26283		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11367		2	0	2	0	0	0	26719		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11368		2	0	2	0	0	0	26718		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11369		36	0	2	0	0	0	26717		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11370		4	0	2	0	0	0	26716		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11371		99	0	0	0	0	0	12988		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
11372		218	1	0	0	13007	13006	13005	Hold	1	0.6156863	0.9372549	0.9019608	0.2	0.60784316	0.79607844	2.0			false
11373		99	0	2	0	0	0	27544		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11381		218	0	2	0	0	0	13128		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11382		154	0	2	0	0	0	32827		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11383		218	1	0	0	0	0	31822		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
11384		76	0	2	0	0	0	26744		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11385		2	0	2	0	0	0	32289		1	1.5	0.58	0.0	1.0	0.4	0.4	3.0	2		false
11386		0	0	2	0	0	0	33874		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11387		0	0	2	0	0	0	34692		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11395		99	0	2	0	0	0	25462		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11396		99	0	2	0	0	0	25463		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11397		99	0	2	0	0	0	25464		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11398		99	0	2	0	0	0	25465		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11400		154	0	2	0	0	0	19612		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	1		false
11401		218	1	2	0	13084	13083	13082	Freezing	1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
11402		275	0	2	0	0	0	34569		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	1		false
11403		275	0	2	0	0	0	34570		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	1		false
11404		154	0	2	0	0	0	34581		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
11405		154	0	2	0	0	0	34582		0	0.23	1.47	1.5	0.0	0.0	0.0	45.0	0		false
11406		3	0	2	0	0	0	34625		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11407		25	0	2	0	0	0	35489		1	0.5	0.5	0.5	0.5	0.5	0.5	1.0	2		false
11408		2	0	2	0	0	0	35505		1	0.94509804	0.266	0.266	1.0	0.4	0.4	3.0	1		false
11409		360	0	2	0	0	0	36025		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
11410		360	0	2	0	0	0	36024		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
11411		0	0	2	0	0	0	36521		1	1.5	0.58	0.0	0.0	0.0	0.0	15.0	0		false
11412		254	0	2	0	0	0	36992		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11413		154	0	2	0	0	0	37606		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11414		99	0	2	0	0	0	25463		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11415		154	0	2	0	0	0	35489		1	0.5	0.5	0.5	0.5	0.5	0.5	1.0	2		false
12000		154	0	2	0	0	0	50260		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
12001		154	0	2	0	0	0	50261		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
12002		0	0	2	0	0	0	50262		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
12003		0	0	2	0	0	0	50263		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
12004		0	0	2	0	0	0	50264		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
12005		0	0	2	0	0	0	50266		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
20000	물리공격력증가	213	0	2	0	0	0	12992		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20001	마법공격력증가	214	0	2	0	0	0	12993		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20002	경작저항률 감소	124	0	2	0	0	0	12991		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20003	크리티컬저항률 감소	126	0	2	0	0	0	12991		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20004	모든속성저항률 감소	36	0	2	0	0	0	13141		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20005	줄혈효과	157	0	2	0	0	0	13078		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20006	암속성추가데미지	35	0	2	0	0	0	13109		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
20007	불속성추가데미지	32	0	2	0	0	0	13001		1	1.5	0.58	0.0	0.7019608	0.29803923	0.02745098	15.0	1;3;4;5;6		false
20008	물속성추가데미지	33	0	2	0	0	0	13089		1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
20009	빛속성추가데미지	34	0	2	0	0	0	13117		1	0.397	0.8	1.4	0.03137255	0.19607843	0.6039216	45.0	1;3;4;5;6		false
20010	2회공격	158	0	2	0	0	0	12977		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20011	슈퍼아머파괴	79	0	2	0	0	0	13139		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20012	이동속도저하	70	0	2	0	0	0	12991		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20013	상대방물방감소	4	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20014	상대방마방감소	94	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20015	물리데미지반사	111	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20016	어그로감소	66	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20017	블록발생률	30	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20018	이속증가	76	0	2	0	0	0	13132		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20019	슈퍼아머무적	156	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20020	물리데미지감소	134	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20021	마법데미지감소	135	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20022	경직저항상승	124	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20023	크리티컬저항상승	22	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20024	모든저항	36	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20025	스턴저항상승	128	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20026	불저항상승	36	0	2	0	0	0	13036		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20027	물저항상승	37	0	2	0	0	0	13036		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20028	빛저항상승	38	0	2	0	0	0	13036		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20029	어둠저항상승	39	0	2	0	0	0	13036		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20100	행운의_물리데미지반사_헬멧	111	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20101	행운의_물리데미지반사_셔츠	111	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20102	행운의_물리데미지반사_팬츠	111	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20103	행운의_물리데미지반사_장갑	111	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20104	생명의_생명력회복_부츠	16	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20105	이속증가	76	0	2	0	0	0	38621		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20150		4	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20151		94	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20152		36	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20153		37	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20154		39	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20155		38	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20156		126	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20157		76	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20158		61	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20159		142	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20160		125	0	2	0	0	0	13033		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20161		141	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20162		36	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20163		39	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20164		4	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20165		94	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20166		76	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20167		61	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20168		306	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20169		124	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20170		126	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20171		4	0	2	0	0	0	13049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20172		313	0	2	0	0	0	26751		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20173		0	0	2	0	0	0	29352		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20174		0	0	2	0	0	0	29839		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20301	보상용 크레이지덕 이펙트	0	0	2	0	0	0	14158		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20302	아사이 고블린 느낌표	0	0	2	0	0	0	14284		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20303	슬로우 이펙트	25	0	2	0	0	0	14309		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6		false
20304		0	0	2	0	0	0	14739		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20305	아이스 쉴드	0	0	0	0	0	0	14319		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20401		0	0	2	0	0	0	23433		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20402		0	0	2	0	0	0	23434		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20403		0	0	2	0	0	0	23435		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20404		0	0	2	0	0	0	23441		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20501	유혹	146	0	2	0	0	0	13141		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20502	줄혈효과	100	0	2	1	0	0	13078		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20503	행속 감소	76	0	2	0	0	0	13089		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20601		315	0	0	0	0	0	26693		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20602		35	0	0	0	0	0	26694		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20603		325	1	2	1	0	0	26692		1	0.15686275	0.654902	0.039215688	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
20604		35	0	2	1	0	0	26708		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20605		35	0	0	0	0	0	26694		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20606	PhysicalBullsEye	316	0	2	0	0	0	12978		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20607		35	0	0	0	0	0	27563		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20608		4	0	0	0	0	0	27564		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20609		317	0	2	0	0	0	13021		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20610		75	0	0	0	0	0	27653		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20611		75	0	0	0	0	0	27654		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20612		141	0	0	0	0	0	27671		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20613		141	0	0	0	0	0	27671		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20614		134	0	2	0	0	0	27978		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20615		310	0	0	0	0	0	26694		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20616		298	0	2	0	0	0	49259		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20617	각성서먼쉐도우_버프	76	0	2	0	0	0	49252		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20701		76	0	2	0	0	0	17164		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
20702	아이스배리어EX(FREEZING_SHIELD)	55	0	0	0	0	0	29264		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
20801		345	0	2	0	0	0	29810		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20804		345	0	2	0	0	0	46276		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
20802		25	0	2	0	0	0	33573		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2;3;4		false
20803		25	0	2	0	0	0	33860		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
20901		218	0	2	0	0	0	15338	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20902		100	0	2	0	0	0	32361	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
20903		218	0	2	0	0	0	32375		0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2		false
20904		0	0	2	0	0	0	32522		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21001		134	0	2	0	0	0	34240		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21002		32	0	2	0	0	0	34241		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
21003		298	0	2	0	0	0	34242		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21004		205	0	2	1	0	0	34233		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21005		298	0	2	0	0	0	35741		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11;12;13;14		false
21006		61	0	0	0	0	0	35989		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
21007		36	0	2	0	0	0	13000		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21010		298	0	2	0	0	0	42240		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21011		76	0	2	0	0	0	42247		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21012		129	0	2	0	0	0	42246		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
21013		298	0	2	0	0	0	42248		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21100		306	0	2	0	0	0	12975		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21151		0	0	2	0	0	0	37574		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21160		2	0	2	0	0	0	37927		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21161		25	0	2	0	0	0	39112		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
21162		25	0	2	0	0	0	39113		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
21163		25	0	2	0	0	0	39226		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
21164		184	0	2	0	0	0	39610		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21165		25	0	2	0	0	0	49096		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
21170	버블버블_디버프	70	0	2	0	0	0	12974		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21180		78	0	2	1	0	0	38167		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21181		101	0	2	0	0	0	39103		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21182		101	0	2	1	0	0	39212		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21183		254	0	2	0	0	0	39212		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21184		0	0	2	0	0	0	40640		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21190		0	0	2	0	0	0	38751		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21191		101	0	2	0	0	0	38816		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21192		103	0	2	0	0	0	38817		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21193		3	0	2	0	0	0	41209		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21194	이속증가	76	0	2	0	0	0	41348		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21251		111	0	2	0	0	0	39617		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21252		0	0	2	0	0	0	39820		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21253		2	0	2	0	0	0	13068		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21254		4	0	2	0	0	0	13055		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21255		16	0	2	1	0	0	13099		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21301		1	0	2	0	0	0	42331		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
20350		76	0	2	0	0	0	42504		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21400		0	0	2	0	0	0	42729		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21401		386	0	2	0	0	0	43124		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21402		100	0	2	0	0	0	43135		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21403		360	0	2	0	0	0	43181		0	1.5	0.58	0.0	0.0	0.0	0.0	45.0	0		false
21404		0	0	2	0	0	0	43185		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21405		100	0	2	0	0	0	43192		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21406		0	0	2	0	0	0	43194		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21407		0	0	2	0	0	0	43779		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21408		254	0	2	0	0	0	43405		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21409		100	0	2	0	0	0	43570		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21410		0	0	2	0	0	0	43624		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21411		254	0	2	0	0	0	43793		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21412		0	0	2	0	0	0	43829		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21413		0	0	2	0	0	0	43831		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21414		100	0	2	0	0	0	43862		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21415		146	0	2	0	0	0	43880		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21416		4	0	2	0	0	0	44429		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21417		0	0	2	0	0	0	45253		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21451		0	0	2	0	0	0	43110		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21461		275	0	2	0	0	0	19587		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
21462		254	0	2	0	0	0	43847		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	2		false
21471		254	0	2	0	0	0	44422		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21472		254	0	2	0	0	0	44440		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21473		0	0	2	0	0	0	45258		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21474		0	0	2	0	0	0	45263		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21475		100	0	2	0	0	0	45291		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21501		129	0	0	0	0	0	44214		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
21502		171	0	0	0	0	0	44215		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
21503		129	0	0	0	0	0	44216		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
21551		2	0	2	0	0	0	45400		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21556		76	0	2	0	0	0	45804		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21557		12	0	2	0	0	0	45805		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21560		372	0	0	0	0	0	46298		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			false
21561		35	0	0	0	0	0	46889		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
21571		146	0	2	0	13084	13083	13082	Freezing	1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
21572		0	0	2	0	0	0	46443		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21573	넝쿨(파티)	146	0	2	0	0	0	13145	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21574		146	0	2	0	0	0	19613	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21581		100	0	2	0	0	0	46803		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21582		0	0	2	0	0	0	47202		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21583		0	0	2	0	0	0	47629		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21584		0	0	2	0	0	0	47630		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21585		0	0	2	0	0	0	47631		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21586		0	0	2	0	0	0	47632		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21601		100	0	2	0	0	0	47021		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21602		100	0	2	0	0	0	47708		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21603		0	0	2	0	0	0	48447		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
