ROWID	_JobID|INTEGER	_Mode|INTEGER	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|DOUBLE	_ElementDefenseRevision|DOUBLE	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_BaseLevel|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
363	63	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	339	526	292	323	80	10	0	0
364	64	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	292	448	417	323	80	10	0	0
365	65	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
366	66	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
367	67	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	370	495	292	323	80	10	0	0
368	68	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	370	495	292	323	80	10	0	0
369	69	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	370	495	292	323	80	10	0	0
370	70	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
371	71	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
372	72	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	573	230	245	432	80	10	0	0
373	73	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	557	214	261	448	80	10	0	0
374	74	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	261	245	526	448	80	10	0	0
375	75	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	468	343	359	390	80	10	0	0
376	76	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	312	312	390	80	10	0	0
377	77	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	328	530	234	468	80	10	0	0
378	78	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	359	468	234	499	80	10	0	0
379	79	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	359	530	234	437	80	10	0	0
380	80	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
381	81	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
382	82	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
383	83	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
384	84	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
385	85	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
386	86	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
387	87	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
388	88	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
389	89	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
390	90	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
391	91	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
392	92	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
393	93	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
394	94	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
395	95	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
396	96	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
397	97	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
398	98	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
399	99	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
401	1	5	3021	3692	2842	3473	20456	13828	62140	30800	200	6672	3321	3619	7308	6464	2212	100	300	50	0.2	0.2	1107	696	474	885	80	3619	0	0
402	2	5	2838	3469	1888	2307	13626	14864	62140	30800	200	2370	2370	10183	11624	1975	1740	100	300	50	0.2	0.2	790	1107	569	696	80	10183	0	0
403	3	5	2369	2896	3322	4060	9505	19137	51783	30800	200	1803	1803	6898	8631	1502	1580	100	300	50	0.2	0.2	601	822	1107	632	80	6898	0	0
404	4	5	2268	2772	2446	2989	19259	18629	62140	30800	200	5161	3321	3645	2656	2768	2530	100	300	50	0.2	0.2	1107	253	790	1012	80	3645	0	0
405	5	5	3086	3772	3270	3997	13626	18395	62140	30800	200	1518	1518	5204	10290	1265	1740	100	300	50	0.2	0.2	506	980	980	696	80	5204	0	0
406	6	5	3104	3794	3253	3976	13587	18370	62140	30800	200	2847	2847	3986	6636	2372	1580	100	300	50	0.2	0.2	949	632	949	632	80	3986	0	0
407	7	5	3244	3965	2482	3034	14106	12700	62140	30800	200	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	1087	549	676	676	80	5007	0	0
408	8	5	4012	4904	2632	3217	14492	13809	62140	30800	200	5577	3606	3433	4977	4483	2212	100	300	50	0.2	0.2	1182	454	581	865	80	3433	0	0
409	9	5	2311	2825	1721	2104	20742	18310	62140	30800	200	3569	1992	5537	11288	2769	2372	100	300	50	0.2	14.0	664	1075	474	949	80	5537	0	0
410	10	5	0	0	0	0	0	0	62140	30800	200	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
411	11	5	3255	3979	3027	3700	20411	14036	62140	30800	200	4642	2868	4527	7371	3499	1995	100	300	50	0.2	0.2	956	702	734	798	80	4527	0	0
412	12	5	2574	3146	1897	2318	15646	12448	62140	30800	200	6702	3351	3640	7371	3244	2232	100	300	50	0.2	0.2	1117	702	478	893	80	3640	0	0
413	13	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
414	14	5	2812	3437	1923	2350	13629	14919	62140	30800	200	2394	2394	9990	11046	1995	1755	100	300	50	0.2	0.2	798	1052	638	702	80	9990	0	0
415	15	5	2865	3502	2007	2453	13629	14868	62140	30800	200	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	0	0
416	16	5	0	0	0	0	0	0	62140	30800	200	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
417	17	5	2373	2900	3330	4070	9508	19145	62140	30800	200	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
418	18	5	2373	2900	3330	4070	9508	19145	62140	30800	200	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
419	19	5	0	0	0	0	0	0	62140	30800	200	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
420	20	5	2637	3223	1899	2321	14126	13665	62140	22816	178	7028	3348	2548	2678	3982	2552	100	300	50	0.2	0.2	1116	255	798	1021	80	2548	0	0
421	21	5	0	0	0	0	0	0	62140	30800	240	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
422	22	5	2202	2691	3175	3880	14105	13735	62140	17112	134	4711	2871	3876	3350	2392	2392	100	300	50	0.2	0.2	957	319	957	957	80	3876	0	0
423	23	5	3334	4075	2952	3608	15609	13959	62140	17112	134	5122	3348	4303	6699	3899	1995	100	300	50	0.2	0.2	1116	638	638	798	80	4303	0	0
424	24	5	2906	3552	3351	4096	15609	14137	62140	30800	200	4453	3617	4303	6699	3341	1995	100	300	50	0.2	0.2	893	638	861	798	80	4303	0	0
425	25	5	2589	3165	1897	2318	15646	12448	62140	30800	200	6894	3543	3416	6699	6649	2232	100	300	50	0.2	0.2	1181	638	478	893	80	3416	0	0
426	26	5	2589	3165	1897	2318	15646	12448	62140	22816	178	6894	3543	3416	6699	6649	2232	100	300	50	0.2	0.2	1181	638	478	893	80	3416	0	0
427	27	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
428	28	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
429	29	5	2828	3457	1923	2350	13629	14919	62140	20532	160	2202	2202	10214	11718	1835	1755	100	300	50	0.2	0.2	734	1116	638	702	80	10214	0	0
430	30	5	2118	2589	2508	3065	13629	15123	62140	30800	200	1914	1914	9658	10048	1595	1755	100	300	50	0.2	0.2	638	957	893	702	80	9658	0	0
431	31	5	2865	3502	2007	2453	13629	14868	62140	30800	200	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	0	0
432	32	5	2865	3502	2007	2453	13629	14868	62140	39924	312	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	0	0
433	33	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
434	34	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
435	35	5	2373	2900	3330	4070	9508	19145	62140	39924	312	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
436	36	5	2373	2900	3330	4070	9508	19145	62140	30800	200	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
437	37	5	2373	2900	3330	4070	9508	19145	62140	30800	200	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
438	38	5	2373	2900	3330	4070	9508	19145	62140	34224	266	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	0	0
439	39	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
440	40	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
441	41	5	2901	3546	2089	2553	14126	13665	62140	39924	312	7028	3348	2548	2678	7965	2552	100	300	50	0.2	0.2	1116	255	798	1021	80	2548	0	0
442	42	5	2593	3169	2585	3160	14105	13735	62140	30800	200	6839	3159	2436	2342	7807	2392	100	300	50	0.2	0.2	1053	223	957	957	80	2436	0	0
443	43	5	2157	2636	3681	4500	14084	13805	62140	30800	200	4519	2679	3764	3014	2232	2232	100	300	50	0.2	0.2	893	287	1117	893	80	3764	0	0
444	44	5	2157	2636	3681	4500	14084	13805	62140	28520	222	4519	2679	3764	3014	2232	2232	100	300	50	0.2	0.2	893	287	1117	893	80	3764	0	0
445	45	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
446	46	5	3200	3911	3168	3872	13591	18249	62140	30800	200	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	0	0
447	47	5	3200	3911	3168	3872	13591	18249	62140	39924	312	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	0	0
448	48	5	3200	3911	3168	3872	13591	18249	62140	39924	312	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	0	0
449	49	5	3030	3703	3347	4091	13591	18504	62140	30800	200	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	0	0
450	50	5	3030	3703	3347	4091	13591	18504	62140	30800	200	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	0	0
451	51	5	3030	3703	3347	4091	13591	18504	62140	30800	200	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	0	0
452	52	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
453	53	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
454	54	5	2922	3571	3347	4091	13668	18504	51783	30800	200	1722	1722	4343	7707	1435	1915	100	300	50	0.2	0.2	574	734	1116	766	80	4343	0	0
455	55	5	2895	3538	3347	4091	13687	18504	51783	17500	273	1530	1530	4455	8043	1275	1995	100	300	50	0.2	0.2	510	766	1116	798	80	4455	0	0
456	56	5	2895	3538	2677	3272	13687	18504	51783	17500	273	1530	1530	4455	8043	1275	1995	100	300	50	0.2	0.2	510	766	1116	798	80	4455	0	0
457	57	5	2843	3474	2716	3319	13668	18070	51783	17500	273	3348	3348	4343	7707	2790	1915	100	300	50	0.2	0.2	1116	734	574	766	80	4343	0	0
458	58	5	2850	3483	2680	3275	13687	18019	51783	17500	273	5022	3348	4455	8043	2790	1995	100	300	50	0.2	0.2	1116	766	510	798	80	4455	0	0
459	59	5	2850	3483	2680	3275	13687	18019	51783	17500	273	5022	3348	4455	8043	2790	1995	100	300	50	0.2	0.2	1116	766	510	798	80	4455	0	0
460	60	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
461	61	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
462	62	5	2271	2776	2482	3034	14106	12700	55926	17500	273	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	0	0
463	63	5	2276	2782	2486	3038	14108	12704	55926	17500	273	2967	2967	5039	10384	2472	1435	100	300	50	0.2	0.2	714	1096	618	682	80	5039	0	0
464	64	5	2276	2782	2486	3038	14108	12704	55926	17500	273	2967	2967	5039	10384	2472	1435	100	300	50	0.2	0.2	618	937	873	682	80	5039	0	0
465	65	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
466	66	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
467	67	5	2271	2776	2482	3034	14106	12700	55926	17500	273	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	0	0
468	68	5	2271	2776	2482	3034	14106	12700	55926	17500	273	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	0	0
469	69	5	2271	2776	2482	3034	14106	12700	55926	17500	273	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	0	0
470	70	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
471	71	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
472	72	5	4034	4931	2595	3171	14509	13774	55926	17500	273	5610	3639	3559	5355	4511	2312	100	300	50	0.2	0.2	1193	490	522	905	80	3559	0	0
473	73	5	3997	4885	2615	3196	14523	13793	55926	17500	273	5514	3543	3447	5019	4431	2392	100	300	50	0.2	0.2	1161	458	554	937	80	3447	0	0
474	74	5	3526	4309	2959	3617	14523	14119	55926	17500	273	3693	1722	3671	5691	2913	2392	100	300	50	0.2	0.2	554	522	1097	937	80	3671	0	0
475	75	5	3255	3979	3027	3700	19211	14036	62140	30800	200	4642	2868	5432	7371	3499	1995	100	300	50	0.2	0.2	956	702	734	798	80	5432	0	0
476	76	5	3334	4075	2952	3608	19211	13959	62140	30800	134	5122	3348	5163	6699	3899	1995	100	300	50	0.2	0.2	1116	638	638	798	80	5163	0	0
477	77	5	2314	2828	1723	2106	20747	18313	62140	30800	134	3587	2010	5572	11392	2784	2392	100	300	50	0.2	14.0	670	1085	478	957	80	5572	0	0
478	78	5	2314	2828	1723	2106	20785	18313	62140	30800	134	3779	2202	5124	10048	2944	2552	100	300	50	0.2	14.0	734	957	478	1021	80	5124	0	0
479	79	5	2314	2828	1723	2106	20708	18313	62140	30800	134	3779	2202	5572	11392	2944	2232	100	300	50	0.2	14.0	734	1085	478	893	80	5572	0	0
480	80	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
481	81	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
482	82	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
483	83	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
484	84	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
485	85	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
486	86	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
487	87	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
488	88	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
489	89	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
490	90	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
491	91	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
492	92	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
493	93	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
494	94	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
495	95	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
496	96	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
497	97	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
498	98	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
499	99	5	0	0	0	0	0	0	62140	31940	248	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
501	1	6	1179	1441	1111	1357	10001	6761	12870	40250	682	3247	1608	1758	3538	3148	1072	100	300	0	0.0	0.0	536	337	230	429	80	1758	0	0
502	2	6	1230	1504	820	1002	6661	7267	10110	48300	682	1149	1149	4961	5628	958	842	100	300	0	0.0	0.0	383	536	276	337	80	4961	0	0
503	3	6	925	1131	1297	1585	4646	9355	9180	93975	773	873	873	3360	4179	728	765	100	300	0	0.0	0.0	291	398	537	306	80	3360	0	0
504	4	6	885	1081	955	1168	9416	9108	13230	77156	682	2508	1608	1780	1292	1340	1225	100	300	0	0.0	0.0	536	123	383	490	80	1780	0	0
505	5	6	1205	1473	1278	1561	6661	8992	10110	83125	682	735	735	2530	4988	612	842	100	300	0	0.0	0.0	245	475	475	337	80	2530	0	0
506	6	6	1212	1481	1271	1553	6643	8980	9180	80500	682	1380	1380	1939	3213	1150	765	100	300	0	0.0	0.0	460	306	460	306	80	1939	0	0
507	7	6	1266	1548	970	1185	8621	7761	8280	53550	682	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	516	256	317	317	80	2434	0	0
508	8	6	1487	1818	977	1194	10122	9002	12870	50925	682	2710	1746	1673	2415	2178	-2146826273	100	300	0	0.0	0.0	562	210	271	409	80	1673	0	0
509	9	6	903	1104	673	822	10141	8953	13800	40250	682	1737	966	2688	5460	1347	1150	100	300	0	0.0	0.0	322	520	230	460	80	2688	0	0
510	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
511	11	6	1274	1557	1184	1448	9982	6864	11700	62825	682	2272	1404	2213	3602	1712	975	100	300	0	0.0	0.0	468	343	359	390	80	2213	0	0
512	12	6	1185	1448	1113	1361	10006	6764	13110	40950	682	3277	1638	1779	3602	1586	1092	100	300	0	0.0	0.0	546	343	234	437	80	1779	0	0
513	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
514	14	6	1223	1494	836	1022	6665	7296	10290	54600	682	1170	1170	4887	5408	975	858	100	300	0	0.0	0.0	390	515	312	343	80	4887	0	0
515	15	6	1245	1522	873	1067	6665	7271	10290	49175	682	1170	1170	4225	5733	975	858	100	300	0	0.0	0.0	390	546	281	343	80	4225	0	0
516	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
517	17	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
518	18	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
519	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
520	20	6	1032	1261	743	908	9420	9112	13473	68250	682	3437	1638	1247	1312	1948	1248	100	300	0	0.0	0.0	546	125	390	499	80	1247	0	0
521	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
522	22	6	861	1053	994	1214	9406	9159	12636	92031	682	2304	1404	1896	1638	1170	1170	100	300	0	0.0	0.0	468	156	468	468	80	1896	0	0
523	23	6	1305	1595	1155	1411	9982	6826	11700	54600	682	2506	1638	2104	3276	1907	975	100	300	0	0.0	0.0	546	312	312	390	80	2104	0	0
524	24	6	1137	1390	1311	1602	9982	6913	11700	73675	682	2179	1311	2104	3276	1635	975	100	300	0	0.0	0.0	437	312	421	390	80	2104	0	0
525	25	6	1192	1456	1113	1361	10006	6764	13110	40950	682	3370	1731	1670	3276	3250	1092	100	300	0	0.0	0.0	577	312	234	437	80	1670	0	0
526	26	6	1192	1456	1113	1361	10006	6764	13110	40950	682	3370	1731	1670	3276	3250	1092	100	300	0	0.0	0.0	577	312	234	437	80	1670	0	0
527	27	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
528	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
529	29	6	1230	1503	836	1022	6665	7296	10290	54600	682	1077	1077	4996	5733	898	858	100	300	0	0.0	0.0	359	546	312	343	80	4996	0	0
530	30	6	947	1158	1071	1308	6665	7396	10290	76475	682	936	936	4723	4914	780	858	100	300	0	0.0	0.0	312	468	437	343	80	4723	0	0
531	31	6	1245	1522	873	1067	6665	7271	10290	49175	682	1170	1170	4225	5733	975	858	100	300	0	0.0	0.0	390	546	281	343	80	4225	0	0
532	32	6	1245	1522	873	1067	6665	7271	10290	49175	682	1170	1170	4225	5733	975	858	100	300	0	0.0	0.0	390	546	281	343	80	4225	0	0
533	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
534	34	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
535	35	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
536	36	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
537	37	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
538	38	6	928	1135	1303	1592	4650	9362	9360	95550	773	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
539	39	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
540	40	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
541	41	6	1032	1261	743	908	9420	9112	13473	68250	682	3437	1638	1247	1312	3896	1248	100	300	0	0.0	0.0	546	125	390	499	80	1247	0	0
542	42	6	1014	1240	778	951	9406	9159	12636	81900	682	3344	1545	1191	1144	3818	1170	100	300	0	0.0	0.0	515	109	468	468	80	1191	0	0
543	43	6	844	1031	1029	1257	9392	9206	11799	105681	682	2211	1311	1840	1470	1092	1092	100	300	0	0.0	0.0	437	140	546	437	80	1840	0	0
544	44	6	844	1031	1029	1257	9392	9206	11799	105681	682	2211	1311	1840	1470	1092	1092	100	300	0	0.0	0.0	437	140	546	437	80	1840	0	0
545	45	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
